cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
Cell_24	1.84325e-25	1.14414e-06	0.000140771	9.13234e-05	0.999034	8.64498e-06	3.72833e-05	0.000687164
Cell_25	1.4637e-20	9.1454e-06	0.54034	0.0576952	0.071391	1.06486e-05	2.98346e-14	0.330554
Cell_26	6.29059e-15	0.0226768	0.182504	0.0261172	0.645054	0.00511876	5.10352e-11	0.11853
Cell_27	2.55595e-30	8.49141e-13	0.692191	0.051704	0.000331771	7.24097e-12	4.34002e-18	0.255773
Cell_28	3.87671e-17	0.999918	1.98149e-05	4.47961e-06	2.46697e-07	4.98265e-05	7.28448e-09	7.59551e-06
Cell_29	1.86816e-32	2.2543e-14	0.586384	0.001004	1.92227e-13	1.5229e-13	1.51977e-23	0.412612
Cell_30	4.18904e-34	2.29463e-16	0.0825245	0.0391317	0.635139	1.96956e-15	5.22686e-22	0.243205
Cell_31	1.58307e-25	1.22855e-05	0.0304279	0.010988	0.948922	9.69512e-05	9.02789e-20	0.00955278
Cell_32	3.94409e-23	1.62751e-13	0.524488	0.00738195	9.99436e-06	9.94497e-13	9.25555e-24	0.46812
Cell_33	1.36512e-36	3.32481e-10	0.0124965	0.00509215	0.960954	1.74266e-09	8.65441e-20	0.0214576
Cell_34	7.08731e-41	9.13588e-13	0.565109	0.100903	0.126831	1.06375e-12	3.16139e-23	0.207157
Cell_35	3.31386e-49	2.602e-11	0.0946097	0.00229566	0.00383863	1.95633e-11	7.291e-24	0.899256
Cell_36	2.31811e-26	1.07588e-06	0.509488	0.0103962	0.00044583	8.08906e-07	1.20243e-30	0.479668
Cell_37	2.62848e-16	1.04139e-07	0.0618374	0.0180356	0.883458	4.91199e-07	8.14693e-12	0.0366684
Cell_38	3.00449e-32	0.00937652	0.628665	0.0718753	0.0277411	0.00704981	0.250872	0.00441986
Cell_39	7.96596e-32	1.02675e-11	0.353859	0.0730792	0.0322156	8.7684e-11	1.00958e-26	0.540846
Cell_40	3.96699e-24	1.02777e-07	0.0389634	0.00671253	0.815144	2.96115e-07	5.95794e-20	0.13918
Cell_41	1.61595e-33	9.03807e-15	0.0104584	0.0064191	0.975052	6.1057e-14	5.98245e-23	0.00807028
Cell_42	1.12097e-44	6.69756e-31	0.282157	0.18164	0.503478	4.83663e-30	2.67038e-47	0.0327249
Cell_43	9.02504e-27	6.06544e-14	0.00513408	0.00289325	0.988425	2.6835e-14	3.76206e-19	0.00354814
Cell_44	2.20806e-25	1.77047e-08	0.0313518	0.0155714	0.936341	1.33114e-08	2.5125e-31	0.0167357
Cell_45	7.48221e-09	2.20406e-05	0.000619841	0.000389279	0.998293	0.000148896	2.65233e-14	0.000526448
Cell_46	1.51429e-19	0.999189	0.000698932	8.20595e-06	3.92842e-09	4.9258e-05	4.67601e-12	5.43427e-05
Cell_47	5.30199e-21	1.54664e-08	0.000609661	0.000393967	0.99872	3.48717e-08	9.29634e-25	0.000276405
Cell_48	9.81945e-25	2.42269e-17	0.976253	0.00691482	4.83917e-06	2.8209e-17	2.15002e-23	0.0168268
Cell_49	6.09622e-41	3.88066e-17	0.016123	0.00975701	0.955511	3.24955e-16	9.21411e-25	0.0186092
Cell_50	7.99515e-24	0.000129616	0.0083498	0.00296066	0.91017	0.000373442	0.0749217	0.00309475
Cell_51	2.1061e-36	1.08179e-21	0.528296	0.0284961	1.56072e-05	8.6999e-21	3.13541e-32	0.443193
Cell_52	1.1915e-30	9.48795e-12	0.0216071	0.0143053	0.939476	8.13591e-11	1.32512e-25	0.0246121
Cell_53	7.25132e-38	8.06363e-09	0.906751	0.0427165	4.81091e-05	5.74979e-10	6.98839e-21	0.0504842
Cell_54	7.55428e-26	0.0801606	0.00904904	0.00288592	7.29626e-05	0.0180944	0.889324	0.000412719
Cell_55	6.43709e-17	5.62407e-09	0.536805	0.0873248	0.282112	1.26804e-08	3.65715e-18	0.0937585
Cell_56	7.12224e-17	1.50894e-05	0.0085694	0.00354633	0.986828	9.40256e-08	2.25857e-07	0.00104089
Cell_57	1.8543e-34	4.44918e-10	0.540683	0.0622173	0.0154013	3.73382e-09	8.84989e-22	0.381698
Cell_58	1.87617e-18	8.8377e-11	0.939004	0.0163988	9.0064e-06	3.65708e-10	6.48544e-39	0.0445882
Cell_59	6.15706e-13	1.78267e-09	0.000828016	0.00062305	0.997979	1.15135e-08	1.55463e-20	0.00056998
Cell_60	2.45049e-20	1.709e-08	0.000455541	0.0003502	0.999096	4.92388e-08	6.90625e-17	9.84872e-05
Cell_61	6.63493e-19	4.45279e-07	0.21191	0.0794707	0.707798	1.97002e-07	3.35514e-10	0.000821012
Cell_62	8.46189e-37	5.82884e-19	0.165926	0.0872049	0.493965	4.38245e-19	2.32306e-21	0.252904
Cell_63	2.37975e-13	4.08843e-07	0.149807	0.0743654	0.760312	2.86507e-06	4.34764e-18	0.0155117
Cell_64	2.45675e-27	1.80651e-16	0.563865	0.112852	0.0353726	1.0308e-15	1.73531e-24	0.28791
Cell_65	1.17443e-13	1.39497e-05	0.609254	0.0307943	0.0120441	6.17171e-06	1.35925e-14	0.347887
Cell_66	2.21886e-24	5.71728e-15	0.378881	0.0521618	0.279982	1.64723e-14	4.51273e-26	0.288975
Cell_67	1.13092e-18	2.70157e-07	0.00323194	0.000759883	0.982626	3.14561e-07	1.64398e-18	0.0133817
Cell_68	6.62877e-14	4.03888e-09	0.00349495	0.00249714	0.987891	3.05172e-08	4.47253e-28	0.00611707
Cell_69	4.76323e-39	1.59466e-07	0.430449	0.100411	0.0054754	1.32404e-06	1.68871e-17	0.463663
Cell_70	1.40176e-31	3.55809e-12	0.866702	0.0629569	1.22704e-05	2.17419e-11	3.04184e-24	0.0703285
Cell_71	1.68087e-15	0.000142258	0.00622149	0.00254317	0.989613	0.000588668	1.98092e-13	0.000891213
Cell_72	5.40671e-15	8.40007e-07	0.000197397	0.000119789	0.999314	4.4028e-06	1.16789e-24	0.000363984
Cell_73	1.80038e-15	0.000758851	0.00155644	0.000669953	0.969656	0.000139933	0.0263825	0.000836087
Cell_74	3.41885e-21	3.4143e-06	0.578643	0.114131	0.302236	1.51057e-06	1.6083e-38	0.00498484
Cell_75	0.983146	2.01342e-05	0.000149488	0.000112491	0.0164039	0.000164176	4.47379e-13	4.06415e-06
Cell_76	4.77759e-43	1.90445e-07	0.0013941	0.000979643	0.997351	1.33459e-06	3.55583e-23	0.000273853
Cell_77	4.09755e-27	5.00685e-12	0.46131	0.0752382	0.000447903	4.02656e-11	1.78588e-18	0.463004
Cell_78	2.50246e-23	2.5496e-06	0.0136894	0.0125022	0.967405	8.9715e-06	5.31203e-12	0.00639187
Cell_79	1.46215e-08	0.0139829	0.00263594	0.00205097	0.969701	0.0105131	1.24307e-12	0.00111611
Cell_80	3.05899e-10	4.02285e-05	0.400303	0.0939172	0.196937	0.000189748	3.00595e-10	0.308613
Cell_81	3.06561e-15	1.79346e-08	0.786962	0.142086	2.79e-07	1.53868e-07	2.54765e-18	0.0709522
Cell_82	1.64242e-26	3.04053e-08	0.000538301	0.000511305	0.998756	2.13073e-07	1.94169e-17	0.000194512
Cell_83	4.03511e-29	5.84492e-16	0.46193	0.0368827	0.0126388	3.06355e-15	6.65119e-21	0.488549
Cell_84	2.09967e-29	7.16465e-19	0.33935	0.148406	0.0237733	6.1408e-18	3.53815e-30	0.48847
Cell_85	7.07136e-16	0.990655	0.00696071	3.30498e-05	1.24478e-08	0.000361768	5.68995e-10	0.00198944
Cell_86	3.87915e-32	1.01066e-06	0.000692251	0.000489161	0.998594	1.69016e-06	3.88872e-17	0.00022222
Cell_87	5.58362e-10	0.00102597	0.023838	0.0168344	0.954505	0.00295598	6.13563e-12	0.000840268
Cell_88	5.70793e-05	0.409518	0.104373	0.0306352	0.159221	0.181181	1.65297e-07	0.115015
Cell_89	2.59005e-27	3.79698e-11	0.297384	0.166269	0.277199	3.25672e-10	7.34483e-24	0.259148
Cell_90	2.46567e-20	6.24503e-09	0.000133468	6.88953e-05	0.999016	2.19749e-08	3.49085e-20	0.000781933
Cell_91	5.172e-20	0.000542595	0.68702	0.208103	0.0172962	0.000407954	8.30508e-15	0.0866304
Cell_92	1.01497e-07	6.48617e-07	0.0352562	0.00605988	0.93723	4.87667e-07	7.36557e-16	0.0214525
Cell_93	9.08774e-24	5.54016e-13	0.0378036	8.56757e-05	1.02487e-06	2.4511e-13	8.52117e-22	0.96211
Cell_94	1.92945e-25	1.04634e-10	0.431282	0.0959381	0.103219	2.36187e-11	1.6242e-20	0.369561
Cell_95	1.22684e-45	8.08174e-17	0.319177	0.0695595	0.00718858	6.84396e-16	6.05184e-27	0.604075
Cell_96	0.999774	1.58359e-05	3.61372e-05	2.01238e-05	1.67053e-05	0.000134979	1.86607e-17	1.95575e-06
Cell_97	0.871514	1.47149e-05	1.97669e-05	1.1945e-05	0.128286	0.000123218	1.90993e-23	2.9611e-05
Cell_98	1.15935e-31	6.41556e-08	0.212734	0.0752556	0.410445	5.39458e-07	6.64699e-15	0.301565
Cell_99	5.76735e-32	3.84234e-12	0.523121	0.0998531	0.0674849	2.34789e-11	5.92548e-23	0.309541
Cell_100	7.36716e-08	8.57114e-12	0.0894244	0.00192053	0.000348197	9.97994e-12	1.00756e-20	0.908307
Cell_101	1.2424e-24	5.7672e-15	0.0276841	0.0114975	0.940794	1.66161e-14	2.23536e-29	0.020024
Cell_102	1.95292e-19	3.6488e-05	0.000923065	0.000251576	0.982896	0.000275698	3.9634e-16	0.0156176
Cell_103	1.21424e-29	8.93305e-09	0.668236	0.0357657	3.7411e-05	6.26007e-08	3.04457e-20	0.295961
Cell_104	3.83785e-20	0.000915461	0.00992943	0.00646023	0.980411	0.00106593	3.80434e-18	0.00121748
Cell_105	1.61887e-14	4.26859e-14	0.0315496	0.0113047	0.889042	3.65231e-13	5.43959e-14	0.0681041
Cell_106	1.243e-26	1.39928e-06	0.48681	0.166089	0.121102	1.05728e-05	5.37392e-25	0.225987
Cell_107	2.94351e-19	7.4801e-14	0.480712	0.00213259	3.11475e-06	1.68652e-13	2.99698e-25	0.517152
Cell_108	0.998576	1.75358e-05	4.09977e-05	1.65784e-05	0.00116602	0.000136725	4.02123e-14	4.61624e-05
Cell_109	6.88983e-20	1.94869e-08	0.0462377	0.00715987	0.932891	8.06376e-08	2.2362e-28	0.0137112
Cell_110	2.71369e-27	1.27788e-11	0.366165	0.0187164	0.0161059	1.48792e-11	1.81586e-23	0.599013
Cell_111	1.28786e-31	1.27776e-13	0.620913	0.00190296	1.26173e-07	2.88093e-13	2.69081e-12	0.377184
Cell_112	7.29193e-46	1.81727e-09	0.274558	0.0651866	0.487687	4.09734e-09	1.27113e-23	0.172568
Cell_113	3.61293e-55	8.49051e-14	0.0574731	0.00173455	0.000355353	3.75641e-14	3.70126e-28	0.940437
Cell_114	2.72051e-41	9.44963e-08	0.0158479	0.00907861	0.938219	8.06735e-07	2.18863e-16	0.036854
Cell_115	1.60908e-31	7.99422e-09	0.00573427	0.00166666	0.981941	6.78876e-08	5.97887e-21	0.0106583
Cell_116	5.73692e-30	1.04458e-07	0.00353322	0.00229135	0.99293	7.85374e-08	2.41356e-15	0.00124478
Cell_117	0.999765	2.20873e-05	3.50676e-05	2.05449e-05	1.91442e-05	0.000134966	3.44847e-18	3.57611e-06
Cell_118	5.36816e-20	1.01388e-06	5.50082e-05	4.2931e-05	0.999718	2.92113e-06	4.55476e-17	0.000180456
Cell_119	1.51437e-20	3.12191e-14	0.00352211	0.00189274	0.993502	7.04699e-15	2.4226e-34	0.0010832
Cell_120	4.20876e-29	1.63016e-10	0.000690027	0.000307085	0.997549	1.25296e-09	1.05263e-11	0.00145392
Cell_121	1.907e-17	9.48148e-11	0.000114486	7.33713e-05	0.999495	7.84385e-10	3.46825e-20	0.000316645
Cell_122	4.48091e-43	1.37822e-07	0.685402	0.0547062	0.0647016	3.111e-08	2.48343e-26	0.19519
Cell_123	2.3737e-12	0.000113639	0.888363	0.0755682	0.0205571	0.000190042	7.09164e-15	0.0152079
Cell_124	1.28187e-24	1.03082e-10	0.000653358	0.000328377	0.99739	3.62724e-10	2.5145e-22	0.00162859
Cell_125	1.04178e-27	1.56558e-09	0.401493	0.075139	0.186803	1.31097e-08	1.95758e-18	0.336565
Cell_126	3.78977e-19	0.00226231	0.426224	0.0710146	0.311295	0.013824	7.09195e-14	0.175381
Cell_127	1.96814e-17	7.15606e-06	0.000328906	0.000126848	0.998299	6.10479e-05	6.90044e-16	0.00117682
Cell_128	1.19812e-23	2.7917e-11	0.572231	0.00398285	6.90686e-09	1.95636e-10	2.44113e-17	0.423786
Cell_129	2.41794e-27	8.34834e-17	0.655157	0.00444285	2.46958e-08	6.65572e-16	6.4559e-17	0.3404
Cell_130	1.07731e-17	5.69321e-07	0.211131	0.166547	0.622263	4.21438e-06	9.59413e-13	5.45651e-05
Cell_131	4.34297e-49	8.3327e-11	0.583439	0.118815	0.0674219	1.88091e-11	6.54283e-27	0.230324
Cell_132	0.993377	1.98894e-05	4.19127e-05	1.85344e-05	0.00635561	0.000134363	3.96065e-08	5.24227e-05
Cell_133	3.1253e-23	0.000291302	0.177638	0.117197	0.627128	0.0024804	1.41297e-15	0.0752654
Cell_134	8.5708e-21	7.57463e-07	0.64768	0.0614967	0.0218907	2.18236e-06	8.00291e-19	0.26893
Cell_135	0.998578	1.92582e-05	2.48635e-05	1.56849e-05	0.00120133	0.000134957	3.16641e-20	2.58388e-05
Cell_136	2.51905e-15	8.33081e-06	0.000100318	7.15009e-05	0.999675	4.3665e-05	3.12886e-17	0.000101495
Cell_137	1.4359e-36	3.54142e-10	0.00600526	0.00512121	0.985622	2.16401e-09	3.93381e-20	0.00325109
Cell_138	2.6341e-31	3.57216e-14	0.531037	0.00783004	1.46438e-06	3.01362e-13	2.80717e-24	0.461132
Cell_139	7.6084e-15	3.03983e-10	0.000157633	0.000161358	0.999579	1.59329e-09	1.08829e-19	0.00010197
Cell_140	0.999119	3.35146e-05	0.000110039	4.65716e-05	0.000538474	0.000138685	1.48112e-13	1.40018e-05
Cell_141	2.01655e-17	0.0461126	0.620977	0.107947	0.116992	0.0104088	1.34946e-23	0.0975629
Cell_142	2.07318e-21	2.89969e-10	0.31871	0.0377775	0.10075	2.36443e-09	2.43979e-18	0.542762
Cell_143	7.95243e-33	6.77829e-11	0.380788	0.0374938	0.10473	5.79202e-10	6.26006e-18	0.476988
Cell_144	2.0815e-24	1.15217e-06	0.000138724	0.000115951	0.999675	1.34155e-06	1.25246e-14	6.79564e-05
Cell_145	1.4992e-18	0.000579036	0.122588	0.000556697	7.20087e-09	0.00166829	4.21585e-09	0.874608
Cell_146	1.60243e-21	0.0807177	0.227947	0.115174	0.0818023	0.49323	4.01309e-10	0.00112814
Cell_147	3.09385e-25	1.50548e-12	0.297387	0.0536919	0.004443	1.23437e-11	9.97582e-21	0.644478
Cell_148	0.999623	1.65554e-05	2.61697e-05	1.31287e-05	0.000178251	0.000134993	1.95461e-12	8.13025e-06
Cell_149	7.19216e-05	0.00309343	0.0214373	0.00334457	0.919898	0.00136861	1.49464e-13	0.0507865
Cell_150	9.98603e-24	2.20403e-12	0.0115578	0.00380374	0.965104	1.59163e-11	2.92427e-26	0.0195349
Cell_151	2.59882e-30	3.45745e-14	9.14599e-05	3.85733e-05	0.999267	4.02574e-14	6.86365e-49	0.000602502
Cell_152	1.52846e-17	1.03081e-10	2.13593e-05	1.18464e-05	0.999682	7.63051e-10	9.27562e-23	0.000284494
Cell_153	1.15568e-26	1.9931e-11	0.813796	0.0578638	0.000852442	1.04466e-10	2.14214e-22	0.127488
Cell_154	5.45346e-25	0.000104239	0.375036	0.0378393	0.197245	0.00075276	2.0717e-13	0.389023
Cell_155	7.1654e-06	1.09168e-08	0.3712	0.0762012	0.344955	1.82565e-08	7.13449e-19	0.207637
Cell_156	9.70003e-09	0.0148329	0.00069844	0.000403578	0.980031	0.00334819	9.28044e-10	0.000685854
Cell_157	2.4661e-22	5.63416e-15	0.387581	0.0612565	0.0296619	3.44279e-14	2.29877e-24	0.5215
Cell_158	0.999468	1.60116e-05	0.000107734	2.02489e-05	1.60123e-05	0.00013544	1.16094e-18	0.000236218
Cell_159	1.08596e-20	2.11831e-05	0.210693	0.061384	0.513815	9.37191e-06	2.55259e-39	0.214077
Cell_160	1.35575e-16	0.339876	0.366032	0.0494324	0.00828916	0.076719	9.19762e-19	0.159651
Cell_161	4.08516e-20	0.0261334	0.492807	0.00385666	0.000135896	0.0115621	2.10866e-12	0.465505
Cell_162	5.05658e-25	2.07686e-07	0.000844505	0.000377747	0.997533	1.45541e-06	2.34129e-17	0.0012429
Cell_163	5.69288e-23	0.00592266	0.0212699	0.000172434	1.64963e-09	0.0013369	0.970188	0.00111028
Cell_164	1.29365e-35	4.32328e-08	0.016145	0.00416157	0.977911	2.9206e-07	5.28291e-23	0.00178213
Cell_165	6.60965e-20	9.07252e-10	0.0246161	0.016567	0.891872	7.72925e-09	2.76047e-13	0.0669451
Cell_166	1.49917e-24	0.997771	0.00135548	2.64292e-05	1.1046e-10	0.000364366	3.01076e-06	0.00047963
Cell_167	4.87929e-20	4.66934e-09	0.444051	0.0460722	0.000276674	2.66434e-08	7.97704e-18	0.5096
Cell_168	4.75756e-08	0.000227436	0.0412592	0.0210756	0.935484	0.000100623	4.37064e-15	0.0018526
Cell_169	1.44229e-16	2.58893e-05	0.296152	0.177526	0.00338287	0.000206403	8.6438e-13	0.522707
Cell_170	2.80346e-50	8.65804e-17	0.465255	0.00683805	0.000148347	3.04658e-16	1.03915e-22	0.527759
Cell_171	3.7763e-44	0.000176863	0.0393336	0.000295361	3.29216e-06	3.99226e-05	2.17167e-16	0.960151
Cell_172	4.53978e-28	4.39409e-11	0.706487	0.0261925	0.000506701	2.68503e-10	3.65985e-20	0.266814
Cell_173	8.14302e-21	1.73517e-05	0.00377038	0.00156526	0.988537	0.000148776	1.01053e-16	0.0059611
Cell_174	1.40561e-15	0.00018298	0.000440193	0.000273144	0.998816	4.13034e-05	8.05467e-19	0.000246041
Cell_175	2.41729e-19	2.10003e-09	0.413077	0.0339003	0.000263655	1.55454e-08	2.02468e-24	0.552759
Cell_176	4.86401e-28	4.46311e-15	0.471233	0.0621073	0.134882	2.72721e-14	4.29022e-28	0.331778
Cell_177	7.74206e-14	2.21309e-05	0.000117725	8.36466e-05	0.999602	1.66393e-05	3.85641e-09	0.000158126
Cell_178	6.42037e-22	5.4715e-12	0.038056	0.0124753	0.887597	3.95123e-11	3.31452e-20	0.0618717
Cell_179	2.32408e-25	3.61759e-12	0.000983681	0.000497301	0.996417	2.06421e-11	2.4332e-24	0.00210182
Cell_180	2.00963e-35	8.03668e-17	0.651724	0.0191672	8.98749e-06	4.58575e-16	2.75094e-26	0.3291
Cell_181	1.86008e-20	1.78375e-06	0.453585	0.204776	0.335541	1.40765e-05	1.44968e-20	0.00608112
Cell_182	3.88244e-29	3.91883e-10	0.423063	0.0464814	0.0196219	3.32203e-09	1.06108e-19	0.510834
Cell_183	2.54231e-17	2.09705e-05	0.00128278	0.000303057	0.98537	0.000178561	1.44143e-25	0.0128442
Cell_184	8.27124e-33	1.2221e-08	0.0876196	0.0437818	0.0595294	1.04871e-07	7.77756e-16	0.809069
Cell_185	1.04393e-23	0.000134089	0.696976	0.0201098	0.000827971	0.000100816	9.68424e-14	0.281851
Cell_186	1.58494e-23	8.5378e-06	0.000265023	0.00011719	0.997601	7.32115e-05	6.66205e-16	0.00193545
Cell_187	5.90055e-26	7.60473e-12	0.00784011	0.00481793	0.967116	6.517e-11	8.38446e-24	0.0202256
Cell_188	1.85005e-20	1.30628e-08	0.0326242	0.0204642	0.946336	7.9821e-08	1.30544e-20	0.000575231
Cell_189	1.75472e-16	5.10342e-10	0.579016	0.0440303	0.0108664	3.68542e-09	4.68106e-19	0.366087
Cell_190	2.65135e-18	3.82449e-10	0.846257	0.0771496	0.0327856	2.00456e-09	1.68582e-18	0.0438079
Cell_191	1.02314e-30	1.28357e-12	0.0883427	0.00266618	0.0125901	6.05428e-12	8.19553e-19	0.896401
Cell_192	1.22034e-16	0.00592153	0.73739	0.0083498	1.9714e-08	0.0505534	2.96158e-32	0.197786
Cell_193	3.09276e-17	4.79621e-09	0.517203	0.0124758	0.000144516	2.93075e-08	2.37011e-14	0.470176
Cell_194	5.08855e-28	1.05788e-08	0.603851	0.0147433	3.29662e-07	8.13095e-08	9.07679e-19	0.381405
Cell_195	0.999482	3.20492e-05	0.000134029	5.71809e-05	2.81212e-05	0.000265137	1.44996e-19	1.45721e-06
Cell_196	2.44416e-28	9.9339e-05	0.0185515	0.00409123	0.922737	0.000115667	7.18431e-17	0.0544051
Cell_197	3.02678e-16	1.69539e-05	0.110661	0.0471195	0.806277	2.83526e-05	8.81204e-14	0.0358964
Cell_198	1.88989e-12	0.117344	3.95156e-06	2.05698e-06	0.00190256	5.84731e-06	0.880734	8.12966e-06
Cell_199	4.59346e-28	0.00728858	6.23812e-09	6.44062e-11	1.97487e-16	5.29334e-10	0.992711	5.42565e-10
Cell_200	1.16854e-22	9.21011e-13	0.711739	0.175731	0.0177149	7.5877e-12	5.26947e-21	0.0948148
Cell_201	0.999766	2.09612e-05	6.05796e-05	1.38293e-05	2.0711e-06	0.000135379	4.34396e-20	1.37442e-06
Cell_202	6.64364e-25	2.92293e-08	0.704629	0.00772085	1.33364e-05	2.19763e-08	1.39257e-18	0.287637
Cell_203	0.999758	2.58695e-05	4.39611e-05	1.6073e-05	1.57704e-05	0.000135592	3.65844e-16	4.50702e-06
Cell_204	3.01074e-13	0.0265381	0.27257	0.0236298	0.00108679	0.0764601	1.17433e-14	0.599716
Cell_205	2.39812e-14	3.70393e-08	0.103281	0.0237974	0.767011	6.19421e-08	1.58899e-21	0.105911
Cell_206	4.4805e-26	3.53208e-12	0.00663735	0.00264338	0.685239	1.56268e-12	9.604e-14	0.30548
Cell_207	9.60022e-14	0.00045629	0.00489199	0.00147103	0.984212	0.00188815	1.89544e-44	0.00708098
Cell_208	2.76772e-26	1.25475e-09	0.212664	0.005766	0.00951254	9.28826e-09	1.80333e-19	0.772057
Cell_209	2.35572e-24	0.9943	0.0026524	4.13285e-06	9.93957e-11	2.0489e-05	1.21682e-07	0.00302331
Cell_210	9.23006e-37	3.69974e-30	0.418007	0.0393585	0.00916447	3.11639e-29	5.21587e-44	0.53347
Cell_211	4.70446e-30	1.58783e-12	0.424261	0.0597466	0.0532585	1.33747e-11	8.82993e-22	0.462734
Cell_212	6.08266e-14	1.98084e-06	4.94786e-05	3.03911e-05	0.999623	1.27934e-05	1.02829e-15	0.000282672
Cell_213	1.47675e-30	1.45245e-08	0.909649	0.0710872	3.02723e-05	1.69118e-08	1.81574e-16	0.0192331
Cell_214	5.65372e-30	5.00718e-15	0.34452	0.000339989	2.15643e-11	3.23391e-14	5.12971e-26	0.65514
Cell_215	2.35667e-21	2.66915e-05	4.23025e-05	3.0656e-05	0.999455	0.000223507	1.58812e-15	0.00022205
Cell_216	9.83921e-28	7.4081e-09	0.018178	0.00450364	0.968066	3.0655e-08	3.05008e-21	0.00925272
Cell_217	3.70834e-18	2.14786e-07	0.171067	0.00855427	9.72524e-05	4.84829e-08	2.66684e-17	0.820281
Cell_218	0.998073	0.000597704	3.67355e-05	1.81323e-05	0.00112042	0.000134918	7.82091e-14	1.95764e-05
Cell_219	2.12142e-31	1.07642e-15	0.394272	0.14316	0.0606663	9.21313e-15	7.4017e-28	0.401901
Cell_220	1.51726e-21	5.62126e-06	0.000221614	0.000148634	0.997813	4.48156e-05	5.45253e-21	0.00176644
Cell_221	4.44806e-40	6.12629e-12	0.349485	0.0336212	0.00114474	5.12997e-11	2.60704e-22	0.615749
Cell_222	1.34204e-24	7.50798e-07	0.376151	0.0240492	0.000345511	1.6928e-06	1.13084e-16	0.599452
Cell_223	7.16505e-37	1.93404e-15	0.272187	0.0173223	0.0931929	8.00314e-15	1.91851e-24	0.617297
Cell_224	1.49076e-10	0.000145915	0.628492	0.0468431	0.123097	0.000169899	3.08073e-18	0.201252
Cell_225	1.6019e-25	5.10294e-13	0.0161355	0.0138587	0.9671	4.31107e-12	1.20501e-22	0.00290551
Cell_226	0.999409	3.86984e-05	0.000364485	2.14051e-05	4.439e-07	0.000136171	2.42078e-19	2.94143e-05
Cell_227	3.75999e-21	3.28075e-09	0.468045	0.0340599	0.00586338	2.70283e-08	1.42194e-12	0.492031
Cell_228	1.89715e-14	1.34889e-07	0.587109	0.010425	1.40288e-05	5.58175e-07	9.00711e-13	0.402451
Cell_229	2.02459e-32	6.84159e-24	0.244938	0.105458	0.407557	5.57867e-23	1.88661e-30	0.242047
Cell_230	5.44795e-19	4.0581e-11	0.00601628	0.00358107	0.986315	3.42837e-10	1.63011e-22	0.00408722
