cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6
Cell_621	4.08197e-40	6.14933e-09	0.000305903	1.68517e-08	0.000552511	0.000862489	0.998279
Cell_622	1.30896e-31	7.832e-10	0.00415778	5.19266e-10	0.150483	0.845353	5.69992e-06
Cell_623	9.31515e-22	1.88488e-11	0.00201555	5.59544e-12	0.00726058	0.990724	6.33254e-10
Cell_624	6.32374e-19	7.06059e-05	0.0501904	6.28432e-06	0.294886	0.224486	0.430361
Cell_625	3.38136e-23	7.19746e-07	0.0178491	3.31497e-07	0.0263844	0.10543	0.850335
Cell_626	2.15244e-14	0.266785	0.00519282	0.0237454	0.00238934	0.0289027	0.672985
Cell_627	1.26005e-12	0.821195	0.0178033	0.0730909	0.000617819	0.0692455	0.0180479
Cell_628	1.18927e-23	3.48784e-07	0.00306607	2.31245e-07	0.329866	0.667057	1.03757e-05
Cell_629	3.97751e-36	1.92803e-14	0.00366783	1.71606e-15	0.261209	0.735122	8.10007e-07
Cell_630	1.32064e-34	3.83857e-16	0.0223299	8.84269e-16	0.337609	0.640013	4.8107e-05
Cell_631	4.27817e-16	6.66242e-12	9.14044e-05	1.64662e-11	0.00134626	0.000196119	0.998366
Cell_632	4.8971e-17	1.24231e-10	0.0223431	4.07677e-10	0.0146611	0.962984	1.18823e-05
Cell_633	6.4862e-17	5.35694e-06	0.000247633	8.88607e-06	0.000311895	0.000584664	0.998842
Cell_634	0.998212	0.00135875	1.51054e-05	0.000120936	9.64452e-06	0.000283138	2.56784e-08
Cell_635	1.08559e-18	1.73828e-06	0.050931	8.00609e-07	0.426376	0.381812	0.140878
Cell_636	1.62328e-39	2.96036e-06	0.00156485	2.63488e-07	0.00082305	0.00439044	0.993218
Cell_637	1.22653e-22	1.10002e-07	0.0185814	1.8247e-07	0.0266658	0.954638	0.000114933
Cell_638	3.69709e-30	2.34008e-13	0.000344953	6.94675e-14	0.605939	0.393716	1.68946e-10
Cell_639	6.6905e-25	2.63031e-13	0.0124935	6.0593e-13	0.0190776	0.0261864	0.942243
Cell_640	2.32566e-16	5.14244e-09	0.0140113	3.40947e-09	0.0231535	0.962834	1.2654e-06
Cell_641	5.16069e-32	4.91967e-18	0.0812415	3.26177e-18	0.0225983	0.729922	0.166238
Cell_642	4.76583e-30	5.9188e-07	0.000830087	2.06583e-06	0.00072821	0.00225304	0.996186
Cell_643	0.999776	4.11178e-05	1.03705e-05	0.000139476	1.69006e-07	2.80825e-05	4.69841e-06
Cell_644	2.02821e-15	1.28388e-05	0.006734	1.14272e-06	0.00613241	0.0233848	0.963735
Cell_645	1.12419e-12	0.000477154	0.000623594	0.000141648	0.000755956	0.0014209	0.996581
Cell_646	5.8839e-22	2.32899e-10	0.0250952	6.09357e-10	0.0556338	0.207239	0.712032
Cell_647	4.29955e-19	4.06811e-08	0.000413076	1.42343e-07	0.00253938	0.00104598	0.996001
Cell_648	8.94749e-05	0.000122597	0.000781113	2.13871e-05	0.0759221	0.923063	3.96659e-08
Cell_649	1.29329e-49	7.34632e-18	6.51965e-05	2.18082e-18	0.93957	0.060365	7.03574e-08
Cell_650	3.883e-31	1.16334e-10	0.034078	4.05703e-10	0.123406	0.190814	0.651702
Cell_651	9.48998e-30	5.91476e-14	5.26183e-05	1.62089e-13	0.000247113	0.000130852	0.999569
Cell_652	7.83299e-18	0.0105362	0.00427534	0.0288736	0.343857	0.612453	4.65037e-06
Cell_653	2.423e-17	0.000101303	1.976e-05	9.01651e-06	0.000270254	4.27505e-05	0.999557
Cell_654	5.04459e-23	3.78171e-07	0.00413835	1.31883e-06	0.00689387	0.00861517	0.980351
Cell_655	1.40981e-14	3.33381e-07	9.48072e-05	2.21033e-07	0.00064318	0.000330454	0.998931
Cell_656	1.53285e-23	1.34009e-11	0.00072963	3.81391e-11	0.0130609	0.00375509	0.982454
Cell_657	1.341e-18	0.000596474	0.000331506	0.000685013	0.000455059	0.000666138	0.997266
Cell_658	8.11495e-28	2.58978e-06	0.00922254	2.9742e-06	0.000516996	0.0358082	0.954447
Cell_659	4.01048e-34	1.32566e-30	0.00124029	2.5131e-30	0.636113	0.362647	1.89722e-08
Cell_660	0.993875	3.92102e-05	0.000106142	0.00013128	1.48692e-05	0.000223046	0.00561067
Cell_661	1.80159e-09	1.40704e-06	0.00299535	1.6159e-06	0.0673178	0.929684	2.71287e-08
Cell_662	5.17312e-30	2.69695e-21	0.00642732	9.07458e-21	0.00421906	0.0196479	0.969706
Cell_663	4.07165e-20	5.09147e-13	0.0333284	1.44904e-12	0.594602	0.330832	0.0412378
Cell_664	0.978423	4.03034e-05	2.01079e-05	0.000118318	0.000647339	0.0207512	2.31999e-12
Cell_665	5.61131e-13	1.09524e-05	1.86797e-05	9.81557e-06	0.000294737	4.28728e-05	0.999623
Cell_666	1.68647e-35	4.21979e-16	0.00630338	3.75585e-17	0.290047	0.703442	0.000207633
Cell_667	3.17718e-17	1.94995e-07	0.011944	2.2394e-07	0.013141	0.0388075	0.936107
Cell_668	1.6358e-11	0.999973	1.14308e-06	6.02606e-06	1.07973e-05	7.91406e-06	7.39668e-07
Cell_669	0.999415	3.45016e-05	1.29478e-05	0.000120822	9.14211e-06	0.000407677	1.22581e-10
Cell_670	4.47096e-07	0.000117686	0.000271124	0.000407902	0.00105003	0.00093511	0.997218
Cell_671	3.15354e-39	1.92172e-17	0.0437327	6.6048e-17	0.392707	0.563536	2.39205e-05
Cell_672	1.02838e-34	1.98899e-09	0.0128014	4.19996e-09	0.0309319	0.0512124	0.905054
Cell_673	1.38611e-10	1.6147e-08	3.93963e-05	2.27128e-08	0.000651579	0.00012695	0.999182
Cell_674	1.52991e-22	9.7109e-09	0.00672826	3.08609e-08	0.625179	0.367061	0.00103093
Cell_675	1.3115e-21	2.10888e-08	0.0319046	6.92052e-08	0.151535	0.430322	0.386239
Cell_676	6.72867e-23	8.68692e-07	0.0403669	1.44098e-06	0.160724	0.675351	0.123556
Cell_677	1.4638e-38	1.99837e-05	0.00505508	1.77866e-06	0.00751248	0.0249526	0.962458
Cell_678	9.3679e-34	6.05658e-16	0.0146988	2.09699e-15	0.653581	0.331658	6.20403e-05
Cell_679	1.50613e-25	1.9315e-08	0.0185605	2.21821e-08	0.23873	0.183238	0.559471
Cell_680	4.2838e-22	8.72155e-11	0.0408216	1.44673e-10	0.384165	0.570565	0.00444808
Cell_681	4.70695e-30	5.77081e-14	0.00608796	1.80696e-13	0.00755746	0.0111228	0.975232
Cell_682	1.2304e-13	0.997972	0.000152211	0.00140174	6.87207e-05	0.000404737	3.43731e-07
Cell_683	1.24269e-26	0.000231815	0.000620414	0.00060652	0.001845	0.00133307	0.995363
Cell_684	1.24392e-18	7.54896e-22	0.00297164	2.24098e-22	0.138803	0.858224	1.28503e-06
Cell_685	2.5432e-32	3.91026e-05	0.000378486	4.49069e-05	0.000511671	0.000820813	0.998205
Cell_686	0.999019	5.24803e-05	6.38605e-05	0.000120896	2.41566e-05	0.000719249	3.44665e-07
Cell_687	4.7999e-31	2.17545e-24	0.013642	5.96164e-24	0.350739	0.605968	0.0296507
Cell_688	3.73273e-14	0.995763	4.75184e-05	0.000241307	0.00235922	0.000849696	0.000739587
Cell_689	0.998104	3.92515e-05	2.05049e-05	0.00012075	3.33718e-05	0.00168242	2.54549e-10
Cell_690	4.34708e-41	8.30804e-15	0.000921212	2.05334e-14	0.00116229	0.00135524	0.996561
Cell_691	1.09596e-37	5.27023e-13	0.0254624	4.7232e-13	0.496693	0.442331	0.0355142
Cell_692	0.99831	0.00135736	1.24512e-05	0.000120813	1.83064e-05	6.56408e-05	0.000115462
Cell_693	1.78939e-24	2.01154e-12	9.60064e-05	6.84602e-12	0.000171705	0.00019394	0.999538
Cell_694	1.7928e-30	2.5673e-09	0.00894437	8.88886e-09	0.02123	0.0494996	0.920326
Cell_695	5.18216e-26	5.53225e-07	0.000170821	1.27443e-06	0.000286378	0.000407593	0.999133
Cell_696	1.22803e-46	1.17355e-06	0.0452539	4.04073e-06	0.707685	0.185518	0.0615374
Cell_697	1.36657e-26	1.36867e-08	0.00145774	1.92521e-08	0.393397	0.605145	2.19204e-07
Cell_698	3.14541e-21	0.999002	3.00911e-05	0.000288602	1.56792e-05	0.000236733	0.000426587
Cell_699	4.03331e-24	3.33776e-09	0.00187237	2.99131e-09	0.00056095	0.00320158	0.994365
Cell_700	2.57482e-20	0.124236	0.000299502	0.00256818	0.000683869	0.00092186	0.871291
Cell_701	5.7557e-37	3.8394e-11	0.000381458	3.44089e-11	0.573894	0.425724	1.28935e-11
Cell_702	0.996828	0.000406284	2.05609e-05	0.000120609	0.000149285	0.00247573	1.68592e-09
Cell_703	2.23941e-33	1	2.61326e-11	4.40261e-10	3.01665e-11	2.39945e-09	3.44277e-17
Cell_704	3.13812e-10	0.00267177	0.00088294	0.00306836	0.503129	0.490248	1.74037e-08
Cell_705	1.90813e-16	0.00112383	0.107898	0.00100718	0.00185021	0.704774	0.183347
Cell_706	1.25323e-16	5.74342e-08	0.00013392	5.14728e-08	0.000561235	0.000334698	0.99897
Cell_707	1.74149e-27	1.09284e-16	0.0412528	3.70702e-16	0.15997	0.26157	0.537208
Cell_708	7.76055e-16	3.93471e-07	0.0227083	4.51877e-07	0.0429122	0.934378	4.32621e-07
Cell_709	5.38821e-17	0.00032631	0.0545567	0.00110688	0.323699	0.29157	0.328741
Cell_710	1.13926e-14	4.91548e-07	0.00419741	1.6611e-06	0.0137999	0.0117842	0.970216
Cell_711	2.34116e-12	0.123549	0.0202297	0.0819138	0.104824	0.174517	0.494966
Cell_712	6.33778e-18	3.21167e-12	0.00352779	2.12936e-12	0.577203	0.419192	7.72596e-05
Cell_713	8.37495e-17	0.00307587	0.0605172	0.0105501	0.578552	0.343981	0.00332374
Cell_714	0.996821	0.000261758	1.94588e-05	0.000120559	2.13417e-05	0.0027554	6.61335e-13
Cell_715	8.80474e-15	0.00298483	0.00155427	0.00849488	0.126642	0.860324	1.55865e-10
Cell_716	1.27547e-09	0.000172467	0.00182277	0.000242597	0.00358067	0.00592826	0.988253
Cell_717	6.95548e-24	4.77032e-09	0.113193	1.66282e-08	0.109876	0.756728	0.0202027
Cell_718	4.18779e-15	5.55906e-05	0.000309722	4.98206e-05	0.000257823	0.00077839	0.998549
Cell_719	7.62718e-17	1.10955e-07	0.156607	2.74226e-07	0.0106967	0.654606	0.17809
Cell_720	2.51832e-46	0.00255168	0.00786401	0.00293045	0.143039	0.843611	3.64136e-06
Cell_721	1.03082e-25	1.31762e-11	0.00213646	1.17276e-12	0.374676	0.623187	8.99988e-07
Cell_722	0.999555	5.27654e-05	1.63755e-05	0.000121553	4.99832e-06	0.000248857	3.5911e-08
Cell_723	2.13867e-27	0.999743	1.15111e-05	8.93599e-05	2.71126e-05	3.61524e-05	9.31583e-05
Cell_724	1.76882e-19	0.000191256	0.000186132	5.6776e-05	0.000652409	0.000650619	0.998263
Cell_725	2.06097e-26	1.79733e-11	0.000861619	8.27805e-12	0.333519	0.66562	1.88916e-08
Cell_726	1.35396e-22	1.46471e-07	0.000367958	5.01241e-07	0.000288386	0.000860956	0.998482
Cell_727	1.49618e-65	3.55517e-14	0.0617653	1.21349e-13	0.354224	0.521434	0.0625768
Cell_728	1.55243e-25	7.42181e-12	0.000122476	1.29474e-12	0.00121019	0.00043609	0.998231
Cell_729	1.90929e-32	3.23429e-12	0.00127442	7.45066e-12	0.123524	0.875202	8.63871e-10
Cell_730	9.05476e-16	1.01553e-07	0.0887032	1.68457e-07	0.0150181	0.224263	0.672016
Cell_731	3.52093e-19	0.769302	0.0130619	0.0684722	0.0224813	0.105162	0.0215211
Cell_732	1.00905e-31	1.58363e-11	0.0673926	5.52018e-11	0.0700716	0.859362	0.00317368
Cell_733	7.67912e-29	2.9822e-12	0.0123759	8.98163e-12	0.129852	0.069058	0.788715
Cell_734	4.80938e-27	1.57195e-12	0.00489922	4.11285e-12	0.0062223	0.0301018	0.958777
Cell_735	3.71104e-26	8.89691e-10	0.00291011	2.7858e-09	0.00288328	0.00642221	0.987784
Cell_736	3.21262e-18	2.27763e-09	0.0284404	5.9592e-09	0.00453351	0.198774	0.768252
Cell_737	2.87223e-17	6.11145e-06	1.40799e-05	2.12213e-05	0.000113382	2.85977e-05	0.999817
Cell_738	3.79665e-20	3.03658e-12	0.00127866	3.48732e-12	0.844715	0.154006	1.52199e-07
Cell_739	2.91076e-18	2.03012e-09	0.0142019	6.92944e-09	0.246161	0.739634	2.43667e-06
Cell_740	0.99643	4.39637e-05	8.03677e-06	0.000120479	6.33941e-05	0.00333452	3.11176e-12
Cell_741	3.39215e-30	3.36754e-06	0.0267564	9.99685e-07	0.0137374	0.122428	0.837074
Cell_742	2.18404e-29	1.09139e-10	0.0276552	3.20397e-10	0.138825	0.832358	0.00116167
Cell_743	1.19876e-16	1.03492e-07	0.000355865	2.9454e-07	0.00202205	0.00112925	0.996492
Cell_744	1.2008e-37	3.47467e-10	6.48287e-05	1.21057e-09	0.000183181	0.000109857	0.999642
Cell_745	6.40702e-47	9.53447e-13	0.0375742	3.10076e-12	0.146691	0.815675	5.97052e-05
Cell_746	8.28758e-22	4.25148e-05	0.000296498	7.05234e-05	0.000641269	0.00067659	0.998273
Cell_747	0.999468	7.29026e-05	2.11839e-05	0.000120931	7.11756e-05	0.000239065	6.94944e-06
Cell_748	2.99422e-14	1.5401e-06	0.0136021	4.73784e-06	0.0366769	0.0364504	0.913264
Cell_749	5.93691e-14	0.00032326	0.000998148	9.59626e-05	0.0007339	0.00301374	0.994835
Cell_750	2.7947e-39	2.99906e-09	0.000117019	8.90299e-10	0.000870963	0.000410407	0.998602
Cell_751	3.9546e-31	1.5193e-11	0.000587853	1.74482e-11	0.00908668	0.0014536	0.988872
Cell_752	1.3428e-38	5.48794e-11	0.0288462	1.35635e-10	0.0379276	0.340684	0.592542
Cell_753	9.46244e-27	3.37421e-12	0.0754577	8.82828e-12	0.203937	0.64172	0.0788861
Cell_754	6.87302e-14	0.0986068	0.0353589	0.00877656	0.0243886	0.343411	0.489458
Cell_755	1.00268e-26	0.999999	8.05352e-09	4.94345e-08	5.66322e-08	1.30935e-06	1.44009e-14
Cell_756	7.3471e-38	4.12345e-11	0.00201688	3.69546e-11	0.133046	0.864937	4.26524e-08
Cell_757	3.43183e-14	1.48677e-07	0.000449952	1.33245e-07	0.116936	0.882613	1.94471e-09
Cell_758	8.25994e-25	6.83043e-10	0.00414385	1.19158e-10	0.568928	0.426924	4.34355e-06
Cell_759	1.84557e-06	1.13776e-05	7.12412e-05	2.621e-05	0.00168179	0.000280245	0.997927
Cell_760	3.38046e-18	0.987029	0.000251775	0.00152769	0.000227422	0.0109641	1.134e-08
Cell_761	3.39801e-12	5.93047e-07	0.0305159	1.12426e-06	0.290254	0.499575	0.179653
Cell_762	2.05648e-26	5.64275e-13	0.0111612	2.59891e-13	0.209978	0.778787	7.38126e-05
Cell_763	1.95005e-15	8.53085e-11	0.00013712	1.9652e-10	0.000491609	0.000351021	0.99902
Cell_764	7.29568e-07	0.0010997	0.0390102	0.00384099	0.000743721	0.110683	0.844621
Cell_765	2.83217e-15	2.94022e-07	0.0325188	6.20857e-07	0.209801	0.755295	0.00238342
Cell_766	1.67846e-14	1.60811e-08	0.083783	5.64037e-08	0.0335028	0.20665	0.676064
Cell_767	4.92908e-21	4.50941e-12	0.00559492	1.57449e-11	0.18417	0.810233	1.8107e-06
Cell_768	7.25718e-28	2.05197e-09	0.0295843	1.83899e-09	0.186578	0.782842	0.000995401
Cell_769	3.12806e-35	4.48407e-12	0.0022152	4.01864e-12	0.360171	0.637613	1.12684e-09
Cell_770	2.1397e-09	0.0113666	0.100876	0.0240017	0.000696786	0.290885	0.572174
Cell_771	0.99762	4.4044e-05	1.91269e-05	0.000120699	0.000102671	0.00209349	3.88226e-11
Cell_772	1.09675e-13	2.48392e-08	0.000529091	8.68944e-08	0.000817763	0.0015548	0.997098
Cell_773	4.26903e-27	0.999911	2.7874e-06	6.78653e-06	1.56729e-06	7.82686e-05	6.7606e-10
Cell_774	2.40103e-30	1.10506e-23	0.00502887	1.83307e-23	0.795047	0.0477736	0.15215
Cell_775	2.52218e-26	5.84918e-12	6.36703e-05	1.76162e-11	0.00017553	0.000135593	0.999625
Cell_776	4.17982e-34	7.49127e-15	0.00779844	2.50815e-14	0.483921	0.508263	1.67844e-05
Cell_777	8.96829e-28	7.11361e-11	0.0102178	1.75813e-10	0.55913	0.430482	0.000169542
Cell_778	4.54776e-11	0.00041106	0.00014046	7.17098e-05	0.000775102	0.00045611	0.998146
Cell_779	1.3314e-24	1.2482e-12	0.0307301	1.43348e-12	0.126459	0.381624	0.461187
Cell_780	8.07203e-14	1.15177e-08	0.0062712	1.03222e-08	0.225758	0.767971	1.25485e-07
Cell_781	7.42371e-28	5.31298e-08	0.0150324	7.47338e-08	0.492008	0.492569	0.000389993
Cell_782	1.08991e-11	0.00869666	0.0175695	0.00151714	0.142694	0.829318	0.000204193
Cell_783	9.96519e-26	9.90461e-08	0.0599676	2.28167e-07	0.0175421	0.914241	0.0082491
Cell_784	2.14986e-28	8.53469e-15	0.0283892	1.96609e-14	0.34875	0.622843	1.7285e-05
Cell_785	1.62645e-23	1.50267e-12	0.00571987	3.17303e-12	0.410379	0.580414	0.00348684
Cell_786	5.34926e-18	2.4757e-22	0.00146914	6.47742e-22	0.930191	0.0683266	1.31085e-05
Cell_787	6.70449e-16	6.68887e-08	0.0175035	5.95347e-09	0.249629	0.16451	0.568358
Cell_788	2.86371e-15	6.52217e-05	0.0206434	5.8452e-05	0.0462411	0.0672216	0.86577
Cell_789	9.93506e-19	7.84296e-06	9.24012e-06	2.3621e-05	0.000466259	3.01492e-05	0.999463
Cell_790	1.04195e-32	3.83261e-13	0.037265	2.54105e-13	0.110782	0.669237	0.182716
Cell_791	1.27406e-27	7.23367e-16	0.0048245	1.26192e-16	0.0720977	0.923073	4.44407e-06
Cell_792	2.33037e-12	9.70573e-09	0.0524997	3.38148e-08	0.255043	0.390338	0.30212
Cell_793	6.48983e-38	8.83841e-14	0.0137602	1.01504e-13	0.582433	0.399468	0.0043389
Cell_794	4.25432e-13	1.76941e-05	0.0142024	5.25265e-06	0.00870384	0.07893	0.898141
Cell_795	3.81224e-23	9.13418e-13	0.0070096	1.59347e-13	0.00515071	0.987832	8.1727e-06
Cell_796	1.90368e-12	7.89752e-05	0.057914	3.6374e-05	0.567942	0.257794	0.116235
Cell_797	3.08392e-26	0.00106959	0.000926204	0.00322132	0.139055	0.00512165	0.850606
Cell_798	8.3928e-34	4.23751e-18	0.0444792	1.42582e-17	0.315927	0.639134	0.00045973
Cell_799	3.73758e-33	3.58886e-13	0.0412993	1.23096e-12	0.255669	0.691561	0.0114708
Cell_800	4.00035e-20	0.000170177	0.000353673	5.05186e-05	0.000501459	0.00122062	0.997704
Cell_801	5.61304e-16	5.52451e-06	0.00605792	2.54445e-06	0.000384587	0.0118995	0.98165
Cell_802	3.24988e-38	7.42055e-27	0.00948748	8.52205e-27	0.282546	0.707962	4.62774e-06
Cell_803	4.39433e-16	1.51875e-08	0.0116094	1.00694e-08	0.242577	0.105909	0.639905
Cell_804	1.98271e-08	0.000412719	0.000668875	0.000273635	0.000616233	0.00205351	0.995975
Cell_805	2.31063e-30	3.7133e-17	0.000129318	8.55412e-17	0.265454	0.734417	9.2217e-13
Cell_806	2.49792e-22	1.85585e-09	0.0336912	5.97199e-09	0.103352	0.222749	0.640208
Cell_807	1.09258e-54	2.64351e-15	0.00110949	7.24431e-15	0.175234	0.823657	1.66799e-08
Cell_808	6.9797e-12	0.00932926	0.00917891	0.0326363	0.392328	0.556527	1.15487e-07
Cell_809	1.43027e-23	2.92351e-07	0.000443045	3.35747e-07	0.00224308	0.00150292	0.99581
Cell_810	9.52006e-28	0.999995	6.44057e-08	5.6114e-07	6.21336e-08	4.10497e-06	3.20943e-13
Cell_811	7.84168e-27	1	6.26745e-10	4.72134e-09	6.17997e-10	3.34732e-09	1.02478e-11
Cell_812	1.24592e-34	3.82306e-11	0.0515093	1.28e-10	0.53818	0.35203	0.0582813
Cell_813	0.997347	3.47909e-05	1.94138e-05	0.000120904	7.62868e-05	0.000134763	0.00226729
Cell_814	5.78775e-18	1.50681e-09	0.000413505	4.1293e-09	0.000251489	0.00107136	0.998264
Cell_815	1.15831e-21	0.000217679	0.000622691	0.00045965	0.00628573	0.00117412	0.99124
Cell_816	4.12293e-22	3.09296e-05	0.0560783	0.000101499	0.655566	0.253129	0.0350949
Cell_817	6.69621e-29	9.01088e-07	0.000132274	1.57196e-07	0.952082	0.0477315	5.28953e-05
Cell_818	2.09927e-34	1.02131e-08	0.099798	4.70392e-09	0.204257	0.560065	0.135879
Cell_819	1.19624e-31	8.14175e-15	0.0489529	2.50466e-14	0.265555	0.626065	0.0594268
Cell_820	0.103584	1.28203e-05	0.000162668	4.4278e-05	0.0123278	0.00121592	0.882653
Cell_821	7.56191e-18	0.000736161	0.0432137	0.000488079	0.646208	0.258993	0.0503606
Cell_822	9.10295e-14	0.000298374	0.000155261	0.000267404	0.0045995	0.000621211	0.994058
Cell_823	1.44803e-13	0.999882	9.07874e-06	4.77967e-05	4.76208e-06	4.8569e-05	7.70288e-06
Cell_824	1.37306e-24	6.10689e-05	0.00734841	7.01338e-05	0.0164925	0.033583	0.942445
Cell_825	2.66857e-10	1.8182e-07	0.00126766	8.37418e-08	0.000859245	0.00341612	0.994457
Cell_826	1.04655e-15	0.0279092	0.0141302	0.00486878	0.100803	0.842664	0.00962467
Cell_827	1.21521e-11	1.67135e-08	0.0897977	5.68823e-08	0.139912	0.766177	0.00411359
Cell_828	7.16274e-29	1.59208e-08	0.0297384	4.72622e-09	0.283704	0.11979	0.566767
Cell_829	3.36374e-26	0.021684	0.0199861	0.00193	0.0426757	0.149797	0.763927
Cell_830	1.53835e-24	1.22693e-11	0.0417809	3.21014e-11	0.27904	0.678834	0.000344464
Cell_831	0.853018	5.09858e-05	0.000220017	0.000133399	0.000172362	0.000616783	0.145788
Cell_832	9.49927e-22	0.0564686	0.00815422	0.0506074	0.0806416	0.804127	1.70851e-06
Cell_833	3.37313e-26	1.79777e-07	0.082066	6.28773e-07	0.552938	0.35503	0.00996507
Cell_834	1.82556e-18	0.00020712	0.000828231	0.00034357	0.00112606	0.00352271	0.993972
Cell_835	9.51274e-23	4.91372e-11	0.0619497	5.6431e-11	0.118649	0.239047	0.580354
Cell_836	1.1675e-22	1	2.28423e-13	1.40967e-12	3.5287e-13	2.00334e-11	9.53818e-20
Cell_837	2.34547e-30	2.99783e-12	0.00134584	1.98758e-12	0.916648	0.0713176	0.0106883
Cell_838	2.80913e-11	0.0521636	0.0125991	0.0467493	0.456596	0.428355	0.00353747
Cell_839	3.94191e-35	1.09161e-21	0.0333382	2.69791e-21	0.122867	0.841878	0.001917
Cell_840	5.40134e-19	5.75472e-07	0.000712027	1.00392e-07	0.0037922	0.00150883	0.993986
Cell_841	6.37956e-21	7.43169e-07	0.000262007	2.56672e-06	0.00200362	0.000532712	0.997198
Cell_842	8.60149e-35	3.10639e-13	0.0737763	7.15601e-13	0.302734	0.346617	0.276873
Cell_843	1.40907e-48	6.32572e-10	0.0741934	1.90515e-09	0.358544	0.561849	0.00541351
Cell_844	1.92387e-33	1.06725e-13	0.00337707	1.86182e-14	0.409616	0.587007	1.11431e-07
Cell_845	8.82341e-20	1.97131e-08	0.0068864	5.85202e-09	0.285215	0.707724	0.000174468
Cell_846	5.84359e-19	1.89805e-10	0.00733612	6.52346e-10	0.0574813	0.0175015	0.917681
Cell_847	1.99649e-20	5.85389e-11	0.00317836	1.44679e-10	0.0133933	0.0109073	0.972521
Cell_848	1.80041e-20	1.47555e-09	0.000962716	2.57412e-10	0.00102556	0.0021048	0.995907
Cell_849	3.05047e-26	1	3.10687e-09	1.53454e-08	3.38492e-08	7.11065e-09	1.71325e-07
Cell_850	2.62659e-19	4.35564e-11	0.0173961	6.12677e-11	0.520026	0.462437	0.00014046
Cell_851	5.22769e-17	0.00469456	0.00321157	0.0066035	0.0139872	0.0136606	0.957843
Cell_852	1.03772e-17	6.33065e-06	2.23844e-05	1.10439e-06	0.000100419	4.11339e-05	0.999829
Cell_853	3.7712e-11	0.0616706	0.0443533	0.216396	0.0285738	0.648998	8.97653e-06
Cell_854	2.69196e-17	0.999997	3.68756e-08	5.61141e-07	5.87414e-09	7.91081e-08	1.88876e-06
Cell_855	1.34994e-28	0.995703	1.84522e-05	2.9757e-05	2.27203e-06	3.82339e-05	0.00420817
Cell_856	5.18107e-31	1.65835e-10	0.127004	5.19262e-10	0.0337852	0.834474	0.00473724
Cell_857	3.35745e-26	7.18007e-13	0.00880998	2.45078e-12	0.168074	0.0223865	0.800729
Cell_858	3.93958e-17	1.78346e-06	0.000237812	2.50867e-06	0.00277469	0.000663861	0.996319
Cell_859	3.30303e-49	0.00526336	0.000859332	0.018152	0.938126	0.0333142	0.00428491
Cell_860	3.21902e-19	0.00117153	0.0178367	0.00134543	0.397819	0.557621	0.0242069
Cell_861	6.83519e-33	1	3.4692e-12	3.60254e-11	1.91633e-13	3.19144e-11	1.58802e-18
Cell_862	9.0671e-31	2.82852e-07	0.00501758	4.93439e-08	0.0226804	0.972302	3.44581e-08
Cell_863	0.970122	4.31593e-05	2.19331e-05	0.000118275	2.54452e-05	5.43234e-05	0.0296152
Cell_864	3.05301e-27	5.16529e-06	0.021666	1.51636e-05	0.00228634	0.0653523	0.910675
Cell_865	2.25801e-36	2.58742e-07	0.000658193	7.68098e-08	0.000947656	0.00140657	0.996987
Cell_866	7.91497e-40	4.73656e-08	2.5691e-05	3.14037e-08	0.000167374	6.00276e-05	0.999747
Cell_867	1.53272e-29	2.32666e-12	0.0823211	8.01107e-12	0.399951	0.379992	0.137736
Cell_868	5.27493e-19	1.33317e-09	0.00141829	3.95763e-10	0.00106771	0.00648259	0.991031
Cell_869	4.46517e-38	1.25602e-12	0.0135757	2.65221e-12	0.0289663	0.956772	0.000685776
Cell_870	5.28033e-29	4.57049e-10	0.0431205	1.59853e-09	0.25	0.206797	0.500083
Cell_871	0.967313	0.00250887	4.9451e-05	0.000223303	6.13857e-05	0.000116943	0.0297272
Cell_872	3.82312e-33	7.26061e-13	0.000627587	2.18671e-12	0.00239534	0.00170951	0.995268
Cell_873	2.87478e-13	0.0553863	0.00384521	0.00492969	0.0463305	0.013643	0.875865
Cell_874	0.999222	3.45553e-05	1.32136e-05	0.000120829	1.13942e-05	0.000598168	6.77938e-11
Cell_875	6.37533e-54	5.70076e-17	0.00148177	1.85398e-16	0.41944	0.579078	3.25171e-08
Cell_876	2.96985e-06	9.62478e-06	0.083134	1.82461e-05	0.000431416	0.221847	0.694557
Cell_877	1.7398e-25	9.90504e-11	0.0110027	3.47432e-10	0.0114186	0.0326481	0.944931
Cell_878	3.69777e-29	5.57319e-11	0.133861	1.8289e-10	0.0848018	0.420925	0.360412
Cell_879	2.23116e-16	1.56129e-08	0.000243325	4.80301e-08	0.011872	0.00111147	0.986773
Cell_880	2.41451e-14	0.000798672	0.00206125	0.000237093	0.612007	0.0335943	0.351301
Cell_881	2.15134e-20	8.82086e-07	9.90501e-06	2.65662e-06	0.000243132	2.29029e-05	0.999721
Cell_882	1.79785e-31	5.73444e-09	4.71863e-05	2.00222e-08	0.000134756	8.52638e-05	0.999733
Cell_883	1.75476e-14	0.000715945	0.000408947	0.000641633	0.000375415	0.000841025	0.997017
Cell_884	9.94473e-23	0.0116693	0.0033366	0.00103864	0.404757	0.579109	8.95605e-05
Cell_885	1.22135e-25	3.49149e-18	0.00109181	6.09094e-19	0.237557	0.761352	2.08773e-08
Cell_886	1.33687e-25	5.53227e-08	0.00143088	1.66618e-07	0.0599934	0.00977162	0.928804
