cell	Node 0	Node 1	Node 2	Node 3
Cell_57	1.90621e-12	1.14742e-10	0.106147	0.893853
Cell_58	6.11049e-06	0.000696782	0.66933	0.329967
Cell_59	8.98599e-17	6.81784e-15	0.00746407	0.992536
Cell_60	7.41896e-09	1.18972e-06	0.977278	0.0227205
Cell_61	1.17837e-12	1.17994e-09	3.5935e-08	1
Cell_62	4.85498e-12	2.87589e-09	1.48055e-07	1
Cell_63	6.36886e-11	4.49253e-09	0.999999	6.97882e-07
Cell_64	1.45835e-16	1.23735e-14	4.44732e-12	1
Cell_65	5.38827e-13	5.39544e-10	1	2.90967e-08
Cell_66	1.28866e-09	2.06653e-07	0.999409	0.000591085
Cell_67	1.23046e-31	4.74055e-29	1	7.49344e-25
Cell_68	1.19118e-10	7.86059e-09	0.993003	0.00699684
Cell_69	2.55503e-13	1.55233e-11	0.000537668	0.999462
Cell_70	2.38847e-12	1.90473e-10	1	1.28977e-07
Cell_71	4.01515e-09	4.57849e-07	0.999992	7.35982e-06
Cell_72	2.13086e-05	0.00195343	0.649817	0.348209
Cell_73	3.16673e-10	7.57199e-07	0.969242	0.0307572
Cell_74	6.84498e-15	6.85409e-12	0.0641611	0.935839
Cell_75	1.08716e-13	6.71027e-12	1	3.32434e-08
Cell_76	1.80168e-05	0.00127089	0.0258021	0.972909
Cell_77	2.95513e-18	1.84616e-16	0.999992	7.69337e-06
Cell_78	4.75233e-11	6.30735e-09	0.0935967	0.906403
Cell_79	3.97415e-15	2.35412e-12	0.077649	0.922351
Cell_80	5.46168e-12	5.51628e-10	1.66557e-07	1
Cell_81	1.36727e-12	8.07384e-11	1.71958e-09	1
Cell_82	3.14442e-19	2.21805e-17	0.987713	0.0122866
Cell_83	3.66819e-16	3.36276e-14	1.11863e-11	1
Cell_84	1.11438e-10	6.58613e-09	3.39838e-06	0.999997
Cell_85	7.76338e-07	0.934402	0.0236749	0.0419224
Cell_86	2.46283e-20	6.66491e-18	1	9.22344e-17
Cell_87	4.71742e-12	7.56495e-10	1.03819e-08	1
Cell_88	1.55399e-05	0.0155606	0.145268	0.839156
Cell_89	3.84018e-09	2.26818e-07	0.999992	7.61005e-06
Cell_90	1.12063e-09	1.48732e-07	3.41743e-05	0.999966
Cell_91	4.51456e-14	2.67423e-11	0.294199	0.705801
Cell_92	1.17524e-05	0.00696162	0.358396	0.634631
Cell_93	1.50089e-12	1.50289e-09	0.000463772	0.999536
Cell_94	1.80477e-14	3.54205e-11	1.00221e-06	0.999999
Cell_95	7.7052e-11	4.6017e-09	0.999997	3.02946e-06
Cell_96	2.91537e-05	0.00173133	0.889057	0.109182
Cell_97	7.27675e-18	4.38853e-16	1	3.92945e-13
Cell_98	6.24718e-13	3.75402e-11	1.90511e-08	1
Cell_99	1.18236e-05	0.0009429	0.360568	0.638477
Cell_100	2.26834e-10	8.73918e-08	6.91744e-06	0.999993
Cell_101	1.18124e-05	0.00189426	0.360225	0.637869
Cell_102	6.0196e-11	3.97233e-09	1.83571e-06	0.999998
Cell_103	5.53847e-15	3.90678e-13	1.68899e-10	1
Cell_104	7.0358e-11	2.71067e-08	0.371191	0.628809
Cell_105	1.18265e-05	0.000700004	0.360656	0.638632
Cell_106	3.07006e-15	2.02593e-13	9.36233e-11	1
Cell_107	1.81694e-14	3.68377e-12	9.80787e-05	0.999902
Cell_108	1.20817e-15	7.75547e-14	3.6844e-11	1
Cell_109	3.04899e-05	0.00347678	0.929807	0.0666853
Cell_110	2.91092e-13	1.12148e-10	8.87701e-09	1
Cell_111	1.50429e-27	3.04988e-25	4.58741e-23	1
Cell_112	1.85698e-06	0.000376493	0.0566296	0.942992
Cell_113	1.16962e-05	0.0117117	0.356682	0.631595
Cell_114	1.33377e-14	7.90975e-13	0.999994	6.36827e-06
Cell_115	1.18264e-05	0.000704588	0.360654	0.638629
Cell_116	2.63289e-10	1.55961e-07	3.33453e-07	1
Cell_117	1.18236e-05	0.0009429	0.360568	0.638477
Cell_118	3.0583e-05	0.00490436	0.932646	0.0624193
Cell_119	2.00503e-21	3.93509e-18	6.11447e-17	1
Cell_120	6.67921e-13	4.34178e-11	2.03686e-08	1
Cell_121	2.39133e-16	1.45749e-14	0.962909	0.0370914
Cell_122	7.61919e-20	1.49535e-16	2.32351e-15	1
Cell_123	8.85036e-08	2.39508e-05	0.00269897	0.997277
Cell_124	1.53453e-13	2.03664e-11	0.999999	7.11825e-07
Cell_125	1.25206e-16	7.55104e-15	3.81822e-12	1
Cell_126	4.75554e-10	3.79241e-08	0.999974	2.568e-05
Cell_127	2.38519e-15	1.41541e-13	0.999989	1.10039e-05
Cell_128	8.25699e-13	5.8244e-11	2.51802e-08	1
Cell_129	1.1826e-05	0.000744447	0.36064	0.638604
Cell_130	2.70271e-12	1.81609e-10	1.57542e-06	0.999998
Cell_131	1.15661e-05	0.0226998	0.352716	0.624573
Cell_132	1.16634e-15	8.50036e-14	0.992193	0.00780657
Cell_133	1.34825e-12	8.01386e-11	0.102119	0.897881
Cell_134	9.48758e-13	1.52145e-10	0.611449	0.388551
Cell_135	2.66926e-07	1.88287e-05	0.00814005	0.991841
Cell_136	8.59934e-12	7.88333e-10	2.62242e-07	1
Cell_137	3.31374e-15	2.64261e-13	1.01054e-10	1
Cell_138	1.02437e-12	6.1379e-11	0.999749	0.000251072
Cell_139	9.95034e-09	9.12184e-07	1.25343e-05	0.999987
Cell_140	3.02877e-08	3.45372e-06	0.000923642	0.999073
Cell_141	2.71747e-24	5.33333e-21	1	6.59012e-09
Cell_142	1.98417e-10	1.22469e-08	6.05085e-06	0.999994
Cell_143	1.12079e-12	6.6415e-11	1.41027e-09	1
Cell_144	1.98131e-13	7.63334e-11	0.999801	0.000199345
Cell_145	2.9782e-21	4.7759e-19	1	5.14208e-18
Cell_146	6.86728e-18	5.47646e-16	0.999677	0.000323301
Cell_147	3.09581e-16	1.90164e-14	0.00200332	0.997997
Cell_148	6.48697e-16	4.00394e-14	1	3.50297e-11
Cell_149	2.92834e-13	2.93224e-10	8.93014e-09	1
Cell_150	7.337e-14	5.03927e-12	2.23746e-09	1
Cell_151	2.95576e-11	1.13876e-08	1.6044e-06	0.999998
Cell_152	4.67185e-11	3.13925e-09	0.999948	5.16602e-05
Cell_153	3.9626e-18	3.63266e-16	3.06836e-05	0.999969
Cell_154	2.31916e-17	1.59287e-15	4.7726e-05	0.999952
Cell_155	3.70469e-18	1.00256e-15	5.5675e-07	0.999999
Cell_156	5.55132e-11	1.08951e-07	1.69291e-06	0.999998
Cell_157	3.06591e-09	2.44497e-07	0.999834	0.000165559
Cell_158	1.0463e-12	6.25485e-11	1	1.827e-09
Cell_159	7.60314e-16	7.61325e-13	0.999998	1.60767e-06
Cell_160	1.15661e-05	0.0226998	0.352716	0.624573
Cell_161	2.59297e-15	2.59642e-12	0.963886	0.0361142
Cell_162	9.49034e-13	6.69439e-11	2.89413e-08	1
Cell_163	8.69472e-13	1.70643e-09	2.6515e-08	1
Cell_164	9.11644e-21	6.64411e-19	1	1.56907e-08
Cell_165	3.08905e-12	1.83525e-10	9.42023e-08	1
Cell_166	3.95951e-14	4.76567e-08	1.20748e-09	1
Cell_167	3.58233e-10	3.03946e-08	0.999981	1.93446e-05
Cell_168	3.26289e-07	0.000326724	0.000412081	0.999261
Cell_169	1.10765e-13	6.97265e-12	0.999996	3.90367e-06
Cell_170	9.42863e-22	1.25138e-19	1.18592e-18	1
Cell_171	1.15661e-05	0.0226998	0.352716	0.624573
Cell_172	1.18236e-05	0.0009429	0.360568	0.638477
Cell_173	8.70509e-09	5.14316e-07	0.000265467	0.999734
Cell_174	1.84857e-12	3.62802e-09	0.316031	0.683969
Cell_175	1.18254e-05	0.000794607	0.360622	0.638572
Cell_176	6.90745e-29	5.50849e-27	1	3.73003e-24
Cell_177	1.49345e-13	8.84656e-11	0.9871	0.0129001
Cell_178	9.06203e-15	6.22408e-13	0.343831	0.656169
Cell_179	7.09924e-12	6.02342e-10	2.16495e-07	1
Cell_180	4.48753e-10	3.80749e-08	0.0154282	0.984572
Cell_181	3.77389e-10	2.39702e-08	0.932649	0.0673505
Cell_182	1.05439e-14	6.29141e-13	3.21541e-10	1
Cell_183	6.11687e-09	3.6358e-07	0.827844	0.172156
Cell_184	1.12544e-09	6.64459e-08	0.724968	0.275032
Cell_185	4.27162e-18	2.53033e-15	1.30266e-13	1
Cell_186	1.10765e-13	6.54367e-12	1	1.95862e-10
Cell_187	1.8077e-05	0.00106851	0.0227529	0.976161
Cell_188	1.59693e-06	0.00012735	0.0486992	0.951172
Cell_189	1.74971e-11	1.20176e-09	5.33585e-07	0.999999
Cell_190	1.1822e-05	0.00108376	0.360517	0.638387
Cell_191	1.80603e-05	0.00182408	0.0229009	0.975257
Cell_192	1.47892e-13	8.77057e-12	1	7.98619e-09
Cell_193	2.33867e-05	0.00186502	0.71319	0.284921
Cell_194	1.00501e-05	0.000653301	0.306484	0.692853
Cell_195	3.49061e-17	2.1275e-15	1	2.66196e-13
Cell_196	4.64825e-13	1.79082e-10	0.999926	7.37154e-05
Cell_197	2.96616e-13	8.02703e-11	7.201e-05	0.999928
Cell_198	6.32638e-14	5.57954e-07	0.030495	0.969504
Cell_199	2.03751e-11	0.123297	2.98838e-06	0.876701
Cell_200	4.65227e-16	2.84583e-14	0.00154288	0.998457
Cell_201	1.18242e-05	0.000897122	0.360585	0.638506
Cell_202	3.2265e-16	1.91124e-13	1	1.74231e-11
Cell_203	5.954e-09	5.45825e-07	0.000181571	0.999818
Cell_204	2.74739e-13	4.40578e-11	1	4.82077e-10
Cell_205	3.60389e-11	9.75283e-09	1.09903e-06	0.999999
Cell_206	2.99085e-14	2.99483e-11	0.509565	0.490435
Cell_207	1.18188e-05	0.00134771	0.360422	0.638218
Cell_208	1.18254e-05	0.000794607	0.360622	0.638572
Cell_209	3.02019e-17	6.45432e-10	0.0164074	0.983593
Cell_210	2.64714e-14	1.58829e-12	8.07261e-10	1
Cell_211	1.83947e-18	1.10368e-16	5.60956e-14	1
Cell_212	3.45596e-06	0.00026221	0.813112	0.186622
Cell_213	1.17811e-05	0.00453886	0.35927	0.636179
Cell_214	4.00098e-14	3.03562e-12	0.650732	0.349268
Cell_215	5.24306e-11	3.16203e-09	1.5989e-06	0.999998
Cell_216	2.65721e-12	3.03003e-10	0.99998	2.03131e-05
Cell_217	1.15661e-05	0.0226998	0.352716	0.624573
Cell_218	4.65146e-11	9.129e-08	0.729839	0.270161
Cell_219	2.81115e-18	1.66343e-16	8.57276e-14	1
Cell_220	1.72692e-08	1.0871e-06	0.000526635	0.999472
Cell_221	4.49566e-18	2.71129e-16	0.86621	0.13379
Cell_222	7.67262e-15	1.55559e-12	2.33981e-10	1
Cell_223	1.18188e-05	0.00134771	0.360422	0.638218
Cell_224	1.17811e-05	0.00453886	0.35927	0.636179
Cell_225	3.02878e-08	1.81261e-06	0.000923643	0.999075
Cell_226	3.06566e-05	0.00406878	0.93489	0.0610103
Cell_227	1.14114e-16	6.98045e-15	0.366084	0.633916
Cell_228	7.6311e-22	8.70179e-20	1	2.85835e-08
Cell_229	5.11804e-18	3.159e-16	1	8.85396e-15
Cell_230	3.83738e-14	2.29652e-12	1	2.07219e-09
Cell_231	1.45908e-15	1.06339e-13	0.0155283	0.984472
Cell_232	1.18263e-05	0.000714776	0.360651	0.638623
Cell_233	3.86526e-14	3.8704e-11	1.17873e-09	1
Cell_234	2.60681e-12	5.11615e-09	1	1.40768e-07
Cell_235	2.14162e-07	2.84239e-05	0.006531	0.99344
Cell_236	8.93699e-12	8.19287e-10	2.72539e-07	1
Cell_237	3.85734e-13	2.72093e-11	0.952054	0.0479458
Cell_238	1.06864e-11	1.71369e-09	7.9186e-07	0.999999
Cell_239	2.74109e-09	5.37968e-06	0.999979	1.55256e-05
Cell_240	7.07481e-13	7.08422e-10	2.1575e-08	1
Cell_241	1.16962e-05	0.0117117	0.356682	0.631595
Cell_242	3.20548e-14	1.90218e-12	9.77529e-10	1
Cell_243	1.59517e-17	1.12522e-15	1	3.76208e-08
Cell_244	2.14166e-07	1.26784e-05	0.00653111	0.993456
Cell_245	1.30789e-07	1.04301e-05	0.000166235	0.999823
Cell_246	1.90947e-13	3.06207e-11	1	1.03112e-08
Cell_247	1.06378e-09	7.50383e-08	0.896679	0.103321
Cell_248	4.51185e-15	7.23531e-13	1.37592e-10	1
Cell_249	1.1822e-05	0.00108376	0.360517	0.638387
Cell_250	6.42316e-14	4.68124e-12	1.95878e-09	1
Cell_251	5.45657e-11	1.1063e-08	0.991613	0.00838684
Cell_252	3.75297e-14	6.01834e-12	4.73506e-11	1
Cell_253	1.97134e-07	2.61639e-05	0.999407	0.000566907
Cell_254	3.064e-06	0.000205886	0.00385476	0.995936
Cell_255	2.39164e-30	2.7272e-28	3.00822e-27	1
Cell_256	1.78543e-05	0.00687868	0.0289698	0.964134
Cell_257	5.05687e-19	4.63582e-17	1.54212e-14	1
Cell_258	7.80811e-06	0.000465902	0.238113	0.761413
Cell_259	2.47036e-13	1.69671e-11	7.53349e-09	1
Cell_260	6.10697e-21	6.96381e-19	1	1.24291e-09
Cell_261	2.91898e-05	0.0572881	0.890159	0.0525235
Cell_262	7.53126e-16	4.96987e-14	2.2967e-11	1
Cell_263	3.2602e-15	1.93237e-13	9.94218e-11	1
Cell_264	1.43067e-06	0.000229425	0.043629	0.95614
Cell_265	1.37345e-14	8.28311e-13	4.1884e-10	1
Cell_266	1.78598e-16	1.05794e-13	5.44643e-12	1
Cell_267	9.58122e-13	6.58067e-11	0.0216245	0.978375
Cell_268	3.59075e-16	5.75821e-14	1.09502e-11	1
Cell_269	1.54702e-09	5.96016e-07	0.999916	8.35392e-05
Cell_270	1.78085e-11	1.25619e-09	0.00018126	0.999819
Cell_271	1.18188e-05	0.00134771	0.360422	0.638218
Cell_272	2.77251e-05	0.0164232	0.845492	0.138057
Cell_273	1.61588e-15	9.55346e-14	4.92772e-11	1
Cell_274	7.96727e-18	1	2.42966e-13	1.26103e-13
Cell_275	1.03922e-10	2.81233e-08	0.999994	5.61179e-06
Cell_276	3.08072e-05	0.00624602	0.939483	0.0542402
Cell_277	1.43758e-18	1.45195e-16	1	1.04149e-08
Cell_278	1.96285e-14	3.8523e-11	1	1.05994e-09
Cell_279	1.12079e-12	7.90596e-11	3.41792e-08	1
Cell_280	8.45899e-45	6.13817e-39	1	3.43925e-18
Cell_281	7.80756e-06	0.000536247	0.238096	0.76136
Cell_282	2.13258e-12	1.30997e-10	6.50342e-08	1
Cell_283	1.72143e-05	0.010197	0.0602117	0.929574
Cell_284	2.74637e-19	1.72884e-17	4.74343e-13	1
Cell_285	1.80759e-05	0.00114811	0.022732	0.976102
Cell_286	2.76878e-14	1.90168e-12	1	1.49514e-09
Cell_287	1.1797e-05	0.0031925	0.359756	0.637039
Cell_288	1.99715e-21	2.27736e-19	6.09043e-17	1
Cell_289	8.79101e-15	5.26748e-13	0.82578	0.17422
Cell_290	1.1822e-05	0.00108376	0.360517	0.638387
Cell_291	4.01467e-14	4.57794e-12	1.2243e-09	1
Cell_292	7.04403e-16	5.61741e-14	2.14812e-11	1
Cell_293	2.37926e-17	1.49775e-15	2.74896e-07	1
Cell_294	5.5443e-12	0.00650418	0.993496	2.99393e-07
Cell_295	4.9092e-10	3.57785e-08	1.49709e-05	0.999985
Cell_296	8.42056e-19	1.35034e-16	2.5679e-14	1
Cell_297	2.72708e-24	5.35218e-21	3.84495e-15	1
Cell_298	1.18264e-05	0.000710663	0.360652	0.638625
Cell_299	1.18264e-05	0.000706993	0.360653	0.638628
Cell_300	2.39764e-08	1.42026e-05	0.998691	0.00129473
Cell_301	3.14158e-09	0.999899	9.58042e-05	5.429e-06
Cell_302	1.18229e-05	0.00100313	0.360547	0.638439
Cell_303	1.17524e-05	0.00696162	0.358396	0.634631
Cell_304	3.96524e-17	2.35939e-15	1.20922e-12	1
Cell_305	5.37793e-19	2.07194e-16	0.722477	0.277523
Cell_306	8.00256e-17	1.57059e-13	1	4.32139e-12
Cell_307	1.65603e-11	9.80961e-09	5.05015e-07	0.999999
Cell_308	3.31354e-13	2.03539e-11	1.01048e-08	1
Cell_309	4.01338e-30	2.54914e-28	1	1.35418e-18
Cell_310	3.99968e-11	4.005e-08	1.21973e-06	0.999999
Cell_311	4.973e-11	1.00825e-08	6.25724e-08	1
Cell_312	1.18124e-05	0.00189426	0.360225	0.637869
Cell_313	7.14055e-06	0.396647	0.217755	0.385591
Cell_314	2.46088e-12	1.47113e-10	0.504383	0.495617
Cell_315	4.29475e-15	4.30047e-12	1.30971e-10	1
Cell_316	7.94115e-12	0.000655498	2.4217e-07	0.999344
Cell_317	2.46278e-29	9.48828e-27	1.18057e-24	1
Cell_318	4.8943e-11	3.28873e-09	1.49254e-06	0.999999
Cell_319	7.0608e-11	4.18252e-08	2.15323e-06	0.999998
Cell_320	2.60586e-08	2.63191e-06	0.000794671	0.999203
Cell_321	9.86028e-12	1.30867e-09	3.00695e-07	1
Cell_322	2.77754e-14	2.35663e-12	3.6998e-11	1
Cell_323	2.39948e-16	1.91352e-14	0.99844	0.0015599
Cell_324	1.18252e-05	0.000812188	0.360615	0.638561
Cell_325	4.77832e-14	3.06728e-12	1	2.5803e-09
Cell_326	1.93299e-14	1.1445e-12	5.89477e-10	1
Cell_327	3.34254e-10	0.999989	1.01933e-05	7.10148e-07
Cell_328	1.18254e-05	0.000794607	0.360622	0.638572
Cell_329	2.57846e-16	1.5301e-14	7.86315e-12	1
Cell_330	6.86133e-13	2.64345e-10	2.0924e-08	1
Cell_331	1.32708e-10	3.59136e-08	4.04702e-06	0.999996
Cell_332	3.09664e-05	0.00204347	0.944339	0.053587
Cell_333	1.76445e-05	0.00112071	0.046055	0.952807
Cell_334	8.67974e-14	5.12795e-12	1	6.53073e-10
Cell_335	5.37e-08	3.18371e-06	0.00163761	0.998359
Cell_336	1.00187e-19	5.93464e-17	0.999829	0.000170838
Cell_337	6.30608e-14	3.81136e-12	0.999926	7.42294e-05
Cell_338	3.67206e-14	1.41473e-11	1.11982e-09	1
Cell_339	0.000328489	0.0197394	0.413112	0.56682
Cell_340	1.27352e-14	1.16748e-12	0.999451	0.000549147
Cell_341	1.04973e-11	6.55799e-10	3.20121e-07	1
Cell_342	2.60209e-05	0.00183549	0.793522	0.204617
Cell_343	1.73594e-13	1	2.18394e-10	9.37407e-09
Cell_344	4.29403e-22	2.58473e-20	1	2.31878e-17
Cell_345	7.575e-15	4.63368e-13	2.11148e-06	0.999998
Cell_346	3.96445e-15	4.00408e-13	1.86713e-05	0.999981
Cell_347	2.30959e-32	6.25021e-30	7.04322e-28	1
Cell_348	2.01966e-34	3.9638e-31	1	1.09062e-29
Cell_349	1.61374e-05	0.00184016	0.126722	0.871422
Cell_350	1.18229e-05	0.00100313	0.360547	0.638439
Cell_351	5.07365e-07	5.78551e-05	0.0154724	0.984469
Cell_352	7.80027e-15	2.11091e-12	2.37874e-10	1
Cell_353	4.2236e-09	3.87193e-07	0.480644	0.519355
Cell_354	9.9998e-06	0.00270615	0.457293	0.539991
Cell_355	7.31427e-15	7.38739e-13	9.2034e-12	1
Cell_356	5.90216e-12	5.96117e-10	0.652165	0.347835
Cell_357	2.41697e-14	1.8338e-12	0.999692	0.000307741
Cell_358	1.68688e-11	3.42007e-09	5.14423e-07	0.999999
Cell_359	4.79027e-13	2.84001e-11	1.46082e-08	1
Cell_360	5.63853e-05	0.00427806	0.0742591	0.921406
Cell_361	1.38705e-09	0.00892919	0.000137868	0.990933
Cell_362	4.00981e-17	8.1297e-15	1.27144e-09	1
Cell_363	8.64947e-17	6.30378e-15	0.000606176	0.999394
Cell_364	1.34133e-05	0.00516771	0.270499	0.72432
Cell_365	4.7023e-14	2.88845e-12	1	9.00095e-09
Cell_366	1.32658e-10	8.75407e-09	0.000385808	0.999614
Cell_367	1.13593e-22	7.80194e-21	1	1.20205e-12
Cell_368	2.65161e-21	2.43083e-19	1.56256e-10	1
Cell_369	3.61545e-15	7.0957e-12	0.524359	0.475641
Cell_370	1.16962e-05	0.0117117	0.356682	0.631595
Cell_371	3.73703e-12	2.98018e-10	1.13963e-07	1
Cell_372	2.74281e-19	1.62473e-16	0.00129522	0.998705
Cell_373	6.47695e-12	3.82545e-10	0.00158122	0.998419
Cell_374	3.17595e-16	1.91953e-14	9.68525e-12	1
Cell_375	1.18264e-05	0.000709586	0.360652	0.638626
Cell_376	4.23768e-23	8.3169e-20	1	2.28835e-18
Cell_377	3.29832e-10	4.37757e-08	0.967298	0.0327018
Cell_378	6.48673e-12	1.27309e-08	7.42818e-05	0.999926
Cell_379	1.74844e-19	1.03228e-17	5.33198e-15	1
Cell_380	2.53094e-17	6.84922e-15	0.00998193	0.990018
Cell_381	4.58765e-13	2.71732e-11	1.39903e-08	1
Cell_382	1.18229e-05	0.00100313	0.360547	0.638439
Cell_383	7.90011e-16	6.70293e-14	2.40918e-11	1
Cell_384	4.04088e-15	1.55682e-12	0.995742	0.00425789
Cell_385	1.17856e-15	7.48571e-14	3.59407e-11	1
Cell_386	2.26754e-14	4.45029e-11	6.91499e-10	1
Cell_387	2.88104e-22	2.88487e-19	1	2.51378e-09
Cell_388	3.23394e-08	1.95457e-06	0.000986208	0.999012
Cell_389	8.74472e-12	6.00614e-10	0.409822	0.590178
Cell_390	1.75452e-13	1.04606e-11	1	3.10246e-10
Cell_391	1.18188e-05	0.00134771	0.360422	0.638218
Cell_392	4.36263e-13	2.60104e-11	5.07247e-07	0.999999
Cell_393	3.95437e-11	0.999997	1.20591e-06	2.13536e-06
Cell_394	4.18393e-18	2.52328e-16	1.27591e-13	1
Cell_395	5.80589e-13	5.81362e-10	1.77054e-08	1
Cell_396	2.49274e-12	1.98788e-10	0.999934	6.63218e-05
Cell_397	2.83496e-08	1.09222e-05	0.000864539	0.999125
Cell_398	7.59755e-15	7.6735e-13	0.000481142	0.999519
Cell_399	1.1797e-05	0.0031925	0.359756	0.637039
Cell_400	1.4508e-14	2.94143e-12	1	2.51148e-11
Cell_401	6.87513e-08	1.10251e-05	0.00209661	0.997892
Cell_402	1.15661e-05	0.0226998	0.352716	0.624573
Cell_403	8.13402e-10	1.59639e-06	0.983716	0.0162827
Cell_404	3.17101e-14	1.87277e-12	9.67018e-10	1
Cell_405	4.98784e-08	1.01126e-05	0.00152107	0.998469
Cell_406	8.40931e-14	5.46642e-12	0.999991	8.96386e-06
Cell_407	1.46167e-09	1.46362e-06	4.45745e-05	0.999954
Cell_408	2.74821e-06	0.00275187	0.471194	0.526052
Cell_409	6.86763e-16	4.1418e-14	0.0526615	0.947338
Cell_410	4.98173e-14	9.77718e-11	0.221161	0.778839
Cell_411	1.3419e-08	1.07012e-06	1.69342e-05	0.999982
Cell_412	4.09686e-17	2.42681e-14	0.999998	2.40035e-06
Cell_413	6.67722e-11	4.34049e-09	2.03626e-06	0.999998
Cell_414	1.50134e-17	5.78418e-15	1	8.10726e-13
Cell_415	9.66696e-07	5.70939e-05	0.0294799	0.970462
Cell_416	2.93958e-11	1.73992e-09	0.352761	0.647239
Cell_417	6.00964e-12	7.91158e-07	0.345542	0.654457
Cell_418	7.26052e-12	4.31776e-10	2.21414e-07	1
Cell_419	4.54746e-13	4.59292e-11	0.984655	0.0153452
Cell_420	1.18394e-10	7.95551e-09	3.6105e-06	0.999996
Cell_421	1.12445e-11	0.999992	3.42907e-07	7.96876e-06
Cell_422	2.61784e-15	2.39987e-13	3.29954e-12	1
Cell_423	4.38616e-05	0.00582136	0.0551617	0.938973
Cell_424	4.17068e-17	8.18541e-14	1.27187e-12	1
Cell_425	3.09664e-05	0.00194934	0.944337	0.0536829
Cell_426	3.09551e-05	0.00246858	0.943993	0.0535075
Cell_427	1.74756e-05	0.0342977	0.0220005	0.943684
Cell_428	4.48634e-08	3.40387e-06	0.00136813	0.998628
Cell_429	3.21949e-10	1.9317e-08	0.0511495	0.94885
Cell_430	6.15232e-11	1.20746e-07	2.81347e-06	0.999997
Cell_431	5.98527e-08	3.62632e-06	0.00182524	0.998171
