cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_160	2.64704e-17	0.0397786	0.00107964	8.25674e-20	0.536929	0.422213
Cell_161	3.9421e-30	0.0157944	0.000879811	8.01007e-13	0.417856	0.565469
Cell_162	1.39579e-23	0.000626581	0.000528366	3.92955e-14	0.223769	0.775076
Cell_163	2.96396e-22	0.00565498	0.000497102	0.91212	0.0763306	0.00539782
Cell_164	1.41146e-50	0.00215991	0.00289481	2.51495e-18	0.747848	0.247097
Cell_165	4.17665e-20	0.000379804	0.00121006	1.01207e-07	0.159464	0.838946
Cell_166	2.05835e-23	0.967593	0.000356962	2.44863e-06	0.0213808	0.010667
Cell_167	3.6402e-25	0.00123735	0.00114894	1.91589e-12	0.370683	0.62693
Cell_168	1.3429e-06	0.0323155	0.00201956	6.88924e-13	0.854938	0.110725
Cell_169	8.08756e-26	0.000683122	0.00296991	1.90944e-11	0.271641	0.724706
Cell_170	5.95941e-49	0.00149334	0.00297709	1.46065e-09	0.290645	0.704885
Cell_171	8.06676e-44	0.00151071	5.05898e-05	1.48533e-15	0.0203914	0.978047
Cell_172	5.16435e-28	0.00181835	0.00205624	1.26618e-12	0.577928	0.418197
Cell_173	6.16325e-20	0.000496453	0.000480404	2.79219e-15	0.209529	0.789494
Cell_174	2.17505e-20	0.0284001	0.00135222	7.55988e-17	0.383342	0.586906
Cell_175	1.32357e-19	0.00111506	0.000690968	9.50851e-19	0.416938	0.581256
Cell_176	4.70722e-52	0.00153012	0.000955757	1.45698e-16	0.486319	0.511195
Cell_177	5.19135e-20	0.00399332	0.000525529	4.09386e-07	0.178119	0.817362
Cell_178	5.13792e-31	0.000575935	0.00119351	2.73957e-12	0.210939	0.787292
Cell_179	4.50712e-24	0.00049959	0.000733184	2.45e-16	0.149666	0.849101
Cell_180	2.4472e-38	0.00178547	0.00119603	4.57839e-13	0.534887	0.462132
Cell_181	6.93344e-26	0.00245775	0.0058775	1.05419e-17	0.969117	0.0225481
Cell_182	1.61466e-29	0.000940238	0.00161693	1.60917e-13	0.393169	0.604274
Cell_183	4.49448e-20	0.00010633	0.000305401	7.81762e-25	0.0446243	0.954964
Cell_184	5.95711e-38	0.000179283	0.000412229	1.01644e-11	0.0757178	0.923691
Cell_185	1.10325e-23	0.014036	0.00289451	6.60902e-12	0.626063	0.357006
Cell_186	1.12825e-30	0.000134216	0.000215067	8.17401e-15	0.0566506	0.943
Cell_187	1.36032e-24	0.00037871	0.000422057	3.74865e-16	0.159768	0.839432
Cell_188	5.52641e-20	0.00297464	0.00658457	2.09333e-15	0.945433	0.0450078
Cell_189	9.19616e-17	0.00118944	0.00207924	9.09425e-13	0.435636	0.561095
Cell_190	1.50336e-18	0.0031997	0.00234091	1.22724e-11	0.890107	0.104353
Cell_191	1.05798e-29	0.000250263	0.000156171	1.17677e-10	0.063432	0.936162
Cell_192	7.71319e-25	0.00185879	0.00447146	8.9711e-33	0.781756	0.211914
Cell_193	4.22979e-17	0.00137456	0.000932005	5.13972e-09	0.436879	0.560815
Cell_194	1.19819e-27	0.00130365	0.00176781	9.04165e-14	0.502943	0.493985
Cell_195	2.95785e-10	0.0023703	0.00706567	8.84393e-18	0.971607	0.0189567
Cell_196	6.6697e-36	0.00229474	0.00148113	1.01357e-15	0.156817	0.839407
Cell_197	3.67612e-20	0.00585618	0.00656978	2.69376e-11	0.567311	0.420263
Cell_198	5.38918e-19	0.131844	7.28297e-06	0.866223	0.000397609	0.00152824
Cell_199	7.60815e-28	0.00767174	2.6977e-10	0.992328	3.37196e-08	4.03861e-09
Cell_200	3.18404e-31	0.00197365	0.00762121	7.43477e-12	0.806262	0.184143
Cell_201	0.998506	4.20574e-06	1.6935e-05	8.65761e-21	0.00140162	7.14699e-05
Cell_202	2.2139e-35	0.0128516	0.00204925	4.73611e-13	0.573235	0.411864
Cell_203	0.998077	5.67867e-06	1.70169e-05	6.267e-17	0.00157972	0.000320857
Cell_204	5.148e-22	0.00140241	0.00102088	5.14292e-16	0.227027	0.77055
Cell_205	2.23642e-14	0.00323893	0.0016046	1.03869e-16	0.313768	0.681389
Cell_206	2.94907e-35	0.000546531	2.99232e-05	1.19252e-05	0.014459	0.984953
Cell_207	3.63556e-13	0.00121676	0.000647619	4.84038e-44	0.274335	0.7238
Cell_208	2.58706e-26	0.000306153	0.000311113	3.41603e-14	0.114475	0.884907
Cell_209	3.99861e-34	0.997131	3.91609e-06	7.70497e-08	0.00123975	0.00162526
Cell_210	5.3391e-37	0.000794112	0.000589036	8.4365e-18	0.330344	0.668273
Cell_211	1.45635e-30	0.00080398	0.00245965	3.62003e-13	0.334449	0.662287
Cell_212	1.13713e-12	0.000167972	0.000710513	8.34432e-14	0.0559788	0.943143
Cell_213	1.09085e-30	0.0139355	0.00306282	1.36167e-10	0.952322	0.0306796
Cell_214	3.86682e-37	0.0010254	0.00103888	8.46106e-15	0.341728	0.656208
Cell_215	8.90112e-20	0.000178357	0.000602859	7.51058e-15	0.0738385	0.92538
Cell_216	5.65813e-34	0.00155621	0.00549258	7.88449e-16	0.350869	0.642082
Cell_217	2.28877e-18	0.00994523	0.00034702	8.3308e-13	0.13424	0.855468
Cell_218	0.000569185	0.0359303	0.00453798	4.06042e-12	0.484985	0.473978
Cell_219	4.20254e-32	0.000901899	0.00186417	5.58601e-16	0.380104	0.61713
Cell_220	3.23889e-20	0.000135292	0.000408147	9.98945e-20	0.0537981	0.945658
Cell_221	3.91144e-53	0.000833582	0.000850681	2.52164e-14	0.345097	0.653219
Cell_222	8.77615e-25	0.00210461	0.00106145	2.7424e-13	0.270836	0.725998
Cell_223	5.13975e-37	0.000745934	0.000653233	6.78535e-13	0.168181	0.83042
Cell_224	9.21657e-11	0.00836795	0.00246592	1.18056e-16	0.571848	0.417318
Cell_225	5.86718e-25	0.00164104	0.00580942	3.85375e-13	0.684306	0.308243
Cell_226	0.997262	1.16976e-05	1.7013e-05	5.43013e-20	0.00227667	0.000432153
Cell_227	2.24579e-32	0.000982162	0.00143543	3.34346e-07	0.401226	0.596356
Cell_228	1.01526e-30	0.00212253	0.00289457	1.22378e-08	0.478554	0.516429
Cell_229	1.07439e-45	0.000889119	0.000904869	2.17744e-10	0.360163	0.638043
Cell_230	4.7221e-27	0.00108589	0.0020597	3.51074e-15	0.452814	0.54404
Cell_231	8.54182e-31	0.000868091	0.00056399	1.55915e-17	0.300569	0.697999
Cell_232	4.33375e-32	0.00127606	0.00220485	8.43414e-13	0.527209	0.46931
Cell_233	0.974911	0.000335956	9.85519e-05	0.000390159	0.00888804	0.0153764
Cell_234	6.0569e-17	0.039279	0.000853787	2.18122e-11	0.530186	0.429682
Cell_235	3.76613e-21	0.0013184	0.000938886	3.65412e-12	0.256596	0.741147
Cell_236	4.86447e-27	0.00110893	0.00124086	1.27249e-13	0.308488	0.689163
Cell_237	1.62415e-28	0.00247704	0.00182879	1.04888e-05	0.884616	0.111067
Cell_238	1.31858e-22	0.00198183	0.00176499	5.23384e-14	0.320826	0.675427
Cell_239	1.28885e-08	0.0361745	0.000540075	9.8833e-12	0.488281	0.475004
Cell_240	9.22554e-16	0.0105995	0.000689772	1.12741e-12	0.280419	0.708292
Cell_241	8.07852e-31	0.0203428	0.0004731	0.00820687	0.538188	0.432789
Cell_242	2.55997e-25	0.000378571	0.000519803	2.27905e-21	0.159122	0.83998
Cell_243	1.37381e-50	0.00099089	0.00152489	2.39938e-11	0.353874	0.643611
Cell_244	7.68607e-18	0.000624207	0.00147479	6.25142e-16	0.262961	0.73494
Cell_245	5.98975e-16	0.000589567	0.00153053	2.3931e-11	0.187383	0.810497
Cell_246	1.04313e-47	0.00144785	0.000301914	2.54975e-15	0.234383	0.763867
Cell_247	2.80096e-15	0.000465322	0.000294387	4.22998e-14	0.166179	0.833061
Cell_248	1.45439e-21	0.00543434	0.00422475	1.34839e-13	0.879732	0.110609
Cell_249	1.32951e-34	0.00159107	0.00172638	1.21747e-18	0.44261	0.554072
Cell_250	0.997755	4.10372e-06	1.69311e-05	1.51378e-14	0.00142088	0.00080266
Cell_251	1.49688e-25	0.0028619	0.0014295	1.11561e-14	0.36829	0.627419
Cell_252	4.19144e-15	0.00364612	0.00425876	8.27988e-10	0.590247	0.401848
Cell_253	3.16135e-12	0.000447101	0.00139935	5.35133e-12	0.087018	0.911136
Cell_254	1.90805e-24	0.00125655	0.00120208	5.51229e-15	0.469845	0.527696
Cell_255	1.86365e-18	0.00229743	0.00430201	3.99471e-14	0.517988	0.475413
Cell_256	9.15216e-10	0.0134649	0.00510464	3.94612e-06	0.920165	0.0612617
Cell_257	8.0287e-25	0.00223115	0.00222802	1.30007e-36	0.620672	0.374869
Cell_258	1.69363e-20	0.000540983	0.00103752	1.66595e-53	0.226217	0.772205
Cell_259	5.19815e-23	0.00197414	0.0034463	1.62054e-15	0.723037	0.271542
Cell_260	2.13268e-27	8.90249e-05	0.000112711	4.73442e-12	0.0200719	0.979726
Cell_261	0.0455076	0.0614029	0.00503827	2.07951e-14	0.828812	0.0592395
Cell_262	5.90232e-36	0.00119831	0.00184154	1.03556e-16	0.455791	0.541169
Cell_263	2.49779e-24	0.000262941	0.00028802	5.92259e-15	0.110643	0.888807
Cell_264	1.58614e-22	0.00107948	0.00097106	6.12539e-12	0.17475	0.8232
Cell_265	8.80838e-24	0.000477057	0.000953285	1.03193e-10	0.197498	0.801072
Cell_266	9.83101e-11	0.0124325	0.00132594	8.09678e-05	0.554544	0.431617
Cell_267	0.00198847	0.00243251	0.0223425	1.69537e-14	0.890917	0.0823199
Cell_268	1.92222e-37	0.00464472	0.00332551	2.0983e-11	0.751906	0.240124
Cell_269	3.37217e-55	0.000530168	0.000130511	4.71733e-12	0.0362306	0.963109
Cell_270	2.0023e-28	5.13124e-05	2.78061e-05	1.69364e-24	0.018325	0.981596
Cell_271	1.05406e-13	0.00141111	0.00100518	3.27243e-15	0.318153	0.67943
Cell_272	9.45624e-15	0.00767913	0.00164969	8.58207e-18	0.342521	0.64815
Cell_273	1.0433e-33	0.000566526	0.000683287	1.01215e-14	0.238951	0.759799
Cell_274	1.56999e-29	1	1.15484e-15	7.11588e-09	2.0018e-13	3.14808e-14
Cell_275	1.47818e-17	0.000799943	0.00035728	3.3159e-13	0.0774936	0.921349
Cell_276	0.996754	1.95871e-05	1.69722e-05	7.71327e-11	0.00252061	0.000688634
Cell_277	3.94991e-33	0.000873431	0.00122723	6.20039e-15	0.221381	0.776518
Cell_278	2.63483e-12	0.0123293	0.000618695	3.01268e-18	0.16642	0.820632
Cell_279	5.27165e-53	0.00165398	0.00175495	1.64462e-27	0.590681	0.40591
Cell_280	5.47044e-64	0.959819	0.000192042	1.99288e-14	0.0349486	0.00504043
Cell_281	3.65251e-20	0.000163688	0.000473498	2.63557e-11	0.0599516	0.939411
Cell_282	4.34428e-27	0.000777776	0.00249438	1.89675e-12	0.316489	0.680238
Cell_283	1.0694e-28	0.0110543	0.00227322	5.98931e-14	0.493067	0.493605
Cell_284	7.57869e-28	0.000336421	0.000667554	4.76874e-14	0.133776	0.86522
Cell_285	1.68504e-43	0.00102412	0.00299459	3.77658e-15	0.403821	0.59216
Cell_286	1.9297e-29	0.00053094	0.001441	9.11211e-14	0.194459	0.803569
Cell_287	1.54075e-33	0.00360551	0.00110615	8.52209e-14	0.34928	0.646009
Cell_288	0.996922	1.2769e-05	1.68522e-05	1.45818e-19	0.00287895	0.000169258
Cell_289	9.51678e-08	0.00198642	0.00447632	2.46284e-13	0.827385	0.166152
Cell_290	8.90339e-24	0.00144594	0.00163729	5.25845e-14	0.402237	0.59468
Cell_291	8.27124e-24	0.00212852	0.00115653	7.47494e-18	0.479905	0.51681
Cell_292	2.43366e-24	0.00163888	0.00279797	5.23863e-16	0.520886	0.474677
Cell_293	2.14514e-39	0.00234672	0.00171025	6.12297e-11	0.933163	0.0627801
Cell_294	2.93623e-31	0.0127337	1.96759e-09	0.987266	2.88701e-07	4.56056e-08
Cell_295	5.3592e-26	0.000339516	0.000154272	1.01088e-15	0.117554	0.881952
Cell_296	3.10603e-12	0.00594241	0.00168114	7.41795e-12	0.96198	0.0303961
Cell_297	3.40298e-45	0.0478135	0.00140267	3.92897e-12	0.645384	0.3054
Cell_298	1.10084e-29	0.0018365	0.00467922	6.42186e-10	0.762881	0.230603
Cell_299	5.70366e-32	0.000765118	0.00115402	6.97441e-13	0.319379	0.678702
Cell_300	7.21354e-37	0.00786462	0.000737916	6.01583e-06	0.350795	0.640596
Cell_301	3.26792e-26	0.00541113	2.23285e-09	0.994588	4.52188e-07	2.91515e-08
Cell_302	1.20598e-14	0.00036245	0.00178191	7.71585e-20	0.108582	0.889274
Cell_303	1.71144e-35	0.00845447	0.000835903	1.2697e-13	0.377105	0.613604
Cell_304	1.27214e-31	0.00192968	0.003225	2.09023e-15	0.80904	0.185805
Cell_305	1.7764e-59	0.00341584	0.00035867	6.80691e-13	0.233432	0.762794
Cell_306	1.27735e-25	0.0607169	0.0127919	3.66769e-13	0.819553	0.106938
Cell_307	5.94391e-20	0.0171432	0.00444207	0.185662	0.764659	0.0280931
Cell_308	2.867e-31	0.000483177	0.00093275	1.05822e-12	0.196612	0.801972
Cell_309	3.52247e-51	0.000922508	0.00133761	8.55052e-20	0.363754	0.633986
Cell_310	4.97372e-14	0.0118581	0.000902	5.6266e-13	0.313716	0.673524
Cell_311	5.9017e-24	0.000118386	6.27013e-05	5.24093e-16	0.0152347	0.984584
Cell_312	2.53304e-19	0.000890937	0.000423235	0.0540224	0.144228	0.800435
Cell_313	1.06146e-20	0.0137045	3.39209e-05	0.978901	0.00656145	0.000799197
