cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
Cell_0	7.46161e-12	0.0400253	0.0363052	0.00343018	7.47705e-05	0.000860713	0.919287	1.65539e-05
Cell_1	1.44384e-21	1.36969e-07	4.72069e-08	0.00850449	0.0388149	1.85595e-14	0.952545	0.000135272
Cell_2	2.04531e-36	2.38077e-13	1.58715e-12	0.00366474	0.871132	2.23414e-18	0.0789425	0.0462607
Cell_3	0.999364	0.000181375	0.000106233	8.07083e-06	0.000200402	1.99491e-13	0.000118756	2.15255e-05
Cell_4	2.7384e-24	3.78454e-07	2.45571e-06	6.69443e-05	0.989791	5.15481e-16	0.000468152	0.00967069
Cell_5	0.994509	0.000134256	0.000121778	6.36301e-06	0.00471263	1.54913e-14	8.68813e-05	0.000429507
Cell_6	2.40023e-23	1.30579e-09	3.5794e-09	0.0126375	6.5705e-05	9.0786e-19	0.986856	0.000440498
Cell_7	0.99651	1.6406e-05	0.000106755	6.23389e-06	0.00322229	1.33599e-18	5.89695e-05	7.95827e-05
Cell_8	2.41673e-15	5.3909e-08	3.59033e-07	1.04775e-05	0.993864	9.08932e-20	9.07652e-05	0.00603449
Cell_9	6.97592e-25	1.653e-07	1.10312e-06	0.0590181	0.0451669	1.11811e-21	0.867159	0.0286552
Cell_10	0.990073	2.65784e-05	0.000177658	3.51575e-05	0.00808134	9.68954e-19	0.000264873	0.00134091
Cell_11	0.991614	0.0082132	0.000105832	5.64026e-06	6.05628e-06	3.46168e-10	4.56999e-05	9.51031e-06
Cell_12	0.999394	1.84064e-05	0.000106143	6.94738e-06	1.21532e-09	2.28241e-34	0.000474192	2.33754e-08
Cell_13	1.11867e-07	0.070358	0.0242491	0.0317182	0.0232732	1.57147e-10	0.713463	0.136939
Cell_14	0.998913	0.000607463	0.000106819	7.58268e-06	2.06791e-05	4.77365e-11	6.08741e-05	0.000283232
Cell_15	4.159e-05	0.000283351	0.000497683	0.00222441	0.941145	9.33987e-14	0.0359813	0.0198271
Cell_16	2.00566e-37	0.31578	0.0555279	0.0158802	0.45583	9.19727e-21	0.135517	0.0214647
Cell_17	8.32313e-14	1.03778e-08	1.82487e-09	0.00289711	0.000107169	4.78868e-14	0.996988	7.62811e-06
Cell_18	1.20491e-11	3.3391e-07	5.87159e-08	3.34887e-05	0.991008	2.54505e-08	0.000289064	0.00866915
Cell_19	1.48473e-15	4.63944e-14	2.85213e-13	0.0372546	0.0419353	1.97111e-25	0.642721	0.278089
Cell_20	4.15378e-38	1.20362e-11	5.72948e-11	0.000818028	0.986467	2.45316e-24	0.00619533	0.00651946
Cell_21	6.30593e-10	0.013477	0.0876953	0.0102159	0.000592529	8.19827e-21	0.887903	0.000115781
Cell_22	0.999377	1.65104e-05	0.000106403	1.20979e-05	0.000273435	7.28009e-16	8.90651e-05	0.000125156
Cell_23	4.03581e-15	4.56786e-09	8.02306e-09	1.92948e-05	0.994141	1.70499e-19	0.000230852	0.00560885
Cell_24	1.89161e-25	1.16375e-06	6.84997e-06	3.20895e-05	0.986145	3.80548e-05	0.000256327	0.0135208
Cell_25	1.43771e-20	8.90344e-06	8.07591e-06	0.018377	0.0674356	2.91467e-14	0.907892	0.00627878
Cell_26	6.38544e-15	0.0228147	0.00401182	0.00876516	0.630943	5.15249e-11	0.319407	0.0140577
Cell_27	2.09594e-30	6.90144e-13	4.58459e-12	0.0139736	0.00026163	3.5397e-18	0.985245	0.000519297
Cell_28	3.90356e-17	0.999922	3.88156e-05	1.52917e-06	2.43721e-07	7.30995e-09	3.65084e-05	1.13165e-06
Cell_29	1.88875e-32	2.25895e-14	1.18881e-13	0.000308874	1.86896e-13	1.52822e-23	0.999691	5.29092e-10
Cell_30	3.08805e-34	1.67655e-16	1.12103e-15	0.00959639	0.45026	3.8323e-22	0.104734	0.43541
Cell_31	1.57606e-25	1.21229e-05	7.45264e-05	0.00383743	0.908541	8.93952e-20	0.0538079	0.0337274
Cell_32	4.06288e-23	1.665e-13	7.92572e-13	0.00276021	9.92057e-06	9.50185e-24	0.997225	5.22217e-06
Cell_33	1.35617e-36	3.27371e-10	1.33669e-09	0.00170265	0.918051	8.55118e-20	0.0212392	0.0590067
Cell_34	6.24752e-41	7.98197e-13	7.24008e-13	0.0292874	0.107517	2.77174e-23	0.843951	0.0192443
Cell_35	2.07359e-48	1.61373e-10	9.45169e-11	0.00430524	0.0231515	4.53758e-23	0.972181	0.000361856
Cell_36	2.59766e-26	1.19494e-06	6.9988e-07	0.00389511	0.000480443	1.34016e-30	0.995578	4.43602e-05
Cell_37	2.68857e-16	1.05788e-07	3.88708e-07	0.00552004	0.870759	8.30481e-12	0.112596	0.0111243
Cell_38	2.10929e-32	0.00652441	0.00382139	0.0185488	0.0187666	0.175173	0.776972	0.000193356
Cell_39	1.15296e-31	1.4729e-11	9.79885e-11	0.0329903	0.0448402	1.45334e-26	0.86098	0.0611894
Cell_40	4.51381e-24	1.15907e-07	2.60147e-07	0.00249738	0.891949	6.74258e-20	0.0730819	0.0324709
Cell_41	1.58519e-33	8.78742e-15	4.6245e-14	0.00216735	0.919822	5.83685e-23	0.0189754	0.0590356
Cell_42	6.72773e-45	3.99066e-31	2.24499e-30	0.0371982	0.296249	1.59667e-47	0.298717	0.367836
Cell_43	9.09519e-27	6.0584e-14	2.08805e-14	0.000940484	0.97222	3.77082e-19	0.00886287	0.0179769
Cell_44	2.18275e-25	1.73466e-08	1.016e-08	0.00475984	0.891194	2.47029e-31	0.0538141	0.0502318
Cell_45	7.55454e-09	2.2306e-05	0.000117388	0.000135655	0.982241	2.69365e-14	0.00105933	0.0164243
Cell_46	1.5271e-19	0.998708	3.8354e-05	2.78288e-06	3.87653e-09	4.69009e-12	0.00125087	8.41135e-10
Cell_47	5.47606e-21	1.58326e-08	2.78086e-08	0.000137407	0.992288	9.54968e-25	0.00107407	0.00650084
Cell_48	5.43111e-25	1.35316e-17	1.22739e-17	0.00131496	2.66677e-06	1.20507e-23	0.998682	2.14517e-08
Cell_49	5.24549e-41	3.30958e-17	2.15891e-16	0.00269409	0.790669	7.88561e-25	0.0230588	0.183578
Cell_50	8.23074e-24	0.000132253	0.000296834	0.000918159	0.90288	0.0767128	0.0132524	0.00580761
Cell_51	2.29134e-36	1.16651e-21	7.30808e-21	0.00972497	1.63291e-05	3.39277e-32	0.989991	0.000267746
Cell_52	9.578e-31	7.55936e-12	5.04966e-11	0.003883	0.726254	1.05945e-25	0.0298052	0.240058
Cell_53	4.59709e-38	5.06675e-09	2.81446e-10	0.00789231	2.93303e-05	4.40647e-21	0.992063	1.54847e-05
Cell_54	7.58907e-26	0.0798161	0.0140352	0.000933966	7.17708e-05	0.888595	0.0162999	0.000248138
Cell_55	5.12037e-17	4.434e-09	7.78794e-09	0.0247925	0.215846	2.89335e-18	0.74676	0.0126011
Cell_56	7.25732e-17	1.5364e-05	7.45802e-08	0.0013439	0.974912	2.30771e-07	0.0166944	0.00703433
Cell_57	1.85866e-34	4.46612e-10	2.91977e-09	0.0205922	0.0150003	8.91463e-22	0.953589	0.0108181
Cell_58	1.13854e-18	5.32623e-11	1.71696e-10	0.00326898	5.26651e-06	3.92224e-39	0.996725	9.21499e-07
Cell_59	6.30989e-13	1.81437e-09	9.12861e-09	0.000209274	0.985519	1.58779e-20	0.00141066	0.0128606
Cell_60	2.53507e-20	1.75232e-08	3.93299e-08	0.000127058	0.993991	7.10605e-17	0.000808778	0.00507357
Cell_61	6.08581e-19	4.04807e-07	1.39518e-07	0.0262982	0.624841	3.06084e-10	0.34321	0.00564977
Cell_62	5.81157e-37	3.96773e-19	2.32392e-19	0.0197437	0.331996	1.58685e-21	0.197734	0.450526
Cell_63	2.15291e-13	3.73523e-07	2.03911e-06	0.0216052	0.67401	3.98593e-18	0.231597	0.0727852
Cell_64	2.18195e-27	1.59038e-16	7.06932e-16	0.0341651	0.0302177	1.53302e-24	0.877941	0.057676
Cell_65	1.13187e-13	1.33518e-05	4.60175e-06	0.00884497	0.0111851	1.30553e-14	0.979605	0.000347364
Cell_66	2.27737e-24	5.81709e-15	1.30561e-14	0.0181141	0.280809	4.60755e-26	0.67011	0.0309668
Cell_67	1.18363e-18	2.80803e-07	2.54704e-07	0.000245254	0.990988	1.71474e-18	0.00591586	0.00285055
Cell_68	6.4515e-14	3.89603e-09	2.29324e-08	0.000767277	0.924625	4.32942e-28	0.00568252	0.0689254
Cell_69	5.71848e-39	1.92804e-07	1.24708e-06	0.0373342	0.00642327	2.04889e-17	0.896106	0.060135
Cell_70	8.82725e-32	2.22076e-12	1.05713e-11	0.0131026	7.43082e-06	1.90519e-24	0.986778	0.000112094
Cell_71	1.73188e-15	0.000145276	0.000468308	0.000966487	0.982527	2.03001e-13	0.0115184	0.00437456
Cell_72	5.56247e-15	8.56574e-07	3.49748e-06	4.17628e-05	0.990708	1.19508e-24	0.000336812	0.0089087
Cell_73	1.8542e-15	0.000774672	0.000111282	0.00023811	0.962368	0.0270266	0.00267951	0.00680142
Cell_74	2.51661e-21	2.49098e-06	8.58526e-07	0.0268374	0.213947	1.17747e-38	0.757551	0.0016612
Cell_75	0.983137	2.02613e-05	0.000128702	3.77079e-05	0.0162445	4.51775e-13	0.000265123	0.000166362
Cell_76	4.92953e-43	1.94766e-07	1.06325e-06	0.000342727	0.989843	3.64921e-23	0.00257785	0.00723549
Cell_77	4.91398e-27	5.95123e-12	3.72839e-11	0.0255879	0.000516555	2.13014e-18	0.965439	0.00845688
Cell_78	2.38024e-23	2.40358e-06	6.58863e-06	0.00328711	0.884888	5.02529e-12	0.0226711	0.0891448
Cell_79	1.46818e-08	0.0139161	0.00815074	0.000616311	0.953484	1.24146e-12	0.00469048	0.0191424
Cell_80	3.10049e-10	4.04134e-05	0.000148496	0.0272619	0.191965	3.03031e-10	0.71153	0.0690549
Cell_81	2.02815e-15	1.17602e-08	7.85984e-08	0.0319032	1.77507e-07	1.67639e-18	0.967143	0.000953791
Cell_82	1.6981e-26	3.11575e-08	1.70093e-07	0.000168185	0.993033	1.99668e-17	0.000952294	0.00584605
