cell	Node 0	Node 1	Node 2	Node 3
Cell_454	2.16399e-23	0.491656	0.00217917	0.506165
Cell_455	1.31535e-10	0.67146	0.00543425	0.323105
Cell_456	1.64732e-23	0.472547	0.00946314	0.51799
Cell_457	0.992065	0.00702902	0.000532071	0.000373644
Cell_458	7.85822e-21	0.319087	0.00152491	0.679388
Cell_459	1.08151e-34	0.95868	0.0191984	0.0221213
Cell_460	1.18068e-29	0.253645	0.000996596	0.745358
Cell_461	7.98319e-08	0.333578	0.631478	0.0349436
Cell_462	1.54259e-14	0.628318	0.0180719	0.35361
Cell_463	7.0936e-20	0.2569	0.038115	0.704985
Cell_464	1.25106e-29	0.680154	0.00434586	0.3155
Cell_465	1.2055e-25	0.299777	0.0011746	0.699048
Cell_466	4.85704e-24	0.18045	0.000709005	0.818841
Cell_467	8.3385e-33	0.395778	0.00189142	0.60233
Cell_468	1.38221e-13	0.105525	0.000447828	0.894027
Cell_469	3.79373e-17	0.700933	0.00447862	0.294588
Cell_470	8.48155e-13	0.120865	0.000487508	0.878647
Cell_471	1.62679e-24	0.572346	0.00224779	0.425406
Cell_472	5.13131e-12	0.0914473	0.00263024	0.905922
Cell_473	0.995453	0.0042716	1.76565e-05	0.000257965
Cell_474	7.37083e-11	0.393173	0.0027916	0.604035
Cell_475	9.0494e-09	0.0848243	0.000686498	0.914489
Cell_476	4.45898e-10	0.204525	0.000835393	0.79464
Cell_477	1.59702e-18	0.384398	0.0110562	0.604545
Cell_478	2.60032e-27	0.440316	0.00356355	0.556121
Cell_479	4.96907e-23	0.0183164	0.000526821	0.981157
Cell_480	3.66285e-21	1.00285e-09	1	3.1872e-11
Cell_481	1.91664e-20	0.95628	0.00443479	0.039285
Cell_482	0.00226854	0.908113	0.00385385	0.0857645
Cell_483	2.49472e-16	0.00022976	0.999769	1.18483e-06
Cell_484	2.26397e-21	0.458999	0.00436851	0.536632
Cell_485	4.65229e-23	0.950451	0.0055784	0.0439707
Cell_486	0.992673	0.00709732	3.0485e-05	0.000199437
Cell_487	1.24439e-18	0.0637101	0.000256155	0.936034
Cell_488	8.61066e-21	0.0205675	0.000112724	0.97932
Cell_489	9.30839e-16	0.54727	0.00220741	0.450522
Cell_490	0.000276666	0.493473	0.0219807	0.48427
Cell_491	1.38863e-12	0.0787912	0.000915855	0.920293
Cell_492	3.36846e-16	0.281554	0.00134554	0.717101
Cell_493	1.98695e-18	0.625918	0.0473797	0.326702
Cell_494	4.63486e-22	0.572443	0.00283784	0.424719
Cell_495	3.23535e-17	0.148568	0.00297521	0.848456
Cell_496	3.16866e-12	0.00366474	0.989758	0.00657701
Cell_497	5.68361e-10	0.494848	0.00195697	0.503195
Cell_498	3.39793e-09	0.133548	0.000552017	0.8659
Cell_499	1.75379e-17	0.81608	0.00478975	0.179131
Cell_500	5.06675e-29	0.0220184	0.000440937	0.977541
Cell_501	2.72063e-18	0.945663	0.00419147	0.0501459
Cell_502	8.74586e-19	0.401277	0.00163904	0.597084
Cell_503	2.98781e-18	0.90181	0.0133951	0.0847951
Cell_504	1.32728e-14	0.601449	0.00353004	0.395021
Cell_505	1.99546e-15	0.508988	0.00210389	0.488909
Cell_506	4.08773e-37	0.0164908	8.5511e-05	0.983424
Cell_507	9.07976e-25	0.0185819	7.55369e-05	0.981343
Cell_508	3.93643e-17	0.140753	0.000550101	0.858697
Cell_509	3.42131e-23	0.642866	0.00377312	0.353361
Cell_510	0.939365	0.0426359	0.000405786	0.017593
Cell_511	1.71308e-05	0.371243	0.00743446	0.621305
Cell_512	8.0693e-22	0.89756	0.00526798	0.0971718
Cell_513	4.42856e-13	0.606026	0.00704434	0.38693
Cell_514	0.858877	0.00853089	3.36429e-05	0.132558
Cell_515	7.46962e-26	0.680022	0.00337115	0.316607
Cell_516	1.27287e-16	0.423061	0.00628396	0.570655
Cell_517	4.59592e-18	0.432707	0.00191789	0.565375
Cell_518	2.48966e-17	0.535913	0.00233509	0.461751
Cell_519	0.993589	0.00496362	1.94857e-05	0.00142826
Cell_520	5.41806e-19	0.409908	0.00820875	0.581883
Cell_521	2.91026e-10	0.207955	0.000823327	0.791222
Cell_522	6.83867e-07	0.357615	0.00158506	0.6408
Cell_523	5.94881e-14	0.888332	0.0131949	0.0984732
Cell_524	0.976769	0.0153156	8.98907e-05	0.0078252
Cell_525	2.64974e-20	0.475593	0.00188082	0.522526
Cell_526	9.6465e-23	0.437709	0.00226968	0.560021
Cell_527	9.06382e-21	0.480954	0.0138334	0.505213
Cell_528	0.992562	0.00722758	2.82582e-05	0.000182121
Cell_529	5.06841e-13	0.984367	0.0114421	0.00419107
Cell_530	2.37017e-10	0.864871	0.128317	0.00681232
Cell_531	7.82787e-11	0.0209114	8.16265e-05	0.979007
Cell_532	1.28198e-24	0.0950554	0.000403396	0.904541
Cell_533	4.98934e-09	0.814914	0.00325202	0.181834
Cell_534	8.62304e-20	0.50167	0.00201137	0.496318
Cell_535	5.69903e-25	0.253942	0.0192225	0.726835
Cell_536	2.19695e-25	0.0166007	0.000739446	0.98266
Cell_537	1.86011e-25	0.922428	0.0107221	0.0668495
Cell_538	1.24928e-14	0.838988	0.0033638	0.157648
Cell_539	6.65632e-14	0.89008	0.00522407	0.104696
Cell_540	1.19838e-16	0.186523	0.000731236	0.812746
Cell_541	3.77476e-20	0.0775493	0.000343723	0.922107
Cell_542	1.2981e-18	0.0802324	0.000362984	0.919405
Cell_543	0.988597	0.0105441	4.12396e-05	0.00081766
Cell_544	2.36203e-20	0.568838	0.0843955	0.346767
Cell_545	2.27e-25	0.12372	0.00355847	0.872722
Cell_546	2.38202e-11	0.708164	0.00283224	0.289003
Cell_547	1.94234e-06	0.877771	0.0175781	0.104649
Cell_548	1.35643e-05	0.739245	0.00288871	0.257853
Cell_549	2.63e-28	0.0480813	0.00038913	0.95153
Cell_550	0.00304951	0.367815	0.00235016	0.626786
Cell_551	8.074e-29	0.63669	0.0481951	0.315115
Cell_552	7.88996e-13	0.208536	0.00198474	0.789479
Cell_553	2.09418e-11	0.755216	0.0087785	0.236005
Cell_554	3.11828e-09	0.022462	0.000646061	0.976892
Cell_555	5.20174e-11	0.951865	0.00608195	0.0420531
Cell_556	0.991038	0.00771888	3.82656e-05	0.00120493
Cell_557	6.61944e-22	0.147963	0.00296309	0.849074
Cell_558	2.68476e-18	0.905425	0.00469495	0.0898801
Cell_559	2.30565e-21	0.134407	0.000527439	0.865066
Cell_560	1.32269e-18	0.846457	0.00805613	0.145487
Cell_561	0.98296	0.0141892	0.00028415	0.00256671
Cell_562	1.70643e-12	0.125266	0.000538053	0.874196
Cell_563	8.57629e-15	0.417394	0.0315952	0.551011
Cell_564	1.46755e-15	0.0541935	0.000515785	0.945291
Cell_565	6.17467e-25	0.588949	0.0445813	0.36647
Cell_566	8.56865e-14	0.0926413	0.000361499	0.906997
Cell_567	1.08952e-21	0.455831	0.00180267	0.542367
Cell_568	4.00697e-17	0.623563	0.00593474	0.370502
Cell_569	1.01135e-20	0.82424	0.062392	0.113368
Cell_570	2.86635e-16	0.318874	0.0241376	0.656988
Cell_571	2.43959e-13	0.0565799	0.000840413	0.94258
Cell_572	7.72233e-09	0.816333	0.121115	0.0625514
Cell_573	7.7108e-18	0.0265369	0.00393714	0.969526
Cell_574	2.24578e-20	0.0817192	0.000661368	0.917619
Cell_575	1.56684e-24	0.0260909	0.000101788	0.973807
Cell_576	2.41508e-22	0.386283	0.00157027	0.612146
Cell_577	2.21892e-14	0.264011	0.00528704	0.730702
Cell_578	0.991195	0.00676584	3.50833e-05	0.00200376
Cell_579	8.70414e-19	0.399887	0.00464822	0.595465
Cell_580	5.39078e-15	0.568673	0.0843711	0.346956
Cell_581	2.94848e-15	0.10083	0.000591794	0.898578
Cell_582	2.38355e-18	0.604229	0.0896463	0.306125
Cell_583	0.00256283	0.896921	0.0678937	0.0326224
Cell_584	5.05292e-10	0.695874	0.00662296	0.297503
Cell_585	2.87101e-18	0.777917	0.00497051	0.217113
Cell_586	1.2551e-16	0.556686	0.00231822	0.440996
Cell_587	4.30735e-22	0.0210559	0.000200399	0.978744
Cell_588	1.73278e-11	0.586573	0.0117466	0.401681
Cell_589	0.993744	0.00391151	1.53158e-05	0.00232892
Cell_590	2.83629e-19	0.364662	0.00174271	0.633595
Cell_591	0.990532	0.0091092	3.79336e-05	0.000320386
Cell_592	0.988479	0.0111128	4.77327e-05	0.000360572
Cell_593	1.04315e-13	0.419972	0.00298188	0.577046
Cell_594	1.08612e-14	0.00211744	0.93375	0.0641321
Cell_595	2.19415e-30	0.211335	0.00124037	0.787425
Cell_596	0.000200318	0.114523	0.00866901	0.876607
Cell_597	1.07424e-16	0.828416	0.00529318	0.16629
Cell_598	1.15036e-13	0.217153	0.000847119	0.782
Cell_599	4.85489e-24	0.655738	0.0188606	0.325401
Cell_600	1.6716e-17	0.645928	0.00268985	0.351382
Cell_601	5.07562e-05	0.78475	0.0349551	0.180244
Cell_602	2.62497e-19	0.417031	0.0119948	0.570974
Cell_603	1.91111e-34	0.73144	0.0553673	0.213193
Cell_604	1.43171e-26	0.380606	0.0109471	0.608447
Cell_605	2.24432e-17	0.523339	0.0104803	0.466181
Cell_606	9.98394e-05	0.985374	0.00510952	0.00941614
Cell_607	9.03108e-08	0.353621	0.00525253	0.641126
Cell_608	5.09878e-16	0.129462	0.00050981	0.870028
Cell_609	2.28015e-14	0.4658	0.0037698	0.530431
Cell_610	1.49818e-25	0.421763	0.00183772	0.576399
Cell_611	1.08358e-17	0.630486	0.00936497	0.360149
Cell_612	0.000307596	0.465044	0.0020263	0.532622
Cell_613	0.987462	0.0116197	0.000232695	0.000685104
Cell_614	2.89362e-20	0.452566	0.00430729	0.543126
Cell_615	1.23001e-29	0.0236817	0.000474246	0.975844
Cell_616	8.85846e-26	0.320163	0.00124903	0.678588
Cell_617	3.15247e-11	0.794613	0.0056419	0.199745
Cell_618	1.58842e-20	0.62851	0.00344465	0.368045
Cell_619	6.28621e-17	0.81106	0.00771924	0.181221
Cell_620	1.16518e-21	0.73739	0.0328455	0.229764
Cell_621	2.82674e-21	0.402689	0.00199629	0.595315
Cell_622	1.49856e-22	0.761482	0.0152493	0.223268
Cell_623	2.16419e-20	0.946207	0.0421468	0.011646
Cell_624	2.01413e-19	0.256974	0.0381259	0.7049
Cell_625	2.07458e-15	0.693032	0.0199332	0.287035
Cell_626	5.48838e-15	0.764487	0.113423	0.12209
Cell_627	2.2705e-12	0.860671	0.127693	0.0116354
Cell_628	5.56768e-15	0.537165	0.0107572	0.452078
Cell_629	1.22588e-24	0.592251	0.0878693	0.31988
Cell_630	2.03639e-34	0.592792	0.00347922	0.403729
Cell_631	1.99279e-14	0.0954734	0.000523257	0.904003
Cell_632	1.21518e-16	0.972517	0.00404987	0.0234333
Cell_633	9.88886e-13	0.404783	0.00327598	0.591941
Cell_634	0.991938	0.00674917	0.00100134	0.000311609
Cell_635	3.41359e-15	0.349247	0.0100452	0.640708
Cell_636	4.59326e-38	0.649703	0.096393	0.253904
Cell_637	5.29671e-18	0.947553	0.00766872	0.0447783
Cell_638	3.49441e-21	0.290847	0.0129552	0.696197
Cell_639	9.84926e-20	0.425873	0.00249954	0.571627
Cell_640	1.34978e-06	0.944356	0.0189115	0.0367312
Cell_641	1.15607e-33	0.91725	0.0183687	0.0643816
Cell_642	6.07934e-23	0.620215	0.00243385	0.377352
Cell_643	0.996023	0.00392706	1.58397e-05	3.42699e-05
Cell_644	4.14223e-10	0.569857	0.0845468	0.345596
Cell_645	4.59308e-11	0.45098	0.020088	0.528932
Cell_646	2.74612e-16	0.666873	0.00345798	0.329669
Cell_647	2.50147e-14	0.184843	0.000723626	0.814433
Cell_648	0.000192982	0.821258	0.0621663	0.116382
Cell_649	4.01399e-35	0.0338985	0.00150994	0.964592
Cell_650	3.10528e-31	0.471361	0.00185119	0.526788
Cell_651	2.14327e-22	0.168332	0.000834489	0.830834
Cell_652	1.35396e-10	0.549914	0.00272615	0.44736
Cell_653	8.53055e-11	0.0536334	0.00795731	0.938409
Cell_654	2.04275e-16	0.419286	0.00164667	0.579067
Cell_655	3.40686e-12	0.156066	0.00312534	0.840809
Cell_656	1.1831e-19	0.111536	0.000533029	0.887931
Cell_657	1.26927e-13	0.410073	0.00476661	0.585161
Cell_658	2.37665e-17	0.962329	0.0111859	0.0264853
Cell_659	3.05383e-33	0.286706	0.00203567	0.711258
Cell_660	0.968334	0.028169	0.000115058	0.00338213
Cell_661	9.45253e-08	0.899167	0.0104518	0.0903815
Cell_662	2.14252e-29	0.727649	0.00295795	0.269393
Cell_663	1.86328e-20	0.266513	0.00127366	0.732213
Cell_664	0.986641	0.0127295	5.90338e-05	0.00057092
Cell_665	7.91286e-09	0.0494963	0.000735196	0.949768
Cell_666	1.69939e-26	0.512545	0.0760436	0.411412
Cell_667	1.07343e-16	0.654618	0.00760916	0.337773
Cell_668	4.66536e-11	0.000456597	0.998545	0.000998223
Cell_669	0.99373	0.0060596	2.37031e-05	0.000186765
Cell_670	1.42055e-06	0.36255	0.0014323	0.636017
Cell_671	1.53648e-29	0.550118	0.00219103	0.447691
Cell_672	2.65423e-21	0.472687	0.00302024	0.524292
Cell_673	1.46784e-08	0.0793312	0.000755032	0.919914
Cell_674	3.78799e-15	0.2451	0.00105277	0.753847
Cell_675	1.5866e-18	0.588089	0.00244899	0.409462
Cell_676	2.35044e-19	0.703495	0.00569351	0.290812
Cell_677	1.04694e-21	0.570739	0.0846777	0.344583
Cell_678	3.3609e-24	0.256251	0.00101339	0.742736
Cell_679	2.85539e-18	0.272142	0.00316333	0.724695
Cell_680	3.17272e-22	0.516175	0.0041775	0.479647
Cell_681	6.61342e-27	0.392631	0.00171078	0.605658
Cell_682	3.6216e-12	0.094598	0.887602	0.0178004
Cell_683	1.67191e-14	0.295379	0.00153165	0.703089
Cell_684	7.44638e-19	0.742266	0.0330627	0.224671
Cell_685	1.33117e-17	0.422995	0.00491682	0.572088
Cell_686	0.971728	0.0267375	0.000156928	0.00137762
Cell_687	5.36412e-31	0.509611	0.00252635	0.487863
Cell_688	0.0349293	0.0159258	0.868993	0.0801523
Cell_689	0.989197	0.0105041	4.65576e-05	0.000252658
Cell_690	1.72765e-25	0.405777	0.00222393	0.591999
Cell_691	1.55204e-25	0.359643	0.00534198	0.635015
Cell_692	0.991078	0.00559061	0.00082945	0.00250159
Cell_693	1.6707e-18	0.319771	0.00128568	0.678943
Cell_694	2.30166e-19	0.528033	0.0020882	0.469879
Cell_695	8.03296e-17	0.410751	0.00241078	0.586839
Cell_696	6.93423e-40	0.163197	0.000648853	0.836154
Cell_697	1.2678e-20	0.481142	0.00457926	0.514278
Cell_698	6.89229e-14	0.0213974	0.976136	0.00246685
Cell_699	1.21166e-12	0.737036	0.0109476	0.252016
Cell_700	2.39264e-12	0.298168	0.190135	0.511697
Cell_701	9.84212e-24	0.372154	0.00552781	0.622318
Cell_702	0.986391	0.0121719	0.00054217	0.000895416
Cell_703	1.95415e-20	3.34061e-08	1	5.05917e-10
Cell_704	3.52888e-09	0.372913	0.00433467	0.622752
Cell_705	2.31878e-14	0.980702	0.0145669	0.00473154
Cell_706	3.55463e-12	0.241281	0.00358388	0.755135
Cell_707	1.32604e-27	0.483626	0.0019507	0.514424
Cell_708	2.10543e-15	0.932069	0.0108342	0.0570972
Cell_709	1.87591e-11	0.330057	0.00133128	0.668612
Cell_710	5.8833e-14	0.309925	0.00125463	0.688821
Cell_711	2.12846e-12	0.465955	0.00933113	0.524714
Cell_712	1.42689e-18	0.287061	0.00574864	0.70719
Cell_713	3.37773e-10	0.26525	0.00105851	0.733691
Cell_714	0.989285	0.0103241	0.000296947	9.42282e-05
Cell_715	1.81305e-08	0.843678	0.00403192	0.15229
Cell_716	1.70698e-06	0.463149	0.00440801	0.532441
Cell_717	1.66961e-13	0.822932	0.00323338	0.173834
Cell_718	4.37667e-09	0.503327	0.0074762	0.489197
Cell_719	1.34736e-08	0.968115	0.00530591	0.0265793
Cell_720	2.19281e-12	0.761899	0.00885618	0.229245
Cell_721	1.01225e-24	0.481874	0.0714932	0.446633
Cell_722	0.99101	0.00871128	5.11284e-05	0.000227772
Cell_723	1.4772e-13	0.00668385	0.985489	0.00782747
Cell_724	1.4599e-11	0.310483	0.0138298	0.675687
Cell_725	3.30397e-18	0.527811	0.0151811	0.457008
Cell_726	4.74071e-18	0.533057	0.00213192	0.464811
Cell_727	2.92495e-55	0.539281	0.00216217	0.458557
Cell_728	6.85074e-18	0.156958	0.0118811	0.831161
Cell_729	2.30588e-18	0.832463	0.00488591	0.162651
Cell_730	5.55867e-16	0.886885	0.00717772	0.105937
Cell_731	6.92133e-12	0.681581	0.101123	0.217297
Cell_732	1.47612e-22	0.889503	0.00349494	0.107002
Cell_733	2.14632e-22	0.209584	0.00094819	0.789468
Cell_734	2.38493e-18	0.69163	0.00358635	0.304783
Cell_735	1.42685e-15	0.542039	0.00236178	0.455599
Cell_736	6.02981e-18	0.950734	0.0049299	0.0443362
Cell_737	3.99001e-10	0.109435	0.000431576	0.890133
Cell_738	7.5895e-19	0.116309	0.00135196	0.882339
Cell_739	7.95213e-18	0.708883	0.00284216	0.288275
Cell_740	0.99509	0.00477644	2.36787e-05	0.000109589
Cell_741	7.94737e-17	0.778527	0.0346779	0.186795
Cell_742	1.90231e-30	0.794523	0.00368464	0.201792
Cell_743	3.63808e-15	0.196873	0.000940853	0.802186
Cell_744	1.27778e-23	0.236435	0.000929431	0.762635
Cell_745	3.86891e-26	0.808245	0.00339518	0.188359
Cell_746	1.97402e-15	0.300396	0.00243116	0.697173
Cell_747	0.985566	0.00943076	7.63248e-05	0.00492656
Cell_748	3.03144e-12	0.312882	0.00138679	0.685731
Cell_749	6.52399e-10	0.635644	0.0283135	0.336042
Cell_750	8.09467e-32	0.188045	0.00837605	0.803579
Cell_751	1.04722e-23	0.0777613	0.000903884	0.921335
Cell_752	2.16079e-38	0.842775	0.00461897	0.152606
Cell_753	8.11669e-21	0.648827	0.0033644	0.347809
Cell_754	4.22249e-15	0.777168	0.115304	0.107527
Cell_755	4.05705e-15	3.75103e-06	0.999996	1.93581e-07
Cell_756	7.66532e-17	0.786651	0.0116846	0.201665
Cell_757	1.37147e-13	0.810894	0.0120447	0.177061
Cell_758	6.65476e-16	0.304935	0.0230824	0.671983
Cell_759	0.42788	0.0456858	0.00026814	0.526166
Cell_760	2.89182e-10	0.104788	0.892267	0.00294452
Cell_761	2.86542e-12	0.491871	0.00349238	0.504636
Cell_762	2.28227e-22	0.677025	0.0194728	0.303502
Cell_763	2.82067e-14	0.21718	0.00127468	0.781545
Cell_764	1.09869e-06	0.983181	0.00385558	0.0129621
Cell_765	3.24982e-15	0.698755	0.00446471	0.29678
Cell_766	5.35242e-13	0.776907	0.00303438	0.220059
Cell_767	3.24531e-20	0.739487	0.00290087	0.257612
Cell_768	9.79214e-14	0.744147	0.0110532	0.2448
Cell_769	1.9346e-19	0.579362	0.00860559	0.412032
Cell_770	0.129531	0.86048	0.00549805	0.00449125
Cell_771	0.990135	0.00927189	4.59645e-05	0.000547224
Cell_772	4.86386e-12	0.459349	0.00179862	0.538852
Cell_773	1.3318e-17	0.000514722	0.99947	1.55542e-05
Cell_774	2.41784e-21	0.0333379	0.00026981	0.966392
Cell_775	4.96112e-25	0.249996	0.00113102	0.748873
Cell_776	1.57629e-24	0.392319	0.00160245	0.606079
Cell_777	7.01582e-20	0.352118	0.00192984	0.645952
Cell_778	3.183e-09	0.268458	0.0203213	0.71122
Cell_779	1.97379e-19	0.544152	0.00632512	0.449523
Cell_780	4.78781e-13	0.677247	0.0100595	0.312694
Cell_781	4.95136e-19	0.386983	0.0036831	0.609334
Cell_782	1.36638e-12	0.71778	0.0543333	0.227887
Cell_783	2.41453e-17	0.960694	0.00563852	0.0336677
Cell_784	2.78229e-28	0.605019	0.00355099	0.39143
Cell_785	5.63106e-23	0.427078	0.00272882	0.570193
Cell_786	5.34351e-19	0.0429526	0.000222725	0.956825
Cell_787	5.02763e-16	0.237746	0.0352732	0.72698
Cell_788	1.46882e-11	0.447812	0.0066516	0.545536
Cell_789	1.86623e-12	0.0251313	0.000113698	0.974755
Cell_790	5.57613e-20	0.756237	0.0151443	0.228619
Cell_791	5.86358e-23	0.831042	0.0629068	0.106052
Cell_792	7.20813e-14	0.485052	0.00190675	0.513042
Cell_793	5.03647e-25	0.312362	0.00363084	0.684007
Cell_794	0.00879367	0.773067	0.0344346	0.183705
Cell_795	6.42321e-16	0.921689	0.0697685	0.00854201
Cell_796	4.72703e-13	0.205268	0.00590399	0.788828
Cell_797	5.39567e-15	0.0171975	7.7804e-05	0.982725
Cell_798	7.08456e-34	0.603836	0.00245464	0.393709
Cell_799	2.02027e-24	0.612325	0.00244356	0.385231
Cell_800	5.67987e-12	0.47639	0.0212198	0.502391
Cell_801	7.26381e-12	0.905703	0.0260502	0.0682466
Cell_802	7.05812e-32	0.637544	0.00741069	0.355046
Cell_803	2.80005e-16	0.178675	0.00357811	0.817747
Cell_804	4.96962e-08	0.613278	0.0122814	0.37444
Cell_805	3.39683e-23	0.668638	0.00392438	0.327437
Cell_806	1.53033e-16	0.55055	0.00233642	0.447114
Cell_807	3.15176e-53	0.73943	0.00366566	0.256904
Cell_808	1.41277e-11	0.530981	0.0020791	0.46694
Cell_809	1.84932e-15	0.218595	0.00254091	0.778864
Cell_810	9.7939e-14	4.25768e-05	0.999957	8.69491e-07
Cell_811	9.21425e-16	3.5825e-07	1	8.83137e-08
Cell_812	2.17039e-17	0.308251	0.00125907	0.690489
Cell_813	0.980855	0.00965091	3.80308e-05	0.00945653
Cell_814	5.70377e-16	0.684688	0.00339428	0.311918
Cell_815	4.64075e-18	0.0618246	0.000395029	0.93778
Cell_816	2.9026e-14	0.212045	0.000883025	0.787072
Cell_817	2.0058e-19	0.029606	0.00224106	0.968153
Cell_818	9.30961e-23	0.607197	0.0174644	0.375339
Cell_819	1.14447e-19	0.576239	0.00255407	0.421207
Cell_820	0.242697	0.0356108	0.000141166	0.721551
Cell_821	7.36311e-15	0.23677	0.00474151	0.758489
Cell_822	1.15757e-10	0.0519748	0.00077201	0.947253
Cell_823	1.15356e-07	0.00361217	0.995861	0.000526995
Cell_824	2.25811e-10	0.524567	0.00609748	0.469335
Cell_825	1.45563e-08	0.632351	0.0181879	0.349461
Cell_826	1.01292e-12	0.761637	0.0576531	0.18071
Cell_827	3.4511e-09	0.787698	0.00316705	0.209135
Cell_828	5.86351e-20	0.200505	0.00893109	0.790564
Cell_829	6.40076e-23	0.599857	0.0889977	0.311146
Cell_830	3.84514e-17	0.649784	0.00336936	0.346847
Cell_831	0.912362	0.0514226	0.000266645	0.0359487
Cell_832	3.2846e-11	0.866151	0.0128654	0.120983
Cell_833	1.05874e-16	0.29999	0.00117488	0.698835
Cell_834	1.19856e-08	0.561698	0.00454593	0.433756
Cell_835	2.01235e-19	0.510773	0.00593713	0.48329
Cell_836	1.80156e-21	1.06964e-10	1	2.20108e-12
Cell_837	4.89287e-20	0.0446364	0.00089388	0.95447
Cell_838	2.63124e-11	0.34953	0.00519177	0.645278
Cell_839	3.62097e-35	0.788472	0.00432135	0.207207
Cell_840	1.60527e-14	0.152617	0.0115526	0.83583
Cell_841	1.47181e-10	0.10798	0.00042805	0.891592
Cell_842	1.04559e-26	0.399453	0.00234447	0.598203
Cell_843	8.8469e-35	0.566008	0.00256071	0.431431
Cell_844	9.65523e-22	0.490918	0.0371607	0.471922
Cell_845	3.15672e-08	0.566576	0.025237	0.408187
Cell_846	7.32768e-19	0.13386	0.00053314	0.865607
Cell_847	2.12203e-14	0.330869	0.00181338	0.667318
Cell_848	9.21657e-16	0.553055	0.0418642	0.405081
Cell_849	1.25008e-17	1.16438e-06	0.999989	9.98277e-06
Cell_850	3.92929e-12	0.438325	0.00417175	0.557503
Cell_851	1.38051e-11	0.325253	0.00309559	0.671651
Cell_852	6.83338e-12	0.147297	0.0111499	0.841553
Cell_853	3.11581e-11	0.946931	0.00369698	0.0493721
Cell_854	1.023e-15	4.25766e-05	0.999952	4.96483e-06
Cell_855	9.08275e-18	0.00226199	0.997493	0.000244836
Cell_856	4.17875e-19	0.93798	0.00408698	0.0579334
Cell_857	3.39426e-20	0.0794204	0.000318424	0.920261
Cell_858	1.19383e-09	0.10664	0.00101494	0.892345
Cell_859	1.30246e-33	0.0221258	8.78325e-05	0.977786
Cell_860	1.6498e-14	0.439388	0.00510737	0.555505
Cell_861	2.6454e-23	2.73357e-09	1	1.80765e-11
Cell_862	5.48568e-17	0.900916	0.0681961	0.0308882
Cell_863	0.983451	0.0083278	4.12843e-05	0.00818022
Cell_864	1.01435e-22	0.929276	0.00430956	0.066414
Cell_865	1.06452e-16	0.381661	0.0170003	0.601338
Cell_866	1.08161e-28	0.119408	0.00239124	0.878201
Cell_867	1.93393e-23	0.397643	0.00158098	0.600776
Cell_868	8.08197e-19	0.695349	0.0309729	0.273678
Cell_869	4.53769e-22	0.93796	0.00599311	0.0560467
Cell_870	6.59144e-16	0.327954	0.0012844	0.670761
Cell_871	0.979664	0.00904979	0.00134267	0.00994381
Cell_872	2.37092e-19	0.256665	0.00116119	0.742174
Cell_873	7.70057e-09	0.173218	0.0256994	0.801083
Cell_874	0.993438	0.00638701	2.50197e-05	0.000149653
Cell_875	1.1204e-52	0.516162	0.00216823	0.48167
Cell_876	0.000821082	0.988117	0.00701581	0.0040464
Cell_877	7.3055e-21	0.588772	0.00229947	0.408929
Cell_878	4.17633e-20	0.747024	0.00311085	0.249866
Cell_879	2.54984e-15	0.045981	0.000203802	0.953815
Cell_880	1.7993e-14	0.0313821	0.00139785	0.96722
Cell_881	3.39045e-14	0.0420507	0.000190244	0.957759
Cell_882	1.22242e-24	0.214864	0.000842872	0.784293
Cell_883	2.49962e-08	0.52837	0.00784817	0.463782
Cell_884	1.03183e-07	0.38914	0.0577347	0.553126
Cell_885	2.66435e-24	0.642306	0.0486202	0.309074
Cell_886	4.71112e-16	0.0787595	0.000356321	0.920884
Cell_887	0.993394	0.00633847	0.000126933	0.000141093
Cell_888	4.01096e-34	0.855535	0.006924	0.137541
Cell_889	2.17046e-12	0.129464	0.698406	0.17213
Cell_890	0.872368	0.00837434	3.51779e-05	0.119222
Cell_891	1.14484e-22	0.901211	0.0682184	0.0305704
Cell_892	1.14901e-21	0.603893	0.00701954	0.389088
Cell_893	2.26152e-15	0.114362	0.000451384	0.885187
Cell_894	1.4554e-17	0.0545026	0.00242771	0.94307
Cell_895	1.40667e-21	0.620992	0.00266734	0.376341
Cell_896	7.0697e-09	0.0878236	0.000435377	0.911741
Cell_897	2.1231e-13	0.0862936	0.000336978	0.913369
Cell_898	1.52979e-08	0.203613	0.00302438	0.793363
Cell_899	0.991019	0.00794873	4.1217e-05	0.000990837
Cell_900	4.2007e-13	0.399357	0.0114864	0.589157
Cell_901	1.4178e-06	0.969917	0.0061973	0.023884
Cell_902	4.65312e-18	0.601066	0.00266412	0.396269
Cell_903	4.39746e-15	0.824169	0.0623866	0.113444
Cell_904	0.99167	0.00777427	0.000346289	0.000209791
Cell_905	8.9463e-11	0.616189	0.0914207	0.292391
Cell_906	6.10013e-15	0.288224	0.00829	0.703486
Cell_907	6.17413e-18	0.394327	0.00188448	0.603789
Cell_908	0.982769	0.0155457	9.93295e-05	0.00158599
Cell_909	3.7229e-12	0.225718	0.000957902	0.773324
Cell_910	3.27401e-20	0.247757	0.00109814	0.751144
Cell_911	4.79028e-09	0.357299	0.00715521	0.635546
Cell_912	7.17711e-23	0.921554	0.010712	0.0677339
Cell_913	8.95189e-34	0.377745	0.00268206	0.619573
Cell_914	1.33288e-23	0.658811	0.0026573	0.338532
Cell_915	3.55351e-35	0.403215	0.0305219	0.566263
