cell	Node 0	Node 1	Node 2	Node 3
Cell_126	4.36566e-23	0.997214	4.05986e-08	0.00278552
Cell_127	6.87479e-22	0.99798	2.00577e-06	0.00201764
Cell_128	6.61327e-26	0.997556	4.85624e-06	0.00243915
Cell_129	6.76705e-31	0.997832	1.40782e-05	0.00215349
Cell_130	1.25045e-20	0.997654	3.31563e-05	0.00231324
Cell_131	1.74522e-34	0.9313	8.7957e-24	0.0686997
Cell_132	1.59037e-26	0.227006	0.772419	0.000575155
Cell_133	5.02493e-22	0.997979	1.37154e-08	0.0020213
Cell_134	7.82559e-21	0.994192	4.19759e-09	0.00580767
Cell_135	1.86707e-13	0.226823	0.772622	0.00055461
Cell_136	5.38523e-22	0.996753	1.3732e-05	0.00323375
Cell_137	3.39797e-24	0.997214	9.41621e-09	0.00278552
Cell_138	4.85637e-24	0.997961	1.80225e-11	0.00203938
Cell_139	3.91764e-15	0.869443	0.127736	0.00282072
Cell_140	4.76202e-14	0.232563	0.766486	0.000951102
Cell_141	1.94489e-14	0.931298	2.30454e-06	0.0686996
Cell_142	2.00332e-26	0.997893	5.2917e-10	0.00210731
Cell_143	7.32398e-32	0.997986	7.26383e-13	0.00201445
Cell_144	1.04192e-27	0.985857	2.79166e-10	0.014143
Cell_145	2.3153e-26	0.994192	5.79146e-08	0.00580767
Cell_146	1.75232e-30	0.997214	3.20913e-12	0.00278552
Cell_147	1.0606e-23	0.997904	2.74393e-09	0.00209614
Cell_148	7.25444e-20	0.226663	0.772859	0.000478656
Cell_149	9.83395e-20	0.962803	0.00096038	0.0362365
Cell_150	2.82725e-17	0.997601	3.01245e-05	0.00236924
Cell_151	5.15518e-12	0.985857	3.77939e-08	0.014143
Cell_152	2.6172e-14	0.235518	0.763936	0.000546091
Cell_153	5.26319e-22	0.996766	6.74113e-09	0.00323379
Cell_154	4.04493e-30	0.997631	1.02038e-12	0.00236931
Cell_155	2.35054e-16	0.864358	0.126989	0.00865288
Cell_156	1.14841e-22	0.931148	0.000163863	0.0686885
Cell_157	6.84506e-19	0.869784	0.127786	0.00242957
Cell_158	1.47685e-10	0.227369	0.772168	0.00046345
Cell_159	9.95604e-10	0.963722	7.29881e-06	0.0362711
Cell_160	2.63681e-18	0.9313	2.54288e-08	0.0686997
Cell_161	5.59768e-22	0.963729	9.64812e-10	0.0362714
Cell_162	6.89148e-24	0.997561	3.40824e-07	0.00243916
Cell_163	1.48776e-47	0.9313	4.43833e-12	0.0686997
Cell_164	1.37461e-29	0.997473	2.4754e-20	0.00252726
Cell_165	8.94239e-28	0.997872	0.00010758	0.00202005
Cell_166	3.39254e-35	0.0215018	3.66201e-14	0.978498
Cell_167	4.7826e-25	0.997023	4.68869e-11	0.00297722
Cell_168	2.09404e-11	0.946297	0.0180876	0.0356153
Cell_169	1.15144e-23	0.997845	1.14723e-06	0.00215351
Cell_170	5.89549e-44	0.995226	8.83894e-25	0.00477351
Cell_171	1.37984e-20	0.9313	1.80985e-09	0.0686997
Cell_172	3.15708e-28	0.997214	1.36326e-09	0.00278552
Cell_173	2.01028e-20	0.997992	4.89056e-08	0.00200787
Cell_174	4.01886e-19	0.930531	0.000825647	0.068643
Cell_175	5.64823e-13	0.870144	0.127839	0.00201758
Cell_176	7.45779e-23	0.997214	6.9004e-10	0.00278552
Cell_177	7.83517e-46	0.976773	0.0015661	0.0216613
Cell_178	7.42698e-23	0.996716	0.000916799	0.00236714
Cell_179	6.58964e-16	0.869639	0.127765	0.00259684
Cell_180	1.4854e-25	0.997023	1.9626e-12	0.00297722
Cell_181	6.16583e-17	0.997814	1.16098e-05	0.00217479
Cell_182	1.92602e-27	0.99797	2.88453e-10	0.00202996
Cell_183	2.61854e-11	0.997978	8.63661e-07	0.0020213
Cell_184	2.5548e-32	0.997994	2.33443e-14	0.00200627
Cell_185	1.52222e-28	0.978305	1.98398e-11	0.0216953
Cell_186	4.75043e-25	0.997992	3.07084e-10	0.00200767
Cell_187	2.5906e-19	0.996555	0.00143919	0.00200598
Cell_188	2.30895e-23	0.99673	0.000485673	0.00278417
Cell_189	7.80199e-16	0.870101	0.127832	0.00206644
Cell_190	4.97124e-19	0.869443	0.127736	0.00282072
Cell_191	4.42037e-27	0.996416	1.08866e-09	0.00358403
Cell_192	4.3256e-15	0.997984	3.65433e-11	0.00201621
Cell_193	1.59148e-21	0.869784	0.127786	0.00242957
Cell_194	3.09573e-23	0.997769	7.34088e-09	0.00223085
Cell_195	1.62684e-11	0.226675	0.772852	0.000472051
Cell_196	6.41036e-26	0.985857	9.62764e-13	0.014143
Cell_197	1.48192e-21	0.990086	2.26135e-06	0.00991151
Cell_198	5.29793e-20	0.00298963	1.36134e-07	0.99701
Cell_199	4.63247e-50	4.37025e-06	2.42243e-15	0.999996
Cell_200	5.55299e-20	0.870316	0.127864	0.00181972
Cell_201	4.76089e-13	0.22724	0.772159	0.000601452
Cell_202	6.68606e-23	0.978305	1.50351e-10	0.0216953
Cell_203	8.44303e-17	0.22756	0.771702	0.00073827
Cell_204	1.46124e-15	0.867484	0.127448	0.0050675
Cell_205	3.66544e-21	0.990088	4.81372e-09	0.00991153
Cell_206	5.79737e-30	0.963727	1.43848e-06	0.0362713
Cell_207	7.00688e-06	0.944787	0.0513422	0.00386386
Cell_208	2.05912e-26	0.997687	3.12679e-09	0.00231331
Cell_209	1.63643e-33	0.00123785	6.68086e-16	0.998762
Cell_210	2.95471e-17	0.99546	0.00250245	0.00203733
Cell_211	1.26858e-22	0.997947	1.07553e-05	0.00204242
Cell_212	3.65965e-15	0.892576	0.105061	0.00236245
Cell_213	3.21075e-33	0.985857	1.05925e-15	0.014143
Cell_214	1.86983e-19	0.997357	3.36541e-06	0.00263978
Cell_215	2.45446e-25	0.997946	5.61964e-08	0.00205407
Cell_216	2.72134e-19	0.995925	2.13045e-06	0.00407299
Cell_217	3.06142e-16	0.223055	0.760491	0.0164542
Cell_218	1.30598e-16	0.223254	0.760277	0.0164689
Cell_219	3.05187e-23	0.997989	9.2905e-10	0.00201126
Cell_220	6.84318e-25	0.997846	6.49927e-10	0.00215352
Cell_221	3.96641e-34	0.997946	5.48711e-21	0.00205407
Cell_222	4.16596e-22	0.992611	1.6228e-08	0.00738922
Cell_223	2.79678e-30	0.995927	5.77983e-15	0.004073
Cell_224	6.56135e-15	0.765373	0.223647	0.01098
Cell_225	2.34666e-17	0.997528	0.000436016	0.00203575
Cell_226	8.79136e-13	0.228407	0.770498	0.00109553
Cell_227	5.56128e-24	0.997913	5.72602e-07	0.00208651
Cell_228	5.98136e-24	0.868805	0.127642	0.00355312
Cell_229	6.54903e-27	0.99789	2.67299e-06	0.0021073
Cell_230	5.70605e-17	0.995626	0.00234201	0.00203187
Cell_231	5.32596e-21	0.997473	2.82455e-10	0.00252726
Cell_232	2.45971e-29	0.997941	7.59013e-12	0.00205898
Cell_233	6.66925e-35	0.224961	0.766572	0.00846675
Cell_234	1.91097e-17	0.223325	0.7602	0.0164742
Cell_235	6.02213e-21	0.995226	1.3643e-07	0.00477351
Cell_236	5.93008e-29	0.996766	4.25999e-13	0.00323379
Cell_237	1.65473e-27	0.997561	5.19597e-09	0.00243916
Cell_238	3.18396e-22	0.994192	7.51849e-10	0.00580767
Cell_239	7.46247e-13	0.819213	0.120356	0.0604313
Cell_240	4.25105e-17	0.8442	0.124027	0.0317727
Cell_241	1.92602e-21	0.963729	3.55433e-12	0.0362714
Cell_242	9.62949e-11	0.870369	0.127872	0.00175964
Cell_243	2.85679e-29	0.997561	1.24954e-11	0.00243916
Cell_244	1.7805e-18	0.995352	0.00264066	0.00200695
Cell_245	9.14732e-27	0.997214	2.47704e-07	0.00278552
Cell_246	3.02586e-24	0.994192	1.39931e-09	0.00580767
Cell_247	1.34439e-16	0.83841	0.15954	0.00205001
Cell_248	4.67842e-32	0.994192	1.93918e-16	0.00580767
Cell_249	2.2012e-23	0.996766	2.36998e-12	0.00323379
Cell_250	1.11807e-19	0.226562	0.772864	0.000574032
Cell_251	2.68575e-17	0.990888	0.00173568	0.00737639
Cell_252	4.6023e-20	0.867484	0.127448	0.0050675
Cell_253	2.14164e-16	0.868272	0.127564	0.00416458
Cell_254	7.84252e-26	0.997687	7.93978e-11	0.00231331
Cell_255	2.57658e-18	0.868805	0.127642	0.00355312
Cell_256	6.35062e-37	0.985856	1.28956e-06	0.014143
Cell_257	3.55635e-14	0.996766	2.6075e-10	0.00323379
Cell_258	0.000100078	0.26617	0.733188	0.000541415
Cell_259	1.30748e-15	0.961285	0.0364324	0.00228299
Cell_260	2.23968e-18	0.868805	0.127642	0.00355312
Cell_261	2.89025e-13	0.223671	0.75983	0.0164996
Cell_262	1.25871e-25	0.997732	3.6294e-11	0.00226795
Cell_263	7.7836e-17	0.870371	0.127872	0.00175733
Cell_264	4.52071e-30	0.994192	5.85703e-12	0.00580767
Cell_265	5.91668e-28	0.997946	1.01125e-08	0.00205407
Cell_266	2.85821e-25	0.855364	0.125667	0.0189689
Cell_267	1.45681e-12	0.2267	0.772762	0.000538399
Cell_268	1.07765e-36	0.994192	1.47011e-23	0.00580767
Cell_269	4.54163e-33	0.985857	2.99982e-17	0.014143
Cell_270	3.25711e-07	0.994454	0.0031141	0.00243156
Cell_271	4.2388e-20	0.99592	6.58471e-06	0.00407297
Cell_272	3.19425e-20	0.978305	7.18503e-10	0.0216953
Cell_273	7.73299e-28	0.997991	2.0094e-11	0.00200938
Cell_274	1.28513e-36	2.30891e-13	1.96106e-21	1
Cell_275	1.30495e-18	0.990085	3.63283e-06	0.0099115
Cell_276	2.56324e-19	0.228106	0.770196	0.00169807
Cell_277	9.92629e-17	0.996346	7.04968e-05	0.00358378
Cell_278	8.73679e-10	0.223546	0.759964	0.0164904
Cell_279	2.96912e-34	0.997561	5.40152e-30	0.00243916
Cell_280	1.71609e-27	0.0355037	1.50407e-15	0.964496
Cell_281	5.73292e-24	0.997631	1.11349e-10	0.00236931
Cell_282	3.69589e-28	0.997904	1.96551e-09	0.00209614
Cell_283	7.63095e-28	0.978305	7.19934e-12	0.0216953
Cell_284	1.28515e-25	0.997846	1.27587e-09	0.00215352
Cell_285	4.89329e-37	0.997825	2.81381e-22	0.00217482
Cell_286	1.13606e-17	0.997242	0.000389184	0.00236839
Cell_287	4.82896e-27	0.990088	1.85825e-10	0.00991153
Cell_288	7.38368e-09	0.226517	0.772557	0.000926376
Cell_289	3.25261e-16	0.22665	0.772887	0.00046317
Cell_290	3.42737e-18	0.869443	0.127736	0.00282072
Cell_291	7.41654e-18	0.995922	4.63579e-06	0.00407298
Cell_292	1.63885e-24	0.997214	1.55888e-10	0.00278552
Cell_293	3.43595e-29	0.997846	4.69825e-12	0.00215352
Cell_294	1.53521e-48	2.25426e-05	1.31532e-14	0.999977
Cell_295	6.26639e-26	0.997438	3.43756e-05	0.00252717
Cell_296	3.68567e-24	0.994192	2.05414e-09	0.00580767
Cell_297	1.88638e-34	0.9313	5.34773e-25	0.0686997
Cell_298	9.11697e-31	0.997954	4.27912e-12	0.00204587
Cell_299	5.52126e-30	0.997966	2.41877e-13	0.00203418
Cell_300	1.22208e-33	0.978305	8.21263e-13	0.0216953
Cell_301	2.39673e-57	8.30838e-05	1.54673e-19	0.999917
Cell_302	4.12707e-11	0.436939	0.561756	0.00130475
Cell_303	2.50663e-28	0.978305	1.32329e-13	0.0216953
Cell_304	3.46051e-29	0.997976	1.37207e-13	0.00202367
Cell_305	4.13483e-37	0.985857	7.70044e-26	0.014143
Cell_306	2.78703e-15	0.819213	0.120356	0.0604313
Cell_307	5.29698e-47	0.978305	9.34063e-09	0.0216953
Cell_308	3.8794e-25	0.997904	4.07348e-10	0.00209614
Cell_309	5.60856e-22	0.997825	1.61058e-11	0.00217482
Cell_310	6.82375e-21	0.963728	1.64562e-07	0.0362714
Cell_311	1.28823e-23	0.992611	3.6436e-09	0.00738922
Cell_312	5.26231e-31	0.994158	3.42626e-05	0.00580747
Cell_313	1.96297e-46	0.307963	0.045245	0.646792
Cell_314	1.65522e-25	0.997966	4.06273e-08	0.00203418
Cell_315	3.32305e-42	0.963729	3.22947e-12	0.0362714
Cell_316	1.85861e-35	0.000320268	4.70527e-05	0.999633
Cell_317	1.02895e-57	0.985857	9.31502e-33	0.014143
Cell_318	1.83449e-21	0.997687	7.10236e-09	0.00231331
Cell_319	6.67693e-13	0.976216	0.00213463	0.021649
Cell_320	1.75329e-25	0.996416	9.61292e-16	0.00358403
Cell_321	1.41704e-25	0.995226	2.48299e-11	0.00477351
Cell_322	5.29314e-31	0.997023	6.10458e-12	0.00297722
Cell_323	1.48844e-21	0.997214	1.14966e-07	0.00278552
Cell_324	1.95636e-10	0.874272	0.123651	0.00207634
Cell_325	4.43551e-18	0.87023	0.127851	0.00191895
Cell_326	5.50231e-14	0.870372	0.127872	0.00175528
Cell_327	9.88448e-31	8.8397e-06	5.00954e-13	0.999991
Cell_328	3.54791e-21	0.997686	2.38246e-07	0.00231331
Cell_329	2.76458e-16	0.870369	0.127872	0.00175964
Cell_330	8.23701e-14	0.239663	0.756898	0.00343819
Cell_331	6.72625e-06	0.226285	0.771443	0.00226528
Cell_332	1.3266e-21	0.870178	0.127844	0.00197801
Cell_333	1.91201e-13	0.870249	0.127854	0.00189676
Cell_334	1.10954e-16	0.898012	0.100182	0.00180662
Cell_335	3.83366e-23	0.990722	0.00727663	0.00200092
Cell_336	2.53943e-22	0.978305	2.97927e-08	0.0216953
Cell_337	2.84243e-24	0.997941	2.9382e-13	0.00205898
Cell_338	1.66288e-26	0.985685	0.000174305	0.0141405
Cell_339	1.87709e-30	0.997954	1.34892e-16	0.00204587
Cell_340	8.76412e-34	0.996766	1.35262e-16	0.00323379
Cell_341	4.69032e-21	0.227026	0.772488	0.000485864
Cell_342	2.2061e-15	0.997561	1.61646e-11	0.00243916
Cell_343	8.56764e-54	4.59086e-09	2.72623e-14	1
Cell_344	2.29918e-22	0.99795	5.28452e-08	0.00204972
Cell_345	2.8711e-24	0.997913	1.93211e-14	0.00208651
Cell_346	1.53389e-43	0.996416	1.90787e-29	0.00358403
Cell_347	2.96625e-31	0.990088	9.96332e-13	0.00991153
Cell_348	2.5547e-30	0.9313	3.78619e-25	0.0686997
Cell_349	8.38297e-25	0.995927	4.56189e-13	0.004073
Cell_350	1.03294e-17	0.869639	0.127765	0.00259684
Cell_351	8.12823e-23	0.995927	1.4843e-10	0.004073
Cell_352	3.03698e-11	0.864358	0.126989	0.00865288
Cell_353	2.6429e-21	0.996765	1.29966e-06	0.00323379
Cell_354	5.2332e-16	0.990065	2.40402e-05	0.00991129
Cell_355	4.1644e-17	0.869177	0.127697	0.00312637
Cell_356	2.01016e-27	0.996416	6.69474e-12	0.00358403
Cell_357	8.08812e-43	0.997356	3.83309e-06	0.00263978
Cell_358	7.21684e-29	0.992611	1.01847e-12	0.00738922
Cell_359	7.78946e-26	0.997984	7.43095e-08	0.00201558
Cell_360	4.45923e-19	0.996306	0.00105676	0.002637
Cell_361	1.90109e-23	0.0040913	7.1999e-12	0.995909
Cell_362	5.89502e-23	0.992611	2.07223e-09	0.00738922
Cell_363	1.44561e-22	0.997473	2.82971e-10	0.00252726
Cell_364	1.82745e-18	0.917042	0.0698018	0.0131558
Cell_365	1.58617e-26	0.997904	3.04165e-10	0.00209614
Cell_366	3.54217e-29	0.997732	3.39408e-12	0.00226795
Cell_367	8.36518e-16	0.227101	0.77236	0.000539351
Cell_368	6.05695e-26	0.996766	3.47886e-11	0.00323379
Cell_369	1.04881e-44	0.9313	4.96258e-13	0.0686997
Cell_370	2.62246e-17	0.8442	0.124027	0.0317727
Cell_371	4.13981e-18	0.226534	0.772834	0.000632777
Cell_372	1.15116e-21	0.978305	2.42848e-09	0.0216953
Cell_373	1.40918e-28	0.997993	3.06898e-11	0.00200713
Cell_374	2.0579e-27	0.997941	1.02639e-13	0.00205898
Cell_375	9.34753e-26	0.997958	1.96561e-09	0.00204244
Cell_376	2.42251e-16	0.9313	5.93991e-09	0.0686997
Cell_377	1.60079e-20	0.995226	2.47795e-09	0.00477351
Cell_378	2.61961e-17	0.9313	4.79241e-10	0.0686997
Cell_379	6.03937e-16	0.870377	0.127873	0.00174972
Cell_380	2.8708e-26	0.990088	5.24118e-11	0.00991153
Cell_381	3.87978e-20	0.997979	7.55826e-06	0.00201347
Cell_382	1.27588e-13	0.226652	0.772671	0.000676807
Cell_383	1.02126e-24	0.869639	0.127765	0.00259684
Cell_384	1.36168e-24	0.985857	3.67362e-12	0.014143
Cell_385	7.45963e-30	0.997825	1.09518e-11	0.00217482
Cell_386	8.17971e-22	0.9313	1.31563e-09	0.0686997
Cell_387	1.53088e-13	0.963729	1.06987e-07	0.0362714
Cell_388	4.66257e-28	0.997788	0.00015292	0.00205866
Cell_389	7.69681e-25	0.997495	0.000136062	0.00236899
Cell_390	7.48671e-32	0.997972	4.73423e-19	0.00202815
Cell_391	3.11161e-15	0.226496	0.772577	0.000926293
Cell_392	1.09876e-17	0.870361	0.127871	0.00176881
Cell_393	7.88632e-70	1.04578e-06	6.36143e-17	0.999999
Cell_394	2.99656e-28	0.997946	7.54688e-10	0.00205407
Cell_395	5.05574e-15	0.8442	0.124027	0.0317727
Cell_396	1.04683e-24	0.997214	3.13896e-09	0.00278552
Cell_397	8.56204e-25	0.985857	4.60843e-14	0.014143
Cell_398	4.1392e-25	0.996416	1.64181e-10	0.00358403
Cell_399	8.45446e-32	0.990088	3.70282e-10	0.00991153
Cell_400	1.10987e-22	0.992226	0.000387227	0.00738636
Cell_401	2.06357e-12	0.230687	0.767965	0.00134758
Cell_402	1.63957e-39	0.9313	1.76134e-23	0.0686997
Cell_403	2.09203e-17	0.9313	2.02941e-07	0.0686997
Cell_404	6.65455e-29	0.997993	3.99545e-12	0.002007
Cell_405	2.62688e-18	0.992611	6.05352e-08	0.00738922
Cell_406	2.09289e-30	0.997769	2.43279e-14	0.00223085
Cell_407	1.0224e-42	0.963728	1.71927e-07	0.0362714
Cell_408	6.06915e-16	0.865545	0.101879	0.0325761
Cell_409	2.35134e-18	0.870341	0.127868	0.00179142
Cell_410	2.81325e-30	0.9313	2.80379e-14	0.0686997
Cell_411	9.63811e-25	0.997214	1.07067e-12	0.00278552
Cell_412	6.12317e-17	0.960347	0.0183562	0.021297
Cell_413	1.90307e-08	0.240361	0.759102	0.000537409
Cell_414	5.47255e-22	0.985857	3.94193e-10	0.014143
Cell_415	6.41292e-34	0.997993	1.3042e-14	0.00200706
Cell_416	1.71402e-17	0.226707	0.772836	0.000457033
Cell_417	1.70076e-33	0.167286	6.93495e-20	0.832714
Cell_418	3.92319e-18	0.2266	0.772941	0.000459211
Cell_419	1.99793e-25	0.996416	8.14672e-12	0.00358403
Cell_420	1.51279e-18	0.996772	0.00091685	0.00231119
Cell_421	6.15721e-22	2.97374e-07	4.36893e-08	1
Cell_422	4.19062e-10	0.230825	0.768426	0.000748863
Cell_423	1.39565e-17	0.868272	0.127564	0.00416458
Cell_424	3.60323e-16	0.819213	0.120356	0.0604313
Cell_425	6.91729e-23	0.997846	1.60392e-11	0.00215352
Cell_426	7.1869e-17	0.869784	0.127786	0.00242957
Cell_427	1.62417e-30	0.9313	9.81083e-15	0.0686997
Cell_428	6.41229e-16	0.238418	0.760951	0.000631038
Cell_429	1.10276e-16	0.997939	1.83878e-05	0.0020424
Cell_430	5.09411e-06	0.22819	0.754972	0.016833
Cell_431	8.32714e-13	0.870333	0.127867	0.00180057
Cell_432	1.64435e-68	7.26373e-07	6.4425e-17	0.999999
Cell_433	2.88725e-19	0.226778	0.770952	0.00227022
Cell_434	2.09741e-31	0.963729	7.14887e-15	0.0362714
Cell_435	6.54328e-15	0.226747	0.772771	0.000481797
