cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_0	3.08794e-12	0.00610255	0.0308387	0.00447344	0.856175	0.10241
Cell_1	2.1802e-22	0.00171129	0.509474	0.00329106	0.112091	0.373433
Cell_2	1.56661e-36	0.00641123	0.0802132	0.000660321	0.0550105	0.857705
Cell_3	0.999214	4.60314e-05	0.000221328	5.21614e-05	0.000233753	0.000233012
Cell_4	4.26256e-23	0.000498403	0.117777	5.26875e-05	0.00682164	0.87485
Cell_5	0.996328	4.75174e-05	0.000200454	3.48324e-05	0.000195092	0.00319375
Cell_6	2.79556e-23	0.0133425	0.00360338	0.00327006	0.974289	0.00549524
Cell_7	0.998023	4.10529e-05	0.000862321	4.32807e-06	0.000143912	0.000925144
Cell_8	3.21295e-14	0.000241201	0.0249983	2.48659e-05	0.00105505	0.973681
Cell_9	6.46441e-25	0.208014	0.084693	0.0214029	0.666251	0.0196389
Cell_10	0.99745	7.28495e-05	0.000392241	7.48388e-06	0.000522868	0.00155432
Cell_11	0.997739	4.09499e-05	9.51642e-06	0.00210235	0.000106529	2.07636e-06
Cell_12	0.998896	4.07246e-05	1.41403e-06	4.82504e-06	0.0010566	1.66547e-07
Cell_13	1.19777e-07	0.0466648	0.00919343	0.0897433	0.793532	0.0608665
Cell_14	0.99965	4.27866e-05	1.48834e-06	0.000161278	0.000136274	7.76007e-06
Cell_15	8.08768e-05	0.00261619	0.227771	0.000995158	0.0636874	0.704849
Cell_16	1.95798e-37	0.0424636	0.572964	0.160061	0.171871	0.0526405
Cell_17	9.30946e-14	0.00301694	0.0819775	0.0113719	0.819302	0.0843316
Cell_18	1.7679e-10	0.000345142	0.0652266	0.00130097	0.00366932	0.929458
Cell_19	2.27247e-15	0.0571447	0.0107646	0.00636426	0.859489	0.0662373
Cell_20	2.09239e-37	0.00178342	0.540978	0.000254551	0.0250201	0.431964
Cell_21	2.4575e-10	0.0138231	0.107481	0.00145733	0.837389	0.0398496
Cell_22	0.999605	4.17305e-05	8.1717e-05	4.4406e-06	0.000204199	6.25029e-05
Cell_23	3.32543e-14	0.000692585	0.036755	0.000263448	0.00163592	0.960653
Cell_24	2.53991e-24	0.00118073	0.0287345	0.000137143	0.00294279	0.967005
Cell_25	7.12858e-21	0.0180268	0.151605	0.0132145	0.395033	0.42212
Cell_26	2.17006e-15	0.00381516	0.177815	0.0143807	0.0958652	0.708124
Cell_27	2.44666e-30	0.0213521	0.0114364	0.00220667	0.947208	0.0177965
Cell_28	1.45622e-16	5.86583e-05	5.31971e-06	0.999574	0.000354351	7.42557e-06
Cell_29	2.832e-32	0.000243838	2.97548e-07	3.15684e-05	0.999724	7.40534e-07
Cell_30	1.11985e-33	0.0645973	0.0541134	0.006634	0.365392	0.509263
Cell_31	3.59721e-25	0.0190885	0.319256	0.00212591	0.111056	0.548474
Cell_32	4.52436e-23	0.00822012	0.0143185	0.00117327	0.94104	0.0352481
Cell_33	4.24381e-36	0.00734354	0.0904765	0.00121738	0.0585152	0.842447
Cell_34	4.28892e-41	0.0276169	0.162075	0.0202444	0.512046	0.278018
Cell_35	1.24682e-49	0.000173645	0.0183979	0.000196769	0.0398029	0.941429
Cell_36	2.02325e-26	0.00304359	0.0825817	0.0034489	0.671622	0.239304
Cell_37	1.27414e-16	0.00134124	0.247081	0.000246513	0.0477289	0.703602
Cell_38	4.61961e-33	0.0022949	0.806684	0.0026005	0.162711	0.0257096
Cell_39	1.13143e-31	0.0223989	0.0338948	0.00231157	0.760956	0.180439
Cell_40	2.20574e-24	0.000915387	0.0399902	0.000273237	0.0305421	0.928279
Cell_41	8.04234e-33	0.01209	0.175778	0.00156523	0.0881877	0.722379
Cell_42	2.27224e-44	0.238083	0.0681855	0.0288925	0.60128	0.0635585
Cell_43	4.14184e-26	0.00346673	0.269699	0.00666702	0.0293222	0.690845
Cell_44	4.8339e-25	0.0250927	0.225298	0.0284342	0.109958	0.611217
Cell_45	1.08406e-07	0.00262843	0.118842	0.000340289	0.015188	0.863002
Cell_46	5.56345e-19	5.74942e-05	0.000235346	0.990372	0.00924793	8.74396e-05
Cell_47	7.07319e-20	0.00120945	0.170925	0.000460055	0.0110071	0.816399
Cell_48	7.48275e-25	0.000893182	0.278616	0.000654743	0.690074	0.0297617
Cell_49	4.28156e-40	0.0307128	0.112979	0.0032302	0.171794	0.681285
Cell_50	1.17263e-23	0.00118339	0.323543	0.000353234	0.0198023	0.655118
Cell_51	2.75808e-36	0.0124269	0.00108018	0.00135895	0.981574	0.00356019
Cell_52	8.42811e-30	0.0337212	0.126313	0.00346634	0.24398	0.592519
Cell_53	4.79713e-38	0.011854	0.0226341	0.141209	0.817426	0.00687747
