cell	Node 0	Node 1	Node 2	Node 3	Node 4
Cell_111	3.93662e-21	0.583442	0.411208	0.0053509	6.7465e-23
Cell_112	6.78347e-23	0.556817	0.43749	0.00569291	1.09359e-24
Cell_113	1.45095e-43	0.0581891	0.883675	0.0581364	4.49056e-45
Cell_114	3.83264e-33	0.26407	0.73334	0.0025898	3.96439e-35
Cell_115	8.93688e-23	0.286083	0.711392	0.00252515	6.96911e-25
Cell_116	1.52024e-17	0.663747	0.323704	0.0125483	6.08899e-19
Cell_117	0.985541	0.00704433	0.000717267	3.50224e-06	0.00669357
Cell_118	5.1261e-15	0.206528	0.785452	0.00802044	2.84039e-16
Cell_119	4.20856e-13	0.708594	0.258122	0.0332841	6.84812e-15
Cell_120	8.63507e-18	0.227582	0.769411	0.00300709	1.18648e-19
Cell_121	7.30874e-15	0.195231	0.80185	0.00291894	5.91975e-17
Cell_122	5.64799e-40	0.780947	0.194033	0.02502	9.81073e-42
Cell_123	5.18992e-13	0.978024	0.021598	0.000377943	5.01674e-15
Cell_124	1.81543e-17	0.20524	0.788152	0.00660804	1.71151e-19
Cell_125	2.27909e-17	0.468392	0.529703	0.00190584	3.95848e-19
Cell_126	8.74467e-13	0.67496	0.32346	0.00157938	1.34109e-14
Cell_127	1.19317e-10	0.130429	0.866509	0.00306225	5.76708e-13
Cell_128	2.97646e-18	0.608178	0.390155	0.00166757	2.57725e-20
Cell_129	2.31044e-22	0.649273	0.349409	0.00131815	5.32229e-24
Cell_130	2.37614e-14	0.999638	0.000360816	1.46242e-06	5.25551e-16
Cell_131	2.97987e-27	0.689495	0.27504	0.0354656	6.93635e-29
Cell_132	0.973788	0.00742364	0.011689	5.17694e-05	0.00704722
Cell_133	1.58799e-16	0.680159	0.318713	0.00112838	2.4387e-18
Cell_134	2.50397e-13	0.688329	0.308521	0.00315038	3.20319e-15
Cell_135	0.981542	0.00553877	0.0076279	3.26026e-05	0.00525838
Cell_136	1.03814e-08	0.348988	0.647341	0.00367112	7.8708e-11
Cell_137	2.50959e-28	0.631283	0.366926	0.00179161	8.51677e-30
Cell_138	1.03479e-20	0.571301	0.427174	0.00152593	1.68717e-22
Cell_139	2.33453e-12	0.506911	0.490309	0.00278058	3.16048e-14
Cell_140	0.977168	0.012017	0.00250275	1.78917e-05	0.00829425
Cell_141	6.50223e-13	0.81227	0.166287	0.0214423	1.73742e-14
Cell_142	3.40554e-13	0.363362	0.634297	0.00234144	4.95503e-15
Cell_143	1.23127e-21	0.365382	0.632387	0.00223132	1.97617e-23
Cell_144	3.80907e-13	0.489457	0.498053	0.0124897	2.93082e-15
Cell_145	3.13368e-11	0.15009	0.841319	0.00859091	7.21293e-13
Cell_146	2.70798e-11	0.994632	0.00534235	2.60854e-05	2.92493e-13
Cell_147	8.9519e-18	0.35516	0.642481	0.00235906	2.17936e-19
Cell_148	0.988978	0.00477863	0.00170279	6.28565e-06	0.00453461
Cell_149	0.0432981	0.224186	0.686369	0.0451558	0.000991469
Cell_150	2.72858e-19	0.31578	0.681391	0.00282876	6.3828e-21
Cell_151	1.34951e-21	0.07343	0.903903	0.0226671	3.18476e-23
Cell_152	2.13006e-16	0.0603907	0.935816	0.00379296	3.17383e-18
Cell_153	2.47551e-19	0.854339	0.144839	0.000821396	2.68184e-21
Cell_154	6.53722e-14	0.432535	0.565119	0.00234606	1.43743e-15
Cell_155	4.99274e-06	0.651492	0.342509	0.00599357	1.84306e-07
Cell_156	0.000331771	0.338296	0.585829	0.075541	1.71046e-06
Cell_157	1.2426e-22	0.435609	0.561649	0.0027424	3.51209e-24
Cell_158	0.967521	0.00745923	0.0178769	6.36959e-05	0.00707879
Cell_159	1.00617e-16	0.413194	0.550584	0.0362226	6.80919e-19
Cell_160	4.13958e-10	0.641984	0.317124	0.0408922	1.27043e-11
Cell_161	2.32487e-11	0.492593	0.476086	0.0313214	5.16746e-13
Cell_162	1.09299e-17	0.270581	0.726314	0.00310436	2.36968e-19
Cell_163	2.8595e-10	0.954188	0.0405794	0.0052326	2.65423e-12
Cell_164	1.38116e-15	0.809056	0.190102	0.00084194	1.6129e-17
Cell_165	9.54816e-17	0.206185	0.791016	0.0027991	7.45782e-19
Cell_166	6.46582e-12	0.0345968	0.0119854	0.953418	2.60659e-14
Cell_167	1.29245e-10	0.505244	0.492187	0.00256911	3.11363e-12
Cell_168	1.33733e-06	0.931323	0.064436	0.00423921	3.48191e-08
Cell_169	3.32987e-12	0.401055	0.596694	0.00225104	2.81123e-14
Cell_170	1.27979e-26	0.423895	0.571315	0.00479003	8.91057e-29
Cell_171	1.46962e-35	0.028782	0.860286	0.110932	4.28866e-37
Cell_172	8.46632e-20	0.68857	0.309916	0.00151325	1.42915e-21
Cell_173	3.60313e-13	0.291967	0.705552	0.00248132	8.90941e-15
Cell_174	2.8722e-11	0.501185	0.441841	0.0569742	5.25213e-13
Cell_175	2.35943e-19	0.441146	0.556598	0.00225595	6.8323e-21
Cell_176	7.13114e-20	0.612641	0.385477	0.00188219	2.1568e-21
Cell_177	1.74992e-09	0.252951	0.71917	0.0278785	3.9313e-11
Cell_178	1.5395e-19	0.277513	0.7195	0.00298696	1.61508e-21
Cell_179	8.72197e-24	0.249414	0.746689	0.00389755	1.23938e-25
Cell_180	3.55627e-24	0.656735	0.341483	0.00178247	1.13563e-25
Cell_181	7.07119e-17	0.98875	0.0112078	4.27007e-05	8.12047e-19
Cell_182	1.40403e-20	0.478722	0.519431	0.00184691	1.86851e-22
Cell_183	7.10895e-11	0.0765285	0.920214	0.00325796	6.74204e-13
Cell_184	1.14007e-20	0.125593	0.871345	0.00306195	1.6378e-22
Cell_185	1.39757e-13	0.683445	0.304742	0.0118133	1.45304e-15
Cell_186	3.4587e-13	0.0844135	0.912378	0.00320839	5.47888e-15
Cell_187	2.42153e-23	0.175911	0.821199	0.00288949	4.1811e-25
Cell_188	1.9312e-17	0.975957	0.0239264	0.000116827	1.8992e-19
Cell_189	1.4271e-16	0.574643	0.423598	0.00175855	2.05492e-18
Cell_190	2.09572e-18	0.941534	0.058136	0.000329694	4.88889e-20
Cell_191	2.71231e-22	0.0892078	0.905101	0.00569083	5.90622e-24
Cell_192	1.71026e-06	0.837438	0.161989	0.000572064	1.72174e-08
Cell_193	7.61187e-17	0.528991	0.468721	0.00228865	1.94108e-18
Cell_194	3.10158e-20	0.629336	0.369221	0.00144303	6.54992e-22
Cell_195	0.971774	0.0192537	0.000189387	6.89415e-07	0.0087821
Cell_196	1.01855e-16	0.210816	0.769878	0.0193062	6.88453e-19
Cell_197	2.31576e-11	0.700469	0.29438	0.00515135	1.36535e-13
Cell_198	1.22493e-07	0.000716437	0.00171126	0.997572	4.26002e-10
Cell_199	2.0603e-15	3.50647e-05	2.50003e-06	0.999962	1.71167e-17
Cell_200	4.02856e-23	0.878763	0.120795	0.000441493	2.85522e-25
Cell_201	0.988829	0.00565196	0.000163467	7.56301e-07	0.0053549
Cell_202	2.78672e-15	0.684792	0.303445	0.011763	4.88888e-17
Cell_203	0.9876	0.00597324	0.000807532	4.57958e-06	0.00561505
Cell_204	1.7628e-13	0.348651	0.644766	0.00658385	2.93389e-15
Cell_205	1.1073e-06	0.437375	0.552948	0.00967605	1.39078e-08
Cell_206	2.33664e-21	0.0169535	0.922365	0.0606818	6.24948e-23
Cell_207	3.26619e-12	0.333397	0.661872	0.00473159	6.43853e-14
Cell_208	2.31265e-18	0.15147	0.845104	0.00342529	4.54036e-20
Cell_209	2.89083e-12	0.000603801	0.00070809	0.998688	3.99959e-14
Cell_210	2.25266e-35	0.416506	0.581414	0.00208003	7.33132e-37
Cell_211	3.05226e-26	0.46852	0.529585	0.00189461	2.90794e-28
Cell_212	1.98555e-11	0.115799	0.880129	0.00407202	1.28944e-13
Cell_213	1.90544e-16	0.981018	0.0185179	0.000464372	3.6738e-18
Cell_214	1.21994e-23	0.41319	0.584108	0.00270244	2.42906e-25
Cell_215	8.26301e-13	0.10671	0.890087	0.00320248	6.22109e-15
Cell_216	5.76708e-22	0.590587	0.406507	0.00290604	3.5662e-24
Cell_217	2.3428e-19	0.166072	0.738678	0.0952504	5.79613e-21
Cell_218	0.982436	0.0065702	0.00457281	0.000589651	0.00583122
Cell_219	9.72656e-24	0.502428	0.495826	0.0017467	1.37455e-25
Cell_220	1.27174e-11	0.0978189	0.89879	0.0033907	1.38915e-13
Cell_221	9.72165e-21	0.418259	0.579656	0.00208557	2.20836e-22
Cell_222	1.2368e-17	0.378221	0.613792	0.00798707	2.16103e-19
Cell_223	1.09988e-23	0.226323	0.768185	0.00549161	1.52707e-25
Cell_224	7.8527e-11	0.68232	0.309908	0.00777155	1.03802e-12
Cell_225	1.5443e-22	0.877892	0.121674	0.000434053	2.29177e-24
Cell_226	0.977673	0.0109724	0.00097531	8.17721e-06	0.0103709
Cell_227	8.59839e-16	0.505021	0.493177	0.00180251	1.44753e-17
Cell_228	6.36969e-14	0.570647	0.426306	0.00304758	6.15104e-16
Cell_229	2.94716e-28	0.485046	0.513061	0.00189391	7.73808e-30
Cell_230	3.49248e-16	0.525218	0.473094	0.00168769	3.97752e-18
Cell_231	2.44117e-13	0.402244	0.59512	0.00263572	7.74076e-15
Cell_232	1.23429e-21	0.622234	0.376409	0.00135754	1.81666e-23
Cell_233	0.870274	0.0456166	0.075355	0.00495756	0.00379671
Cell_234	9.50739e-11	0.669348	0.292885	0.0377667	3.92712e-12
Cell_235	7.70282e-15	0.316565	0.677753	0.00568243	1.04665e-16
Cell_236	2.93699e-15	0.407972	0.588689	0.0033385	4.22751e-17
Cell_237	6.77682e-13	0.92732	0.0723703	0.00030932	1.74403e-14
Cell_238	8.43644e-14	0.401024	0.592922	0.00605447	8.26777e-16
Cell_239	0.000326814	0.593474	0.359787	0.0463935	1.88957e-05
Cell_240	1.5173e-15	0.372004	0.589231	0.0387651	4.02284e-17
Cell_241	6.60981e-20	0.606187	0.369503	0.0243094	3.17075e-21
Cell_242	5.15911e-25	0.199339	0.797841	0.00281958	7.93658e-27
Cell_243	4.06531e-28	0.470017	0.527728	0.00225557	6.94448e-30
Cell_244	7.17585e-16	0.337118	0.660554	0.00232817	7.48518e-18
Cell_245	9.82511e-11	0.26411	0.732314	0.00357571	7.58119e-13
Cell_246	3.79955e-31	0.296941	0.695953	0.00710654	1.41681e-32
Cell_247	1.05335e-10	0.245129	0.751658	0.00321268	3.60917e-12
Cell_248	1.89277e-06	0.937487	0.0618792	0.000631863	2.88338e-08
Cell_249	1.44513e-23	0.524034	0.473282	0.00268402	1.91754e-25
Cell_250	0.986156	0.00613331	0.0019253	8.52696e-06	0.0057773
Cell_251	9.75099e-18	0.564184	0.430217	0.00559827	2.00897e-19
Cell_252	6.20036e-16	0.710466	0.286607	0.00292661	5.3329e-18
Cell_253	8.29647e-10	0.143785	0.849096	0.00711901	3.98608e-12
Cell_254	6.09862e-16	0.547828	0.450347	0.0018253	1.16234e-17
Cell_255	2.89877e-19	0.625568	0.371774	0.00265775	2.0566e-21
Cell_256	3.61189e-05	0.949556	0.0491747	0.00123315	3.02465e-07
Cell_257	6.77161e-16	0.683722	0.314495	0.00178353	1.06403e-17
Cell_258	2.38973e-21	0.344395	0.653282	0.00232283	3.41775e-23
Cell_259	2.73689e-22	0.808701	0.190508	0.000790883	3.66015e-24
Cell_260	1.78545e-11	0.020361	0.972685	0.00695354	1.47998e-13
Cell_261	0.00683791	0.959887	0.0293977	0.00379075	8.7052e-05
Cell_262	3.91882e-26	0.558236	0.440015	0.00174837	5.5567e-28
Cell_263	4.38559e-24	0.140802	0.856176	0.00302176	9.87271e-26
Cell_264	1.17813e-11	0.291388	0.70145	0.00716267	1.55592e-13
Cell_265	2.21647e-16	0.283621	0.71381	0.00256825	2.92174e-18
Cell_266	2.23717e-10	0.68456	0.303668	0.0117717	6.32098e-12
Cell_267	0.994881	0.00258631	0.000147144	6.1086e-07	0.0023848
Cell_268	4.30013e-15	0.802213	0.195787	0.00199923	4.95943e-17
Cell_269	5.40894e-35	0.0560966	0.920812	0.0230911	9.93294e-37
Cell_270	4.8827e-24	0.0217464	0.97409	0.00416338	1.65169e-25
Cell_271	4.01639e-09	0.401005	0.594743	0.0042517	7.33189e-11
Cell_272	6.49311e-06	0.445736	0.533574	0.0206839	7.71696e-08
Cell_273	1.17617e-23	0.347055	0.650655	0.00228998	2.97332e-25
Cell_274	4.74242e-21	1.31999e-12	1.32087e-13	1	4.69919e-23
Cell_275	3.00198e-07	0.0974401	0.887037	0.0155223	4.19605e-09
Cell_276	0.981564	0.00863029	0.00160703	2.09117e-05	0.00817756
Cell_277	3.26247e-16	0.360584	0.63542	0.00399521	4.17418e-18
Cell_278	0.000653007	0.183659	0.722513	0.093166	9.43484e-06
Cell_279	3.17298e-24	0.697909	0.300806	0.00128568	6.97959e-26
Cell_280	2.31979e-10	0.19091	0.0166868	0.792404	2.51774e-12
Cell_281	9.05075e-11	0.0945157	0.901741	0.00374353	7.61384e-13
Cell_282	5.11015e-19	0.444073	0.553893	0.00203378	4.43605e-21
Cell_283	5.78172e-19	0.577001	0.407213	0.0157856	6.63365e-21
Cell_284	8.03231e-18	0.189224	0.807729	0.00304717	9.51677e-20
Cell_285	1.30841e-23	0.51547	0.482691	0.00183901	1.09682e-25
Cell_286	1.27503e-17	0.321431	0.675764	0.0028054	1.41254e-19
Cell_287	1.90466e-24	0.452023	0.538553	0.00942414	3.78987e-26
Cell_288	0.980516	0.00978595	0.000404878	2.89439e-06	0.00928994
Cell_289	0.974666	0.0124057	0.0016138	5.76475e-06	0.0113082
Cell_290	1.41337e-23	0.528205	0.469134	0.0026605	2.32235e-25
Cell_291	4.47602e-19	0.572939	0.42403	0.00303131	9.94498e-21
Cell_292	3.42357e-15	0.593821	0.404205	0.00197364	3.73274e-17
Cell_293	2.76714e-23	0.962007	0.0378506	0.000142792	9.70245e-25
Cell_294	4.06103e-13	0.000134271	1.28945e-05	0.999853	3.97112e-15
Cell_295	4.45156e-22	0.159959	0.836337	0.00370405	2.05044e-23
Cell_296	0.00058874	0.976497	0.0226677	0.000231465	1.51748e-05
Cell_297	8.8405e-17	0.725784	0.242895	0.0313206	2.16487e-18
Cell_298	5.00211e-19	0.852716	0.146758	0.000525915	5.28555e-21
Cell_299	5.28411e-20	0.435219	0.562776	0.00200519	1.00265e-21
Cell_300	2.80279e-22	0.401796	0.57588	0.0223239	6.38644e-24
Cell_301	1.38572e-08	0.000958508	4.74863e-05	0.998994	1.6766e-10
Cell_302	2.62065e-15	0.21565	0.780277	0.00407288	1.62105e-17
Cell_303	3.34739e-23	0.425142	0.553405	0.0214527	7.27009e-25
Cell_304	1.98762e-19	0.866364	0.133164	0.000472011	2.80821e-21
Cell_305	3.62346e-21	0.308716	0.674373	0.0169112	1.328e-22
Cell_306	6.77314e-14	0.9215	0.0695341	0.00896623	2.69658e-16
Cell_307	3.53304e-12	0.970778	0.0281319	0.00109053	3.01958e-14
Cell_308	1.63842e-22	0.277131	0.720224	0.00264452	2.35749e-24
Cell_309	4.1413e-16	0.45506	0.542872	0.0020683	6.24057e-18
Cell_310	1.05513e-07	0.400897	0.562121	0.0369816	2.2519e-09
Cell_311	3.80145e-17	0.0168969	0.970475	0.0126285	4.6124e-19
Cell_312	2.24649e-15	0.226275	0.765904	0.00782083	4.90576e-17
Cell_313	3.23899e-18	0.729824	0.0578381	0.212338	3.63514e-20
Cell_314	2.60402e-10	0.514229	0.484046	0.00172467	2.59728e-12
Cell_315	1.40419e-21	0.137904	0.80888	0.0532157	2.17613e-23
Cell_316	7.70004e-22	0.000272649	0.000183201	0.999544	7.81605e-24
Cell_317	1.86473e-13	0.926091	0.0721009	0.00180807	2.36339e-14
Cell_318	2.14341e-11	0.459371	0.538446	0.00218238	1.62171e-13
Cell_319	4.5009e-16	0.756205	0.234697	0.009098	5.70149e-18
Cell_320	4.00394e-14	0.0568658	0.937241	0.00589291	5.66186e-16
Cell_321	3.59435e-11	0.18757	0.805675	0.00675495	4.47512e-13
Cell_322	1.92171e-51	0.437271	0.559807	0.00292207	3.3314e-53
Cell_323	9.57102e-16	0.321333	0.675369	0.00329766	9.83804e-18
Cell_324	7.2611e-13	0.979656	0.0202596	8.41068e-05	4.2612e-15
Cell_325	9.17844e-17	0.461114	0.536817	0.0020692	9.50772e-19
Cell_326	6.24331e-42	0.0583962	0.938296	0.00330771	2.31316e-43
Cell_327	1.00314e-12	0.000274035	5.05561e-06	0.999721	9.11959e-15
Cell_328	4.56328e-22	0.457648	0.540163	0.00218933	6.17529e-24
Cell_329	2.90161e-18	0.253654	0.743717	0.0026283	6.30428e-20
Cell_330	9.22371e-15	0.32387	0.65959	0.0165405	1.26891e-16
Cell_331	0.983469	0.0080582	0.000916487	1.60376e-05	0.00754054
Cell_332	1.65544e-18	0.0221259	0.974004	0.00387014	6.14167e-20
Cell_333	1.2627e-25	0.989262	0.0106976	4.07569e-05	1.92708e-27
Cell_334	6.85504e-13	0.943937	0.0558665	0.000196465	6.81871e-15
Cell_335	2.73107e-17	0.418647	0.579308	0.00204519	1.33292e-19
Cell_336	2.26734e-22	0.524308	0.45794	0.017752	5.5324e-24
Cell_337	1.9378e-08	0.729094	0.269933	0.000973531	3.4875e-10
Cell_338	6.76785e-17	0.932531	0.065818	0.00165051	8.38497e-19
Cell_339	2.03147e-21	0.476255	0.521874	0.00187017	4.46264e-23
Cell_340	4.21207e-17	0.695991	0.302295	0.00171434	7.86718e-19
Cell_341	0.988784	0.00485381	0.00179833	6.72752e-06	0.00455692
Cell_342	4.08659e-21	0.549921	0.448163	0.00191551	6.07782e-23
Cell_343	1.14254e-19	3.98471e-08	2.62632e-09	1	3.70959e-22
Cell_344	1.06826e-24	0.149129	0.847827	0.00304397	1.04434e-26
Cell_345	1.0667e-16	0.529677	0.468611	0.00171272	1.29946e-18
Cell_346	4.17565e-22	0.531954	0.465122	0.00292445	7.07282e-24
Cell_347	1.10504e-15	0.476374	0.51462	0.00900535	1.39747e-17
Cell_348	8.93286e-30	0.995117	0.00432527	0.000557731	1.31223e-31
Cell_349	6.85105e-21	0.530312	0.466354	0.00333388	1.64444e-22
Cell_350	7.65714e-23	0.909721	0.0898097	0.000468787	7.15007e-25
Cell_351	9.43666e-13	0.643757	0.353714	0.00252864	2.19951e-14
Cell_352	1.18147e-09	0.850197	0.147227	0.00257632	1.18768e-11
Cell_353	1.2827e-13	0.171842	0.823488	0.00467007	2.06919e-15
Cell_354	3.56318e-14	0.577165	0.415563	0.00727194	4.72294e-16
Cell_355	8.86769e-19	0.561792	0.43547	0.00273802	1.50785e-20
Cell_356	4.25567e-17	0.53117	0.465901	0.00292936	9.0528e-19
Cell_357	2.617e-17	0.785628	0.213385	0.000987249	5.68605e-19
Cell_358	3.07047e-23	0.59186	0.402898	0.00524277	3.73769e-25
Cell_359	9.46415e-22	0.332058	0.665592	0.00234981	1.53356e-23
Cell_360	7.87201e-24	0.0529555	0.942683	0.00436143	3.47456e-26
Cell_361	8.52449e-11	0.27228	0.00170624	0.726014	3.27695e-13
Cell_362	1.07472e-12	0.205566	0.784229	0.0102049	3.53159e-14
Cell_363	8.00147e-16	0.651743	0.346721	0.00153559	9.06105e-18
Cell_364	7.34068e-17	0.171336	0.808392	0.020272	2.12171e-18
Cell_365	2.98991e-13	0.131433	0.865389	0.00317754	2.84201e-15
Cell_366	5.35301e-20	0.378835	0.618707	0.00245839	9.23845e-22
