cell	Node 0	Node 1	Node 2	Node 3
Cell_129	2.3324e-26	6.11925e-07	0.999999	7.91745e-08
Cell_130	2.05847e-19	8.42067e-08	1	1.15134e-08
Cell_131	1.6383e-49	3.50234e-25	1	1.20319e-24
Cell_132	5.63117e-09	3.8966e-12	1	5.71088e-13
Cell_133	4.43238e-30	2.6914e-16	1	3.31885e-17
Cell_134	2.10264e-28	9.71741e-18	1	2.89444e-18
Cell_135	0.992138	0.000686502	0.00707776	9.78341e-05
Cell_136	5.30853e-13	5.90619e-07	0.999999	1.05758e-07
Cell_137	2.56759e-35	4.09542e-10	1	6.48864e-11
Cell_138	3.76894e-38	2.74467e-20	1	3.40733e-21
Cell_139	1.80055e-11	0.0621066	0.926772	0.011121
Cell_140	0.990419	0.00081513	0.0085888	0.000177478
Cell_141	9.54636e-37	9.91455e-27	1	3.40603e-26
Cell_142	1.45835e-21	2.29997e-11	1	2.92701e-12
Cell_143	8.72997e-32	3.47137e-13	1	4.26974e-14
Cell_144	2.5775e-30	8.32361e-20	1	5.71698e-20
Cell_145	2.90064e-33	2.57333e-25	1	7.66497e-26
Cell_146	2.33694e-35	3.27905e-26	1	5.1952e-27
Cell_147	1.79834e-33	6.30281e-19	1	7.98884e-20
Cell_148	3.11112e-09	2.15323e-12	1	2.74027e-13
Cell_149	0.000696603	4.32211e-05	0.999184	7.57556e-05
Cell_150	1.23093e-22	1.3097e-06	0.999999	1.82442e-07
Cell_151	2.04293e-27	1.01302e-09	1	6.9578e-10
Cell_152	3.67724e-20	1.50039e-07	1	2.05145e-08
Cell_153	1.89093e-35	1.2955e-18	1	2.31977e-19
Cell_154	1.12258e-32	7.37218e-22	1	1.02695e-22
Cell_155	1.18508e-12	1.38745e-09	1	6.77845e-10
Cell_156	9.11484e-08	7.63213e-06	0.999966	2.62193e-05
Cell_157	2.39696e-26	6.39375e-07	0.999999	1.013e-07
Cell_158	5.00474e-06	3.46386e-09	0.999995	4.29188e-10
Cell_159	6.54455e-32	8.5412e-18	1	1.49706e-17
Cell_160	5.54763e-17	1.18426e-09	1	4.06839e-09
Cell_161	1.00576e-29	3.99472e-21	1	7.00173e-21
Cell_162	6.01857e-23	1.48184e-08	1	2.11179e-09
Cell_163	1.34904e-21	2.067e-13	1	7.10094e-13
Cell_164	1.16682e-50	1.2588e-37	1	1.8449e-38
Cell_165	7.86402e-20	4.6758e-06	0.999995	5.76366e-07
Cell_166	1.30464e-22	7.38677e-14	1	1.53794e-10
Cell_167	7.16049e-25	2.49888e-17	1	4.17951e-18
Cell_168	1.53202e-06	0.00885468	0.975624	0.01552
Cell_169	6.15439e-26	1.88893e-16	1	2.44401e-17
Cell_170	4.94707e-49	2.82088e-25	1	7.05378e-26
Cell_171	3.63509e-42	8.32292e-11	1	2.85924e-10
Cell_172	5.72222e-28	5.92926e-11	1	9.39411e-12
Cell_173	2.91957e-19	2.12541e-09	1	2.60779e-10
Cell_174	3.63108e-20	7.69727e-12	1	2.64431e-11
Cell_175	4.36045e-19	0.00605498	0.993117	0.000827883
Cell_176	1.11627e-51	6.81918e-35	1	1.08041e-35
Cell_177	2.22807e-19	3.59726e-13	1	3.75921e-13
Cell_178	9.72937e-31	3.59535e-14	1	5.00836e-15
Cell_179	1.3991e-23	0.00605387	0.992934	0.00101254
Cell_180	4.81676e-38	5.96755e-17	1	9.98103e-18
Cell_181	2.66614e-26	6.98175e-12	1	9.10173e-13
Cell_182	2.27517e-29	1.25363e-11	1	1.55087e-12
Cell_183	3.32e-19	9.45608e-12	1	1.16606e-12
Cell_184	3.26595e-37	5.38619e-20	1	6.6047e-21
Cell_185	8.68385e-24	8.79575e-13	1	9.19174e-13
Cell_186	1.18187e-29	5.05544e-20	1	6.20238e-21
Cell_187	7.60363e-24	0.000688002	0.999228	8.44471e-05
Cell_188	1.9122e-20	2.11317e-05	0.999976	3.34803e-06
Cell_189	1.00679e-16	0.00605489	0.993102	0.000843452
Cell_190	1.46154e-18	0.00605343	0.992863	0.00108395
Cell_191	1.59916e-28	5.19458e-10	1	1.01395e-10
Cell_192	3.87141e-25	8.03257e-21	1	9.88645e-22
Cell_193	1.03296e-16	0.00605419	0.992987	0.000959204
Cell_194	1.54424e-27	3.19102e-10	1	4.2421e-11
Cell_195	9.84752e-11	1.1586e-13	1	1.45896e-14
Cell_196	1.01765e-35	6.73361e-22	1	4.62491e-22
Cell_197	1.26459e-20	1.39547e-11	1	6.81761e-12
Cell_198	1.7222e-16	7.87376e-14	1	1.20102e-09
Cell_199	6.33506e-21	5.53553e-12	0.999942	5.79342e-05
Cell_200	9.49917e-32	6.28724e-11	1	7.94131e-12
Cell_201	0.992112	0.000687193	0.00709623	0.000104271
Cell_202	2.44161e-35	7.35513e-23	1	7.68627e-23
Cell_203	0.992053	0.000689884	0.00713339	0.000123533
Cell_204	1.13865e-21	5.72859e-11	1	1.70633e-11
Cell_205	3.17548e-14	2.10871e-10	1	1.03022e-10
Cell_206	2.22736e-33	1.29948e-16	1	2.27766e-16
Cell_207	1.26982e-12	0.00233081	0.997162	0.000507488
Cell_208	1.89457e-25	1.3593e-10	1	1.85854e-11
Cell_209	2.29163e-31	1.47362e-24	1	5.46331e-20
Cell_210	2.065e-36	0.000108976	0.999877	1.3544e-05
Cell_211	1.34902e-30	4.6744e-07	0.999999	5.80953e-08
Cell_212	3.62089e-12	0.00072259	0.999168	0.000109642
Cell_213	8.11461e-31	4.6601e-17	1	3.20074e-17
Cell_214	8.41202e-37	3.07736e-16	1	4.6694e-17
Cell_215	3.34062e-19	2.44238e-09	1	3.04852e-10
Cell_216	2.32828e-34	8.42805e-15	1	1.83504e-15
Cell_217	1.10105e-17	0.0678471	0.699072	0.233081
Cell_218	0.000295018	2.11312e-07	0.999704	7.25936e-07
Cell_219	5.1363e-32	4.03761e-11	1	4.9603e-12
Cell_220	1.80591e-19	2.82494e-11	1	3.65507e-12
Cell_221	1.03916e-52	4.23278e-35	1	5.28327e-36
Cell_222	1.88378e-24	7.09081e-10	1	2.63185e-10
Cell_223	1.79266e-36	2.51708e-16	1	5.48045e-17
Cell_224	8.39483e-11	0.0118861	0.97995	0.00816384
Cell_225	2.30099e-25	1.89561e-05	0.999979	2.35089e-06
Cell_226	0.992001	0.000687987	0.00713851	0.000172035
Cell_227	3.53588e-32	2.65304e-19	1	3.35101e-20
Cell_228	7.97487e-31	1.59116e-19	1	3.46444e-20
Cell_229	2.68343e-45	2.0335e-20	1	2.58789e-21
Cell_230	5.18162e-27	1.33843e-13	1	1.65989e-14
Cell_231	3.41888e-30	3.94665e-20	1	5.78424e-21
Cell_232	4.47826e-32	3.29879e-13	1	4.12493e-14
Cell_233	0.949036	0.00390226	0.0402218	0.00683967
Cell_234	1.68038e-16	8.64302e-09	1	2.96921e-08
Cell_235	9.13913e-21	5.94566e-09	1	1.48675e-09
Cell_236	8.93178e-27	1.85364e-14	1	3.3192e-15
Cell_237	1.99954e-28	3.13025e-18	1	4.46095e-19
Cell_238	1.69148e-22	1.47689e-11	1	4.3991e-12
Cell_239	5.39847e-08	5.71552e-07	0.999997	1.9635e-06
Cell_240	3.01508e-15	0.00599631	0.983494	0.01051
Cell_241	3.89047e-30	1.59961e-13	1	2.80371e-13
Cell_242	1.12118e-24	0.00605548	0.993199	0.000745703
Cell_243	2.0361e-50	2.96375e-25	1	4.22367e-26
Cell_244	1.18732e-17	0.000115004	0.999871	1.41338e-05
Cell_245	9.18379e-16	1.17985e-07	1	1.86932e-08
Cell_246	7.80849e-47	3.9864e-19	1	1.18739e-19
Cell_247	2.15633e-14	3.25343e-07	1	4.6365e-08
Cell_248	7.84461e-22	8.45019e-18	1	2.51699e-18
Cell_249	1.7546e-34	1.03124e-13	1	1.84658e-14
Cell_250	0.992111	0.000689216	0.00709893	0.000101012
Cell_251	2.36664e-25	1.42933e-10	1	5.30514e-11
Cell_252	2.15058e-15	0.0616154	0.920032	0.0183528
Cell_253	5.13049e-12	4.11118e-05	0.999949	1.02802e-05
Cell_254	3.74739e-24	3.79579e-11	1	5.18989e-12
Cell_255	9.5126e-19	0.0619924	0.92451	0.0134976
Cell_256	4.18471e-10	5.58446e-07	0.999999	3.83563e-07
Cell_257	8.21011e-25	1.1346e-11	1	2.03165e-12
Cell_258	3.54003e-20	0.0767166	0.913793	0.00949068
Cell_259	3.43291e-23	0.00163124	0.998142	0.000227234
Cell_260	4.3023e-26	1.27297e-18	1	2.77164e-19
Cell_261	0.014766	0.0667341	0.689243	0.229257
Cell_262	7.30238e-36	1.57773e-12	1	2.1243e-13
Cell_263	1.97429e-23	0.00605549	0.9932	0.000744968
Cell_264	3.69978e-22	2.55516e-13	1	7.61083e-14
Cell_265	2.10522e-23	4.39501e-10	1	5.48577e-11
Cell_266	1.67855e-10	0.00602187	0.987685	0.00629298
Cell_267	0.000209333	1.47011e-07	0.99979	2.04787e-08
Cell_268	1.36485e-37	4.74757e-25	1	1.41412e-25
Cell_269	5.83976e-54	6.98079e-23	1	4.79468e-23
Cell_270	1.62756e-26	4.56047e-07	0.999999	6.49916e-08
Cell_271	2.38916e-13	2.86762e-07	1	6.24368e-08
Cell_272	1.29694e-14	3.18541e-11	1	3.32882e-11
Cell_273	3.47879e-33	8.73277e-13	1	1.07208e-13
Cell_274	3.26935e-22	3.91549e-15	1.0629e-05	0.999989
Cell_275	9.51263e-17	4.90724e-13	1	2.39745e-13
Cell_276	0.991934	0.000687043	0.00712438	0.000255005
Cell_277	7.32803e-33	1.35934e-19	1	2.65335e-20
Cell_278	1.0087e-11	6.50259e-11	1	2.23389e-10
Cell_279	7.17282e-53	1.5425e-31	1	2.19823e-32
Cell_280	6.67869e-63	2.14994e-55	1	2.75225e-52
Cell_281	1.75545e-19	4.84091e-12	1	6.74344e-13
Cell_282	3.96806e-27	8.54274e-11	1	1.0828e-11
Cell_283	1.09078e-28	2.04046e-12	1	2.13232e-12
Cell_284	2.56599e-27	1.0969e-12	1	1.41923e-13
Cell_285	1.32877e-43	1.34303e-22	1	1.75083e-23
Cell_286	3.05548e-29	1.49304e-14	1	2.07982e-15
Cell_287	3.17351e-33	8.14033e-12	1	3.97699e-12
Cell_288	0.992092	0.000686501	0.00707187	0.000149472
Cell_289	5.00186e-08	3.53386e-11	1	4.38706e-12
Cell_290	1.23754e-23	0.00605343	0.992863	0.00108395
Cell_291	1.62943e-23	2.01887e-07	1	4.39569e-08
Cell_292	1.98171e-24	6.78009e-12	1	1.07421e-12
Cell_293	2.83472e-39	6.04466e-19	1	7.82094e-20
Cell_294	3.3492e-25	4.82984e-18	1	9.79946e-12
Cell_295	8.02478e-25	1.34635e-06	0.999998	1.97322e-07
Cell_296	4.20945e-12	8.96129e-11	1	2.66923e-11
Cell_297	5.72604e-45	4.1284e-31	1	1.41826e-30
Cell_298	5.36012e-30	1.85975e-13	1	2.3143e-14
Cell_299	1.12607e-31	1.05121e-14	1	1.3025e-15
Cell_300	2.2093e-36	2.98929e-17	1	3.12387e-17
Cell_301	3.31137e-20	8.07436e-17	1	4.44469e-11
Cell_302	1.4945e-14	0.0441661	0.948447	0.00738701
Cell_303	4.66477e-35	5.86665e-15	1	6.13077e-15
Cell_304	8.98731e-32	5.96303e-15	1	7.35969e-16
Cell_305	1.16978e-58	5.84829e-41	1	4.01683e-41
Cell_306	2.27042e-26	1.66861e-14	1	5.73233e-14
Cell_307	3.02754e-20	4.14107e-10	1	4.32751e-10
Cell_308	7.00303e-31	1.77047e-11	1	2.24408e-12
Cell_309	5.96347e-51	9.3521e-38	1	1.21918e-38
Cell_310	1.25632e-13	7.40601e-09	1	1.29809e-08
Cell_311	2.22216e-22	1.75072e-09	1	6.49803e-10
Cell_312	1.38254e-18	1.34635e-06	0.999998	4.01027e-07
Cell_313	4.47423e-19	0.00382982	0.628154	0.368017
Cell_314	4.51638e-24	2.94617e-16	1	3.65043e-17
Cell_315	1.21155e-31	1.45341e-13	1	2.54746e-13
Cell_316	9.31622e-22	6.99659e-06	0.00114756	0.998845
Cell_317	1.14979e-44	1.85906e-34	1	1.27687e-34
Cell_318	5.06825e-19	3.08759e-10	1	4.22159e-11
Cell_319	3.32357e-18	9.47889e-05	0.999806	9.90564e-05
Cell_320	1.775e-27	3.9603e-17	1	7.73024e-18
Cell_321	6.42272e-21	1.08209e-12	1	2.70583e-13
Cell_322	6.56969e-61	2.85253e-12	1	4.77099e-13
Cell_323	5.85044e-33	4.10963e-20	1	6.51116e-21
Cell_324	6.08202e-14	0.00596306	0.993206	0.000830661
Cell_325	9.55223e-26	9.96328e-12	1	1.3105e-12
Cell_326	2.8282e-40	0.00605549	0.9932	0.000744313
Cell_327	1.89338e-16	2.42707e-09	0.987442	0.0125582
Cell_328	6.49834e-28	1.03572e-08	1	1.41612e-09
Cell_329	6.99803e-18	0.00605548	0.993199	0.000745703
Cell_330	1.45342e-13	0.0798181	0.86536	0.0548222
Cell_331	0.991847	0.000691341	0.00712369	0.000337757
Cell_332	7.81462e-17	0.00605506	0.99313	0.000815272
Cell_333	4.02043e-25	0.0443864	0.949827	0.00578642
Cell_334	4.6921e-22	1.397e-11	1	1.714e-12
Cell_335	5.23733e-19	0.000318084	0.999643	3.91405e-05
Cell_336	2.2208e-43	4.52633e-24	1	4.7301e-24
Cell_337	5.54788e-29	2.57653e-23	1	3.22179e-24
Cell_338	3.20651e-20	7.66945e-06	0.999987	5.26768e-06
Cell_339	2.80941e-35	6.44806e-17	1	8.02407e-18
Cell_340	9.87467e-42	1.87877e-27	1	3.36419e-28
Cell_341	0.992098	0.000690361	0.00712254	8.87533e-05
Cell_342	3.61176e-31	7.02808e-13	1	1.00158e-13
Cell_343	2.1904e-21	1.00368e-10	3.54355e-05	0.999965
Cell_344	1.09825e-47	3.37277e-26	1	4.20309e-27
Cell_345	1.17509e-33	1.03012e-19	1	1.30112e-20
Cell_346	2.44896e-55	3.96122e-36	1	7.73203e-37
Cell_347	5.95301e-27	4.36456e-14	1	2.13232e-14
Cell_348	1.25257e-83	3.24559e-56	1	1.11498e-55
Cell_349	1.00947e-31	7.00098e-14	1	1.52432e-14
Cell_350	2.21242e-23	0.00605387	0.992934	0.00101254
Cell_351	9.94185e-22	6.46403e-12	1	1.40741e-12
Cell_352	2.05944e-10	0.00604211	0.991006	0.0029519
Cell_353	9.45718e-22	1.69947e-11	1	3.04313e-12
Cell_354	2.88007e-18	7.56929e-07	0.999999	3.69801e-07
Cell_355	7.74624e-18	0.0620704	0.925814	0.0121157
Cell_356	7.15514e-34	9.01929e-20	1	1.7605e-20
Cell_357	4.63826e-31	1.37825e-16	1	2.09127e-17
Cell_358	1.30674e-34	4.45012e-14	1	1.65172e-14
Cell_359	6.93509e-28	3.22947e-09	1	3.97388e-10
Cell_360	1.28975e-24	0.000494127	0.999431	7.4976e-05
Cell_361	7.30516e-20	2.57812e-11	1	2.87042e-07
Cell_362	7.80084e-23	9.76535e-14	1	3.62454e-14
Cell_363	3.88242e-33	6.00423e-20	1	8.79984e-21
Cell_364	2.80126e-16	0.00502545	0.991523	0.00345168
Cell_365	2.20049e-30	2.12356e-20	1	2.69162e-21
Cell_366	1.96608e-32	1.73388e-15	1	2.33455e-16
Cell_367	3.89123e-34	3.75507e-19	1	5.23086e-20
Cell_368	1.73264e-31	8.78504e-19	1	1.57308e-19
Cell_369	1.27311e-29	5.44975e-24	1	1.8722e-23
Cell_370	3.98806e-23	0.00599631	0.983494	0.01051
Cell_371	0.992128	0.000687045	0.00707615	0.000108853
Cell_372	5.53654e-36	7.79723e-22	1	8.14826e-22
Cell_373	1.51812e-32	1.86837e-16	1	2.29179e-17
Cell_374	3.3731e-12	4.46082e-15	1	5.57797e-16
Cell_375	6.04719e-27	8.54274e-11	1	1.06173e-11
Cell_376	1.35009e-38	2.69292e-28	1	9.25122e-28
Cell_377	8.67475e-25	1.25906e-15	1	3.14836e-16
Cell_378	5.31422e-22	5.56269e-14	1	1.911e-13
Cell_379	1.61075e-23	0.0060555	0.993202	0.000742543
Cell_380	1.33192e-23	1.99074e-22	1	9.72585e-23
Cell_381	2.55268e-24	3.28481e-07	1	4.03881e-08
Cell_382	0.992116	0.000687287	0.00708206	0.000114952
Cell_383	1.32718e-27	0.00605387	0.992934	0.00101254
Cell_384	6.75109e-43	2.24303e-23	1	1.5406e-23
Cell_385	6.5609e-51	4.76036e-13	1	6.20582e-14
Cell_386	4.40448e-33	6.12708e-11	1	2.10489e-10
Cell_387	1.99386e-36	1.96537e-26	1	3.4448e-26
Cell_388	8.34066e-29	6.64695e-06	0.999993	8.31158e-07
Cell_389	1.5058e-18	4.31712e-12	1	6.01379e-13
Cell_390	2.46985e-38	1.23456e-28	1	1.52626e-29
Cell_391	0.992096	0.000686178	0.00706801	0.000149402
Cell_392	2.48309e-23	0.00017901	0.999799	2.21306e-05
Cell_393	3.00369e-21	2.63801e-12	0.999885	0.000115378
Cell_394	1.1212e-24	3.27998e-11	1	4.09401e-12
Cell_395	1.34677e-12	0.00599631	0.983494	0.01051
Cell_396	1.46986e-30	1.16393e-17	1	1.84409e-18
Cell_397	5.94892e-31	1.97163e-15	1	1.35419e-15
Cell_398	2.91555e-32	3.85929e-18	1	7.53307e-19
Cell_399	1.82978e-32	1.62207e-11	1	7.92469e-12
Cell_400	3.21657e-23	7.82333e-15	1	2.90373e-15
Cell_401	0.991644	0.00071028	0.00743446	0.000211565
Cell_402	3.41872e-32	5.49257e-25	1	1.88691e-24
Cell_403	1.86031e-21	1.8891e-13	1	6.48977e-13
Cell_404	2.54578e-32	1.7364e-13	1	2.1298e-14
Cell_405	7.46086e-19	2.12985e-09	1	7.90522e-10
Cell_406	3.24164e-39	3.04127e-24	1	4.04302e-25
Cell_407	9.89891e-25	7.73751e-09	1	1.35619e-08
Cell_408	4.5417e-24	0.000986836	0.997283	0.00172967
Cell_409	1.80661e-23	2.7192e-12	1	3.39405e-13
Cell_410	1.76986e-35	1.00589e-23	1	3.45563e-23
Cell_411	2.10515e-25	5.11436e-13	1	8.10301e-14
Cell_412	1.29118e-33	1.15522e-15	1	1.20723e-15
Cell_413	0.99177	0.000687289	0.00745134	9.13673e-05
Cell_414	6.55298e-36	8.9043e-24	1	6.11582e-24
Cell_415	1.10031e-35	5.66797e-16	1	6.95229e-17
Cell_416	0.00039928	2.7645e-07	0.9996	3.39706e-08
Cell_417	4.07764e-42	7.10028e-27	1	1.61679e-24
Cell_418	0.992157	0.000686554	0.0070718	8.46968e-05
Cell_419	2.1397e-56	5.60083e-21	1	1.09324e-21
Cell_420	5.68889e-13	3.98867e-05	0.999955	5.45361e-06
Cell_421	1.6916e-37	6.50157e-09	1.06637e-06	0.999999
Cell_422	2.62545e-17	0.469138	0.446857	0.0840055
Cell_423	3.3392e-13	0.0618717	0.922657	0.0154714
Cell_424	7.27897e-16	0.00593641	0.97367	0.0203939
Cell_425	1.21228e-25	6.97155e-13	1	9.0202e-14
Cell_426	1.89608e-22	0.00605419	0.992987	0.000959204
Cell_427	8.52653e-33	5.02325e-15	1	1.72568e-14
Cell_428	2.03708e-13	0.0839155	0.903352	0.0127329
Cell_429	9.55462e-21	1.72025e-10	1	2.138e-11
Cell_430	6.96155e-12	0.0524714	0.767269	0.180259
Cell_431	1.11031e-19	0.0060554	0.993186	0.00075874
Cell_432	6.48482e-20	3.84592e-12	0.999758	0.000242172
Cell_433	6.87907e-09	0.0846614	0.873977	0.0413616
Cell_434	1.79452e-14	3.21728e-16	1	5.63907e-16
Cell_435	0.992151	0.000686485	0.00707514	8.77744e-05
