cell	Node 0	Node 1	Node 2
Cell_559	8.47965e-26	0.992452	0.00754843
Cell_560	2.36044e-20	0.992064	0.00793582
Cell_561	2.18336e-31	0.992451	0.00754859
Cell_562	8.26119e-15	5.19541e-06	0.999995
Cell_563	1.04195e-70	0.992451	0.00754924
Cell_564	5.36885e-66	0.692275	0.307725
Cell_565	5.32885e-60	0.992452	0.00754839
Cell_566	9.37663e-48	0.992444	0.00755585
Cell_567	7.70648e-26	0.992448	0.00755192
Cell_568	4.05968e-20	0.992358	0.00764182
Cell_569	5.7654e-14	0.984266	0.015734
Cell_570	6.00296e-57	0.992452	0.00754847
Cell_571	2.0441e-46	0.992452	0.0075484
Cell_572	2.34024e-26	0.99221	0.00779008
Cell_573	1.01193e-61	0.992358	0.00764182
Cell_574	1.56015e-45	0.928818	0.0711822
Cell_575	1.47292e-23	0.992449	0.00755059
Cell_576	1.84672e-65	0.992447	0.00755273
Cell_577	1.22009e-35	0.99245	0.00755036
Cell_578	1.04018e-11	0.992449	0.00755091
Cell_579	2.0651e-41	0.99245	0.00754955
Cell_580	1.62971e-28	0.992452	0.00754841
Cell_581	2.83567e-76	0.992452	0.00754848
Cell_582	7.97471e-32	0.991163	0.00883749
Cell_583	1.33567e-07	0.992451	0.00754864
Cell_584	1.2094e-78	9.70955e-13	1
Cell_585	1.99571e-84	1.71024e-15	1
Cell_586	3.99859e-42	0.992405	0.00759487
Cell_587	3.32301e-50	0.99245	0.00754974
Cell_588	9.96481e-44	0.992445	0.00755494
Cell_589	5.21923e-72	0.992451	0.00754891
Cell_590	2.62287e-24	0.992443	0.00755659
Cell_591	4.27515e-42	0.99245	0.00755039
Cell_592	9.12135e-80	0.992452	0.00754845
Cell_593	4.0842e-32	0.992235	0.00776528
Cell_594	3.38104e-09	4.98031e-05	0.99995
Cell_595	1.40214e-40	0.884372	0.115628
Cell_596	4.05648e-36	1.10894e-10	1
Cell_597	2.69176e-30	0.992451	0.00754893
Cell_598	5.56229e-34	0.99245	0.00755044
Cell_599	0.998711	0.00127896	9.72879e-06
Cell_600	2.16301e-52	0.99245	0.00755024
Cell_601	3.07769e-74	0.992451	0.00754861
Cell_602	4.48241e-40	1.34281e-13	1
Cell_603	3.37257e-87	1.20723e-16	1
Cell_604	1.04261e-44	0.992448	0.00755202
Cell_605	9.8833e-43	0.992451	0.00754919
Cell_606	2.55649e-08	0.992243	0.00775675
Cell_607	3.98466e-44	0.992451	0.00754909
Cell_608	0.998437	0.00155155	1.18079e-05
Cell_609	2.44429e-29	8.01746e-12	1
Cell_610	9.50567e-37	1.13431e-22	1
Cell_611	4.97109e-89	0.992451	0.00754858
Cell_612	2.33768e-58	0.992451	0.00754884
Cell_613	9.78711e-52	0.992449	0.00755054
Cell_614	0.997875	0.00210891	1.60506e-05
Cell_615	4.31436e-32	0.992451	0.00754945
Cell_616	8.86412e-49	3.6803e-07	1
Cell_617	1.32746e-30	1.09295e-08	1
Cell_618	3.32363e-40	3.34464e-12	1
Cell_619	6.9514e-43	0.992451	0.00754915
Cell_620	2.72422e-28	0.00280728	0.997193
Cell_621	5.2421e-33	0.991536	0.00846388
Cell_622	8.77799e-59	0.992439	0.00756078
Cell_623	8.89334e-62	0.992449	0.00755122
Cell_624	3.38694e-27	0.992331	0.00766927
Cell_625	8.61939e-39	0.359447	0.640553
Cell_626	6.48756e-27	0.992451	0.00754936
Cell_627	4.35017e-45	0.992452	0.00754848
Cell_628	8.80638e-61	0.992451	0.00754948
Cell_629	1.06282e-64	0.992412	0.00758773
Cell_630	6.14876e-102	0.99245	0.00755008
Cell_631	1.3414e-39	0.992111	0.00788861
Cell_632	6.22558e-14	0.992451	0.00754856
Cell_633	5.95938e-06	0.992445	0.007549
Cell_634	5.55308e-50	0.992451	0.00754859
Cell_635	5.82982e-35	1.18565e-07	1
Cell_636	8.278e-34	0.99244	0.00756025
Cell_637	3.41102e-58	2.73282e-28	1
Cell_638	4.08496e-22	0.991948	0.0080525
Cell_639	9.57943e-18	0.992446	0.00755353
Cell_640	6.35481e-34	0.992451	0.00754862
Cell_641	1.17222e-14	0.992437	0.00756257
Cell_642	2.314e-57	1.56091e-06	0.999998
Cell_643	1.59673e-06	0.992063	0.00793581
Cell_644	6.15283e-53	0.635562	0.364438
Cell_645	4.16139e-35	0.985641	0.0143589
Cell_646	4.30442e-32	0.992441	0.00755882
Cell_647	5.05142e-63	0.992451	0.0075488
Cell_648	9.29585e-51	0.992451	0.00754942
Cell_649	2.51838e-39	0.992257	0.00774288
Cell_650	3.17174e-69	0.992452	0.00754839
Cell_651	1.02835e-43	0.992434	0.00756639
Cell_652	1.44344e-82	2.27101e-16	1
Cell_653	2.00188e-19	0.992011	0.0079892
Cell_654	2.82972e-59	0.992451	0.0075492
Cell_655	9.70354e-46	0.985066	0.0149338
Cell_656	4.24756e-45	3.40756e-05	0.999966
Cell_657	1.03508e-14	0.992306	0.00769363
Cell_658	3.86216e-38	0.992393	0.00760723
Cell_659	1.77279e-29	0.992197	0.00780331
Cell_660	3.08243e-36	0.00739225	0.992608
Cell_661	8.82165e-23	0.0717242	0.928276
Cell_662	0.998652	0.00133734	1.02026e-05
Cell_663	2.55308e-64	0.992452	0.0075485
Cell_664	0.0332729	0.959429	0.00729794
Cell_665	1.5905e-39	0.992452	0.0075485
Cell_666	6.516e-34	0.992451	0.0075486
Cell_667	5.6181e-31	0.992448	0.00755153
Cell_668	1.73532e-25	0.992448	0.00755211
Cell_669	3.76871e-27	0.992158	0.007842
Cell_670	2.6329e-52	1.78122e-26	1
Cell_671	6.53709e-59	0.992451	0.00754867
Cell_672	6.88204e-32	0.992448	0.00755195
Cell_673	1.69155e-36	0.992452	0.00754848
Cell_674	2.16708e-106	1.82429e-23	1
Cell_675	9.29184e-31	1.41773e-05	0.999986
Cell_676	4.22601e-53	0.99245	0.00754999
Cell_677	3.88327e-66	0.992403	0.00759679
Cell_678	4.51179e-54	0.992452	0.0075484
Cell_679	2.19736e-27	0.992452	0.00754839
Cell_680	8.48712e-26	0.992421	0.00757922
Cell_681	4.89937e-49	0.992451	0.00754922
Cell_682	1.30551e-58	0.992009	0.0079911
Cell_683	1.39216e-40	0.992451	0.00754904
Cell_684	2.84793e-26	0.992381	0.00761912
Cell_685	3.27072e-88	0.992445	0.00755538
Cell_686	6.2414e-21	0.00035056	0.999649
Cell_687	2.91154e-33	0.992452	0.00754843
Cell_688	4.05723e-06	0.991654	0.00834215
Cell_689	0.999558	0.000439101	3.33978e-06
Cell_690	5.40079e-05	0.992393	0.0075526
Cell_691	4.41931e-16	0.897061	0.102939
Cell_692	1.66873e-83	9.7599e-13	1
Cell_693	2.78947e-54	0.99243	0.0075705
Cell_694	2.66033e-17	0.992415	0.00758506
Cell_695	3.61905e-38	1.11138e-06	0.999999
Cell_696	1.02263e-44	0.992451	0.00754884
Cell_697	2.8432e-47	6.75769e-05	0.999932
Cell_698	4.51082e-39	0.992452	0.00754847
Cell_699	7.58235e-80	1.01588e-05	0.99999
Cell_700	1.71765e-48	1.6847e-27	1
Cell_701	2.14655e-26	0.992449	0.00755066
Cell_702	2.37405e-56	0.992451	0.00754905
Cell_703	2.32138e-65	1.29601e-05	0.999987
Cell_704	3.51956e-35	0.992446	0.00755389
Cell_705	3.64762e-57	0.992446	0.00755421
Cell_706	2.24427e-62	0.992446	0.00755403
Cell_707	6.96243e-24	0.990135	0.00986482
Cell_708	2.0432e-52	0.992449	0.0075509
Cell_709	1.18944e-90	1.10164e-07	1
Cell_710	2.23772e-22	0.992448	0.00755204
Cell_711	0.998619	0.00137014	1.04226e-05
Cell_712	1.07731e-18	0.992444	0.00755571
Cell_713	8.72905e-54	0.992423	0.00757652
Cell_714	8.87294e-45	0.992451	0.00754931
Cell_715	0.997507	0.00247455	1.88535e-05
Cell_716	1.91589e-52	0.992451	0.00754915
Cell_717	1.4874e-23	0.992308	0.00769221
Cell_718	1.07993e-11	0.992397	0.00760327
Cell_719	5.89592e-51	1.56238e-11	1
Cell_720	1.06862e-10	0.992451	0.00754935
Cell_721	3.64862e-35	0.992452	0.00754848
Cell_722	1.35066e-29	9.81621e-20	1
Cell_723	2.92966e-30	0.992109	0.00789053
Cell_724	1.53002e-31	0.934433	0.0655673
Cell_725	4.00758e-21	1.93203e-08	1
Cell_726	1.46774e-30	0.992452	0.00754842
Cell_727	4.66243e-70	0.992451	0.00754912
Cell_728	0.0179925	0.974026	0.00798183
Cell_729	0.998834	0.00115703	8.80418e-06
Cell_730	1.9385e-32	1.89694e-06	0.999998
Cell_731	9.03138e-22	0.94451	0.05549
Cell_732	8.03605e-38	0.989567	0.0104328
Cell_733	3.25848e-40	0.992447	0.00755336
Cell_734	1.41283e-39	0.99245	0.0075497
Cell_735	1.56578e-53	0.992451	0.00754887
Cell_736	0.998446	0.00154236	1.18554e-05
Cell_737	2.53874e-67	0.992368	0.00763224
Cell_738	1.19802e-44	0.874448	0.125552
Cell_739	1.88028e-56	0.992446	0.00755384
Cell_740	5.80088e-77	0.99245	0.00754988
Cell_741	3.0816e-34	0.991577	0.00842305
Cell_742	1.33215e-80	0.99245	0.00755003
Cell_743	3.52139e-41	0.992451	0.0075487
Cell_744	2.3569e-49	0.992448	0.00755172
Cell_745	6.02586e-24	0.992404	0.00759632
Cell_746	2.24916e-36	0.992448	0.00755172
Cell_747	7.78821e-32	0.992432	0.0075678
Cell_748	4.19043e-30	0.989567	0.0104328
Cell_749	6.15905e-08	0.992451	0.00754931
Cell_750	4.16213e-13	0.992451	0.00754889
Cell_751	2.29395e-55	0.992451	0.00754852
Cell_752	3.86561e-18	0.992064	0.00793582
Cell_753	2.76779e-41	0.992011	0.0079892
Cell_754	2.3754e-29	0.992451	0.00754943
Cell_755	6.73899e-50	0.992382	0.00761847
Cell_756	1.33422e-30	0.989964	0.0100359
Cell_757	0.995171	0.00479202	3.67142e-05
Cell_758	3.3403e-97	9.49229e-11	1
Cell_759	1.30528e-48	0.992451	0.00754852
Cell_760	1.15509e-20	0.992432	0.0075678
Cell_761	1.13908e-24	0.816384	0.183616
Cell_762	1.67687e-38	0.992451	0.0075494
Cell_763	2.03181e-45	0.992451	0.00754871
Cell_764	3.04929e-53	0.000398665	0.999601
Cell_765	5.88343e-12	0.992407	0.00759292
Cell_766	2.63169e-39	0.99245	0.0075503
Cell_767	2.52769e-58	0.992452	0.00754846
Cell_768	9.64029e-38	0.991872	0.00812808
Cell_769	7.81962e-46	0.992449	0.00755109
Cell_770	8.40419e-07	0.992401	0.00759783
Cell_771	1.35057e-69	0.992433	0.00756662
Cell_772	4.36204e-27	0.788113	0.211887
Cell_773	2.1079e-29	1.22118e-10	1
Cell_774	1.57215e-41	0.989267	0.0107332
Cell_775	2.00526e-11	0.992435	0.00756471
Cell_776	3.28762e-95	0.992425	0.00757494
Cell_777	2.77826e-84	0.992431	0.00756934
Cell_778	1.48838e-32	0.992438	0.00756232
Cell_779	6.6946e-24	0.99245	0.00755039
Cell_780	9.40639e-26	0.992451	0.00754859
Cell_781	0.999112	0.000880822	6.85341e-06
Cell_782	4.92196e-40	0.992451	0.00754915
Cell_783	2.06204e-41	0.992451	0.0075485
Cell_784	3.30531e-33	0.992441	0.00755927
Cell_785	1.2071e-40	0.992451	0.00754858
Cell_786	2.96376e-13	0.992451	0.00754907
Cell_787	3.05166e-41	0.992443	0.00755746
Cell_788	1.54557e-13	0.9924	0.00759959
Cell_789	2.43576e-44	0.992451	0.00754923
Cell_790	1.57862e-81	0.99244	0.00755975
Cell_791	0.997265	0.00271235	2.22269e-05
Cell_792	3.2047e-57	0.992451	0.00754882
Cell_793	1.29739e-39	0.99095	0.00904982
Cell_794	2.08327e-21	5.01613e-05	0.99995
Cell_795	4.76685e-22	0.99137	0.00863016
Cell_796	1.14524e-35	0.992449	0.00755078
Cell_797	3.5495e-19	0.360423	0.639577
Cell_798	8.54421e-42	0.992446	0.00755449
Cell_799	1.48214e-28	0.992011	0.0079892
Cell_800	3.43035e-34	0.992431	0.00756909
Cell_801	4.52041e-40	0.992445	0.00755522
Cell_802	3.81153e-47	0.992429	0.00757117
Cell_803	8.23524e-23	0.992449	0.00755052
Cell_804	1.17645e-60	0.99245	0.0075495
Cell_805	2.52859e-22	0.99245	0.00755033
Cell_806	1.1698e-44	0.985639	0.014361
Cell_807	6.0935e-37	0.992451	0.00754865
Cell_808	1.40605e-09	0.974704	0.0252964
Cell_809	1.25036e-25	0.992433	0.00756731
Cell_810	5.0028e-31	0.00011764	0.999882
Cell_811	1.17333e-21	0.992451	0.0075493
Cell_812	2.17199e-35	2.88805e-05	0.999971
Cell_813	6.50797e-53	0.992443	0.00755746
Cell_814	5.28998e-57	0.992439	0.00756078
Cell_815	8.19417e-49	0.992136	0.0078642
Cell_816	1.48066e-45	0.992452	0.00754843
Cell_817	1.05224e-27	0.992425	0.00757489
Cell_818	0.998846	0.00114514	8.71344e-06
Cell_819	1.67903e-24	0.992111	0.00788861
Cell_820	3.25808e-44	0.992451	0.00754857
Cell_821	3.01301e-31	0.992451	0.00754858
Cell_822	5.72863e-18	0.992448	0.00755211
Cell_823	7.51377e-61	0.992451	0.00754852
Cell_824	2.50266e-44	0.992446	0.00755411
Cell_825	5.40288e-23	0.992451	0.00754905
Cell_826	8.93371e-44	0.992444	0.00755574
Cell_827	8.22145e-46	0.00303576	0.996964
Cell_828	2.70715e-24	9.86923e-05	0.999901
Cell_829	5.99535e-67	0.992439	0.00756134
Cell_830	4.20509e-53	0.992434	0.00756639
Cell_831	5.63217e-36	0.99245	0.00755005
Cell_832	1.05853e-50	0.992449	0.00755138
Cell_833	0.976088	0.023731	0.00018051
Cell_834	1.43136e-40	0.992451	0.00754857
Cell_835	1.31523e-100	0.992415	0.00758534
Cell_836	2.00563e-45	0.99245	0.00754971
Cell_837	5.66127e-34	0.992451	0.0075486
Cell_838	9.90829e-33	0.99241	0.00758953
Cell_839	4.68568e-58	0.992452	0.00754847
Cell_840	8.27775e-36	0.99245	0.00754974
Cell_841	0.996063	0.00390692	2.97508e-05
Cell_842	2.42424e-29	1.64499e-07	1
Cell_843	1.40118e-30	0.992451	0.0075488
Cell_844	3.29944e-97	0.992451	0.00754862
Cell_845	1.29621e-41	0.992451	0.00754899
Cell_846	3.10967e-27	0.99244	0.00756025
Cell_847	6.42484e-90	0.992452	0.00754848
Cell_848	0.997689	0.00229367	1.74557e-05
Cell_849	5.35807e-70	2.84053e-07	1
Cell_850	2.04677e-12	0.992427	0.00757298
Cell_851	1.48954e-12	0.992448	0.00755153
Cell_852	1.89893e-34	0.991781	0.00821897
Cell_853	2.10071e-47	0.992418	0.00758218
Cell_854	0.998923	0.00106907	8.13134e-06
Cell_855	6.84541e-54	0.99245	0.00754976
Cell_856	1.08711e-63	0.992452	0.00754849
Cell_857	5.61894e-25	0.99241	0.00759032
Cell_858	2.10392e-38	0.992449	0.00755131
Cell_859	2.48919e-39	0.992431	0.00756858
Cell_860	3.92008e-60	0.992438	0.00756181
Cell_861	1.84015e-93	2.67946e-11	1
Cell_862	0.996061	0.00390918	2.97767e-05
Cell_863	6.3344e-24	0.990567	0.00943273
Cell_864	4.75626e-41	0.992451	0.0075486
Cell_865	0.998449	0.00153753	1.3709e-05
Cell_866	8.32325e-59	1.73837e-14	1
Cell_867	5.04472e-55	0.992443	0.00755702
Cell_868	1.25467e-35	0.992452	0.00754849
Cell_869	1.58902e-53	0.992419	0.0075811
Cell_870	8.74166e-10	0.992448	0.00755172
Cell_871	4.35638e-19	0.816384	0.183616
Cell_872	3.21474e-66	0.992449	0.00755078
Cell_873	3.81728e-32	0.992439	0.00756083
Cell_874	3.57246e-23	0.992449	0.00755113
Cell_875	1.26667e-59	0.992452	0.00754849
Cell_876	3.63516e-41	0.992441	0.00755901
Cell_877	1.62184e-47	0.992449	0.00755072
Cell_878	1.37629e-06	0.992449	0.00754995
Cell_879	1.94035e-10	0.99227	0.00773002
Cell_880	3.41664e-22	0.992407	0.00759315
Cell_881	7.59565e-64	5.85008e-11	1
Cell_882	2.98344e-53	0.992449	0.00755105
Cell_883	1.92861e-24	0.991163	0.00883749
Cell_884	8.17924e-48	1.48908e-12	1
Cell_885	1.1097e-57	2.10934e-30	1
Cell_886	7.22028e-33	0.036294	0.963706
Cell_887	1.21088e-11	0.992451	0.00754862
Cell_888	4.8785e-41	0.988688	0.0113119
Cell_889	3.14743e-11	0.992407	0.00759315
Cell_890	4.97326e-25	0.992451	0.00754877
Cell_891	4.26212e-17	0.992235	0.00776528
Cell_892	4.21944e-38	0.99243	0.00757047
Cell_893	4.39631e-38	0.992451	0.00754851
Cell_894	1.0149e-24	0.992449	0.00755066
Cell_895	3.90458e-07	0.992358	0.00764116
Cell_896	4.56854e-75	0.928275	0.0717254
Cell_897	7.48817e-18	0.99245	0.00754961
Cell_898	4.21757e-73	0.99245	0.00754989
Cell_899	8.34808e-26	0.992419	0.0075811
Cell_900	9.75766e-12	0.992451	0.0075485
Cell_901	1.70097e-31	0.99245	0.00754974
Cell_902	8.98966e-32	0.992444	0.00755571
Cell_903	7.34824e-17	0.992451	0.0075493
Cell_904	1.00425e-40	0.992439	0.00756134
Cell_905	1.07743e-31	0.986685	0.0133152
Cell_906	8.2285e-13	0.992436	0.00756359
Cell_907	2.45578e-27	4.74756e-12	1
Cell_908	0.999285	0.000709664	5.39809e-06
Cell_909	1.13866e-28	0.992451	0.00754933
Cell_910	2.48147e-39	0.992445	0.00755491
Cell_911	2.73116e-51	0.000392317	0.999608
Cell_912	3.48629e-33	0.149182	0.850818
Cell_913	8.30682e-62	0.992424	0.00757587
Cell_914	8.42601e-48	9.36537e-06	0.999991
Cell_915	0.995721	0.00424662	3.23129e-05
Cell_916	2.11645e-33	0.00228456	0.997715
Cell_917	6.59443e-33	0.992451	0.00754929
Cell_918	3.44379e-56	2.62175e-14	1
Cell_919	2.89241e-112	0.992451	0.00754911
Cell_920	0.999067	0.000926018	7.05505e-06
Cell_921	5.29822e-63	0.99245	0.00754977
Cell_922	2.25519e-25	0.991948	0.0080525
Cell_923	6.16498e-34	0.992449	0.00755091
Cell_924	5.25206e-16	0.991163	0.00883749
Cell_925	3.5622e-37	0.992109	0.00789053
Cell_926	2.19592e-49	0.992451	0.00754896
Cell_927	3.56408e-50	0.000717861	0.999282
Cell_928	1.02928e-76	0.992452	0.00754845
Cell_929	4.11157e-20	0.992451	0.00754947
Cell_930	8.18309e-74	0.992443	0.00755736
Cell_931	2.43819e-30	0.992451	0.00754855
Cell_932	8.96392e-40	8.65845e-09	1
Cell_933	1.32792e-38	0.992451	0.00754886
Cell_934	1.96043e-14	0.992452	0.00754845
Cell_935	0.996229	0.00374218	2.86568e-05
Cell_936	8.05271e-47	7.15063e-08	1
Cell_937	2.52241e-73	0.992404	0.00759623
Cell_938	4.47696e-38	0.992331	0.00766927
Cell_939	3.16568e-39	0.992443	0.00755718
Cell_940	3.01547e-19	6.34038e-05	0.999937
Cell_941	2.73519e-17	0.991948	0.0080525
Cell_942	8.64577e-46	0.992448	0.00755211
Cell_943	1.11747e-21	0.992443	0.00755736
Cell_944	3.07652e-30	0.992451	0.00754867
Cell_945	6.83661e-19	0.99137	0.00863016
Cell_946	3.73634e-105	0.992306	0.00769363
Cell_947	1.86145e-91	0.992451	0.00754898
Cell_948	5.10051e-47	0.992386	0.00761434
Cell_949	7.17509e-42	0.000138055	0.999862
Cell_950	1.01993e-80	0.992363	0.00763657
Cell_951	3.40401e-24	1.27924e-13	1
Cell_952	9.47203e-35	0.992416	0.0075843
Cell_953	2.21688e-93	1.90365e-13	1
Cell_954	0.984854	0.0135865	0.00155908
Cell_955	4.27146e-42	1.37898e-17	1
Cell_956	6.79773e-39	0.992446	0.00755397
Cell_957	0.998767	0.00122414	9.31885e-06
Cell_958	4.85816e-21	0.991671	0.00832916
Cell_959	1.95149e-50	0.992436	0.00756376
Cell_960	4.74577e-24	0.99245	0.00754951
Cell_961	9.73965e-34	5.68773e-16	1
Cell_962	1.32656e-42	0.00496849	0.995032
Cell_963	1.1529e-84	0.99235	0.00764997
Cell_964	6.10939e-27	0.992451	0.0075493
Cell_965	7.86927e-38	0.992451	0.0075491
Cell_966	4.65482e-34	0.992451	0.0075492
Cell_967	3.08219e-46	6.55937e-16	1
Cell_968	7.57556e-134	0.992444	0.00755641
Cell_969	4.54706e-45	7.69729e-05	0.999923
Cell_970	2.93806e-05	0.694121	0.305849
Cell_971	1.51801e-25	0.992436	0.0075641
Cell_972	0.998798	0.00119264	9.07234e-06
Cell_973	2.21625e-34	0.990575	0.00942515
Cell_974	2.79863e-40	0.99245	0.00755004
Cell_975	1.00772e-27	0.437994	0.562006
Cell_976	1.99462e-41	0.992451	0.00754874
Cell_977	4.24224e-42	0.992449	0.00755087
Cell_978	6.70829e-38	0.992451	0.00754885
Cell_979	1.95077e-57	0.992326	0.00767381
Cell_980	4.29183e-20	0.992448	0.0075516
Cell_981	2.28326e-39	0.000112934	0.999887
Cell_982	8.21238e-44	0.992451	0.00754948
Cell_983	3.76235e-16	0.992451	0.00754855
Cell_984	9.48501e-32	0.99243	0.0075705
Cell_985	6.20287e-57	0.992443	0.00755702
Cell_986	1.0769e-36	0.00239288	0.997607
Cell_987	3.57503e-23	0.992439	0.00756134
Cell_988	3.98782e-24	0.985639	0.014361
Cell_989	2.15984e-30	0.992417	0.00758349
Cell_990	5.41134e-71	0.992417	0.00758349
Cell_991	3.47465e-33	1.06395e-05	0.999989
Cell_992	2.27083e-45	0.992451	0.00754863
Cell_993	3.36889e-21	0.992441	0.00755882
Cell_994	3.4169e-64	0.990953	0.0090468
Cell_995	5.94791e-40	0.992451	0.00754859
Cell_996	4.49225e-60	0.992452	0.0075484
Cell_997	2.34323e-53	0.99245	0.00755013
Cell_998	1.97886e-37	0.992442	0.00755768
Cell_999	9.33044e-45	1.39691e-05	0.999986
Cell_1000	1.19068e-31	0.992383	0.0076166
Cell_1001	1.66724e-67	1.17669e-18	1
Cell_1002	1.43729e-74	0.409343	0.590657
Cell_1003	3.50582e-95	0.992441	0.00755882
Cell_1004	1.00183e-24	0.992451	0.00754943
Cell_1005	1.61905e-62	2.07173e-13	1
Cell_1006	4.20161e-17	0.69858	0.30142
Cell_1007	1.24669e-30	0.992268	0.0077317
Cell_1008	9.22356e-17	0.992376	0.0076244
Cell_1009	1.92969e-38	0.992451	0.00754857
Cell_1010	4.53816e-64	0.992451	0.00754944
Cell_1011	1.92571e-38	0.992341	0.00765907
Cell_1012	3.39194e-08	0.992332	0.00766817
Cell_1013	2.75987e-38	0.992451	0.00754879
Cell_1014	7.15102e-52	0.992437	0.00756257
Cell_1015	6.84396e-29	0.992438	0.00756232
Cell_1016	2.7723e-36	0.712206	0.287794
Cell_1017	9.56672e-33	0.992449	0.00755095
Cell_1018	2.57427e-57	0.00311326	0.996887
Cell_1019	3.88623e-48	0.99245	0.00754961
Cell_1020	6.32783e-69	0.992451	0.00754866
Cell_1021	3.73943e-55	0.992449	0.00755112
Cell_1022	0.972327	0.0274643	0.000208893
Cell_1023	1.87931e-21	0.992292	0.00770824
Cell_1024	3.86749e-35	0.992451	0.00754917
Cell_1025	4.86613e-32	0.992451	0.00754874
Cell_1026	2.27806e-28	0.992436	0.00756395
Cell_1027	1.12275e-26	0.992447	0.00755276
Cell_1028	1.56293e-37	0.992451	0.00754892
Cell_1029	1.6416e-12	0.992451	0.00754877
Cell_1030	6.50417e-36	0.992451	0.00754873
Cell_1031	0.998247	0.00173929	1.32309e-05
Cell_1032	1.12275e-42	0.267272	0.732728
Cell_1033	3.33592e-57	0.992436	0.00756359
Cell_1034	5.2208e-38	0.992439	0.00756077
Cell_1035	6.84925e-87	0.992445	0.00755474
Cell_1036	2.97e-30	0.992071	0.00792941
Cell_1037	7.23993e-116	0.992451	0.00754876
Cell_1038	2.79209e-76	0.99245	0.00755005
Cell_1039	2.71675e-71	0.992435	0.00756501
Cell_1040	5.07673e-23	0.992434	0.00756552
Cell_1041	6.81973e-29	0.992397	0.00760327
Cell_1042	5.07471e-101	0.992449	0.00755111
Cell_1043	5.27521e-08	0.992451	0.00754905
Cell_1044	6.24312e-43	0.992442	0.00755841
Cell_1045	3.5092e-55	0.992451	0.00754875
Cell_1046	0.998144	0.0018422	1.40162e-05
Cell_1047	6.73819e-69	0.992452	0.00754848
Cell_1048	4.18858e-53	0.992452	0.00754847
Cell_1049	9.32823e-23	0.99177	0.00822957
Cell_1050	6.3265e-29	0.343921	0.656079
Cell_1051	1.88376e-12	0.897061	0.102939
Cell_1052	5.09207e-32	0.989404	0.0105965
Cell_1053	9.91853e-18	0.992446	0.00755449
Cell_1054	2.90801e-37	0.99244	0.00756025
Cell_1055	0.992528	0.00741579	5.65202e-05
Cell_1056	2.35943e-83	0.992109	0.00789053
Cell_1057	4.71383e-08	0.992372	0.00762792
Cell_1058	7.73432e-74	0.992425	0.00757489
Cell_1059	1.69423e-16	0.976614	0.0233862
Cell_1060	1.95232e-50	0.991939	0.00806102
Cell_1061	0.0727316	0.918893	0.00837531
Cell_1062	1.10188e-29	0.992446	0.00755353
Cell_1063	0.999642	0.000355176	2.70181e-06
Cell_1064	2.64111e-61	0.99245	0.00754965
Cell_1065	4.88693e-87	0.992446	0.00755383
Cell_1066	1.37646e-35	0.992452	0.0075484
Cell_1067	1.88756e-72	2.98175e-12	1
Cell_1068	3.05203e-41	0.992235	0.00776528
Cell_1069	8.02603e-66	0.991374	0.00862632
Cell_1070	1.25355e-13	0.992426	0.00757437
Cell_1071	1.58933e-49	0.992388	0.00761173
Cell_1072	7.1087e-42	0.000936704	0.999063
Cell_1073	3.37058e-50	0.992451	0.00754862
Cell_1074	7.01378e-10	0.992452	0.00754849
Cell_1075	3.35246e-48	0.583342	0.416658
Cell_1076	9.83575e-41	0.15254	0.84746
Cell_1077	1.97902e-34	0.716265	0.283735
Cell_1078	9.13678e-39	0.992451	0.00754874
Cell_1079	7.07618e-50	0.992341	0.00765907
Cell_1080	4.71904e-28	0.992447	0.00755268
Cell_1081	5.36364e-57	0.992432	0.00756829
Cell_1082	4.77174e-50	3.84328e-18	1
Cell_1083	8.14778e-38	0.99241	0.00759032
Cell_1084	1.36463e-45	0.992445	0.00755494
Cell_1085	9.48154e-34	0.99245	0.00754979
Cell_1086	0.998846	0.00114564	8.71386e-06
Cell_1087	2.99037e-33	0.990901	0.00909893
Cell_1088	3.33268e-48	0.992451	0.00754881
Cell_1089	2.16782e-11	0.992343	0.00765702
Cell_1090	1.87976e-40	0.992451	0.00754855
Cell_1091	1.66144e-21	0.992432	0.00756844
Cell_1092	5.36962e-07	0.557251	0.442748
Cell_1093	1.8461e-87	0.992452	0.00754843
Cell_1094	1.39421e-20	0.99245	0.00755012
Cell_1095	1.19831e-40	0.991414	0.00858628
Cell_1096	0.985276	0.0145944	0.000130127
Cell_1097	6.80531e-56	0.00101352	0.998986
Cell_1098	1.01313e-26	0.991163	0.00883749
Cell_1099	7.16374e-52	0.00383702	0.996163
Cell_1100	9.23474e-79	0.992442	0.00755793
Cell_1101	1.70346e-34	0.992151	0.00784895
Cell_1102	1.03345e-39	0.992397	0.00760327
Cell_1103	1.62412e-56	2.50002e-18	1
Cell_1104	0.00122758	0.991232	0.00753994
Cell_1105	1.1856e-16	0.992448	0.00755225
Cell_1106	1.19161e-34	0.963202	0.0367983
Cell_1107	1.79761e-15	0.992445	0.00755519
Cell_1108	7.75667e-35	0.986329	0.0136711
Cell_1109	2.44596e-37	0.954097	0.0459025
Cell_1110	0.998806	0.00118491	9.01436e-06
Cell_1111	0.99772	0.00226229	1.72183e-05
Cell_1112	8.83346e-57	0.992397	0.00760289
Cell_1113	1.21936e-10	0.99244	0.00755965
Cell_1114	1.49954e-34	0.992451	0.00754939
Cell_1115	5.90707e-41	0.9924	0.00759959
