cell	Node 0	Node 1	Node 2
Cell_1116	1.69965e-38	3.29967e-09	1
Cell_1117	3.50835e-73	0.991262	0.00873832
Cell_1118	1.8873e-49	0.992444	0.00755622
Cell_1119	5.52541e-41	0.992256	0.00774371
Cell_1120	1.35313e-42	0.991948	0.0080525
Cell_1121	1.05301e-42	0.992275	0.00772481
Cell_1122	1.94426e-18	0.992448	0.00755192
Cell_1123	6.11953e-23	2.27822e-05	0.999977
Cell_1124	7.09058e-29	0.394291	0.605709
Cell_1125	2.4587e-50	0.000918647	0.999081
Cell_1126	1.15168e-11	0.951917	0.0480832
Cell_1127	0.996439	0.00353395	2.70111e-05
Cell_1128	5.31703e-19	0.992414	0.0075859
Cell_1129	1.74393e-47	0.992452	0.00754837
Cell_1130	6.83919e-20	0.992448	0.00755208
Cell_1131	3.59815e-111	0.992449	0.00755091
Cell_1132	2.43579e-73	0.992451	0.00754929
Cell_1133	6.60639e-45	0.32201	0.67799
Cell_1134	5.02162e-53	0.992448	0.00755192
Cell_1135	9.01757e-58	0.816384	0.183616
Cell_1136	6.96445e-57	0.992451	0.00754891
Cell_1137	2.77394e-51	0.992451	0.00754893
Cell_1138	3.48879e-15	0.0163365	0.983664
Cell_1139	2.06555e-85	0.99245	0.00755039
Cell_1140	2.86225e-47	0.992435	0.00756492
Cell_1141	1.07625e-48	0.992451	0.0075489
Cell_1142	5.99983e-42	0.992332	0.00766817
Cell_1143	2.39041e-25	0.992449	0.00755078
Cell_1144	1.94649e-90	0.99245	0.00754968
Cell_1145	6.55728e-89	0.992422	0.00757754
Cell_1146	0.992944	0.00698904	6.65535e-05
Cell_1147	8.03941e-16	0.957216	0.042784
Cell_1148	1.98592e-46	0.992449	0.00755054
Cell_1149	2.15892e-07	0.99245	0.00754941
Cell_1150	5.78716e-75	0.992365	0.0076345
Cell_1151	3.95328e-35	0.992214	0.00778642
Cell_1152	1.20717e-44	0.992447	0.00755305
Cell_1153	0.999133	0.00086063	6.55093e-06
Cell_1154	4.61206e-17	0.992447	0.00755295
Cell_1155	2.02049e-38	0.99245	0.00754983
Cell_1156	1.62538e-29	0.992451	0.00754865
Cell_1157	7.11698e-24	0.99245	0.00755008
Cell_1158	6.99274e-24	0.99221	0.00779008
Cell_1159	6.35844e-42	0.992448	0.00755162
Cell_1160	6.0049e-57	0.99221	0.00779008
Cell_1161	2.3213e-22	0.99245	0.00754993
Cell_1162	2.8498e-43	0.992451	0.00754857
Cell_1163	2.4463e-21	0.991671	0.00832916
Cell_1164	3.14149e-26	0.99137	0.00863016
Cell_1165	1.99236e-38	0.992393	0.0076073
Cell_1166	8.43979e-48	0.992393	0.0076073
Cell_1167	0.999298	0.000697005	5.30311e-06
Cell_1168	0.998714	0.00127611	9.70898e-06
Cell_1169	3.45969e-24	1.19262e-13	1
Cell_1170	3.2e-11	0.99245	0.00754994
Cell_1171	1.12648e-20	0.525547	0.474453
Cell_1172	4.87352e-08	0.819174	0.180826
Cell_1173	7.58045e-28	0.992275	0.00772481
Cell_1174	1.52731e-37	0.992451	0.00754904
Cell_1175	2.22294e-12	0.992449	0.00755069
Cell_1176	1.10384e-46	0.84467	0.15533
Cell_1177	1.3589e-32	0.992177	0.00782343
Cell_1178	1.43994e-57	0.992452	0.00754841
Cell_1179	3.34871e-84	0.991872	0.00812808
Cell_1180	0.99866	0.0013302	1.0132e-05
Cell_1181	4.97072e-56	0.992451	0.00754937
Cell_1182	2.18505e-56	0.992445	0.00755504
Cell_1183	2.07082e-55	0.989268	0.0107321
Cell_1184	4.98766e-26	0.984344	0.0156563
Cell_1185	6.20217e-23	0.992181	0.0078187
Cell_1186	6.3279e-16	0.992451	0.00754926
Cell_1187	5.50312e-107	0.992448	0.00755181
Cell_1188	0.998153	0.00183262	1.39564e-05
Cell_1189	2.15596e-91	0.99245	0.00754972
Cell_1190	3.5026e-43	0.992449	0.00755091
Cell_1191	1.10264e-20	0.992235	0.00776528
Cell_1192	1.79029e-45	0.992447	0.00755273
Cell_1193	6.45452e-91	4.09904e-06	0.999996
Cell_1194	2.11749e-66	3.39703e-17	1
Cell_1195	1.88092e-34	0.992421	0.00757922
Cell_1196	1.70331e-49	0.992446	0.00755389
Cell_1197	6.97533e-87	0.992436	0.00756398
Cell_1198	1.31021e-24	0.992451	0.00754852
Cell_1199	5.59469e-54	0.99245	0.00755011
Cell_1200	4.52351e-79	0.9924	0.00759959
Cell_1201	3.2776e-16	0.992424	0.00757631
Cell_1202	3.41266e-95	0.992427	0.00757255
Cell_1203	1.40844e-40	0.992451	0.00754945
Cell_1204	3.74993e-71	0.992451	0.00754856
Cell_1205	7.94483e-28	0.990567	0.00943273
Cell_1206	3.75009e-40	0.99245	0.00755016
Cell_1207	2.41557e-22	0.992434	0.00756552
Cell_1208	1.27965e-24	0.992436	0.00756404
Cell_1209	1.08386e-33	0.985175	0.0148249
Cell_1210	2.53478e-86	0.992407	0.00759315
Cell_1211	8.47706e-37	0.992451	0.0075492
Cell_1212	1.71383e-58	3.00849e-06	0.999997
Cell_1213	1.65675e-78	0.992452	0.00754847
Cell_1214	1.21461e-60	0.992415	0.00758534
Cell_1215	1.97879e-21	0.992197	0.00780331
Cell_1216	1.5966e-53	0.982725	0.0172755
Cell_1217	0.999203	0.000791458	6.02577e-06
Cell_1218	1.23403e-35	0.00224454	0.997755
Cell_1219	7.86243e-42	0.99245	0.00755026
Cell_1220	1.01139e-88	0.992451	0.00754856
Cell_1221	2.49566e-47	0.99245	0.0075503
Cell_1222	6.75467e-31	0.991872	0.00812808
Cell_1223	1.55023e-51	1.61492e-07	1
Cell_1224	9.32812e-50	0.992451	0.00754916
Cell_1225	2.77611e-38	0.512002	0.487998
Cell_1226	1.50632e-43	0.00468194	0.995318
Cell_1227	1.98979e-34	1.14033e-16	1
Cell_1228	4.02471e-67	0.99235	0.00764997
Cell_1229	2.95842e-23	2.59325e-06	0.999997
Cell_1230	4.92438e-33	0.992452	0.00754844
Cell_1231	1.01316e-55	0.971705	0.0282946
Cell_1232	1.0804e-42	1.17214e-15	1
Cell_1233	2.72031e-38	0.992448	0.00755225
Cell_1234	1.39048e-16	1.2524e-07	1
Cell_1235	2.76173e-06	0.992422	0.00757551
Cell_1236	3.54656e-65	0.992341	0.00765907
Cell_1237	1.27494e-21	0.992439	0.00756118
Cell_1238	1.32894e-54	0.451733	0.548267
Cell_1239	2.73994e-85	1.90255e-10	1
Cell_1240	8.84363e-38	0.992405	0.0075948
Cell_1241	8.94679e-32	0.992346	0.00765401
Cell_1242	1.27065e-93	0.992446	0.00755447
Cell_1243	5.81967e-42	0.992435	0.00756452
Cell_1244	1.35096e-38	0.992451	0.00754873
Cell_1245	3.2277e-22	0.992444	0.00755606
Cell_1246	3.78943e-13	0.99245	0.00755035
Cell_1247	1.55489e-90	0.992448	0.00755237
Cell_1248	7.38653e-53	0.992389	0.00761137
Cell_1249	9.53291e-34	0.588373	0.411627
Cell_1250	1.6012e-25	0.992446	0.00755371
Cell_1251	0.701792	0.295952	0.0022561
Cell_1252	1.77813e-72	0.992452	0.00754837
Cell_1253	1.73971e-22	0.992437	0.00756315
Cell_1254	1.28337e-44	0.863828	0.136172
Cell_1255	3.20099e-06	0.375448	0.624549
Cell_1256	6.04953e-30	0.99137	0.00863016
Cell_1257	3.24122e-40	0.992451	0.00754866
Cell_1258	3.12e-71	0.992445	0.00755535
Cell_1259	3.50689e-26	0.992318	0.00768228
Cell_1260	1.20366e-19	0.992433	0.00756662
Cell_1261	1.93566e-08	0.992447	0.00755257
Cell_1262	1.2269e-27	0.992451	0.00754866
Cell_1263	3.31362e-84	1.22636e-06	0.999999
Cell_1264	6.83949e-35	0.992452	0.00754838
Cell_1265	2.23516e-23	0.992449	0.00755093
Cell_1266	3.68519e-55	0.732795	0.267205
Cell_1267	6.31363e-42	0.992436	0.00756395
Cell_1268	6.701e-71	0.992451	0.00754906
Cell_1269	6.90304e-39	0.992393	0.0076073
Cell_1270	1.14971e-85	0.992341	0.00765907
Cell_1271	2.56655e-28	0.99245	0.00754986
Cell_1272	1.59775e-29	0.992383	0.0076166
Cell_1273	1.42961e-16	0.0653455	0.934655
Cell_1274	3.83834e-111	0.992448	0.00755181
Cell_1275	6.68627e-62	0.99245	0.00754957
Cell_1276	3.97279e-41	0.988716	0.0112841
Cell_1277	4.72847e-30	1.42083e-08	1
Cell_1278	5.90178e-19	0.990567	0.00943273
Cell_1279	1.15569e-14	0.992452	0.00754847
Cell_1280	0.998173	0.00181276	1.37877e-05
Cell_1281	2.26154e-40	0.99244	0.00755965
Cell_1282	2.02579e-18	0.99137	0.00863016
Cell_1283	9.63148e-06	0.992432	0.00755875
Cell_1284	6.05417e-60	0.992452	0.00754846
Cell_1285	5.61249e-35	0.992442	0.007558
Cell_1286	1.96928e-51	0.992446	0.00755433
Cell_1287	6.00371e-39	0.992451	0.00754863
Cell_1288	3.68428e-32	0.99244	0.00756025
Cell_1289	7.25625e-18	0.991985	0.00801452
Cell_1290	4.8544e-71	0.992452	0.00754846
Cell_1291	6.46445e-33	0.000352497	0.999648
Cell_1292	7.03786e-42	0.991178	0.00882211
Cell_1293	3.61383e-39	0.992451	0.00754928
Cell_1294	1.33365e-65	2.86265e-11	1
Cell_1295	1.54645e-11	0.992442	0.0075584
Cell_1296	3.08926e-21	0.0001022	0.999898
Cell_1297	8.50606e-22	0.991671	0.00832916
Cell_1298	1.0008e-14	0.992452	0.00754844
Cell_1299	9.24756e-51	0.992449	0.00755081
Cell_1300	2.6804e-29	0.992434	0.00756606
Cell_1301	7.16578e-60	0.992447	0.00755262
Cell_1302	8.28713e-78	0.992275	0.00772481
Cell_1303	4.11758e-50	2.19546e-10	1
Cell_1304	9.5838e-43	0.992451	0.00754852
Cell_1305	2.20239e-43	0.992446	0.00755408
Cell_1306	3.98838e-48	0.992445	0.00755489
Cell_1307	5.12286e-49	0.992451	0.00754877
Cell_1308	4.66217e-49	4.87505e-16	1
Cell_1309	2.24472e-45	0.992445	0.00755482
Cell_1310	1.16605e-41	0.99245	0.00754972
Cell_1311	2.10404e-32	0.991939	0.00806102
Cell_1312	5.12592e-46	0.992441	0.00755927
Cell_1313	1.8709e-41	0.992451	0.00754944
Cell_1314	1.51587e-29	1.69314e-09	1
Cell_1315	1.86666e-24	0.990901	0.00909893
Cell_1316	3.22173e-63	0.816384	0.183616
Cell_1317	1.30775e-88	0.992449	0.00755078
Cell_1318	6.6088e-53	0.901678	0.098322
Cell_1319	4.13416e-46	0.992449	0.00755113
Cell_1320	0.985233	0.0146559	0.000111488
Cell_1321	7.03616e-32	0.992445	0.00755519
Cell_1322	1.65771e-41	0.992451	0.00754925
Cell_1323	7.24552e-35	7.03412e-16	1
Cell_1324	1.11361e-85	0.992451	0.00754913
Cell_1325	1.09196e-31	0.992411	0.00758945
Cell_1326	1.77351e-41	0.992441	0.00755882
Cell_1327	1.88128e-33	0.992451	0.00754863
Cell_1328	1.05538e-44	0.99137	0.00863016
Cell_1329	8.63279e-66	0.992452	0.00754837
Cell_1330	0.998655	0.0013344	1.01519e-05
Cell_1331	1.35458e-45	0.992451	0.00754877
Cell_1332	1.53895e-35	0.992442	0.00755762
Cell_1333	3.75069e-22	0.992383	0.0076166
Cell_1334	6.15093e-53	0.99245	0.0075501
Cell_1335	5.14698e-52	0.992443	0.00755726
Cell_1336	2.42603e-84	0.992451	0.0075485
Cell_1337	4.42879e-42	0.992372	0.00762792
Cell_1338	2.02023e-23	0.992415	0.00758534
Cell_1339	4.16009e-44	0.992447	0.00755265
Cell_1340	4.92758e-50	0.992447	0.00755265
Cell_1341	1.03511e-56	0.992451	0.00754892
Cell_1342	3.14127e-39	0.992451	0.00754855
Cell_1343	1.00079e-32	0.102544	0.897456
Cell_1344	8.14507e-40	0.00162357	0.998376
Cell_1345	0.999292	0.000702141	5.53528e-06
Cell_1346	0.950979	0.0486406	0.000380664
Cell_1347	1.48976e-18	0.989762	0.0102377
Cell_1348	9.20583e-26	0.992148	0.00785187
Cell_1349	0.997744	0.00223907	1.72304e-05
Cell_1350	4.04481e-77	0.992451	0.00754858
Cell_1351	1.68841e-38	0.992427	0.00757285
Cell_1352	1.77642e-55	0.992449	0.00755148
Cell_1353	3.79953e-31	0.992148	0.00785187
Cell_1354	3.78084e-39	0.992402	0.00759783
Cell_1355	4.21272e-50	0.992451	0.00754918
Cell_1356	2.15453e-34	7.50407e-08	1
Cell_1357	4.08487e-29	0.992419	0.0075811
Cell_1358	1.39633e-50	0.992451	0.00754903
Cell_1359	2.23083e-32	0.992148	0.00785187
Cell_1360	1.66601e-97	0.99245	0.00754989
Cell_1361	5.09481e-51	0.992451	0.00754859
Cell_1362	4.56427e-71	0.992447	0.00755345
Cell_1363	1.81749e-05	0.968888	0.0310938
Cell_1364	1.10061e-53	0.992442	0.0075584
Cell_1365	2.35676e-41	0.185008	0.814992
Cell_1366	1.13064e-40	0.992452	0.00754845
Cell_1367	4.61835e-47	0.992451	0.00754925
Cell_1368	2.11703e-19	0.992064	0.00793582
Cell_1369	5.806e-48	0.992449	0.00755055
Cell_1370	5.68562e-39	0.992444	0.00755628
Cell_1371	3.40485e-48	0.99245	0.00754952
Cell_1372	1.58646e-43	0.992451	0.00754869
Cell_1373	6.42011e-57	0.992452	0.0075484
Cell_1374	2.36528e-26	0.992428	0.00757168
Cell_1375	5.96084e-19	0.992451	0.00754893
Cell_1376	1.64381e-57	0.992292	0.00770824
Cell_1377	0.0008669	0.991528	0.00760513
Cell_1378	2.83021e-26	0.992433	0.00756731
Cell_1379	2.91177e-42	0.99245	0.00755042
Cell_1380	1.82831e-48	0.992333	0.00766737
Cell_1381	5.04623e-10	0.99245	0.00754981
Cell_1382	3.41213e-31	0.992441	0.00755906
Cell_1383	6.43517e-92	0.992449	0.00755078
Cell_1384	2.02611e-83	5.56046e-24	1
Cell_1385	9.30888e-46	0.907015	0.0929852
Cell_1386	1.81967e-22	0.991849	0.00815063
Cell_1387	7.13283e-17	0.990901	0.00909893
Cell_1388	2.03878e-103	0.992452	0.00754846
Cell_1389	4.0544e-78	0.992451	0.00754902
Cell_1390	5.7715e-10	0.968912	0.031088
Cell_1391	7.58719e-32	0.992451	0.00754913
Cell_1392	2.08783e-06	0.991779	0.00821895
Cell_1393	6.53917e-36	0.986329	0.0136711
Cell_1394	1.90996e-38	0.163426	0.836574
Cell_1395	0.997739	0.00224372	1.70668e-05
Cell_1396	7.44879e-42	0.992451	0.00754935
Cell_1397	6.95194e-91	0.992451	0.00754898
Cell_1398	7.51145e-56	0.9924	0.00759959
Cell_1399	4.07092e-35	0.000250526	0.999749
Cell_1400	2.6101e-10	0.992431	0.00756934
Cell_1401	5.66967e-19	0.992331	0.00766927
Cell_1402	6.45578e-16	0.992451	0.00754888
Cell_1403	0.999533	0.000460924	5.81721e-06
Cell_1404	3.06292e-24	2.06961e-15	1
Cell_1405	5.99804e-69	0.992451	0.00754857
Cell_1406	3.54671e-40	0.99245	0.00754996
Cell_1407	0.998878	0.00111328	8.51022e-06
Cell_1408	9.86897e-24	0.992451	0.00754911
Cell_1409	3.62232e-60	4.17155e-07	1
Cell_1410	2.68921e-60	0.992449	0.00755081
Cell_1411	6.22045e-34	0.992451	0.00754863
Cell_1412	3.03835e-72	0.000896977	0.999103
Cell_1413	1.3198e-25	0.992441	0.00755852
Cell_1414	1.96916e-56	8.5176e-21	1
Cell_1415	1.22253e-24	0.100641	0.899359
Cell_1416	2.14367e-59	0.0001022	0.999898
Cell_1417	2.84735e-20	0.992243	0.00775675
Cell_1418	3.54729e-40	0.992385	0.0076152
Cell_1419	2.9219e-40	0.992341	0.00765907
Cell_1420	0.00144471	0.990348	0.0082071
Cell_1421	1.71945e-41	0.99245	0.00755008
Cell_1422	0.957577	0.0421012	0.000321793
Cell_1423	1.73956e-15	0.99235	0.00764997
Cell_1424	1.65121e-35	0.989403	0.010597
Cell_1425	1.08162e-50	0.992451	0.00754867
Cell_1426	1.22777e-13	0.991948	0.0080525
Cell_1427	4.51588e-16	0.992451	0.00754869
Cell_1428	3.05268e-34	0.992449	0.00755059
Cell_1429	2.97477e-33	0.992235	0.00776528
Cell_1430	3.44271e-68	7.15612e-06	0.999993
Cell_1431	3.09638e-24	0.992451	0.00754933
Cell_1432	6.34285e-93	0.99245	0.00755014
Cell_1433	7.26938e-24	0.992451	0.00754869
Cell_1434	5.04653e-44	2.09607e-10	1
Cell_1435	4.05214e-38	0.992383	0.0076166
Cell_1436	1.66112e-28	0.99245	0.00755049
Cell_1437	1.71021e-42	0.992451	0.00754939
Cell_1438	5.7265e-17	0.992451	0.00754862
Cell_1439	0.998609	0.00138034	1.05296e-05
Cell_1440	8.46558e-17	0.99137	0.00863016
Cell_1441	8.3149e-83	0.99245	0.0075502
Cell_1442	2.14471e-44	0.992446	0.00755428
Cell_1443	2.14939e-52	0.992447	0.00755336
Cell_1444	4.5599e-21	0.984266	0.015734
Cell_1445	3.91566e-52	0.992448	0.00755153
Cell_1446	9.10485e-41	0.503662	0.496338
Cell_1447	4.26422e-34	0.992418	0.00758218
Cell_1448	0.000899308	0.991558	0.00754243
Cell_1449	1.05528e-66	0.99245	0.00754996
Cell_1450	5.11857e-54	0.992378	0.00762198
Cell_1451	0.99932	0.000675172	5.16038e-06
Cell_1452	3.34629e-36	0.000171291	0.999829
Cell_1453	0.998889	0.00110296	8.3894e-06
Cell_1454	2.96003e-43	0.985368	0.0146321
Cell_1455	2.23241e-25	0.988808	0.0111923
Cell_1456	1.18126e-85	0.992275	0.00772481
Cell_1457	1.85221e-26	0.99245	0.00755016
Cell_1458	5.01761e-32	0.992451	0.00754884
Cell_1459	1.08241e-40	0.992446	0.00755361
Cell_1460	3.19181e-23	0.992448	0.00755213
Cell_1461	6.71277e-38	0.992333	0.0076669
Cell_1462	3.41223e-24	0.992451	0.00754911
Cell_1463	8.52516e-06	0.992443	0.00754864
Cell_1464	1.37143e-50	0.992443	0.00755749
Cell_1465	2.91693e-41	2.1328e-14	1
Cell_1466	4.42414e-51	0.992366	0.00763427
Cell_1467	2.50535e-33	0.992452	0.00754837
Cell_1468	1.3866e-23	0.816384	0.183616
Cell_1469	1.83823e-09	0.159905	0.840095
Cell_1470	1.73819e-52	0.992197	0.00780331
Cell_1471	8.9099e-46	0.992437	0.00756324
Cell_1472	5.21651e-59	0.99245	0.00754958
Cell_1473	4.59933e-51	0.28776	0.71224
Cell_1474	0.566205	0.430501	0.00329387
Cell_1475	7.93093e-56	0.992435	0.00756489
Cell_1476	8.49012e-82	0.99245	0.00755002
Cell_1477	1.32255e-23	0.981231	0.0187689
Cell_1478	1.88455e-48	0.992444	0.00755628
Cell_1479	1.6875e-66	0.992229	0.00777095
Cell_1480	1.02169e-36	0.000153921	0.999846
Cell_1481	3.01111e-26	0.0060502	0.99395
Cell_1482	6.36693e-11	2.27822e-05	0.999977
Cell_1483	3.30182e-26	0.229403	0.770597
Cell_1484	3.65663e-41	2.43874e-10	1
Cell_1485	2.35891e-41	0.992306	0.00769363
Cell_1486	2.65117e-21	0.992449	0.00755072
Cell_1487	5.6012e-36	0.992452	0.00754848
Cell_1488	0.998317	0.00167006	1.27788e-05
Cell_1489	0.999106	0.000887227	6.77937e-06
Cell_1490	6.43815e-45	0.992452	0.00754848
Cell_1491	5.77202e-48	0.99245	0.00755042
Cell_1492	1.12821e-35	7.38123e-07	0.999999
Cell_1493	5.66571e-50	0.0128248	0.987175
Cell_1494	1.82532e-24	0.992256	0.00774369
Cell_1495	3.4977e-46	0.992451	0.00754895
Cell_1496	5.5847e-13	0.991781	0.00821897
Cell_1497	1.59789e-35	0.992415	0.00758487
Cell_1498	7.76722e-41	0.992432	0.00756829
Cell_1499	1.38656e-26	0.992445	0.00755494
Cell_1500	7.82761e-44	0.992451	0.00754921
Cell_1501	4.77334e-24	0.992275	0.00772481
Cell_1502	3.69402e-14	0.991872	0.00812808
Cell_1503	3.42946e-53	0.992417	0.00758314
Cell_1504	9.39975e-22	0.992148	0.00785187
Cell_1505	1.24308e-37	0.986635	0.0133654
Cell_1506	4.51252e-42	0.992407	0.00759315
Cell_1507	1.97519e-32	0.992451	0.00754851
Cell_1508	1.62695e-82	3.06266e-20	1
Cell_1509	2.25407e-38	0.889507	0.110493
Cell_1510	5.7406e-47	0.120254	0.879746
Cell_1511	2.99724e-54	0.992451	0.00754876
Cell_1512	2.29809e-05	0.992406	0.00757151
Cell_1513	4.06358e-71	0.992451	0.00754856
Cell_1514	2.7813e-75	4.64987e-36	1
Cell_1515	1.1776e-44	0.0227342	0.977266
Cell_1516	2.92048e-31	4.43414e-13	1
Cell_1517	0.998728	0.00126218	9.60088e-06
Cell_1518	6.23975e-46	0.992451	0.0075495
Cell_1519	4.78865e-61	0.99245	0.00754964
Cell_1520	1.79131e-85	0.992428	0.00757168
Cell_1521	1.81946e-42	0.992434	0.00756552
Cell_1522	7.59965e-13	0.992448	0.00755211
Cell_1523	7.0015e-40	8.46979e-16	1
Cell_1524	5.36545e-79	0.99235	0.00764997
Cell_1525	1.16756e-67	0.992292	0.00770824
Cell_1526	6.99507e-63	0.992419	0.00758094
Cell_1527	1.72589e-30	0.992412	0.00758773
Cell_1528	9.78764e-17	0.969309	0.0306908
Cell_1529	2.87361e-35	2.6756e-13	1
Cell_1530	2.18762e-23	0.99221	0.00779008
Cell_1531	2.25587e-55	0.992394	0.00760641
Cell_1532	1.63495e-72	2.57128e-25	1
Cell_1533	0.999197	0.000797093	6.06487e-06
Cell_1534	9.98367e-21	0.990135	0.00986482
Cell_1535	5.17297e-67	0.992451	0.00754861
Cell_1536	2.78034e-58	7.61914e-05	0.999924
Cell_1537	1.26736e-17	0.992401	0.00759889
Cell_1538	1.76596e-16	0.99245	0.00754979
Cell_1539	0.998264	0.00172278	1.31765e-05
Cell_1540	6.31453e-26	0.992452	0.00754846
Cell_1541	8.446e-21	0.992452	0.00754847
Cell_1542	1.73265e-42	0.992447	0.00755332
Cell_1543	1.89447e-29	0.992451	0.00754881
Cell_1544	2.22563e-27	0.987694	0.0123059
Cell_1545	1.86757e-26	0.992451	0.00754948
Cell_1546	1.38331e-66	9.55929e-09	1
Cell_1547	2.72983e-11	0.992445	0.00755519
Cell_1548	9.05982e-44	0.992451	0.00754879
Cell_1549	1.19502e-76	0.992445	0.00755544
Cell_1550	5.19688e-38	0.992451	0.00754868
Cell_1551	4.92527e-50	2.59514e-12	1
Cell_1552	5.35141e-34	0.992084	0.00791551
Cell_1553	2.74544e-66	0.992451	0.00754868
Cell_1554	7.79701e-12	0.992243	0.00775675
Cell_1555	0.997899	0.00208465	1.58698e-05
Cell_1556	1.60257e-24	0.992451	0.00754922
Cell_1557	1.22029e-39	0.992451	0.0075494
Cell_1558	1.0634e-58	0.992452	0.0075484
Cell_1559	0.998413	0.0015747	1.20006e-05
Cell_1560	2.86526e-20	0.992407	0.00759292
Cell_1561	1.40256e-46	0.992452	0.00754842
Cell_1562	7.84442e-18	0.992358	0.00764182
Cell_1563	3.59497e-32	0.992445	0.00755494
Cell_1564	3.43499e-31	0.992452	0.00754841
Cell_1565	0.944803	0.05473	0.000467182
Cell_1566	1.67546e-17	3.04058e-12	1
Cell_1567	1.65497e-40	0.992383	0.0076166
Cell_1568	3.84098e-36	0.00016818	0.999832
Cell_1569	7.35987e-75	0.992449	0.00755059
Cell_1570	1.47025e-09	0.992451	0.00754888
Cell_1571	2.53719e-50	0.992451	0.00754851
Cell_1572	1.16421e-34	0.991942	0.00805805
Cell_1573	5.54574e-66	0.99221	0.00779008
Cell_1574	1.75086e-22	0.992451	0.00754894
Cell_1575	1.16932e-29	0.992397	0.00760345
Cell_1576	0.967624	0.0321308	0.000245078
Cell_1577	1.40717e-44	2.10805e-26	1
Cell_1578	3.75042e-65	4.68167e-17	1
Cell_1579	0.998778	0.00121242	9.2216e-06
Cell_1580	1.33836e-62	0.99245	0.00754979
Cell_1581	6.88988e-24	0.992435	0.00756501
Cell_1582	7.33664e-25	0.992451	0.00754885
Cell_1583	9.36487e-42	0.99245	0.00755019
Cell_1584	4.866e-53	0.992451	0.00754887
Cell_1585	4.38442e-55	0.992451	0.00754867
Cell_1586	3.17507e-19	0.992372	0.00762792
Cell_1587	7.54335e-45	0.992451	0.00754869
Cell_1588	5.38864e-24	0.992451	0.00754886
Cell_1589	2.29924e-07	0.942835	0.0571647
Cell_1590	0.998292	0.00169501	1.29014e-05
Cell_1591	0.985493	0.0143975	0.000109534
Cell_1592	9.93847e-72	0.992451	0.00754882
Cell_1593	8.1083e-70	0.99245	0.0075497
Cell_1594	4.57512e-31	0.992397	0.00760327
Cell_1595	3.11092e-49	0.992448	0.0075516
Cell_1596	3.09259e-39	0.0265164	0.973484
Cell_1597	2.55952e-09	0.992449	0.00755112
Cell_1598	6.14362e-33	0.992449	0.00755143
Cell_1599	4.35863e-45	0.992451	0.00754944
Cell_1600	3.03594e-47	1.27846e-07	1
Cell_1601	1.0264e-09	0.992451	0.00754904
Cell_1602	1.35962e-54	0.932704	0.0672956
Cell_1603	5.09156e-12	0.992011	0.0079892
Cell_1604	1.25547e-33	2.12172e-18	1
Cell_1605	3.12584e-50	2.61195e-10	1
Cell_1606	5.70494e-38	5.19541e-06	0.999995
Cell_1607	1.18082e-50	0.992446	0.00755428
Cell_1608	6.3679e-28	0.992443	0.00755687
Cell_1609	1.30716e-37	3.74735e-13	1
Cell_1610	1.40873e-23	0.99245	0.00755044
Cell_1611	1.40599e-71	0.992451	0.00754937
Cell_1612	0.999678	0.00031965	2.47043e-06
Cell_1613	1.75716e-21	0.992064	0.00793582
Cell_1614	9.85491e-44	0.992451	0.00754857
Cell_1615	1.35643e-16	0.0729663	0.927034
Cell_1616	2.17612e-19	0.992449	0.00755143
Cell_1617	1.35959e-58	0.99245	0.00754983
Cell_1618	3.94077e-35	0.992451	0.00754891
Cell_1619	2.42329e-71	0.992434	0.00756639
Cell_1620	3.35264e-19	0.992447	0.0075534
Cell_1621	7.09674e-59	0.00999217	0.990008
Cell_1622	3.26676e-46	0.992308	0.00769221
Cell_1623	9.93078e-22	0.992447	0.0075532
Cell_1624	3.92048e-33	6.53638e-06	0.999993
Cell_1625	4.90789e-54	0.992452	0.00754846
Cell_1626	5.31448e-40	0.992439	0.0075611
Cell_1627	1.33006e-53	0.992449	0.00755113
Cell_1628	1.25434e-52	0.99245	0.00754975
Cell_1629	2.44008e-36	0.99244	0.00755975
Cell_1630	5.29295e-77	0.992451	0.00754863
Cell_1631	4.51094e-10	0.0248984	0.975102
Cell_1632	0.998328	0.00165905	1.26251e-05
Cell_1633	0.998054	0.0019315	1.46946e-05
Cell_1634	6.39597e-47	0.992451	0.0075487
Cell_1635	5.70487e-39	0.992299	0.00770096
Cell_1636	7.36343e-37	0.992319	0.00768072
Cell_1637	2.56052e-36	0.992448	0.00755162
Cell_1638	1.69556e-18	0.992419	0.0075811
Cell_1639	4.45348e-31	2.51207e-11	1
Cell_1640	2.88244e-44	0.992439	0.00756078
Cell_1641	1.02898e-22	0.992449	0.00755112
Cell_1642	2.18499e-38	0.992452	0.00754839
Cell_1643	6.84674e-68	0.99221	0.00779008
Cell_1644	7.05458e-41	0.992451	0.007549
Cell_1645	6.75956e-47	1.40943e-16	1
Cell_1646	1.27477e-34	0.992451	0.00754859
Cell_1647	4.79249e-31	0.843581	0.156419
Cell_1648	4.87962e-51	0.99245	0.00755
Cell_1649	1.1363e-40	0.263946	0.736054
Cell_1650	8.72645e-39	0.992451	0.00754868
Cell_1651	0.998873	0.00111892	8.51275e-06
Cell_1652	1.02735e-45	0.992447	0.00755305
Cell_1653	5.77491e-41	0.976614	0.0233862
Cell_1654	1.68593e-42	0.778545	0.221455
Cell_1655	1.43898e-57	0.992445	0.00755489
