cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_98	1.34152e-56	0.000540084	0.995893	6.1112e-05	1.91306e-05	0.00348646
Cell_99	4.10471e-44	0.445028	0.0118827	0.0092824	0.00291294	0.530894
Cell_100	1.0813e-49	8.00187e-07	7.69699e-08	0.999996	1.88685e-08	3.43887e-06
Cell_101	1.00943e-49	0.718807	0.0894548	0.00288122	0.0240854	0.164771
Cell_102	1.14913e-33	0.506157	0.00853202	0.102027	0.00209155	0.381192
Cell_103	0.000250737	0.255179	0.0159422	0.012456	0.00390807	0.712264
Cell_104	5.91679e-28	0.0954425	0.0281146	0.336203	0.00399122	0.536248
Cell_105	2.0785e-32	0.00625342	0.000205266	0.000160356	0.98421	0.00917088
Cell_106	2.70967e-46	0.425321	0.0123031	0.00968137	0.00301601	0.549679
Cell_107	0.998177	0.00134037	1.03403e-05	8.12856e-06	2.53488e-06	0.000461957
Cell_108	4.48842e-57	0.105478	0.0191529	0.0149618	0.00469516	0.855712
Cell_109	4.1429e-27	0.0166193	0.0518875	0.652181	0.00152486	0.277787
Cell_110	2.13871e-70	5.27398e-08	6.3905e-09	4.99355e-09	1	2.85513e-07
Cell_111	1.31013e-35	0.595963	0.00865095	0.00675789	0.0021207	0.386508
Cell_112	4.29344e-51	2.10582e-26	1	3.99638e-26	1.21493e-26	2.21425e-24
Cell_113	1.34655e-51	1.03896e-11	1	2.15447e-13	6.76106e-14	1.23223e-11
Cell_114	3.69399e-69	3.03648e-19	1	4.52233e-20	1.41854e-20	2.58533e-18
Cell_115	2.52013e-24	0.0137185	0.915724	0.0017798	0.00037677	0.0684009
Cell_116	7.44736e-46	1.84646e-15	2.10813e-17	1	5.16795e-18	9.4187e-16
Cell_117	8.5315e-24	0.237193	0.0163319	0.0127938	0.00400362	0.729677
Cell_118	4.70484e-31	0.31142	0.0144983	0.0113896	0.0149388	0.647754
Cell_119	7.6571e-51	7.58793e-09	4.26615e-10	3.31819e-10	1	1.89745e-08
Cell_120	3.50365e-67	1.5162e-05	8.72396e-07	0.999945	2.1386e-07	3.89769e-05
Cell_121	4.11478e-61	0.534937	0.00995757	0.00777994	0.00244101	0.444885
Cell_122	2.60296e-40	0.240305	0.016266	0.0127071	0.00398748	0.726734
Cell_123	1.72568e-14	0.487213	0.0109785	0.00863435	0.0026913	0.490483
Cell_124	2.31456e-18	0.210099	0.0169106	0.0133609	0.00414552	0.755484
Cell_125	3.56888e-25	0.287327	0.0152596	0.0119255	0.00374075	0.681748
Cell_126	1.44961e-33	0.0448882	0.020368	0.0199009	0.00499308	0.90985
Cell_127	1.39535e-31	3.78955e-05	0.999323	1.15577e-05	3.4425e-06	0.000624286
Cell_128	2.8425e-93	3.19437e-09	1	1.52445e-08	4.78101e-11	8.71361e-09
Cell_129	6.96785e-31	0.404778	0.0127444	0.00995729	0.00312418	0.569396
Cell_130	3.0538e-40	0.240144	0.0162692	0.0127239	0.00398825	0.726875
Cell_131	1.78927e-41	0.0140835	0.313646	0.010102	0.0844482	0.577721
Cell_132	3.53223e-87	0.790634	0.00448279	0.00350187	0.00109892	0.200282
Cell_133	1.73e-47	1.9302e-13	1	3.21683e-15	1.00927e-15	1.83944e-13
Cell_134	7.00617e-08	0.631773	0.00788895	0.00620012	0.00193406	0.352204
Cell_135	8.0991e-29	0.569849	0.00920313	0.00751389	0.00225606	0.411178
Cell_136	2.14351e-50	0.809845	0.00407147	0.00318069	0.000998085	0.181905
Cell_137	1.43501e-24	0.202065	0.00992783	0.342023	0.00243372	0.44355
Cell_138	1.48458e-26	0.141331	0.0126583	0.00988868	0.270575	0.565548
Cell_139	0.995931	0.00134099	5.8414e-05	4.56541e-05	1.43198e-05	0.00260953
Cell_140	3.54478e-42	0.364243	0.0136166	0.0106456	0.00333798	0.608156
Cell_141	1.87358e-45	0.0852978	0.00703348	0.591704	0.0017242	0.31424
Cell_142	9.94581e-27	0.621546	0.00810405	0.0063345	0.00198666	0.362028
Cell_143	1.97455e-43	0.463361	0.0114901	0.00897609	0.0028167	0.513356
Cell_144	5.09968e-32	0.477285	0.0111915	0.00876681	0.00274349	0.500013
Cell_145	1.16191e-30	0.564672	0.00916025	0.0146604	0.00224557	0.409262
Cell_146	7.40183e-113	0.43521	0.0120929	0.00944753	0.00296446	0.540286
Cell_147	2.77111e-25	0.582115	0.00894749	0.00699093	0.00219346	0.399753
Cell_148	6.79668e-62	6.29791e-17	5.746e-19	1	1.40858e-19	2.5672e-17
Cell_149	1.7701e-37	0.0622904	0.0200765	0.0157378	0.00492158	0.896974
Cell_150	1.06007e-29	0.201633	0.0170938	0.0133701	0.00419038	0.763713
Cell_151	3.03971e-37	0.106278	0.0191356	0.014953	0.00469092	0.854942
Cell_152	2.59571e-30	0.77096	0.0049042	0.00383219	0.00120222	0.219102
Cell_153	6.5842e-09	0.385079	0.0131665	0.0102892	0.00322766	0.588238
Cell_154	1.05529e-41	0.306317	0.0148533	0.0116239	0.0036412	0.663564
Cell_155	5.23467e-79	9.01636e-15	1	1.14732e-15	3.60001e-16	6.56118e-14
Cell_156	3.09122e-42	0.195438	0.0172253	0.0135239	0.00422263	0.769591
Cell_157	4.94001e-43	6.80186e-07	1.5117e-07	0.999992	3.70579e-08	6.75391e-06
Cell_158	0.995777	0.00303103	2.55163e-05	1.99553e-05	6.2551e-06	0.00114002
Cell_159	8.0855e-46	4.91442e-07	0.999984	2.60312e-07	8.16669e-08	1.48842e-05
Cell_160	5.00356e-47	3.04079e-13	1	2.32772e-14	7.02548e-15	1.27316e-12
Cell_161	3.38006e-45	9.93333e-08	5.30715e-09	4.1418e-09	1	2.36877e-07
Cell_162	3.71191e-57	0.601812	0.00852646	0.00666155	0.00209023	0.38091
Cell_163	0.996286	0.00217234	3.29947e-05	2.60234e-05	8.08837e-06	0.00147413
Cell_164	0.998364	0.00134009	6.32943e-06	4.94472e-06	1.5516e-06	0.000282785
Cell_165	1.93693e-44	0.00172785	0.991134	0.000122204	3.8284e-05	0.00697733
Cell_166	1.99012e-59	0.180833	0.0175381	0.0137643	0.0042993	0.783566
Cell_167	1.05821e-10	0.222594	0.0166586	0.0130245	0.00408408	0.743639
Cell_168	5.726e-47	0.055123	0.0202184	0.0164125	0.00495639	0.90329
Cell_169	5.92169e-30	0.252777	0.0159985	0.0125259	0.0039224	0.714776
Cell_170	0.996256	0.00133828	5.1242e-05	5.24333e-05	1.25616e-05	0.00228934
Cell_171	4.82781e-38	0.0683165	0.0199482	0.0156059	0.00489014	0.891239
Cell_172	4.71693e-74	1.55434e-11	2.2358e-12	1	5.48119e-13	9.98895e-11
Cell_173	4.26206e-42	0.349087	0.0139369	0.0108876	0.0034165	0.622672
Cell_174	5.66386e-79	1.02384e-35	1	5.18907e-37	1.62774e-37	2.96664e-35
Cell_175	8.37306e-37	0.686332	0.00671599	0.00524903	0.00164636	0.300057
Cell_176	3.81234e-53	0.159469	0.643702	0.00799286	0.00103046	0.187806
Cell_177	3.2101e-49	0.245932	0.0161305	0.0133416	0.00395428	0.720642
Cell_178	4.90004e-29	0.322347	0.0145094	0.0113353	0.00355685	0.648252
Cell_179	3.03766e-18	4.39927e-09	1	6.43627e-11	2.01711e-11	3.67606e-09
Cell_180	5.59186e-34	6.56027e-15	5.05896e-16	3.9516e-16	1	2.25991e-14
Cell_181	7.1619e-29	5.77276e-08	1	9.08684e-10	2.85151e-10	5.197e-08
Cell_182	1.73222e-53	0.616449	0.00821144	0.00650831	0.0020127	0.366818
Cell_183	5.86277e-36	0.449129	0.0374589	0.0089146	0.002753	0.501745
Cell_184	0.998213	0.00134007	9.56761e-06	7.47404e-06	2.34541e-06	0.000427459
Cell_185	7.41313e-21	0.539834	0.00985248	0.00772284	0.00241526	0.440176
Cell_186	2.90188e-21	0.606307	0.00843211	0.00658828	0.00206713	0.376606
Cell_187	2.81447e-58	4.0639e-34	5.05582e-35	1	1.23939e-35	2.25884e-33
Cell_188	2.85284e-72	1.77446e-43	2.73341e-44	2.13581e-44	1	1.22123e-42
Cell_189	1.13563e-24	0.115827	0.0189313	0.0147941	0.00464084	0.845807
Cell_190	8.19374e-77	1.6994e-29	1	1.64842e-30	4.9127e-31	8.95356e-29
Cell_191	4.72735e-44	2.432e-09	1	1.23926e-10	3.8887e-11	7.08733e-09
Cell_192	0.961871	0.0175266	0.000441041	0.000348454	0.000108117	0.0197048
Cell_193	0.998114	0.00134822	1.15199e-05	9.00201e-06	2.82401e-06	0.000514676
Cell_194	1.88787e-31	0.318819	0.0144749	0.016465	0.0035484	0.646692
Cell_195	8.13153e-46	3.69192e-06	6.71434e-05	0.999918	6.28645e-08	1.14573e-05
Cell_196	4.46962e-09	1.07726e-05	0.999935	1.00093e-06	8.18735e-07	5.25411e-05
Cell_197	4.18706e-34	0.603795	0.00848326	0.00662688	0.00207959	0.379015
Cell_198	1.30102e-55	1.84403e-07	6.29082e-09	2.34236e-08	1	2.81025e-07
Cell_199	2.3779e-18	0.0110085	0.0211744	0.016598	0.00519101	0.946028
Cell_200	1.81904e-57	3.99218e-33	1	2.09119e-34	6.56227e-35	1.19595e-32
Cell_201	9.41262e-23	0.543642	0.00977062	0.00766108	0.00239517	0.436531
Cell_202	3.62e-48	0.333338	0.0142744	0.0111529	0.00349926	0.637736
Cell_203	3.45658e-42	0.180204	0.0175529	0.013712	0.00430294	0.784228
Cell_204	3.28178e-67	4.36138e-17	5.57875e-19	1	1.36756e-19	2.49244e-17
Cell_205	1.20397e-52	2.00263e-05	3.08306e-05	0.999892	3.11597e-07	5.67884e-05
Cell_206	1.45781e-39	0.727546	0.00583351	0.00456125	0.00143003	0.260629
Cell_207	2.66257e-64	0.420496	0.0124079	0.00969267	0.0030417	0.554362
Cell_208	1.15505e-42	0.510153	0.0103396	0.015125	0.00253472	0.461847
Cell_209	1.03871e-21	0.388074	0.0131032	0.0102418	0.00321217	0.585368
Cell_210	1.02164e-14	0.107346	0.0190871	0.0164587	0.00467912	0.852429
Cell_211	3.46779e-40	0.17801	0.0175998	0.013752	0.00431444	0.786324
Cell_212	4.93862e-10	1.39969e-11	1	2.61423e-12	8.20369e-13	1.49516e-10
Cell_213	2.73986e-43	0.346428	0.029989	0.0106939	0.00341924	0.60947
Cell_214	1.82683e-28	3.91604e-14	1	6.62973e-15	2.06758e-15	3.76777e-13
Cell_215	3.11317e-31	2.87895e-05	0.999957	2.49789e-07	7.83866e-08	1.42863e-05
Cell_216	1.51631e-44	0.201544	0.253982	0.00826639	0.068384	0.467823
Cell_217	1.08256e-82	1.38227e-27	6.11963e-30	1	1.50018e-30	2.73413e-28
Cell_218	2.09798e-50	0.0377142	0.020604	0.0160967	0.00505083	0.920534
Cell_219	3.28891e-35	0.454181	0.0116867	0.00913348	0.00286486	0.522134
Cell_220	9.11739e-32	0.451477	0.0117443	0.00919073	0.00287901	0.524709
Cell_221	3.34779e-33	0.297171	0.0150483	0.0118089	0.00368896	0.672283
Cell_222	4.59185e-47	4.30404e-15	5.39899e-16	1	1.25592e-16	2.28897e-14
Cell_223	2.26498e-36	0.201406	0.0160782	0.0724679	0.00387477	0.706173
Cell_224	8.30871e-50	3.05714e-16	1	8.42551e-18	2.64403e-18	4.81884e-16
Cell_225	6.45746e-45	6.14738e-13	1.72975e-14	1	4.24032e-15	7.72817e-13
Cell_226	8.07643e-33	0.493273	0.0108497	0.00847855	0.00266003	0.484738
Cell_227	6.5721e-77	0.390486	0.0130515	0.0102433	0.00319898	0.58302
Cell_228	4.66104e-21	0.000246118	2.58149e-05	0.998644	5.9188e-06	0.00107818
Cell_229	3.5734e-53	0.122863	0.0186186	0.0221631	0.00456423	0.831791
Cell_230	2.03579e-27	1.13001e-06	0.999995	7.04006e-08	2.20449e-08	4.01732e-06
Cell_231	1.25929e-75	8.07582e-40	1	2.49956e-41	7.79355e-42	1.4199e-39
Cell_232	3.63506e-60	0.653427	0.00742052	0.00579999	0.00181907	0.331534
Cell_233	2.17998e-20	0.618695	0.00821982	0.00638734	0.00200104	0.364697
Cell_234	6.60344e-43	0.827872	0.00368495	0.00290389	0.000903332	0.164636
Cell_235	9.81173e-28	0.438175	0.0120349	0.00940652	0.0029504	0.537433
Cell_236	6.26994e-35	0.661453	0.00724869	0.00566457	0.00177774	0.323856
Cell_237	8.09177e-55	0.397266	0.0166118	0.010573	0.00318854	0.572361
Cell_238	2.22596e-27	0.000353336	0.993674	0.000508186	2.98398e-05	0.00543432
Cell_239	2.19351e-41	0.00187475	0.995918	3.79781e-05	1.18423e-05	0.00215758
Cell_240	1.12155e-64	7.95393e-07	1.88799e-08	0.999998	4.62824e-09	8.43518e-07
Cell_241	2.47322e-78	0.278055	0.0154578	0.0120775	0.00378934	0.69062
Cell_242	8.36098e-41	0.000547714	6.26188e-05	0.996584	1.5312e-05	0.00279058
Cell_243	1.46731e-41	9.75229e-09	1	2.60397e-10	8.14358e-11	1.48375e-08
Cell_244	4.77079e-15	0.0023535	0.0217227	0.018144	0.00536102	0.952419
Cell_245	4.01311e-22	0.265822	0.0157191	0.0123079	0.00385339	0.702298
Cell_246	1.4381e-10	0.618113	0.121487	0.00391606	0.03271	0.223774
Cell_247	8.57565e-45	0.518789	0.0103035	0.00805036	0.0025258	0.460331
Cell_248	0.998348	0.00134071	8.97868e-06	5.17776e-06	1.62221e-06	0.00029565
Cell_249	2.50435e-21	0.13223	0.018518	0.0170068	0.00605309	0.826192
Cell_250	1.01507e-33	0.648205	0.00753238	0.00588414	0.0018465	0.336532
Cell_251	4.26149e-41	0.818836	0.00387915	0.00303547	0.000950948	0.173298
Cell_252	1.69549e-50	0.442656	0.0119334	0.00932201	0.00292539	0.533163
Cell_253	5.84367e-53	9.10899e-26	1	3.15241e-27	9.81392e-28	1.78863e-25
Cell_254	1.88238e-100	0.481028	0.0111118	0.00868052	0.00272397	0.496455
Cell_255	1.34768e-56	0.433452	0.0121298	0.00950793	0.00297357	0.541937
Cell_256	5.20977e-36	0.799821	0.00428514	0.00334814	0.00109475	0.191451
Cell_257	5.1234e-71	5.50512e-46	1.4722e-47	1.16049e-47	1	6.5775e-46
Cell_258	1.37377e-33	0.41194	0.0125911	0.00984266	0.00308661	0.56254
Cell_259	7.52123e-65	0.251586	0.016019	0.0127803	0.00392693	0.715688
Cell_260	0.0374213	0.542153	0.00900208	0.00703972	0.00220669	0.402178
Cell_261	6.33028e-42	0.136255	0.0184932	0.0144841	0.00453341	0.826234
Cell_262	1.43896e-21	0.0961355	0.0193932	0.0154338	0.00475687	0.864281
Cell_263	1.23517e-19	0.0906606	0.0192244	0.0343902	0.00471732	0.851008
Cell_264	2.25854e-46	0.710624	0.00619629	0.00484082	0.00151898	0.27682
Cell_265	2.02239e-30	0.00088852	4.09758e-05	3.22557e-05	0.99721	0.00182874
Cell_266	4.59015e-28	0.191029	0.0170863	0.0243233	0.00418856	0.763373
Cell_267	2.12753e-41	0.113747	0.0159261	0.154881	0.00390415	0.711541
Cell_268	8.59426e-20	0.333213	0.0144247	0.0118413	0.00598597	0.634535
Cell_269	7.50075e-24	0.183364	0.0174839	0.0138408	0.00428608	0.781025
Cell_270	3.79151e-30	1.81816e-06	1.26406e-07	0.999992	3.09874e-08	5.64755e-06
Cell_271	6.84119e-19	0.00565827	0.000396619	0.976128	9.72281e-05	0.0177195
Cell_272	1.69554e-23	0.374452	0.013388	0.0104598	0.00368908	0.598011
Cell_273	4.69287e-60	6.96547e-09	1.276e-09	9.96788e-10	1	5.7009e-08
Cell_274	1.05139e-09	0.525943	0.010153	0.00803452	0.00248906	0.45338
Cell_275	2.80118e-31	0.549315	0.00969662	0.00832108	0.00237877	0.430288
Cell_276	0.996554	0.00134855	4.49089e-05	3.5088e-05	1.1009e-05	0.00200644
Cell_277	2.17869e-23	0.501408	0.0106755	0.00839932	0.00261703	0.4769
Cell_278	3.15721e-37	0.333688	0.0142667	0.0111545	0.00349736	0.637394
Cell_279	5.82029e-46	0.0395938	0.0200607	0.0393995	0.00491785	0.896028
Cell_280	3.03031e-29	0.060576	0.903171	0.000654165	0.00019426	0.0354047
Cell_281	4.40176e-57	0.0541261	0.020252	0.015874	0.00496462	0.904783
Cell_282	7.79657e-49	1.25405e-14	1	4.96114e-16	1.55686e-16	2.83744e-14
Cell_283	1.75418e-56	0.572307	0.00915746	0.00715409	0.00224487	0.409137
Cell_284	2.74604e-43	0.162492	0.0179322	0.0140083	0.00439593	0.801171
Cell_285	5.69186e-16	0.00209743	0.000250602	0.985828	0.000633171	0.0111913
Cell_286	4.75273e-45	0.00267278	0.994383	0.000376046	1.40138e-05	0.00255384
Cell_287	7.17155e-52	6.20819e-28	1	2.81718e-29	8.84068e-30	1.61116e-27
Cell_288	3.24201e-25	0.779162	0.00472841	0.00369579	0.00115913	0.211255
Cell_289	1.12877e-14	0.688408	0.006673	0.00523147	0.00163547	0.298052
Cell_290	4.06837e-53	0.131203	0.0051462	0.632467	0.00126156	0.229922
Cell_291	1.69128e-15	0.601356	0.00853529	0.00667946	0.00209235	0.381337
Cell_292	1.95786e-38	0.175172	0.0176552	0.0140562	0.00432802	0.788789
Cell_293	1.06291e-59	4.44547e-30	1.88879e-31	1	4.63022e-32	8.43877e-30
Cell_294	7.25706e-08	0.307872	0.0148972	0.0116019	0.00365403	0.661974
Cell_295	3.21551e-74	1.62066e-14	1.66591e-15	1.30141e-15	1	7.44295e-14
Cell_296	2.36424e-17	3.80658e-05	0.999912	8.56379e-07	2.68711e-07	4.89738e-05
Cell_297	5.25482e-35	7.34003e-05	4.98946e-06	6.49305e-05	0.999634	0.00022292
Cell_298	1.04413e-32	0.056428	0.785352	0.00424913	0.000840391	0.153131
Cell_299	4.06032e-57	8.41207e-23	1	1.66739e-24	5.23255e-25	9.53655e-23
Cell_300	6.56969e-49	0.227576	0.0165385	0.012922	0.00405442	0.738909
Cell_301	2.83153e-83	8.6481e-18	1.91135e-18	1	4.68152e-19	8.5281e-17
Cell_302	0.998056	0.00133961	1.2946e-05	1.01303e-05	3.17358e-06	0.000578398
Cell_303	1.30882e-36	0.565438	0.00930445	0.00728639	0.00228091	0.41569
Cell_304	1.05753e-12	0.0011826	0.994577	0.00107789	2.20023e-05	0.00314019
Cell_305	9.96592e-36	0.102377	0.0192189	0.0150308	0.00471134	0.858662
Cell_306	1.73219e-43	0.0918282	0.0194416	0.015376	0.00476595	0.868588
Cell_307	1.86382e-28	0.477857	0.0111689	0.00928549	0.00273801	0.498951
Cell_308	8.46058e-36	3.10261e-08	2.61594e-07	0.999988	6.41187e-08	1.16855e-05
Cell_309	9.34419e-44	8.80156e-09	1	1.2755e-09	3.97364e-10	7.24206e-08
Cell_310	1.5559e-68	0.00901575	0.000428775	0.000334968	0.971064	0.0191567
Cell_311	8.26206e-43	0.0103971	0.978245	0.00019448	6.09177e-05	0.0111025
Cell_312	5.82492e-16	0.014533	0.00324923	0.836268	0.000796528	0.145153
Cell_313	3.56403e-22	0.00436771	0.993403	3.80987e-05	1.19553e-05	0.0021789
Cell_314	9.57736e-70	0.364709	0.0136024	0.0106264	0.00333452	0.607728
