cell	Node 0	Node 1	Node 2	Node 3
Cell_79	1.42304e-53	6.10808e-19	1	1.68794e-12
Cell_80	1.39501e-66	2.7671e-48	3.69233e-45	1
Cell_81	9.24615e-20	8.81282e-20	1	1.64047e-07
Cell_82	6.35172e-60	3.81549e-16	3.07867e-09	1
Cell_83	3.40514e-42	2.50991e-28	1	2.04608e-16
Cell_84	9.87408e-11	7.83817e-12	1	4.83688e-08
Cell_85	2.62659e-13	2.86185e-11	0.972937	0.0270625
Cell_86	8.49836e-37	2.60243e-32	1	4.56229e-28
Cell_87	1.2213e-20	5.2459e-22	2.43459e-11	1
Cell_88	9.31414e-14	2.14912e-18	2.51648e-16	1
Cell_89	1.29156e-12	2.56163e-16	1.99604e-12	1
Cell_90	5.09463e-18	7.45672e-11	0.999464	0.000535518
Cell_91	4.97698e-41	1.63237e-34	1.71364e-31	1
Cell_92	5.01954e-41	3.22862e-26	5.03687e-24	1
Cell_93	1.57889e-57	6.86241e-31	5.14304e-23	1
Cell_94	1.99885e-29	3.05046e-17	1	3.74133e-15
Cell_95	1.37231e-25	2.83946e-25	3.83189e-16	1
Cell_96	1.41135e-25	7.52001e-24	9.53004e-12	1
Cell_97	7.16143e-47	2.21843e-35	9.51551e-25	1
Cell_98	1.25635e-56	1.31571e-15	1.17086e-12	1
Cell_99	1.72163e-41	5.7964e-31	4.90697e-25	1
Cell_100	6.24672e-42	1.45668e-19	1.84299e-08	1
Cell_101	2.79741e-50	0.00453199	0.465864	0.529604
Cell_102	4.91549e-26	7.66044e-17	0.999989	1.14307e-05
Cell_103	0.00016883	0.000106588	0.987268	0.0124562
Cell_104	1.62613e-24	1.21314e-21	1	6.10135e-15
Cell_105	1.04289e-24	5.83608e-16	0.999999	8.30838e-07
Cell_106	1.09607e-33	5.88418e-21	0.999954	4.59515e-05
Cell_107	0.996657	1.5152e-05	0.00155683	0.00177093
Cell_108	1.81794e-50	4.07187e-33	9.06441e-24	1
Cell_109	3.25485e-23	1.79061e-23	8.23107e-17	1
Cell_110	8.71917e-50	7.80553e-36	7.67093e-19	1
Cell_111	1.54629e-28	7.80525e-12	0.46994	0.53006
Cell_112	4.42501e-50	3.80301e-24	1	9.83842e-22
Cell_113	2.79329e-38	5.1572e-22	8.21647e-05	0.999918
Cell_114	9.33126e-56	1.64067e-31	1	7.88746e-15
Cell_115	1.11835e-18	9.4636e-16	0.999999	7.4041e-07
Cell_116	3.65844e-38	1.2073e-24	1.0943e-12	1
Cell_117	3.52254e-24	1.95707e-26	1	2.9508e-24
Cell_118	1.65968e-26	6.31301e-16	1	3.14725e-08
Cell_119	1.47168e-36	2.2892e-41	1	2.64109e-31
Cell_120	1.99338e-46	4.44533e-32	9.26096e-08	1
Cell_121	3.98295e-54	1.51875e-24	1	3.56809e-14
Cell_122	9.14092e-38	7.77569e-17	1	2.97225e-11
Cell_123	2.354e-12	7.34962e-13	1	2.2121e-07
Cell_124	1.6868e-12	5.63797e-12	0.996066	0.00393389
Cell_125	5.18079e-22	1.31438e-22	1	4.38926e-16
Cell_126	4.99144e-27	6.28668e-20	4.45418e-11	1
Cell_127	6.24909e-28	3.44949e-15	8.55493e-09	1
Cell_128	6.98139e-75	5.94968e-37	2.25147e-14	1
Cell_129	4.97357e-28	1.77872e-17	1	2.33061e-11
Cell_130	1.72914e-23	3.36906e-24	0.000207926	0.999792
Cell_131	7.35146e-41	0.000102023	0.0104818	0.989416
Cell_132	2.20977e-45	5.17136e-48	0.972392	0.0276083
Cell_133	6.01665e-38	9.7257e-20	0.999997	3.23289e-06
Cell_134	1.78842e-07	8.71174e-06	0.0678825	0.932109
Cell_135	5.3799e-23	5.51422e-16	9.4859e-07	0.999999
Cell_136	7.72127e-43	1.08954e-39	1.54628e-28	1
Cell_137	4.2183e-25	1.21674e-14	3.19351e-12	1
Cell_138	6.29676e-20	1.17422e-14	3.19376e-05	0.999968
Cell_139	0.996634	1.51428e-05	0.0015804	0.00177034
Cell_140	2.19518e-36	2.82502e-23	2.89138e-14	1
Cell_141	8.0029e-38	2.14817e-17	0.999998	1.72932e-06
Cell_142	6.40478e-23	1.30527e-11	0.0002371	0.999763
Cell_143	2.23021e-30	9.74806e-26	1	4.00483e-09
Cell_144	1.25086e-32	1.19596e-07	1.22985e-05	0.999988
Cell_145	1.15431e-20	9.42139e-15	0.467136	0.532864
Cell_146	3.62041e-97	7.04008e-67	1.21709e-47	1
Cell_147	1.54703e-25	6.88302e-19	1	5.75853e-16
Cell_148	3.9259e-61	2.71211e-25	3.60553e-20	1
Cell_149	4.90942e-33	1.30742e-27	1	1.03248e-20
Cell_150	4.75955e-20	4.62237e-14	0.745209	0.254791
Cell_151	1.15073e-26	3.13362e-31	1	5.72074e-18
Cell_152	2.20274e-31	3.39513e-36	3.48966e-34	1
Cell_153	1.35496e-08	8.54292e-11	1	2.52673e-07
Cell_154	8.97494e-31	1.77936e-34	1	3.55696e-20
Cell_155	9.67284e-50	7.75365e-35	0.979415	0.0205852
Cell_156	1.4385e-31	2.96846e-16	0.987595	0.0124053
Cell_157	3.78118e-37	7.09716e-13	0.00051518	0.999485
Cell_158	0.992455	3.41913e-05	0.00351498	0.0039962
Cell_159	2.91694e-29	1.42717e-23	0.000154863	0.999845
Cell_160	5.86488e-43	1.1391e-21	1	2.90931e-14
Cell_161	3.93448e-33	1.6241e-30	8.60057e-22	1
Cell_162	1.73129e-41	2.86744e-24	0.999963	3.65204e-05
Cell_163	0.994501	2.42905e-05	0.00263445	0.00284014
Cell_164	0.996659	1.51427e-05	0.00155597	0.00176956
Cell_165	1.34118e-42	4.54261e-14	1	7.02682e-09
Cell_166	1.28973e-59	6.34089e-11	6.55999e-09	1
Cell_167	2.70657e-09	4.19677e-09	0.000106633	0.999893
Cell_168	3.09399e-34	1.45029e-25	1.96272e-10	1
Cell_169	1.71453e-25	5.26428e-11	0.998249	0.00175126
Cell_170	0.996613	1.53122e-05	0.00157349	0.00179803
Cell_171	5.48583e-28	2.00877e-30	1	1.2355e-17
Cell_172	8.48152e-61	1.04305e-19	0.997246	0.00275438
Cell_173	2.17932e-32	4.63941e-32	3.75745e-19	1
Cell_174	5.81117e-77	1.32139e-18	4.24331e-13	1
Cell_175	1.8327e-24	8.41588e-19	0.99423	0.00576963
Cell_176	8.42782e-34	2.3072e-25	0.0314072	0.968593
Cell_177	3.36371e-43	2.72801e-39	5.72041e-30	1
Cell_178	4.80235e-22	1.43415e-22	1	2.05569e-12
Cell_179	2.22284e-18	1.84592e-14	1	1.3547e-10
Cell_180	1.16679e-14	1.96034e-10	0.141883	0.858117
Cell_181	2.42347e-29	3.49254e-14	1.04609e-10	1
Cell_182	1.10474e-49	3.64941e-38	1	6.64321e-31
Cell_183	2.35459e-31	3.50104e-14	3.16781e-06	0.999997
Cell_184	0.996659	1.51463e-05	0.00155551	0.00176998
Cell_185	1.00098e-12	5.16774e-13	0.781188	0.218812
Cell_186	1.73048e-15	2.22598e-19	1	3.65175e-10
Cell_187	3.23749e-48	2.92097e-14	0.72529	0.27471
Cell_188	1.18986e-25	4.0991e-30	2.46041e-22	1
Cell_189	3.15249e-14	1.28587e-14	0.749815	0.250185
Cell_190	2.77178e-76	2.93443e-30	1.59925e-26	1
Cell_191	2.76852e-43	7.19321e-13	1	1.27077e-08
Cell_192	0.952694	0.000188945	0.0196988	0.0274181
Cell_193	0.996611	1.51516e-05	0.00160222	0.00177122
Cell_194	2.14893e-30	1.45444e-29	2.68812e-25	1
Cell_195	1.60474e-39	2.59758e-15	0.999802	0.000197778
Cell_196	1.35156e-09	3.8914e-07	5.37216e-05	0.999946
Cell_197	4.36586e-28	7.3852e-17	1	2.10959e-07
Cell_198	1.09841e-33	3.9423e-27	3.16524e-08	1
Cell_199	4.69503e-16	1.68385e-14	1	1.55338e-10
Cell_200	6.08775e-52	1.21593e-11	0.987507	0.0124933
Cell_201	1.16709e-20	1.28229e-10	3.91693e-05	0.999961
Cell_202	4.0074e-35	9.94885e-40	1.96406e-23	1
Cell_203	6.60726e-26	1.9806e-22	0.996895	0.00310508
Cell_204	1.21037e-57	7.30208e-24	1	4.43546e-10
Cell_205	1.47109e-39	2.05217e-32	1.67363e-15	1
Cell_206	4.61918e-27	6.76112e-18	0.0765855	0.923414
Cell_207	3.58157e-37	1.89242e-35	4.87394e-05	0.999951
Cell_208	4.97691e-30	4.1099e-19	0.995753	0.00424691
Cell_209	4.45438e-22	1.94139e-17	1	2.27584e-15
Cell_210	7.93391e-10	3.45734e-09	0.155419	0.844581
Cell_211	2.11417e-36	3.28821e-23	1.61898e-16	1
Cell_212	5.60991e-10	0.000912454	0.89244	0.106647
Cell_213	1.62359e-30	1.81776e-22	1.7845e-06	0.999998
Cell_214	1.45661e-28	4.46394e-08	0.999995	5.22779e-06
Cell_215	1.86407e-32	4.84129e-27	1	2.23243e-24
Cell_216	8.6352e-30	4.98252e-25	9.08078e-07	0.999999
Cell_217	5.0067e-59	2.56871e-31	0.00568466	0.994315
Cell_218	5.12838e-49	1.1564e-09	4.34171e-06	0.999996
Cell_219	1.63163e-23	1.94551e-23	1.98895e-08	1
Cell_220	5.87406e-30	1.47891e-10	0.999981	1.94252e-05
Cell_221	3.38543e-33	2.25534e-15	1	1.63701e-12
Cell_222	4.60032e-38	8.33416e-25	1.48125e-12	1
Cell_223	8.62053e-27	3.83198e-15	0.0159478	0.984052
Cell_224	2.02422e-45	6.83369e-13	9.62121e-05	0.999904
Cell_225	7.52027e-38	8.2603e-13	0.921875	0.078125
Cell_226	6.1806e-20	2.63272e-23	4.50917e-07	1
Cell_227	1.61184e-52	1.65165e-47	1.33424e-19	1
Cell_228	3.73461e-18	6.14675e-13	1.06028e-06	0.999999
Cell_229	3.90764e-41	5.23432e-33	3.28428e-18	1
Cell_230	5.28462e-28	9.19196e-13	2.1763e-10	1
Cell_231	3.38351e-69	1.58857e-26	1	7.21522e-17
Cell_232	2.83756e-56	5.70175e-61	2.36194e-53	1
Cell_233	1.40527e-20	0.00450553	0.467508	0.527987
Cell_234	7.19209e-42	4.8034e-25	1.94516e-20	1
Cell_235	6.62969e-19	1.31438e-22	1	3.11724e-10
Cell_236	1.32501e-22	3.83094e-17	0.416157	0.583843
Cell_237	1.04511e-35	1.7983e-28	0.999996	4.251e-06
Cell_238	1.74347e-27	1.77549e-17	1.89341e-15	1
Cell_239	2.24469e-24	3.36374e-26	8.54381e-05	0.999915
Cell_240	1.94785e-41	1.1069e-30	0.998291	0.00170928
Cell_241	1.39354e-69	3.84802e-45	4.89583e-33	1
Cell_242	1.3755e-32	1.74317e-22	5.28703e-11	1
Cell_243	1.35318e-42	3.33396e-20	4.12818e-18	1
Cell_244	3.47314e-12	5.33967e-17	4.16071e-13	1
Cell_245	7.16506e-21	4.40048e-22	9.28811e-18	1
Cell_246	2.48454e-10	9.07251e-15	1	8.79851e-11
Cell_247	2.27093e-37	4.41794e-17	2.75384e-06	0.999997
Cell_248	0.996601	1.53878e-05	0.0015811	0.00180209
Cell_249	1.41061e-18	2.43293e-09	0.999173	0.000826634
Cell_250	1.47955e-17	2.24796e-22	0.00973122	0.990269
Cell_251	1.41819e-39	4.62844e-30	6.34882e-25	1
Cell_252	5.68457e-43	1.35919e-14	0.000916075	0.999084
Cell_253	6.75342e-51	1.30632e-10	6.99973e-05	0.99993
Cell_254	3.23013e-81	2.32211e-67	1.55666e-44	1
Cell_255	6.93979e-57	1.12643e-55	1.55961e-52	1
Cell_256	1.21174e-29	8.0879e-32	1	6.83598e-22
Cell_257	1.90454e-17	2.97398e-22	1	6.74413e-10
Cell_258	1.82856e-27	1.32945e-16	3.30749e-07	1
Cell_259	1.20215e-60	3.22848e-35	1.05761e-27	1
Cell_260	0.0268995	0.0044118	0.45307	0.515619
Cell_261	7.66052e-21	1.91748e-25	0.611921	0.388079
Cell_262	1.65111e-19	2.87019e-17	1	1.42545e-12
Cell_263	3.72133e-16	4.36012e-11	5.66129e-05	0.999943
Cell_264	8.87643e-31	5.36401e-25	0.999993	6.79726e-06
Cell_265	1.23072e-22	8.38791e-22	2.06601e-13	1
Cell_266	1.1987e-27	9.80236e-05	0.763807	0.236095
Cell_267	2.10002e-38	6.92789e-27	4.99179e-21	1
Cell_268	4.30498e-20	5.79687e-07	0.999929	7.05345e-05
Cell_269	1.31559e-15	8.3003e-13	0.141084	0.858916
Cell_270	7.15084e-23	2.91908e-17	0.999998	1.66819e-06
Cell_271	6.23436e-14	4.05393e-14	0.999989	1.09306e-05
Cell_272	4.80436e-20	1.25473e-19	1	6.03968e-13
Cell_273	3.8015e-44	9.92208e-31	2.54022e-19	1
Cell_274	8.00137e-10	0.00453299	0.465664	0.529803
Cell_275	3.95318e-26	1.57179e-16	7.31646e-08	1
Cell_276	0.99663	1.52599e-05	0.00157076	0.00178364
Cell_277	7.39878e-17	6.90229e-16	5.33403e-06	0.999995
Cell_278	1.10745e-37	3.12817e-22	3.21347e-20	1
Cell_279	2.76884e-45	1.67188e-17	7.91167e-15	1
Cell_280	1.07302e-21	2.47003e-14	0.987272	0.0127278
Cell_281	3.35987e-47	9.85423e-42	1	3.14249e-29
Cell_282	7.53375e-47	1.18892e-22	4.61964e-17	1
Cell_283	1.30459e-41	1.22657e-20	0.0242763	0.975724
Cell_284	1.90503e-25	4.86071e-22	0.537324	0.462676
Cell_285	3.08642e-13	4.82168e-10	0.000457072	0.999543
Cell_286	9.7596e-38	5.74429e-24	1.42083e-12	1
Cell_287	2.07087e-52	0.00103772	0.370344	0.628618
Cell_288	2.89308e-23	5.68401e-21	1.79075e-15	1
Cell_289	1.95922e-15	1.05699e-15	1.20359e-13	1
Cell_290	1.02633e-45	4.19554e-19	4.20251e-08	1
Cell_291	1.3666e-14	2.82324e-11	0.999999	6.0446e-07
Cell_292	2.87393e-24	1.26674e-28	1	2.62826e-11
Cell_293	1.21223e-60	9.02323e-32	1.24568e-29	1
Cell_294	3.93109e-08	1.31234e-08	0.999998	1.5623e-06
Cell_295	3.06157e-41	3.92569e-35	2.74942e-12	1
Cell_296	2.58477e-18	5.1031e-12	1	6.94399e-10
Cell_297	9.20294e-23	1.76511e-13	0.797625	0.202375
Cell_298	1.98665e-23	3.89495e-17	0.999767	0.000232901
Cell_299	7.97328e-46	6.27682e-17	0.111451	0.888549
Cell_300	1.98783e-37	3.77332e-22	1.17889e-07	1
Cell_301	4.59434e-69	1.51455e-50	7.25951e-33	1
Cell_302	0.996659	1.51435e-05	0.00155526	0.00177024
Cell_303	4.2984e-30	2.057e-21	1.7333e-11	1
Cell_304	4.3326e-12	9.85444e-10	2.26943e-05	0.999977
Cell_305	3.61188e-22	5.50646e-27	1	9.3993e-11
Cell_306	1.46221e-32	4.47725e-28	2.81376e-14	1
Cell_307	1.58947e-24	1.48668e-24	1	2.7937e-17
Cell_308	4.96025e-28	9.52417e-17	1	1.40735e-07
Cell_309	3.0922e-31	2.93904e-25	1	1.07718e-09
Cell_310	4.29431e-50	2.57519e-45	1	4.31715e-25
Cell_311	4.52943e-41	2.12067e-30	9.75209e-25	1
Cell_312	3.87419e-16	1.52615e-14	2.10688e-12	1
Cell_313	6.43751e-20	3.91755e-14	1.2846e-07	1
Cell_314	5.62356e-42	5.00161e-37	4.87197e-06	0.999995
Cell_315	4.93345e-32	3.8517e-21	1	4.51013e-19
Cell_316	4.81791e-43	7.2636e-24	1	1.53517e-15
Cell_317	8.54782e-20	3.69377e-09	4.49282e-07	1
Cell_318	7.90042e-28	3.89942e-17	5.47375e-12	1
Cell_319	2.22135e-41	1.51694e-09	1	1.79251e-07
Cell_320	2.71023e-54	6.90577e-17	1	4.18314e-11
Cell_321	2.15304e-110	4.80725e-37	2.81347e-28	1
Cell_322	3.36031e-44	3.90214e-16	2.5232e-07	1
Cell_323	1.19874e-43	5.81625e-21	1.30409e-11	1
Cell_324	6.5434e-68	7.34394e-29	1	4.22976e-17
Cell_325	7.67886e-18	0.00139616	0.144685	0.853919
Cell_326	0.99666	1.51428e-05	0.00155513	0.00176959
Cell_327	1.76416e-17	1.12601e-13	7.34804e-06	0.999993
Cell_328	1.27069e-104	8.84851e-68	5.48126e-48	1
Cell_329	1.63426e-15	8.17853e-13	0.999979	2.06991e-05
Cell_330	1.08273e-30	1.57116e-12	5.01494e-05	0.99995
Cell_331	1.10696e-38	1.13069e-16	1	2.02764e-07
Cell_332	5.60393e-17	3.5646e-21	1	2.56694e-11
Cell_333	1.67487e-10	1.82337e-10	2.51719e-08	1
Cell_334	2.07295e-33	1.22641e-20	1	1.17804e-10
Cell_335	4.99095e-39	1.08654e-38	1.1571e-15	1
Cell_336	7.19704e-31	1.0939e-35	1	2.55424e-12
Cell_337	4.11927e-40	1.37736e-18	0.992959	0.00704146
Cell_338	3.92085e-58	6.76994e-51	7.11505e-49	1
Cell_339	4.19145e-19	1.04434e-12	0.995915	0.004085
Cell_340	8.00689e-71	1.21382e-48	1.24696e-26	1
Cell_341	3.85043e-14	9.10306e-15	2.31293e-10	1
Cell_342	8.77788e-24	8.70038e-12	0.994036	0.00596361
Cell_343	0.995377	1.70214e-05	0.00261105	0.00199447
Cell_344	6.85325e-49	2.30988e-29	1	1.47494e-12
Cell_345	3.86918e-42	8.00387e-16	1.74373e-12	1
Cell_346	0.996658	1.51426e-05	0.00155712	0.00176954
Cell_347	3.39772e-16	4.05398e-14	1	2.10932e-10
Cell_348	1.64317e-36	9.80971e-23	0.999996	4.08991e-06
Cell_349	3.44598e-05	6.71301e-06	0.00110698	0.998852
Cell_350	1.2719e-12	4.23923e-16	1	3.66587e-07
Cell_351	7.91727e-33	1.04147e-10	0.000759568	0.99924
Cell_352	2.41964e-38	2.16497e-39	6.52002e-24	1
Cell_353	3.25618e-44	1.92444e-27	2.25339e-25	1
Cell_354	0.996649	1.51821e-05	0.00156116	0.0017743
Cell_355	9.99913e-24	4.32693e-28	1	1.4985e-14
Cell_356	0.996555	1.56126e-05	0.00160494	0.00182474
Cell_357	3.92126e-21	5.69383e-16	1	5.52187e-12
Cell_358	5.97282e-32	7.01567e-15	1	6.62984e-09
Cell_359	3.42178e-45	8.04498e-26	8.68991e-06	0.999991
Cell_360	3.42704e-22	2.77675e-06	0.00397411	0.996023
Cell_361	6.84149e-31	3.46559e-23	1	2.07289e-15
Cell_362	9.42556e-84	6.07895e-73	7.65088e-62	1
Cell_363	1.48529e-60	2.37622e-12	0.999566	0.000434312
Cell_364	5.48324e-24	4.25917e-19	0.999869	0.00013085
Cell_365	1.82806e-24	6.25175e-20	0.00033238	0.999668
Cell_366	0.996582	1.5198e-05	0.00162679	0.00177607
Cell_367	5.73524e-55	1.68473e-44	7.61698e-17	1
Cell_368	1.24509e-22	7.33643e-17	1	6.9777e-11
Cell_369	0.996648	1.5193e-05	0.00156112	0.00177559
Cell_370	8.59732e-05	1.33704e-09	0.999913	1.12336e-06
Cell_371	3.70405e-22	2.67237e-24	1.77473e-18	1
Cell_372	1.10172e-11	1.69352e-16	0.999862	0.000137891
Cell_373	1.3068e-47	2.52222e-34	1.57933e-25	1
Cell_374	9.34526e-21	2.29053e-18	1	4.67576e-12
Cell_375	2.63364e-25	5.04811e-24	0.950569	0.0494311
Cell_376	2.86166e-22	4.24047e-16	1	4.22963e-10
Cell_377	8.14993e-35	3.97811e-18	0.000611133	0.999389
Cell_378	3.67956e-37	3.8879e-33	2.39015e-09	1
Cell_379	1.97183e-23	2.92542e-16	0.999998	1.61161e-06
Cell_380	2.98429e-24	3.53762e-12	0.761823	0.238177
Cell_381	8.55403e-51	1.30003e-55	1	1.78058e-46
Cell_382	8.49457e-11	5.55054e-09	0.999737	0.000263387
Cell_383	5.8287e-39	1.43733e-28	2.69355e-19	1
Cell_384	2.92963e-41	1.43733e-28	1.43316e-11	1
Cell_385	4.31274e-51	3.3561e-17	0.999716	0.000283606
Cell_386	1.72009e-20	4.98e-22	0.00128158	0.998718
Cell_387	1.68189e-24	2.945e-22	1	6.3374e-16
Cell_388	3.56758e-24	2.03853e-20	0.999942	5.75622e-05
Cell_389	6.85792e-17	1.42799e-06	0.999471	0.000527728
Cell_390	1.83191e-16	1.87259e-10	0.234583	0.765417
Cell_391	2.45775e-43	2.57922e-11	1	3.01431e-09
Cell_392	2.26308e-23	1.44469e-08	0.19525	0.80475
Cell_393	3.42472e-91	5.19703e-65	8.43275e-61	1
Cell_394	2.09463e-33	2.83831e-20	3.32984e-13	1
Cell_395	2.34976e-16	3.80417e-13	0.999998	2.37e-06
Cell_396	1.09587e-29	4.94365e-16	0.0014245	0.998576
Cell_397	4.2524e-24	4.82701e-27	1	1.65969e-16
Cell_398	0.996647	1.51594e-05	0.00156616	0.0017721
Cell_399	4.38157e-27	1.35065e-22	1	2.0127e-15
Cell_400	1.35034e-28	1.12864e-22	7.32365e-10	1
Cell_401	2.47479e-57	1.89504e-36	2.56135e-24	1
Cell_402	1.11536e-21	3.613e-21	0.00192497	0.998075
Cell_403	1.27788e-28	5.9303e-08	6.10799e-06	0.999994
Cell_404	2.20401e-45	3.51629e-43	1	2.14713e-35
Cell_405	2.15867e-23	6.58818e-17	0.00010966	0.99989
Cell_406	1.61779e-29	1.36694e-22	5.70746e-13	1
Cell_407	6.58235e-17	4.7662e-13	3.45928e-05	0.999965
Cell_408	6.86225e-45	2.36285e-15	0.997145	0.00285502
Cell_409	0.996628	1.51952e-05	0.00157336	0.00178339
Cell_410	6.18487e-51	6.14895e-48	1	5.92033e-39
Cell_411	0.0129397	2.56543e-06	0.00026476	0.986793
Cell_412	2.03701e-54	1.00923e-18	2.25849e-13	1
Cell_413	3.37866e-39	1.60647e-30	1	5.21323e-20
Cell_414	0.99666	1.51428e-05	0.00155509	0.00176967
Cell_415	2.43373e-89	1.84058e-72	1	4.70022e-17
Cell_416	8.06919e-44	5.02399e-18	1	2.17438e-13
Cell_417	1.78536e-43	4.68456e-47	2.03459e-40	1
Cell_418	1.41921e-08	1.56803e-11	1	1.83345e-09
Cell_419	9.65283e-30	2.24909e-22	2.84047e-11	1
Cell_420	3.18641e-42	4.84536e-47	1	5.70273e-45
Cell_421	2.38497e-55	3.74964e-22	1.02269e-11	1
Cell_422	5.37341e-32	2.88292e-22	4.24415e-05	0.999958
Cell_423	6.9083e-36	8.33919e-37	5.1446e-26	1
Cell_424	6.98151e-44	1.27687e-28	1	1.66219e-07
Cell_425	3.45714e-20	5.20113e-21	9.98184e-15	1
Cell_426	1.732e-19	1.48281e-14	0.998545	0.0014547
Cell_427	5.98496e-14	2.06472e-18	1	2.00236e-14
Cell_428	1.06341e-21	1.51744e-23	1	4.34428e-08
Cell_429	3.56157e-27	3.2093e-13	0.979574	0.0204261
