cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6
Cell_728	0.00389534	0.0621369	0.0168658	4.8152e-05	0.020034	0.00491174	0.892108
Cell_729	0.9845	0.00139836	3.61135e-05	0.0119513	4.61954e-05	1.13256e-05	0.00205716
Cell_730	4.88319e-33	3.01692e-07	0.999999	1.39428e-14	1.84642e-08	4.52681e-09	8.22235e-07
Cell_731	1.20182e-21	0.583787	0.0484858	8.95554e-18	0.00803366	0.00196961	0.357724
Cell_732	1.3274e-37	0.152344	0.0164967	1.55428e-25	0.149175	0.00374246	0.678242
Cell_733	7.13618e-41	0.0632679	0.0156299	2.90835e-21	0.0260425	0.00490706	0.890153
Cell_734	5.1973e-40	0.428777	0.0095886	4.16768e-35	0.0122694	0.00300794	0.546357
Cell_735	1.46381e-62	2.22516e-10	1.38833e-11	1.56472e-30	1.77662e-11	1	7.91154e-10
Cell_736	0.986279	0.00120568	6.84004e-06	0.0121116	8.6802e-06	2.12859e-06	0.000385717
Cell_737	8.14797e-68	0.719891	0.00475286	8.86294e-46	0.00601524	0.00147474	0.267866
Cell_738	9.84266e-45	0.0737302	0.163079	5.03633e-34	0.26816	0.00271044	0.492321
Cell_739	5.84802e-57	2.49229e-39	9.66545e-41	6.11656e-54	1	3.03052e-41	5.50431e-39
Cell_740	3.19508e-77	0.35658	0.0108008	2.10126e-67	0.0138196	0.00338812	0.615412
Cell_741	2.1868e-34	0.448617	0.0103151	6.19385e-36	0.0118203	0.00289797	0.526349
Cell_742	3.51304e-80	3.68953e-18	1.70184e-19	1.02246e-31	1	5.33841e-20	9.69661e-18
Cell_743	4.81596e-46	4.80103e-06	2.01675e-07	2.90303e-28	2.58083e-07	0.999983	1.14929e-05
Cell_744	1.84171e-49	0.43685	0.0094556	5.98998e-39	0.0120955	0.00296541	0.538633
Cell_745	4.85193e-24	0.282997	0.0121093	2.30433e-16	0.0153994	0.00377546	0.685718
Cell_746	2.85918e-36	0.15351	0.014213	5.9791e-19	0.0181814	0.00445743	0.809639
Cell_747	3.41101e-32	0.233739	0.0128931	1.96609e-31	0.0164583	0.00403505	0.732875
Cell_748	2.52385e-30	0.705684	0.00680049	9.64913e-19	0.00636031	0.00156149	0.279594
Cell_749	3.85907e-08	0.149294	0.0142793	4.68477e-10	0.0182719	0.00447968	0.813675
Cell_750	3.47015e-13	0.717891	0.004735	4.21974e-15	0.00606025	0.00148553	0.269828
Cell_751	2.08123e-55	0.312716	0.011535	7.76782e-42	0.0147618	0.00361911	0.657368
Cell_752	6.65463e-18	0.167757	0.0146109	1.62809e-10	0.0207536	0.00516626	0.791712
Cell_753	1.37337e-41	0.527704	0.00838475	1.99489e-30	0.0101448	0.00248723	0.451279
Cell_754	1.74499e-29	0.605418	0.00662326	4.69532e-24	0.00847538	0.0020779	0.377406
Cell_755	4.11284e-50	0.645859	0.00599827	1.01171e-07	0.00760522	0.00186495	0.338672
Cell_756	4.84778e-31	0.275804	0.0160203	3.23983e-20	0.019429	0.00377109	0.684975
Cell_757	0.943657	0.00480571	5.88625e-05	0.0480549	7.48696e-05	1.83579e-05	0.00333017
Cell_758	1.39728e-97	1.18172e-11	1	2.22044e-75	9.23937e-13	2.26519e-13	4.11446e-11
Cell_759	5.0234e-48	3.74213e-17	6.08141e-19	1.98546e-38	1	1.90803e-19	3.46572e-17
Cell_760	5.48278e-21	0.310049	0.0116091	6.69182e-23	0.0148185	0.00363301	0.65989
Cell_761	4.31427e-24	0.116191	0.187115	0.08678	0.196417	0.0528904	0.360607
Cell_762	3.50369e-38	4.92271e-07	2.07708e-08	1.73076e-20	0.999998	6.51604e-09	1.18356e-06
Cell_763	8.48044e-46	0.233538	0.0128643	6.95233e-43	0.0164624	0.00403604	0.7331
Cell_764	1.0559e-52	6.13302e-05	0.998666	5.66672e-36	0.00109866	9.5047e-07	0.000172641
Cell_765	2.68223e-12	0.680333	0.00537669	0.00116729	0.0068402	0.00167699	0.304606
Cell_766	1.1506e-39	0.138232	0.0144669	1.90637e-21	0.0185093	0.00453788	0.824254
Cell_767	5.12496e-59	0.0134394	0.0165578	1.34512e-48	0.0211907	0.00519528	0.943617
Cell_768	1.20762e-37	0.631103	0.00666197	1.2726e-15	0.00791337	0.00194011	0.352381
Cell_769	7.54225e-46	0.476787	0.00878421	7.26682e-37	0.0112431	0.00275657	0.500429
Cell_770	3.12472e-07	0.153849	0.0142537	0.00232844	0.0181311	0.00444541	0.806992
Cell_771	5.2093e-70	0.103483	0.0150824	8.66733e-10	0.0192553	0.00472078	0.857458
Cell_772	4.36175e-27	0.0876282	0.343194	2.93712e-20	0.0128237	0.00304708	0.553307
Cell_773	1.52416e-29	8.58537e-11	1	1.61325e-21	1.18865e-12	2.91417e-13	5.29324e-11
Cell_774	7.8042e-42	0.3483	0.0154915	1.4315e-23	0.013898	0.00340733	0.618904
Cell_775	1.18965e-11	0.835278	0.00277045	1.1825e-07	0.00353932	0.000867765	0.157544
Cell_776	1.88425e-95	0.878407	0.00204783	2.88918e-94	0.00261147	0.000640247	0.116293
Cell_777	2.27184e-84	0.160569	0.0141271	3.88995e-74	0.0180292	0.00442018	0.802854
Cell_778	8.86714e-33	0.709316	0.00488753	1.52312e-23	0.00624323	0.00153064	0.278022
Cell_779	6.75234e-24	0.623911	0.0063132	5.85705e-21	0.00810259	0.00198144	0.359692
Cell_780	5.60286e-26	0.439118	0.00941365	6.8015e-28	0.0120469	0.00295349	0.536468
Cell_781	0.986393	0.00118848	7.62634e-06	0.0119741	9.54141e-06	2.33901e-06	0.000424854
Cell_782	1.32929e-50	1.01196e-11	2.41602e-12	1.45917e-43	3.09174e-12	1	1.37674e-10
Cell_783	5.89695e-53	1.5146e-12	7.43381e-14	9.59427e-37	9.51393e-14	1	4.23645e-12
Cell_784	4.21689e-34	0.0471016	0.0160155	1.71884e-32	0.0204674	0.00501798	0.911398
Cell_785	1.35464e-40	2.56034e-07	1.21045e-08	7.28303e-37	0.999999	3.79778e-09	6.89818e-07
Cell_786	2.29898e-13	0.54255	0.00767817	3.2676e-11	0.00982527	0.00240883	0.437537
Cell_787	1.1494e-41	0.205249	0.0133544	3.54154e-38	0.0170696	0.00418493	0.760142
Cell_788	7.53491e-14	0.507089	0.00832822	1.20728e-14	0.010586	0.00259535	0.471402
Cell_789	1.67883e-44	0.55527	0.00746483	2.65917e-45	0.00955211	0.00234186	0.425372
Cell_790	4.70556e-81	1.24269e-17	4.27114e-19	4.16931e-41	1	1.33808e-19	2.43043e-17
Cell_791	0.978085	0.00189611	1.69409e-05	0.0190807	2.01327e-05	4.93598e-06	0.00089608
Cell_792	1.81417e-57	0.751768	0.00416637	6.01226e-34	0.00533194	0.00130722	0.237427
Cell_793	9.20805e-40	0.620537	0.00762127	4.74811e-23	0.00812324	0.00199156	0.361727
Cell_794	1.15524e-21	2.56611e-05	0.999952	5.88298e-23	4.88259e-07	1.19705e-07	2.17426e-05
Cell_795	2.04878e-22	0.584801	0.00795641	2.18427e-12	0.00889633	0.00218109	0.396165
Cell_796	1.02274e-35	0.384299	0.0103367	2.8065e-24	0.0132242	0.00324215	0.588898
Cell_797	1.56863e-19	0.0214728	0.782134	1.29058e-16	0.00429238	0.00105241	0.191048
Cell_798	3.57172e-42	0.316868	0.0114743	1.27047e-23	0.0146741	0.00359718	0.653387
Cell_799	1.00334e-28	0.0867364	0.0162075	2.61724e-20	0.0199415	0.00480335	0.872311
Cell_800	1.47243e-34	0.129536	0.0146489	1.90033e-22	0.0186953	0.00458357	0.832536
Cell_801	2.72859e-40	0.550924	0.00754371	8.22404e-29	0.00964531	0.00236471	0.429523
Cell_802	7.92375e-48	0.082748	0.0154405	1.17214e-37	0.0197004	0.00482984	0.877281
Cell_803	3.80406e-23	0.235562	0.0128333	5.73733e-16	0.0164193	0.0040255	0.73116
Cell_804	3.70287e-61	0.181317	0.0137421	1.54422e-56	0.0175844	0.00431113	0.783045
Cell_805	2.73684e-23	0.0681402	0.0156436	1.86872e-19	0.0200161	0.00490731	0.891293
Cell_806	3.67793e-45	0.907301	0.00293526	2.82419e-29	0.00196118	0.000480825	0.0873216
Cell_807	6.07432e-37	0.00807053	0.00042837	4.46751e-29	0.966955	0.000134398	0.0244119
Cell_808	8.47595e-10	0.252784	0.0410398	0.00155849	0.0154116	0.00377893	0.685427
Cell_809	2.50644e-26	0.147616	0.0143413	2.76739e-22	0.0183072	0.00448882	0.815246
Cell_810	4.89394e-31	0.000114046	0.999834	2.23657e-20	1.145e-06	2.80716e-07	5.09889e-05
Cell_811	5.40195e-22	0.662464	0.00566561	7.99054e-12	0.00724973	0.0017774	0.322843
Cell_812	5.81807e-36	2.67921e-06	0.999984	1.93699e-34	2.81114e-07	6.89208e-08	1.25185e-05
Cell_813	6.16546e-53	8.93473e-26	8.11285e-27	1.8863e-42	1	2.54236e-27	4.61791e-25
Cell_814	8.63848e-57	4.97129e-26	2.20161e-27	8.17256e-53	1	6.90128e-28	1.25262e-25
Cell_815	5.92952e-49	0.797739	0.00353523	1.30717e-46	0.0043413	0.00106435	0.19332
Cell_816	9.44861e-46	1.6473e-09	1.52211e-10	1.19681e-34	1	4.77601e-11	8.67445e-09
Cell_817	3.62647e-28	0.576642	0.00713003	1.98686e-16	0.00909253	0.00222919	0.404906
Cell_818	0.986584	0.00118724	4.24076e-06	0.0119764	5.42479e-06	1.34042e-06	0.000241576
Cell_819	6.52607e-25	0.221155	0.0135968	1.50107e-20	0.0199603	0.00408087	0.741207
Cell_820	4.34e-44	0.000144372	6.70154e-06	3.81458e-21	0.999465	2.10259e-06	0.00038191
Cell_821	3.17672e-31	0.605778	0.00661647	5.92661e-33	0.00846753	0.00207597	0.377062
Cell_822	6.0073e-18	0.100122	0.0151098	1.3523e-08	0.0193277	0.00476254	0.860678
Cell_823	3.41272e-61	0.345078	0.0109919	1.63138e-30	0.0140667	0.00344869	0.626415
Cell_824	1.64397e-44	0.574747	0.00714247	9.25725e-28	0.00913363	0.00223927	0.406737
Cell_825	1.53218e-23	0.225526	0.0129993	5.20962e-25	0.0166344	0.00407822	0.740762
Cell_826	3.51373e-44	0.241102	0.0127491	2.61442e-38	0.0162997	0.00399614	0.725853
Cell_827	4.06831e-46	0.00120204	0.997445	9.19253e-29	2.9563e-05	7.24831e-06	0.00131649
Cell_828	1.07167e-24	4.1647e-05	0.999907	7.3533e-06	9.60632e-07	2.35519e-07	4.27787e-05
Cell_829	1.66295e-67	0.526565	0.00795921	7.96592e-35	0.010171	0.00249372	0.452811
Cell_830	8.79047e-53	0.000300087	7.5919e-06	8.11089e-43	0.999258	2.37754e-06	0.000431624
Cell_831	3.09318e-36	0.553906	0.00748853	8.51615e-32	0.00958135	0.00234903	0.426675
Cell_832	7.16294e-51	0.616418	0.00644026	1.43902e-37	0.00823871	0.00201991	0.366883
Cell_833	0.846808	0.0133092	9.65658e-05	0.13413	0.00012358	3.0298e-05	0.00550275
Cell_834	1.4394e-40	0.500487	0.00836616	1.11216e-39	0.0107064	0.00366549	0.476775
Cell_835	9.99212e-101	0.614566	0.0065002	4.34009e-84	0.00827788	0.00202947	0.368627
Cell_836	2.70434e-45	0.388162	0.0102704	2.35501e-27	0.0131413	0.00322182	0.585205
Cell_837	1.92458e-34	0.628779	0.00623045	1.01493e-16	0.00797373	0.00195478	0.355062
Cell_838	5.35499e-33	0.270036	0.0123173	7.90942e-31	0.0156776	0.00384364	0.698125
Cell_839	1.88977e-57	0.00171623	1.49005e-05	2.22156e-39	0.997415	4.67503e-06	0.000849166
Cell_840	8.81751e-36	0.540866	0.00770711	3.37383e-27	0.00986163	0.00241776	0.439148
Cell_841	0.97907	0.00135691	0.000129177	0.0118852	0.000165119	4.04818e-05	0.00735295
Cell_842	7.30826e-30	1.46604e-08	1	3.39457e-21	1.60116e-09	3.92553e-10	7.13027e-08
Cell_843	9.45578e-31	0.478201	0.00875773	1.66125e-18	0.0112167	0.00275022	0.499074
Cell_844	2.27543e-97	0.693149	0.0051501	1.83002e-54	0.00659068	0.00161582	0.293494
Cell_845	1.93391e-41	3.49125e-09	1.63164e-10	1.07459e-26	1	5.11892e-11	9.29793e-09
Cell_846	8.8081e-28	0.140865	0.0144415	4.45331e-10	0.0184526	0.00452391	0.821717
Cell_847	4.12543e-90	1.37283e-18	9.44803e-20	9.10656e-76	1	2.96432e-20	5.38434e-18
Cell_848	0.984206	0.0011846	4.47047e-05	0.0119475	5.71773e-05	1.4018e-05	0.00254618
Cell_849	3.4701e-70	5.07614e-08	1	3.89998e-61	2.76494e-09	6.77851e-10	1.23123e-07
Cell_850	1.53191e-12	0.616329	0.00646002	1.34471e-13	0.00824019	0.00202023	0.366951
Cell_851	1.02467e-12	0.887878	0.0018822	1.99857e-05	0.00240775	0.000590305	0.107222
Cell_852	7.62385e-34	5.97961e-12	5.36656e-14	4.66391e-15	1	1.5454e-14	2.80696e-12
Cell_853	1.10991e-47	0.15529	0.0142398	1.64909e-46	0.0181417	0.00444774	0.807881
Cell_854	0.984592	0.00118484	3.81118e-05	0.0119522	4.87724e-05	1.19583e-05	0.00217192
Cell_855	1.07321e-53	3.3853e-07	1.68007e-08	1.63529e-49	0.999999	5.27033e-09	9.57295e-07
Cell_856	2.48893e-63	2.92779e-05	7.5769e-07	4.07636e-35	0.999927	2.37726e-07	4.318e-05
Cell_857	7.98192e-25	0.37573	0.0105349	4.36854e-11	0.0134071	0.00328697	0.597041
Cell_858	9.6923e-39	0.24171	0.0127314	1.17847e-36	0.0162867	0.003993	0.725278
Cell_859	8.05917e-40	0.0141694	0.0165893	3.55111e-31	0.0211734	0.00519104	0.942877
Cell_860	4.61714e-60	6.34146e-13	4.55501e-14	2.73047e-32	1	1.42663e-14	2.59124e-12
Cell_861	1.90348e-94	9.62165e-13	1	7.96667e-74	2.60807e-13	6.39415e-14	1.16142e-11
Cell_862	0.984109	0.00119414	4.46736e-05	0.0120391	5.70887e-05	1.39964e-05	0.00254216
Cell_863	9.29035e-24	0.683097	0.00662798	5.16291e-22	0.00677795	0.00180095	0.301696
Cell_864	3.8188e-41	0.743538	0.00430438	8.33817e-37	0.00550839	0.00135048	0.245299
Cell_865	0.986158	0.00118682	1.34206e-05	0.0119713	1.46523e-05	3.59199e-06	0.000652425
Cell_866	1.87637e-59	5.48904e-15	1	2.55319e-59	1.69568e-16	4.15822e-17	7.53502e-15
Cell_867	1.75508e-55	0.238528	0.0127941	1.44655e-47	0.0163762	0.00400966	0.728292
Cell_868	6.01662e-36	0.512489	0.00818212	1.348e-18	0.010471	0.00256714	0.466291
Cell_869	1.04761e-53	0.364576	0.0107102	8.52455e-39	0.0136492	0.00334639	0.607718
Cell_870	7.5958e-10	0.164616	0.0120476	0.117864	0.0154111	0.00377831	0.686283
Cell_871	1.49951e-18	6.99483e-05	0.000116939	1.50778e-18	0.999587	1.24129e-06	0.000225365
Cell_872	5.37784e-66	0.591482	0.0068584	5.25881e-58	0.00877427	0.00215118	0.390734
Cell_873	4.54809e-32	0.000807036	5.46512e-05	5.02122e-23	0.996012	1.71187e-05	0.0031094
Cell_874	1.69675e-23	0.393519	0.0101824	6.22567e-20	0.0130262	0.00319359	0.580079
Cell_875	5.1395e-60	0.11327	0.0148823	4.72372e-48	0.0190515	0.00467088	0.848125
Cell_876	1.25438e-41	0.51612	0.00813233	1.08649e-27	0.0103953	0.00254865	0.462804
Cell_877	1.12762e-47	0.455308	0.00914447	5.35564e-41	0.011699	0.00286823	0.52098
Cell_878	2.50173e-07	0.0845961	0.0015841	0.821037	0.00202705	0.000496919	0.0902589
Cell_879	9.53319e-11	0.267932	0.0125779	2.43596e-09	0.0157983	0.00385292	0.699839
Cell_880	2.50774e-22	0.604126	0.00668302	1.37151e-09	0.00850415	0.002085	0.378602
Cell_881	6.65975e-64	8.66451e-11	1	3.97212e-40	5.6942e-13	1.39604e-13	2.53573e-11
Cell_882	1.64885e-53	0.751396	0.00417383	2.00158e-55	0.0053396	0.0013091	0.237781
Cell_883	1.34231e-24	0.0679693	0.018284	2.97448e-22	0.0199905	0.00490263	0.888854
Cell_884	4.51223e-48	2.36719e-13	1	6.85481e-31	1.44941e-14	3.55361e-15	6.45448e-13
Cell_885	2.57804e-58	2.29991e-31	1	2.02725e-52	2.05314e-32	5.03362e-33	9.14299e-31
Cell_886	4.04501e-31	0.00199128	0.140558	1.56759e-21	0.855144	1.26322e-05	0.0022945
Cell_887	4.74163e-12	0.0649705	0.00564632	5.75949e-14	0.00722634	0.600384	0.321773
Cell_888	2.22075e-41	0.414848	0.0144921	1.21191e-26	0.0186053	0.00302268	0.549032
Cell_889	1.30259e-11	0.32993	0.011312	2.06323e-12	0.0143907	0.00352813	0.640839
Cell_890	2.42637e-25	0.853709	0.00245536	2.70301e-21	0.00314249	0.00077034	0.139923
Cell_891	2.25821e-20	0.00032677	2.10102e-05	1.58522e-14	2.61519e-05	0.998462	0.00116367
Cell_892	2.48244e-38	0.481971	0.00871932	1.63211e-17	0.0111291	0.00272868	0.495452
Cell_893	3.84286e-38	0.423661	0.00967299	6.55149e-11	0.0123788	0.00303489	0.551253
Cell_894	1.13269e-25	0.0405462	0.0161075	2.05766e-17	0.0206093	0.0050528	0.917684
Cell_895	4.09438e-08	0.0872548	0.000956832	0.85642	0.00120956	0.000296545	0.0538626
Cell_896	2.29233e-75	0.192126	0.119391	2.38557e-44	0.0150399	0.00368759	0.669755
Cell_897	1.46851e-18	0.0826133	0.0153992	2.13368e-20	0.0197042	0.00483082	0.877453
Cell_898	4.75583e-72	7.72626e-07	1.75581e-09	2.02082e-54	0.999999	5.50784e-10	1.00043e-07
Cell_899	7.44654e-27	0.0415942	0.0161542	1.55623e-24	0.0205853	0.00504694	0.916619
Cell_900	7.09374e-35	2.90187e-24	8.46741e-26	8.64512e-37	1.08363e-25	1	4.82549e-24
Cell_901	7.45429e-31	0.0129396	0.000282399	9.77138e-11	0.970598	8.85882e-05	0.016091
Cell_902	6.80413e-31	0.000200015	5.20252e-07	8.60578e-24	0.99977	1.63074e-07	2.96202e-05
Cell_903	8.14969e-17	0.346539	0.0109685	1.88543e-10	0.0140353	0.00344219	0.625015
Cell_904	9.0803e-41	0.176383	0.0138463	8.90652e-26	0.0176939	0.00433816	0.787738
Cell_905	3.40783e-32	0.020657	0.0286898	1.03213e-25	0.0240396	0.00509874	0.921515
Cell_906	3.0106e-13	0.17617	0.0138541	1.38232e-13	0.0176947	0.00433799	0.787943
Cell_907	6.12661e-28	6.47619e-13	1	4.31794e-25	4.62117e-14	1.13296e-14	2.05785e-12
Cell_908	0.98607	0.00119675	1.1512e-05	0.0120475	1.47315e-05	3.61169e-06	0.000656001
Cell_909	1.06134e-28	0.437372	0.00944387	6.62087e-27	0.0120849	0.00296284	0.538137
Cell_910	2.57861e-39	6.48866e-12	2.54941e-13	8.21805e-37	1	7.99223e-14	1.45164e-11
Cell_911	1.78275e-51	0.00021095	0.999614	3.00434e-41	3.81866e-06	9.3621e-07	0.000170052
Cell_912	4.29802e-32	0.000444125	0.00792296	4.51783e-24	0.991027	3.31514e-06	0.000602157
Cell_913	5.44246e-62	0.777809	0.00374253	6.96433e-64	0.00477207	0.00116996	0.212507
Cell_914	2.01765e-48	1.62369e-06	0.999994	1.03349e-40	9.11587e-08	2.23495e-08	4.05946e-06
Cell_915	0.952331	0.0041377	3.04904e-05	0.0417152	3.90054e-05	9.56289e-06	0.00173689
Cell_916	1.38727e-33	0.000640837	0.869925	1.08904e-18	1.93908e-05	0.128551	0.000863414
Cell_917	3.48356e-33	0.447849	0.00926797	5.2448e-20	0.0118593	0.00290752	0.528117
Cell_918	7.96473e-57	2.85848e-15	1	1.09508e-46	2.55191e-16	6.25645e-17	1.13641e-14
Cell_919	4.87177e-112	0.00332361	0.000143997	2.90805e-60	0.988282	4.51752e-05	0.00820556
Cell_920	0.985871	0.00118667	1.63787e-05	0.0119677	2.09252e-05	5.13025e-06	0.000931839
Cell_921	3.37804e-63	0.544388	0.00764802	7.18518e-14	0.00978578	0.00239915	0.435779
Cell_922	1.72593e-25	0.832246	0.00300161	1.33527e-14	0.00359913	0.000882391	0.160271
Cell_923	1.74916e-35	0.00278697	0.016742	2.12842e-37	0.0214184	0.00525114	0.953801
Cell_924	9.5375e-16	0.000379659	2.28092e-05	3.34817e-13	0.998483	6.10998e-06	0.00110884
Cell_925	2.89749e-37	0.252375	0.0129348	6.07845e-24	0.0258584	0.00388787	0.704944
Cell_926	1.92635e-49	0.212192	0.013223	4.20972e-19	0.0169208	0.00414845	0.753516
Cell_927	1.66703e-50	9.58889e-05	0.999584	9.30095e-35	7.24502e-06	1.71361e-06	0.000311253
Cell_928	7.15852e-77	0.634073	0.00614147	2.15825e-56	0.00785953	0.0019269	0.349999
Cell_929	2.89248e-20	0.288865	0.0119368	1.10966e-07	0.015274	0.00374468	0.680179
Cell_930	3.244e-74	0.0325092	0.0162567	8.77841e-22	0.0207797	0.00509451	0.92536
Cell_931	1.06308e-30	0.164176	0.0140281	8.96005e-22	0.0179522	0.00440128	0.799443
Cell_932	1.94289e-40	6.77094e-10	1	1.25898e-27	8.42777e-11	2.06621e-11	3.75303e-09
Cell_933	3.6141e-54	6.85186e-16	9.1156e-18	1.94102e-46	1.1665e-17	1	5.19464e-16
Cell_934	1.49224e-14	0.584575	0.00697223	4.21453e-12	0.00892284	0.00218759	0.397343
Cell_935	0.986093	0.00118683	1.26574e-05	0.0119711	1.61021e-05	3.94807e-06	0.000716445
Cell_936	8.21886e-47	1.20016e-07	1	1.32648e-48	6.99852e-10	1.71682e-10	3.09946e-08
Cell_937	4.47062e-73	0.394438	0.0102271	5.4275e-75	0.0130052	0.00318862	0.579141
Cell_938	1.42186e-38	0.0802809	0.0156807	5.2196e-19	0.0197489	0.00484178	0.879448
Cell_939	2.09754e-39	0.728452	0.00456272	8.56389e-33	0.00583244	0.00142993	0.259723
Cell_940	2.33407e-19	3.7862e-05	0.999934	6.74459e-20	6.17144e-07	1.51304e-07	2.74825e-05
Cell_941	1.95151e-17	0.177934	0.0141915	7.29319e-12	0.045626	0.00449384	0.757755
Cell_942	6.08613e-46	0.585238	0.00696445	2.59987e-28	0.00890836	0.00218404	0.396706
Cell_943	7.06832e-22	0.226344	0.0129792	0.00121953	0.0165905	0.00406745	0.738799
Cell_944	2.29349e-29	6.37116e-10	6.24368e-12	4.75845e-10	1	1.9589e-12	3.55813e-10
Cell_945	1.82618e-22	2.50137e-05	3.54888e-06	1.13921e-20	3.54231e-05	0.999759	0.000176706
Cell_946	1.64957e-104	1.2531e-39	1.22686e-41	4.05619e-82	1	3.77619e-42	6.85885e-40
Cell_947	1.99349e-91	0.436073	0.00946521	4.6582e-77	0.0121122	0.00297163	0.539378
Cell_948	5.54285e-51	7.47946e-05	1.24057e-06	2.5348e-20	1.57384e-06	0.999852	7.00828e-05
Cell_949	4.41312e-42	7.47562e-06	0.999931	1.33945e-29	1.34394e-06	3.29492e-07	5.98443e-05
Cell_950	2.653e-81	0.144255	0.0145284	6.6185e-71	0.0183765	0.00450531	0.818335
Cell_951	2.23532e-24	1.9273e-14	1	1.13832e-25	1.2465e-15	3.05608e-16	5.54489e-14
Cell_952	8.57591e-35	0.434906	0.00952878	1.27407e-36	0.0121371	0.00297561	0.540452
Cell_953	6.48948e-94	3.4271e-14	1	2.4965e-48	1.85325e-15	4.54365e-16	8.25141e-14
Cell_954	0.932303	0.00472061	0.00317423	0.0474767	0.000269367	6.60451e-05	0.0119901
Cell_955	1.45537e-42	1.30885e-18	1	1.7629e-37	1.34226e-19	3.29079e-20	5.97723e-18
Cell_956	4.90143e-64	3.18907e-26	4.6122e-27	6.12395e-66	5.89809e-27	1	2.62653e-25
Cell_957	0.98665	0.00119247	3.03698e-06	0.0119771	3.88315e-06	9.52033e-07	0.000172923
Cell_958	8.62325e-21	2.80695e-07	3.56467e-08	1.8196e-21	0.999998	1.014e-08	1.83962e-06
Cell_959	4.9236e-51	0.103801	0.0150714	4.35867e-48	0.0192483	0.00471905	0.85716
Cell_960	4.497e-24	0.598376	0.00674153	4.17776e-09	0.00862636	0.00211488	0.384141
Cell_961	5.59763e-34	1.00732e-16	1	4.91361e-35	5.53789e-18	1.35739e-18	2.46537e-16
Cell_962	7.16856e-43	0.000515859	0.997265	3.02095e-23	4.84728e-05	1.1884e-05	0.00215844
Cell_963	2.71307e-84	8.29135e-26	1.10198e-26	1.5769e-46	1	3.41126e-27	6.19616e-25
Cell_964	4.10157e-27	0.0114924	0.00103545	3.84017e-12	0.928144	0.000324837	0.0590028
Cell_965	6.68171e-38	6.23365e-09	4.31017e-10	3.10929e-26	1	3.10524e-10	2.45613e-08
Cell_966	2.74725e-34	0.209732	0.0132646	9.89543e-26	0.0169739	0.00416233	0.755868
Cell_967	7.68856e-47	6.98297e-17	1	1.1294e-26	6.38598e-18	1.56529e-18	2.84318e-16
Cell_968	9.39717e-134	3.9898e-52	3.59072e-54	5.7883e-68	1	1.12544e-54	2.04416e-52
Cell_969	1.53614e-45	1.42756e-05	0.999951	4.33293e-42	7.49242e-07	1.83696e-07	3.33651e-05
Cell_970	2.24124e-05	0.135941	0.417437	0.000315275	0.0333829	0.00226171	0.41064
Cell_971	1.08159e-25	0.257062	0.0124943	1.92939e-24	0.0159698	0.00391592	0.710558
Cell_972	0.98666	0.00118928	2.90431e-06	0.0119774	3.71626e-06	9.11129e-07	0.000165492
Cell_973	1.51481e-34	0.145285	0.016552	3.60316e-21	0.079972	0.00415771	0.754033
Cell_974	1.78881e-40	0.311234	0.0114672	3.54265e-38	0.0203349	0.00359707	0.653367
Cell_975	3.662e-28	0.0560177	0.700646	8.74166e-24	0.00534234	0.00131049	0.236683
Cell_976	4.75723e-41	0.000255756	7.25223e-06	2.7313e-26	0.999321	2.27531e-06	0.000413284
Cell_977	3.23409e-42	0.340371	0.0110725	1.79767e-26	0.0142744	0.00347288	0.630809
Cell_978	1.31929e-38	0.0202114	0.0130395	0.202902	0.0166863	0.00409093	0.74307
Cell_979	2.82024e-58	0.0271732	0.0165959	1.23179e-35	0.0208893	0.00512139	0.93022
Cell_980	2.37484e-20	0.302518	0.0117109	5.41842e-08	0.0149811	0.00367277	0.667117
Cell_981	5.15163e-35	2.54055e-07	0.00747467	1.77225e-27	0.992525	2.01467e-09	3.65938e-07
Cell_982	4.71441e-44	0.209286	0.0132726	1.01123e-32	0.0169832	0.00416376	0.756294
Cell_983	1.70327e-16	0.441064	0.00930695	0.00440875	0.0119103	0.00292003	0.530389
Cell_984	1.67513e-31	0.342321	0.0110693	8.0023e-21	0.0141562	0.00347149	0.628982
Cell_985	6.30502e-57	6.97427e-39	5.06732e-40	1.7906e-50	1	1.58807e-40	2.88453e-38
Cell_986	9.8036e-37	0.000554024	0.998379	2.64117e-24	2.33102e-05	5.71493e-06	0.001038
Cell_987	5.52985e-23	0.545404	0.00764254	8.61865e-21	0.00976429	0.0023939	0.434796
Cell_988	2.08902e-24	0.231664	0.0242476	5.57021e-22	0.0187707	0.00397246	0.721345
Cell_989	2.43641e-30	0.673938	0.00549757	5.05962e-16	0.00700293	0.0017169	0.311844
Cell_990	2.47607e-71	0.330486	0.0112884	9.03679e-35	0.014379	0.00352525	0.640322
Cell_991	2.84113e-33	3.95491e-06	0.999991	3.76076e-33	2.55969e-07	2.53899e-08	4.61175e-06
Cell_992	4.50124e-45	5.73553e-11	1.19484e-12	6.23363e-38	1	3.74873e-13	6.80913e-11
Cell_993	2.16677e-21	0.268317	0.0122968	1.37938e-09	0.0157176	0.00385304	0.699815
Cell_994	2.45938e-64	0.293551	0.0141839	1.36082e-42	0.0151229	0.00370766	0.673434
Cell_995	2.96908e-40	0.768959	0.00387772	5.89876e-21	0.00496241	0.00121662	0.220985
