cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
Cell_171	5.94747e-50	5.3593e-38	0.19089	0.0858597	0.710182	0.00655147	7.13909e-32	0.00651664
Cell_172	1.2251e-83	1.91033e-73	1.09961e-10	2.42808e-11	2.00836e-10	1	3.72229e-64	3.75388e-12
Cell_173	2.11071e-52	1.51469e-42	0.429569	0.0594554	0.491781	0.00453057	2.99312e-18	0.0146645
Cell_174	5.985e-89	1.59693e-79	1.94507e-35	1.27084e-36	1.05117e-35	9.6872e-38	1.01779e-68	1
Cell_175	4.58019e-41	1.00923e-36	0.377418	0.0652246	0.539501	0.00497241	1.04358e-28	0.0128842
Cell_176	2.55093e-59	3.68164e-53	0.125236	0.0232867	0.192615	0.00417657	4.47091e-36	0.654687
Cell_177	9.23102e-51	8.55127e-49	0.195754	0.085284	0.705419	0.00685954	4.36203e-18	0.00668295
Cell_178	4.76616e-36	2.66374e-29	0.720023	0.0273221	0.225993	0.00208206	1.13886e-26	0.02458
Cell_179	9.69951e-22	6.97731e-19	2.4102e-09	1.15294e-10	9.5364e-10	8.79661e-12	1.2148e-22	1
Cell_180	3.55008e-41	5.59538e-34	6.99888e-14	0.929193	2.34833e-14	0.0708071	2.02649e-31	2.38961e-15
Cell_181	3.63979e-33	7.76237e-29	3.4074e-08	1.02571e-08	8.48409e-08	7.81585e-10	6.9702e-23	1
Cell_182	5.78014e-54	1.27517e-53	0.419704	0.0605397	0.500749	0.0046773	5.92424e-54	0.0143298
Cell_183	3.15969e-40	4.89465e-36	0.449178	0.0534481	0.442092	0.00413482	3.81226e-30	0.0511469
Cell_184	7.22102e-17	0.998376	0.000323187	0.000136449	0.00112863	1.03974e-05	1.4675e-05	1.1033e-05
Cell_185	1.95889e-21	2.30599e-20	0.10717	0.0951203	0.78678	0.00727164	1.05804e-16	0.00365866
Cell_186	3.1367e-27	5.89968e-21	0.203255	0.0844932	0.698869	0.00644148	1.26911e-19	0.00694097
Cell_187	1.28874e-58	2.55295e-57	8.93003e-34	5.21216e-34	4.3112e-33	1	6.49437e-52	3.04851e-35
Cell_188	1.01099e-71	2.26638e-71	2.7312e-43	0.929181	2.66133e-42	0.0708193	1.35055e-49	9.32376e-45
Cell_189	1.45012e-29	8.16472e-25	0.135027	0.0920406	0.761307	0.00701584	3.35883e-18	0.00460955
Cell_190	7.537e-83	1.41763e-76	5.87038e-29	1.40088e-29	1.15873e-28	1.12083e-30	4.3881e-54	1
Cell_191	5.53664e-54	4.44752e-44	4.64679e-09	9.59575e-10	7.93706e-09	7.3122e-11	6.5313e-47	1
Cell_192	0.0431536	0.854859	0.0755704	0.00254765	0.0210727	0.000196215	2.09426e-05	0.00257981
Cell_193	0.0153784	0.982687	0.000407584	0.000160028	0.00132366	1.21979e-05	1.7106e-05	1.39143e-05
Cell_194	5.25669e-33	1.83052e-32	0.533889	0.0477467	0.394933	0.00520488	3.29151e-10	0.0182263
Cell_195	1.30421e-46	1.70254e-45	0.000179871	2.78017e-06	2.2996e-05	0.998187	8.91901e-42	0.00160772
Cell_196	5.61514e-13	1.77047e-08	3.44461e-05	1.12116e-05	8.62924e-05	9.26531e-07	2.12833e-09	0.999867
Cell_197	1.00694e-37	3.82178e-34	0.192619	0.0856693	0.708608	0.00652784	3.24637e-32	0.0065756
Cell_198	7.4249e-66	8.52739e-56	4.91787e-07	0.742298	2.33284e-07	0.257701	9.65579e-37	1.67907e-08
Cell_199	3.99366e-19	9.89273e-18	0.522342	0.0491906	0.406875	0.00376046	2.00483e-20	0.0178317
Cell_200	1.10623e-58	2.19141e-57	7.84125e-33	1.61664e-33	1.33719e-32	1.23192e-34	1.44787e-55	1
Cell_201	1.049e-25	1.28487e-22	0.315488	0.0720741	0.596156	0.00551132	1.86162e-20	0.0107701
Cell_202	3.76058e-53	5.42454e-48	0.219646	0.0826793	0.683875	0.00630131	1.46424e-16	0.00749843
Cell_203	1.55134e-50	2.05217e-42	0.263856	0.0777884	0.643421	0.0059274	4.47497e-30	0.00900747
Cell_204	1.09539e-67	4.16243e-67	9.83352e-17	6.05852e-18	5.01126e-17	1	5.29736e-61	3.357e-18
Cell_205	2.50647e-63	2.72728e-52	3.2928e-05	1.38028e-05	0.000114169	0.999812	7.73153e-28	2.72656e-05
Cell_206	2.10732e-40	9.11272e-40	0.346064	0.0686931	0.568191	0.00523893	3.59624e-30	0.0118139
Cell_207	4.49796e-72	1.19414e-64	0.577139	0.0431295	0.356743	0.00328637	2.75161e-37	0.0197022
Cell_208	1.5311e-46	1.1805e-42	0.158765	0.0888186	0.73465	0.0123454	3.97518e-34	0.00542113
Cell_209	3.43608e-30	7.66773e-22	0.435266	0.0588248	0.486563	0.0044852	2.27438e-26	0.0148605
Cell_210	1.40242e-19	1.63357e-14	0.270316	0.0770127	0.636994	0.00644594	3.4252e-13	0.00923171
Cell_211	7.58236e-45	7.61902e-40	0.0588429	0.100469	0.831022	0.00765739	1.13867e-24	0.00200877
Cell_212	2.41035e-13	1.06591e-09	9.80295e-11	7.22476e-11	5.97591e-10	5.50518e-12	3.68062e-13	1
Cell_213	2.3304e-50	1.70743e-43	0.349505	0.0668354	0.552321	0.00510971	5.55785e-29	0.0262296
Cell_214	3.01409e-36	6.72606e-28	2.47033e-13	8.01088e-14	6.62611e-13	6.14087e-15	5.39742e-32	1
Cell_215	2.25838e-34	1.43686e-31	9.36701e-06	1.11535e-06	9.22557e-06	8.4988e-08	2.53568e-36	0.99998
Cell_216	1.10503e-46	3.29773e-44	0.0691575	0.168326	0.692297	0.0129545	2.4162e-27	0.0572651
Cell_217	2.09024e-95	6.8053e-83	1.69894e-28	6.64595e-29	5.49715e-28	1	3.8542e-60	5.79979e-30
Cell_218	1.38312e-51	2.73992e-50	0.699983	0.0295391	0.244331	0.00225105	2.71832e-48	0.0238962
Cell_219	2.33796e-41	3.41329e-35	0.199713	0.0848843	0.702114	0.00647086	6.04416e-20	0.0068178
Cell_220	1.84454e-36	1.26665e-31	0.198112	0.0850605	0.703572	0.00649244	4.33717e-34	0.00676314
Cell_221	7.50735e-39	2.51744e-33	0.173783	0.0877502	0.725818	0.00671561	2.57892e-37	0.00593297
Cell_222	1.65704e-65	1.02457e-46	1.35265e-14	5.56395e-15	4.60218e-14	1	1.36254e-29	4.86616e-16
Cell_223	6.42885e-44	2.41841e-36	0.511743	0.0485144	0.401283	0.0206886	2.68024e-29	0.0177708
Cell_224	2.22416e-53	3.72912e-49	3.15946e-16	1.32715e-16	1.09774e-15	1.01127e-17	1.00962e-44	1
Cell_225	1.40491e-51	7.97832e-45	2.95608e-13	1.87853e-13	1.55382e-12	1	3.57028e-41	1.00914e-14
Cell_226	3.61051e-39	1.17081e-32	0.156565	0.0896582	0.741598	0.0068342	1.06667e-17	0.00534482
Cell_227	1.69409e-78	1.14209e-77	0.724346	0.0268424	0.222025	0.00205472	2.93301e-38	0.0247316
Cell_228	2.11271e-29	1.90125e-20	0.00187639	0.000261289	0.00216119	0.995633	1.54001e-15	6.85225e-05
Cell_229	7.01544e-55	2.09175e-53	0.524149	0.0487951	0.403604	0.005557	5.13487e-28	0.0178944
Cell_230	3.94898e-28	3.57951e-27	2.63395e-06	1.70718e-07	1.41208e-06	1.30364e-08	6.40087e-23	0.999996
Cell_231	8.25641e-77	1.63557e-75	9.30956e-40	2.31116e-40	1.91163e-39	1.7724e-41	3.13128e-73	1
