cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_0	1.67451e-40	7.58682e-23	8.02283e-13	8.64802e-14	5.84086e-12	1
Cell_1	1.10513e-37	4.79643e-11	5.43219e-05	0.994153	0.00142742	0.00436513
Cell_2	3.44035e-34	1.56006e-11	0.043141	0.000126127	0.956732	6.49429e-07
Cell_3	5.01387e-30	0.0010163	0.0447688	0.00164528	0.952563	7.04732e-06
Cell_4	1.84456e-35	8.36433e-13	6.23403e-11	1.72172e-11	8.78786e-12	1
Cell_5	1.79134e-16	6.62592e-08	0.182973	0.000512521	0.816512	2.19394e-06
Cell_6	5.27828e-18	0.873402	0.0634718	0.0254428	0.0375729	0.00011046
Cell_7	6.61307e-15	0.0137115	0.195333	0.00353958	0.7874	1.58525e-05
Cell_8	5.57759e-32	3.83859e-10	0.299257	5.29645e-05	0.700689	2.29945e-07
Cell_9	7.75268e-38	2.53318e-09	0.156992	0.000248896	0.842758	1.27938e-06
Cell_10	3.28337e-26	0.00148887	0.360109	0.455793	0.180664	0.00194508
Cell_11	2.14835e-27	2.06651e-06	0.0013721	0.986685	0.0077238	0.0042171
Cell_12	7.60055e-15	0.999858	2.13707e-05	1.74174e-06	0.000118426	7.4605e-09
Cell_13	4.27436e-19	1.58103e-10	0.234719	0.0094	0.75584	4.18317e-05
Cell_14	2.15692e-09	0.112662	0.887295	1.98481e-06	4.11997e-05	9.02883e-09
Cell_15	8.73334e-25	0.000840067	0.0299075	0.00597994	0.963246	2.60896e-05
Cell_16	2.08657e-07	0.0137691	0.526603	0.347012	0.111127	0.00148852
Cell_17	1.7174e-13	1.1333e-08	0.341689	0.00447273	0.653816	2.18751e-05
Cell_18	2.89573e-33	0.00136842	0.0211689	0.00313832	0.974311	1.33568e-05
Cell_19	9.01289e-42	8.42331e-16	2.44377e-07	0.995697	6.60464e-06	0.00429572
Cell_20	2.21839e-43	1.93751e-06	0.000194413	0.987796	0.00779847	0.00420885
Cell_21	2.23329e-17	8.26062e-09	0.043988	0.0129261	0.943028	5.82204e-05
Cell_22	1.08216e-27	5.4115e-11	0.451199	0.000235385	0.548565	1.09439e-06
Cell_23	9.97616e-21	0.000388241	0.0840772	0.0038926	0.911625	1.70916e-05
Cell_24	4.13383e-27	1.43788e-06	0.731067	0.0484399	0.220283	0.000208149
Cell_25	3.81403e-12	0.791133	0.149243	9.34051e-05	0.0595301	4.29153e-07
Cell_26	1.16603e-16	0.311453	0.232992	0.175548	0.279261	0.000746104
Cell_27	1.39808e-06	0.999999	1.05903e-17	2.48929e-19	1.74847e-16	1.06112e-21
Cell_28	1.50719e-37	0.00239965	0.0298609	0.0146271	0.95305	6.23003e-05
Cell_29	1.80511e-09	0.99999	6.06921e-07	2.16015e-08	8.99798e-06	9.29183e-11
Cell_30	2.85813e-22	0.00132592	0.0834762	0.000182666	0.915014	7.98381e-07
Cell_31	6.63471e-21	0.00300602	0.134021	0.0102883	0.85264	4.40684e-05
Cell_32	4.98441e-26	0.000129634	0.108282	0.493114	0.395295	0.00317955
Cell_33	5.1013e-06	0.0228221	0.10597	0.0380472	0.832986	0.000169361
Cell_34	5.35503e-23	0.00657822	0.142705	0.0101872	0.840482	4.76811e-05
Cell_35	7.73082e-29	1.13797e-10	0.366446	0.475961	0.155475	0.00211858
Cell_36	1.30035e-11	8.58094e-07	0.0973261	0.0111123	0.891514	4.72228e-05
Cell_37	5.03644e-31	5.69637e-08	0.841845	0.00784251	0.150278	3.36045e-05
Cell_38	3.58426e-06	0.999996	1.37141e-15	4.25104e-16	1.09074e-14	1.89179e-18
Cell_39	2.07599e-21	4.30435e-09	0.0497859	0.00540599	0.944783	2.5536e-05
Cell_40	6.06518e-58	2.66923e-19	0.0954779	0.00393452	0.900571	1.69118e-05
Cell_41	8.90827e-30	3.77003e-10	0.107022	0.00702785	0.885915	3.44184e-05
Cell_42	3.2637e-25	4.40777e-08	0.215744	0.00419812	0.780039	1.85894e-05
