cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_0	2.37663e-16	3.45822e-11	2.60946e-12	1	5.17187e-13	3.12274e-11
Cell_1	3.54308e-10	1.0993e-05	0.999976	1.43169e-14	1.78706e-11	1.27768e-05
Cell_2	0.000622145	0.000384367	3.85222e-05	0.000915333	0.986434	0.0116053
Cell_3	0.00220216	0.0189287	0.00143766	0.000290669	0.371144	0.605997
Cell_4	2.17676e-09	0.343435	0.0339978	2.16874e-10	2.23307e-20	0.622567
Cell_5	0.000125319	8.06034e-05	2.35967e-05	0.000781039	0.997845	0.00114459
Cell_6	0.986399	0.00243854	0.00100362	1.22658e-13	1.54696e-10	0.010159
Cell_7	4.44848e-21	0.0074466	0.00111579	8.47272e-38	1.03855e-34	0.991438
Cell_8	4.73991e-05	0.000278215	3.62981e-05	0.000782201	0.986515	0.0123409
Cell_9	0.000353875	0.000940047	9.42138e-05	0.000900175	0.97164	0.0260717
Cell_10	5.15566e-13	0.101857	0.0226538	7.17791e-27	9.1964e-24	0.875489
Cell_11	1.80614e-05	0.000262515	0.984288	1.18398e-05	0.0151479	0.000271959
Cell_12	0.999999	6.08319e-07	4.60415e-08	1.10693e-23	1.41339e-20	8.24771e-07
Cell_13	9.6484e-05	0.000207449	3.10838e-05	0.000809057	0.997521	0.00133446
Cell_14	3.06657e-19	0.0025416	0.000453635	8.70461e-25	1.05181e-21	0.997005
Cell_15	7.63246e-19	0.0171244	0.0035704	1.33266e-31	1.67321e-28	0.979305
Cell_16	0.00120333	0.0089653	0.0026246	0.000112153	0.143015	0.84408
Cell_17	0.000103281	0.00128489	0.000150285	0.00083639	0.945352	0.0522732
Cell_18	0.0018427	0.398819	0.0350251	6.9247e-12	8.89372e-09	0.564313
Cell_19	4.12354e-14	8.30965e-09	1	1.64698e-13	2.08916e-10	4.55975e-09
Cell_20	1.35116e-05	0.000148138	0.999786	5.34667e-11	6.8599e-08	5.26476e-05
Cell_21	0.000204456	0.00264343	0.000240346	0.000771102	0.940274	0.0558671
Cell_22	1.47681e-05	0.000784014	5.90024e-05	0.000821594	0.973026	0.0252946
Cell_23	0.00128463	0.0187139	0.0385234	0.000661955	0.826268	0.114548
Cell_24	0.000121547	0.000530807	5.31988e-05	0.000777442	0.989785	0.00873245
Cell_25	0.975658	0.00380908	0.00784117	4.03655e-06	0.004833	0.00785501
Cell_26	0.0899796	0.236722	0.487304	7.64352e-11	9.8294e-08	0.185994
Cell_27	1	1.04774e-18	8.07139e-20	9.4244e-32	1.20869e-28	1.76658e-18
Cell_28	0.00359097	0.0303648	0.00253461	2.93077e-19	3.76155e-16	0.96351
Cell_29	0.999998	7.1075e-07	6.24194e-08	7.0721e-20	8.99526e-17	1.07478e-06
Cell_30	0.000247111	0.0132307	0.027236	1.13249e-10	1.41955e-07	0.959286
Cell_31	0.00589739	0.111997	0.0460945	1.72292e-05	0.0219993	0.813994
Cell_32	1.93088e-09	0.0736993	0.780926	7.27111e-15	6.3497e-12	0.145375
Cell_33	2.14853e-09	0.0106776	0.00190579	9.32843e-18	1.14987e-14	0.987417
Cell_34	2.98639e-08	0.0701981	0.0288912	1.5728e-23	1.85127e-20	0.900911
Cell_35	4.23335e-07	0.437834	0.0469788	3.15951e-08	3.89471e-05	0.515148
