cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10
Cell_572	3.11335e-39	2.78889e-06	0.00127776	2.69374e-05	6.51781e-05	0.00345973	2.91193e-08	0.000129305	7.05389e-22	0.000859116	0.994179
Cell_573	1.14645e-17	0.000390626	0.00206215	5.33336e-05	0.0197416	0.000300845	6.29992e-13	0.93925	0.0269504	0.0112508	1.52101e-24
Cell_574	9.69902e-39	2.84758e-08	6.32938e-05	1.3122e-06	0.0219467	7.19636e-05	9.07155e-08	0.977898	1.06495e-07	1.88881e-05	1.17096e-10
Cell_575	1.40888e-20	6.12218e-06	0.000214237	4.77141e-06	5.63702e-05	0.000378836	1.70411e-10	0.00119143	0.997749	0.000398974	2.33925e-10
Cell_576	7.13329e-07	0.127734	1.47591e-11	2.99889e-13	9.84128e-13	2.92014e-12	0.872266	3.95607e-12	1.80301e-10	1.34732e-11	3.03269e-12
Cell_577	3.34132e-33	4.73791e-05	0.00871032	0.000189681	0.0013037	0.000920161	3.52207e-13	0.00969895	7.91749e-22	0.00672661	0.972403
Cell_578	3.77986e-30	0.000102461	0.002259	5.22993e-05	0.000140512	0.0145843	8.99399e-07	0.00013714	0.000927513	0.0453503	0.936445
Cell_579	2.01765e-19	0.000273542	0.0012915	2.63016e-05	5.76945e-05	0.00348562	0.00186796	0.00205955	0.0232227	0.0298636	0.937852
Cell_580	5.49965e-19	0.000767685	0.148402	0.00304737	0.0127189	0.154076	2.02793e-05	0.172033	0.372501	0.124153	0.0122804
Cell_581	3.07877e-14	9.08969e-06	0.00257548	5.2678e-05	0.000135473	0.00539529	6.20715e-05	0.00331599	0.0238502	0.00140658	0.963197
Cell_582	5.16281e-25	2.18203e-05	0.00116311	2.36813e-05	5.41392e-05	0.00178531	0.000426276	0.00137698	0.990761	0.0043851	3.01624e-06
Cell_583	1.55975e-38	3.08904e-07	0.000236017	4.80433e-06	1.11628e-05	0.000290566	2.1906e-10	6.1693e-05	2.20683e-14	0.000166403	0.999229
Cell_584	3.98746e-16	5.62539e-05	0.00104495	2.14372e-05	0.000186068	0.00225718	2.20357e-09	0.00265969	0.992262	0.00151227	1.36846e-11
Cell_585	6.69822e-35	4.83707e-05	0.00637993	0.970779	0.000474379	0.0178699	9.08523e-11	0.000967575	2.1496e-13	0.00348077	7.53962e-12
Cell_586	1.73866e-26	0.000113786	0.00989852	0.000200891	0.00044503	0.00205958	2.01137e-09	0.000581071	0.970133	0.0165686	5.68626e-09
Cell_587	3.58021e-28	7.62893e-05	0.0198165	0.000407353	0.00121532	0.963923	4.51771e-10	0.00198773	2.28112e-06	0.0122021	0.0003693
Cell_588	7.65758e-23	2.72496e-05	0.00065495	1.51096e-05	4.86987e-05	0.00166831	0.000933009	7.10423e-05	5.94011e-09	0.00309562	0.993486
Cell_589	3.80634e-31	1.31583e-05	0.00016825	3.42045e-06	7.68958e-06	0.00167102	1.382e-11	1.71512e-09	4.66915e-08	0.00424053	0.993896
Cell_590	2.18705e-12	0.00536681	4.49095e-10	9.19154e-12	2.99454e-11	3.6754e-11	0.994633	1.03091e-11	7.22323e-31	4.19016e-10	3.84763e-14
Cell_591	1.58036e-42	6.8316e-07	0.000116258	2.73147e-06	1.52278e-05	0.000710267	4.89722e-11	4.10211e-05	1.6355e-14	5.98987e-05	0.999054
Cell_592	4.85644e-06	0.00346789	0.000123098	2.55925e-06	9.11728e-06	5.09509e-05	0.995038	1.9926e-06	9.29845e-09	0.00130172	3.34931e-15
Cell_593	2.37124e-26	2.84822e-05	0.0172438	0.000350812	0.000781855	0.00678553	0.00092336	0.000322309	0.96109	0.0124734	5.57636e-10
Cell_594	1.29417e-23	5.53239e-06	0.000735315	1.50157e-05	4.22797e-05	0.000904679	8.23563e-09	0.00243331	0.994584	0.00127914	8.03316e-07
Cell_595	3.98839e-28	5.85267e-07	0.00020787	4.48071e-06	1.09342e-05	0.000662468	3.69248e-12	5.93463e-05	1.73348e-13	8.67607e-05	0.998968
Cell_596	3.44263e-33	2.65287e-09	1.04122e-06	3.18041e-08	0.0276745	8.16609e-08	5.27374e-11	0.972321	8.29677e-17	4.25473e-07	2.42837e-06
Cell_597	2.8668e-05	0.000624772	0.00435703	9.01114e-05	0.000570697	0.0663881	0.00426643	0.0090009	0.897759	0.0018134	0.0151005
Cell_598	4.01356e-34	0.000201607	0.0508221	0.00103736	0.00292221	0.0157116	2.80965e-05	0.00325218	0.893614	0.0173798	0.0150307
Cell_599	5.28284e-10	0.00208153	0.000280517	6.10871e-06	2.08578e-05	3.29833e-05	0.994697	6.06074e-05	5.47049e-14	0.00282022	9.01742e-15
Cell_600	1.16864e-19	0.000442062	0.0154354	0.000384201	0.00102923	0.00145261	6.45821e-13	0.0329072	0.94211	0.00623978	1.95312e-21
Cell_601	1.36805e-30	8.15995e-10	1.09947e-07	2.23679e-09	0.142446	3.29579e-08	4.96709e-11	0.857554	6.57395e-14	4.41203e-08	4.73079e-14
Cell_602	2.79207e-15	0.00662773	0.000120924	2.54928e-06	1.33087e-05	0.000236213	0.0230915	3.34872e-05	0.121573	0.748103	0.100199
Cell_603	1.50396e-20	0.003817	0.161094	0.00551619	0.136229	0.291399	4.67487e-12	0.0476261	7.98034e-12	0.353482	0.000836782
Cell_604	4.40097e-25	0.000133113	0.0198815	0.000449309	0.000913271	0.00164289	0.00260046	0.0161519	0.946134	0.0120908	2.88038e-06
Cell_605	3.25227e-14	5.11595e-06	0.000910609	2.02487e-05	4.02151e-05	0.000700026	4.84009e-12	0.00207933	0.995921	0.000323329	1.49411e-14
Cell_606	8.14632e-45	2.03305e-06	0.000707407	1.52484e-05	3.36963e-05	0.00157905	9.57307e-18	0.000860812	1.15325e-32	0.000235276	0.996566
Cell_607	6.89043e-29	0.00281199	0.0112689	0.000229389	0.000965811	0.00301428	0.00553252	0.0377917	1.68855e-24	0.510325	0.42806
Cell_608	6.35031e-35	4.98537e-05	0.0156938	0.000329518	0.000858372	0.0318907	0.000173694	0.00190211	0.517313	0.00542506	0.426363
Cell_609	1.55788e-27	0.00204994	0.000742334	1.50809e-05	3.2961e-05	0.00288484	0.0255373	0.000716659	0.92839	0.0396312	7.18543e-10
Cell_610	2.58074e-25	0.000165382	0.00496778	0.00324886	0.000220712	0.00351589	0.000576204	0.00366257	0.534543	0.00853558	0.440564
Cell_611	1.35531e-15	0.938901	0.00280302	6.33464e-05	0.00028902	0.00518612	0.0264744	0.00462848	8.95417e-06	0.0216461	1.82018e-10
Cell_612	1.16864e-42	0.00805663	0.0109506	0.000235194	0.000498336	0.0161873	2.67989e-08	0.0196837	1.20551e-08	0.943405	0.000983594
Cell_613	1.95918e-18	1.13609e-06	0.000302866	7.83304e-06	1.59311e-05	0.000270639	6.08986e-10	0.00027677	1.56018e-12	0.000126824	0.998998
Cell_614	1.87797e-38	1.82796e-05	0.000479267	9.73105e-06	3.56358e-05	0.00269511	3.20947e-07	4.25148e-05	0.993718	0.00298704	1.36445e-05
Cell_615	5.96775e-11	0.00404048	0.00272091	5.92522e-05	0.000356393	0.00174591	3.61945e-05	0.0134315	0.927945	0.0490401	0.000624327
Cell_616	2.86141e-42	4.48168e-07	9.23671e-05	1.88621e-06	6.15899e-06	0.000787037	1.63919e-18	0.000143798	0.99885	0.00011856	4.74524e-24
Cell_617	8.13447e-38	0.000245833	0.00090414	1.83518e-05	3.99227e-05	0.000262789	2.53279e-05	3.35912e-05	0.966027	0.0324427	1.33043e-18
Cell_618	4.81291e-36	5.20041e-06	0.00139389	2.83339e-05	9.2944e-05	0.00329152	8.22529e-05	0.000405308	5.79014e-05	0.000839749	0.993803
Cell_619	1.82776e-49	5.8007e-06	0.000135549	2.75601e-06	6.16851e-06	0.000490252	5.10602e-14	7.41368e-06	0.997685	0.00166708	1.12614e-23
Cell_620	5.62719e-17	0.00166838	3.01273e-14	6.53087e-16	1.36174e-15	3.58346e-15	0.998332	1.29751e-15	5.68555e-29	8.91619e-11	5.82372e-32
Cell_621	6.71656e-17	0.127647	1.06092e-06	2.36284e-08	4.81035e-08	2.29482e-07	0.871671	1.58608e-07	0.00034931	0.000325123	5.87546e-06
Cell_622	2.14225e-29	0.00118615	0.0473017	0.0010073	0.00842272	0.0587652	2.08082e-06	0.0706987	0.75405	0.0585453	2.02932e-05
Cell_623	1.05917e-42	4.45988e-06	0.000208315	2.20368e-05	9.5691e-06	0.00135711	3.04555e-05	0.000231235	0.0241115	0.000278119	0.973747
Cell_624	3.56355e-27	0.00248371	0.00433098	9.52874e-05	0.00186862	0.00834773	0.000346137	0.0637922	0.0185943	0.149205	0.750936
Cell_625	4.13343e-24	0.0134734	0.0171128	0.000354408	0.00146666	0.0024124	0.79364	0.0660441	0.00266434	0.102832	5.30238e-10
Cell_626	8.00504e-43	3.70444e-06	0.000566553	0.10483	2.50376e-05	0.00151174	6.19298e-13	0.000953258	4.20667e-26	0.000418284	0.891691
Cell_627	1.76988e-21	1.31891e-06	6.60411e-05	1.37384e-06	0.0220292	1.07792e-05	3.56828e-12	0.977763	6.59987e-09	0.00012868	2.58001e-13
Cell_628	3.02151e-25	2.8584e-05	0.00116072	4.35335e-05	5.57814e-05	0.00340512	0.000674616	0.00221583	0.990631	0.00178438	2.84514e-07
Cell_629	3.27031e-16	0.00722023	0.0308213	0.000627324	0.00136914	0.00104685	2.21392e-05	0.00812616	4.88224e-17	0.950767	7.66036e-21
Cell_630	3.60567e-11	0.127732	2.34213e-06	5.42239e-08	2.00734e-07	1.06231e-07	0.872256	6.19961e-06	8.6985e-07	1.79756e-06	1.4631e-08
Cell_631	7.12874e-25	3.28532e-07	1.9701e-05	4.05454e-07	0.0173412	4.26253e-06	1.117e-10	0.982548	4.43241e-05	4.20994e-05	6.61202e-09
Cell_632	8.91939e-21	7.52506e-06	0.000672201	1.4971e-05	4.48221e-05	0.00159238	8.25764e-05	0.00111437	0.000985183	0.000815559	0.99467
Cell_633	8.58129e-30	0.00431229	0.0522121	0.00106028	0.00231163	0.0536541	4.91587e-06	0.00308864	0.000886461	0.881739	0.00073061
Cell_634	8.5372e-54	2.62584e-07	0.00039764	8.07381e-06	8.86428e-05	0.000830556	1.79313e-06	0.000834774	0.981255	7.83859e-05	0.0165049
Cell_635	4.16056e-19	3.01353e-05	0.00453913	9.26511e-05	0.000215366	0.00739081	8.38816e-10	0.00105279	0.984774	0.00190473	2.30883e-10
Cell_636	1.38402e-36	6.81495e-08	2.54166e-05	5.16012e-07	1.55876e-06	0.000235782	1.34433e-13	1.69479e-07	9.1033e-22	7.87082e-06	0.999729
Cell_637	3.05874e-16	2.53954e-07	8.89067e-05	2.23401e-06	4.17432e-06	0.000149527	1.33908e-08	5.5125e-06	3.65752e-09	3.0577e-05	0.999719
Cell_638	3.33047e-23	9.30382e-07	0.000311803	6.40271e-06	1.64012e-05	0.000928265	1.18455e-11	2.05724e-06	8.98754e-19	0.000473892	0.99826
Cell_639	1.18414e-21	0.0220517	0.00115809	2.90988e-05	6.65885e-05	9.44314e-05	0.975615	0.000151137	5.76257e-10	0.000833908	5.08578e-08
Cell_640	2.16e-05	0.000212426	0.00510268	0.000106254	0.000225471	0.00583366	0.00321456	3.07092e-05	0.965518	0.019696	3.82122e-05
Cell_641	3.43974e-51	1.5454e-10	3.43885e-08	6.9961e-10	0.0718022	9.31616e-09	3.25751e-18	0.928198	2.10222e-19	1.16256e-08	2.96357e-13
Cell_642	1.95549e-27	2.67443e-06	0.000202987	4.16426e-06	1.03543e-05	0.000187751	3.06404e-13	1.24717e-05	0.999406	0.000173465	2.78448e-14
Cell_643	1.43423e-20	1.25597e-05	0.00044432	1.15015e-05	4.58139e-05	0.00234241	9.7094e-10	0.000423226	0.996453	0.000264212	3.03357e-06
Cell_644	7.46632e-32	8.87511e-06	0.000583114	1.24175e-05	2.62242e-05	0.00153446	2.90738e-09	0.000448004	2.1433e-10	0.00147124	0.995916
Cell_645	2.23163e-17	2.37198e-05	0.000606435	4.1285e-05	4.50914e-05	0.000498517	1.22632e-12	6.2873e-07	0.998136	0.000648488	1.1819e-11
Cell_646	2.458e-12	0.999994	2.68514e-18	5.45309e-20	1.54392e-19	7.34449e-19	6.44804e-06	1.76616e-18	2.18169e-23	6.98775e-17	6.60512e-22
Cell_647	6.92098e-32	0.00149266	0.388075	0.00798676	0.0184129	0.00438725	5.55705e-06	0.341001	2.4399e-08	0.238614	2.4634e-05
Cell_648	4.49415e-33	2.25845e-05	0.000662089	1.40232e-05	3.80692e-05	0.00147585	2.65552e-11	0.000445426	0.99652	0.000821968	3.18006e-08
Cell_649	1.68606e-32	9.78406e-06	1.65074e-06	3.3897e-08	0.0136723	2.95703e-07	2.58286e-10	0.98275	1.35515e-13	0.00356563	6.51111e-17
Cell_650	1.83376e-09	0.996549	6.72396e-10	1.36731e-11	4.99959e-11	5.28798e-10	0.00345141	2.87137e-11	1.08279e-11	5.63569e-09	8.92426e-12
Cell_651	3.88209e-25	0.00431574	0.0149117	0.000304649	0.000867382	0.0153508	4.49101e-08	0.00953272	1.98239e-05	0.954697	4.73869e-10
Cell_652	1.63276e-24	8.20406e-06	0.000558191	1.13382e-05	2.84732e-05	0.000823732	6.33932e-07	5.27333e-06	0.995887	0.00267668	3.30186e-12
Cell_653	8.10213e-29	3.88241e-05	0.0119902	0.000244739	0.00315486	0.0025616	0.000587511	0.103098	0.873928	0.00436204	3.45873e-05
Cell_654	1.17762e-17	0.850523	1.49349e-06	3.02936e-08	6.86186e-08	2.89864e-07	0.149183	8.36402e-08	2.20016e-16	0.000292202	2.28779e-13
Cell_655	4.70579e-17	0.0194233	1.66017e-09	3.38601e-11	7.48367e-11	2.12672e-10	0.980577	1.08316e-11	7.68288e-27	6.83962e-09	5.436e-09
Cell_656	2.96274e-14	7.90918e-06	0.00166325	3.39996e-05	8.27987e-05	0.00182595	0.000358359	6.38729e-05	8.62636e-13	0.00105563	0.994908
Cell_657	1.7548e-33	7.21491e-06	0.000957678	2.84256e-05	8.20784e-05	0.0192739	4.9269e-05	0.00132268	0.961083	0.00103035	0.0161656
Cell_658	6.93756e-42	1.78048e-18	3.90935e-16	8.13251e-18	0.125713	6.95951e-17	4.09929e-20	0.874287	2.96581e-19	1.38372e-16	3.1777e-18
Cell_659	5.04118e-35	1.39783e-05	0.00265189	5.4241e-05	0.00694627	0.000661628	2.97875e-13	0.356874	0.626195	0.00660239	3.49862e-18
Cell_660	7.76066e-11	0.00638093	3.59985e-11	7.31167e-13	2.06987e-12	3.33821e-12	0.993619	3.92067e-12	1.09184e-13	1.05526e-09	2.08305e-19
Cell_661	1.8146e-53	2.40661e-06	2.41508e-05	4.93219e-07	1.07452e-06	0.000116831	1.71846e-20	7.2322e-06	6.1162e-34	0.000128803	0.999719
Cell_662	3.10724e-35	0.0012839	0.0180025	0.000454273	0.000796819	0.0178576	0.0087675	0.000568084	0.621528	0.320287	0.0104542
Cell_663	3.91963e-34	6.53704e-05	0.00230639	4.69219e-05	0.000254531	0.0131556	9.32658e-11	0.0150257	2.81149e-07	0.00950538	0.95964
Cell_664	9.99618e-19	2.79285e-05	0.000629416	1.37113e-05	2.83065e-05	0.00344223	2.01534e-09	0.00125539	4.4542e-06	0.00074136	0.993857
Cell_665	2.88757e-09	0.223012	6.89599e-12	2.80331e-13	3.77175e-13	8.77229e-13	0.776988	3.47308e-12	1.53363e-10	3.2347e-11	1.264e-10
Cell_666	9.30422e-42	6.34962e-06	0.000544054	1.10649e-05	4.0453e-05	0.000397378	5.16925e-13	0.000124909	0.99858	0.0002953	4.7297e-13
Cell_667	5.89427e-21	0.000377717	0.100862	0.00205131	0.00454661	0.304714	3.75091e-06	0.00132947	0.474622	0.111493	1.11148e-07
Cell_668	1.33093e-41	0.00605603	0.203287	0.00540691	0.0124672	0.0157653	4.72244e-28	0.520678	5.10316e-13	0.23634	4.53305e-17
Cell_669	6.90461e-37	0.000126072	0.000126239	2.56639e-06	5.76956e-06	0.000506959	2.18215e-12	0.000109139	6.40036e-15	0.0108263	0.988297
Cell_670	2.97256e-29	0.000468696	0.232118	0.00480719	0.0104389	0.1243	2.88732e-06	0.0031574	0.433372	0.170324	0.0210106
Cell_671	5.49249e-33	3.88423e-05	0.000435532	8.90022e-06	1.98875e-05	0.0004757	2.04812e-06	2.70848e-06	3.61844e-09	0.00997919	0.989037
Cell_672	1.60177e-30	4.16533e-06	0.00274572	5.61962e-05	0.000183083	0.0190661	6.37198e-12	9.48656e-05	0.97656	0.00128945	8.04701e-24
Cell_673	2.69696e-27	0.00104994	0.0177046	0.00222581	0.00118053	0.0350423	0.00365806	0.00253041	0.445817	0.123355	0.367437
Cell_674	2.13583e-18	0.00392391	1.20824e-05	3.04887e-07	7.40997e-07	8.89472e-07	0.995956	1.82056e-07	2.6171e-14	0.000105582	1.06771e-11
Cell_675	7.49592e-36	3.03247e-11	2.44604e-09	5.74696e-11	0.0366246	1.59579e-09	1.85642e-20	0.963375	3.91053e-19	2.09103e-09	1.59539e-16
Cell_676	4.71783e-19	0.00124354	0.023533	0.000481646	0.00140287	0.274075	3.19385e-08	0.000346132	1.74017e-15	0.69769	0.00122807
Cell_677	2.80862e-31	3.69369e-05	0.00233084	4.74194e-05	0.000127485	0.00380181	0.000955962	0.000923058	4.1763e-07	0.00401513	0.987761
Cell_678	1.95428e-27	5.58377e-06	0.000777268	2.66153e-05	4.76686e-05	0.00293947	4.36333e-06	0.00154413	0.994001	0.000653497	6.17574e-08
Cell_679	9.70784e-27	1.64641e-05	0.00847092	0.000173261	0.000445579	0.0110434	5.7362e-05	0.00306172	0.533299	0.00389395	0.439538
Cell_680	1.34982e-25	0.026119	0.380916	0.00790779	0.0498935	0.0269807	6.11791e-07	0.0752237	2.73756e-06	0.385387	0.0475698
Cell_681	7.99983e-23	6.52534e-06	0.000202422	7.80855e-06	1.03255e-05	0.000229443	5.09082e-08	2.7684e-05	0.998586	0.000929627	7.57403e-16
Cell_682	2.77139e-27	0.00127145	0.348003	0.00707475	0.0165115	0.0145343	0.482635	0.000884542	3.92675e-08	0.129086	1.0002e-12
Cell_683	8.20801e-38	4.79291e-05	7.77344e-05	1.64929e-06	3.86972e-06	0.000351977	4.70203e-14	3.89091e-06	1.50119e-18	0.00581629	0.993697
Cell_684	4.84073e-24	1.86864e-05	0.00546132	0.000116705	0.000247623	0.0192352	1.50468e-15	0.00471913	0.966411	0.0037907	2.73911e-14
Cell_685	0.000749959	0.00188426	1.11132e-25	2.25667e-27	6.07838e-27	8.11019e-27	0.997366	5.32688e-26	8.63006e-35	1.44819e-23	6.47196e-47
Cell_686	1.55333e-21	3.26223e-06	0.000753371	1.58183e-05	3.96281e-05	0.00219717	5.72771e-08	4.14798e-05	0.996513	0.000422786	1.36829e-05
Cell_687	1.14982e-34	0.00301261	0.00456077	0.000124071	0.0552863	0.000575796	1.61487e-06	0.40043	9.68189e-14	0.474014	0.0619939
Cell_688	3.28269e-19	0.000872294	0.00851573	0.000173015	0.000415736	0.00618072	0.00303914	0.00139897	0.421496	0.210517	0.347392
Cell_689	2.19303e-20	1.8502e-05	0.00714125	0.000486164	0.00603899	0.0103488	0.000203032	0.166319	0.000796971	0.00400103	0.804646
Cell_690	3.90689e-22	0.0060307	0.0915475	0.00201417	0.00610434	0.00841684	0.0411823	0.0139139	0.303591	0.522093	0.00510644
Cell_691	8.29929e-31	1.91263e-05	0.0124387	0.000292247	0.00224303	0.0043642	6.66373e-05	0.0082762	0.529722	0.00598759	0.43659
Cell_692	8.33699e-52	1.9546e-06	0.00109713	2.23203e-05	4.85481e-05	0.00142078	4.63188e-23	0.00232348	7.28998e-24	0.000323554	0.994762
Cell_693	3.12849e-15	0.0592169	0.000784073	1.6697e-05	3.76807e-05	3.86053e-05	0.93661	2.2377e-05	8.16275e-08	0.00187231	0.00140103
Cell_694	3.04118e-44	0.0023963	0.251632	0.00515011	0.0125266	0.142298	3.0301e-12	0.00115674	4.68941e-09	0.58484	1.64736e-10
Cell_695	1.75407e-11	0.00505574	1.8024e-08	4.23474e-10	2.36084e-09	4.68743e-09	0.994944	2.16484e-08	1.27495e-18	1.02311e-08	7.06093e-11
Cell_696	1.4596e-36	0.000691566	0.162854	0.00332411	0.0243747	0.0528639	1.1292e-06	0.681812	0.0105915	0.0634877	2.33995e-10
Cell_697	4.75248e-34	0.00010357	0.00484291	9.8543e-05	0.000215652	0.00305514	1.85061e-11	9.23704e-05	0.978132	0.0134596	1.97765e-16
Cell_698	5.60192e-24	2.23928e-06	0.000827095	1.70682e-05	3.75016e-05	0.00101654	1.86651e-07	0.00295782	0.994865	0.000276943	4.7121e-13
Cell_699	1.49723e-33	4.2092e-08	5.54642e-05	1.13262e-06	0.0488206	7.76702e-06	2.63887e-21	0.951089	1.22643e-11	2.55896e-05	9.52705e-19
Cell_700	7.10992e-37	6.14253e-07	0.000149108	3.03404e-06	3.92334e-05	0.00039613	9.64366e-13	0.00101794	0.998294	0.000100335	2.85433e-18
Cell_701	9.14217e-19	4.89366e-06	0.000837531	1.71819e-05	5.58462e-05	0.00250845	7.56093e-06	0.00244555	0.992918	0.00120502	2.54348e-15
Cell_702	8.58222e-69	1.54266e-10	2.57877e-09	5.2637e-11	0.0168117	3.97654e-10	1.58383e-31	0.983188	1.36724e-13	1.21393e-08	5.47984e-28
Cell_703	1.17004e-32	8.58083e-07	0.00102948	2.12462e-05	4.88454e-05	0.00342337	9.22701e-06	2.32881e-07	0.99445	0.000347459	0.000669073
Cell_704	1.46923e-15	0.00375492	0.038887	0.0467809	0.0020455	0.000622318	1.77711e-05	0.0845791	1.67541e-09	0.813967	0.00934579
Cell_705	2.6302e-26	1.41627e-05	0.000647629	1.34725e-05	3.97181e-05	0.00217944	0.000155414	0.000463427	0.000983911	0.00211655	0.993386
Cell_706	0.180217	0.00148738	5.23194e-23	1.30228e-24	5.39467e-24	2.4423e-24	0.818296	3.0032e-24	1.08787e-34	4.18642e-22	6.85784e-40
Cell_707	9.0329e-14	0.997459	0.000246277	4.99699e-06	1.226e-05	9.38877e-06	0.00218517	1.3283e-06	4.65554e-10	8.17249e-05	2.39251e-10
Cell_708	8.42517e-16	0.0192566	2.72592e-05	9.33412e-07	7.17246e-06	5.23354e-06	0.980343	6.84461e-05	1.44753e-23	1.48088e-05	0.000276961
Cell_709	1.86977e-36	6.8907e-06	0.00266444	5.41213e-05	0.000184493	0.00269513	0.000104274	0.000224892	0.993001	0.00102544	3.92999e-05
Cell_710	2.21305e-43	1.21796e-05	0.000120849	0.995544	1.53684e-05	1.80775e-05	1.26777e-19	5.86923e-06	9.43894e-25	0.00428358	2.26971e-08
Cell_711	3.54866e-38	1.4587e-05	0.00342657	7.00074e-05	0.000157402	0.00357063	9.96111e-05	0.00119128	0.97406	0.00102587	0.0163838
Cell_712	4.75233e-38	1.3944e-05	0.00308297	6.25691e-05	0.000811194	0.0117225	3.84249e-13	0.000117057	1.59126e-15	0.00224439	0.981945
Cell_713	1.22392e-10	3.02627e-05	0.000119685	5.36082e-06	3.14915e-05	0.000297481	1.82147e-08	0.000309516	0.999104	0.00010232	1.17769e-13
Cell_714	5.19044e-35	1.86608e-08	4.11296e-06	8.37413e-08	0.109319	4.45196e-07	3.76375e-10	0.890676	1.59205e-14	1.29941e-06	8.18856e-14
Cell_715	9.72164e-19	0.001318	0.012273	0.000250512	0.00067127	0.010418	0.00900037	0.00266244	0.414025	0.542418	0.00696397
Cell_716	2.51911e-26	0.00229637	0.473309	0.0104134	0.0351928	0.0723515	6.23875e-11	0.0161631	1.63831e-18	0.390274	1.13153e-08
Cell_717	5.89139e-27	0.0153583	0.108255	0.00252063	0.00494764	0.00632302	2.57918e-19	0.218069	0.0502493	0.594277	4.75178e-32
Cell_718	1.20373e-30	0.000208483	0.00052439	1.06767e-05	4.49432e-05	0.00147825	1.84399e-08	8.85093e-06	2.74035e-16	0.0770506	0.920674
Cell_719	5.44287e-27	7.98167e-05	0.0206997	0.000433099	0.00153912	0.908317	6.63167e-08	0.0015091	0.0528521	0.0143729	0.000197104
Cell_720	4.4714e-51	9.16332e-08	0.000122965	2.61787e-06	1.2679e-05	0.00011859	7.32967e-26	0.000167936	0.999539	3.66081e-05	6.40285e-29
Cell_721	9.77139e-25	6.80647e-06	0.00155882	3.18836e-05	9.56e-05	0.00333125	0.000103	0.00353054	0.990406	0.000897038	3.91971e-05
Cell_722	5.10369e-30	4.19203e-05	0.000369323	8.22542e-06	4.8375e-05	0.000583163	2.9237e-06	0.000134771	0.994838	0.00397329	2.59159e-11
Cell_723	6.12278e-23	1.26316e-05	0.000579521	1.18464e-05	4.96682e-05	0.000975432	9.59373e-09	0.000592081	0.994669	0.00307001	3.93659e-05
Cell_724	9.84605e-19	0.000461087	0.0183474	0.000571349	0.00791605	0.00781083	3.50196e-07	0.0412321	0.905875	0.0177502	3.58517e-05
Cell_725	5.79342e-26	0.000218504	0.00161098	3.28692e-05	7.86475e-05	0.00229761	3.68674e-11	0.000142606	0.943943	0.0516757	3.83381e-09
Cell_726	8.85436e-21	0.00310318	0.140017	0.00288964	0.00858703	0.0160518	8.19743e-05	0.278786	0.00262349	0.547773	8.64898e-05
Cell_727	6.19407e-27	6.30728e-07	0.000109343	2.28777e-06	9.37127e-06	0.000893791	1.09171e-14	0.00021459	6.46783e-15	5.4204e-05	0.998716
Cell_728	8.15437e-27	0.000284134	0.0109229	0.000223715	0.00112626	0.0311412	0.00194029	0.00386444	0.021189	0.0735876	0.855721
Cell_729	1.84605e-40	1.94499e-05	0.000157287	3.28083e-06	7.55885e-06	0.000260567	6.28333e-13	0.000114865	0.997762	0.001675	1.09833e-15
Cell_730	3.04825e-32	0.00313971	0.307611	0.00638401	0.0809388	0.081453	4.66958e-10	0.0421072	0.0312674	0.447099	8.98014e-09
Cell_731	1.15797e-28	1.20511e-05	0.00141089	2.90748e-05	7.42142e-05	0.00284984	0.000365966	0.000255877	4.66916e-08	0.00110423	0.993898
Cell_732	1.95755e-41	1.05006e-06	0.000111278	2.28745e-06	5.61033e-05	0.000512395	9.94136e-11	0.00177894	4.6878e-17	6.54079e-05	0.997473
Cell_733	3.51742e-29	4.16409e-07	0.000298789	7.94703e-06	1.57166e-05	0.000922068	2.90422e-08	1.93984e-05	0.998612	0.000124026	2.60142e-11
Cell_734	2.47913e-19	0.00299195	0.0011128	2.27916e-05	8.27421e-05	0.00217555	0.000157763	0.000651451	3.24221e-09	0.106605	0.8862
Cell_735	1.08213e-26	0.000456392	0.00200084	4.21811e-05	0.000171483	0.00305764	0.0146776	0.00101715	3.06103e-14	0.0168535	0.961723
Cell_736	3.90441e-31	1.23112e-06	0.000118133	2.41356e-06	7.87708e-06	0.000218308	1.16556e-10	3.14732e-06	4.69688e-17	0.00024323	0.999406
Cell_737	3.45438e-08	0.0286796	3.0951e-13	7.64248e-15	2.61737e-13	5.13101e-14	0.97132	8.08229e-12	3.13329e-14	1.36183e-13	2.58242e-14
Cell_738	1.21815e-35	2.76315e-06	9.01668e-05	1.84258e-06	3.9853e-06	0.000387627	4.84589e-17	7.05559e-06	2.97927e-26	0.000325682	0.999181
Cell_739	2.55194e-45	0.00331049	0.141124	0.00286601	0.0065689	0.420682	9.75252e-11	0.0011347	0.000947411	0.423347	1.94752e-05
Cell_740	5.27829e-28	5.80949e-06	1.27439e-05	2.58824e-07	5.63011e-07	0.000481754	1.91643e-08	4.97647e-07	2.79309e-09	0.00115287	0.998345
Cell_741	5.36628e-23	0.000319526	0.0003013	6.12209e-06	1.37114e-05	0.000430697	2.0835e-05	4.43156e-07	2.99266e-10	0.131837	0.86707
Cell_742	4.22967e-34	6.18216e-07	0.000290175	6.08954e-06	1.39451e-05	0.000513588	7.36593e-08	3.54662e-05	3.40281e-17	0.000109201	0.999031
