cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10
Cell_0	6.80364e-45	8.80995e-17	1.75373e-14	1	7.87102e-16	1.73292e-15	2.64157e-27	8.80689e-15	1.55074e-17	2.13083e-14	6.67621e-25
Cell_1	3.56026e-42	1.1049e-08	4.66797e-06	9.8012e-08	0.168253	9.42599e-07	1.3276e-15	0.831739	1.7644e-12	1.73369e-06	2.10051e-12
Cell_2	6.26366e-35	1.8567e-06	0.000326957	8.08746e-06	1.78829e-05	0.00129202	2.43906e-12	5.22856e-06	0.998206	0.000142409	1.56974e-16
Cell_3	6.08381e-31	3.04095e-05	0.0043997	9.00479e-05	0.000198328	0.012247	0.000105949	0.000616953	0.537399	0.00199467	0.442918
Cell_4	1.44576e-40	4.52326e-13	3.49148e-12	1	1.89265e-13	5.93786e-13	5.62977e-18	4.70353e-12	6.65968e-31	1.62767e-10	4.17925e-12
Cell_5	6.17844e-18	4.43053e-06	0.000117048	2.39406e-06	1.53313e-05	0.000269225	1.9205e-09	2.05975e-06	0.999364	0.000225019	1.12381e-11
Cell_6	7.22611e-18	0.00269949	8.70009e-05	1.80557e-06	1.54917e-05	5.05703e-05	0.995818	0.000240293	2.70497e-11	0.00108714	3.52011e-12
Cell_7	9.81935e-34	7.98736e-07	3.69089e-05	7.90951e-07	2.74436e-06	0.000472216	1.73066e-21	3.6946e-06	6.56201e-34	7.77586e-05	0.999405
Cell_8	1.48874e-33	2.42403e-06	0.00016413	3.40628e-06	1.09441e-05	0.000714075	8.79673e-12	1.64958e-07	0.99853	0.00057475	2.6012e-11
Cell_9	2.01459e-38	1.44397e-05	0.00150079	3.70579e-05	8.20858e-05	0.00171182	5.65631e-10	1.16375e-05	0.994217	0.00242521	1.37116e-11
Cell_10	1.27098e-34	0.00122928	0.0248625	0.000506907	0.00256358	0.0307428	4.94919e-12	0.220855	4.17683e-23	0.360066	0.359174
Cell_11	4.00965e-27	1.69466e-07	0.000113174	2.3111e-06	0.168143	8.90491e-06	3.31064e-06	0.830621	0.000931801	0.000175776	2.83675e-09
Cell_12	9.14269e-15	0.00176881	1.41985e-07	2.90599e-09	6.38545e-09	2.69057e-08	0.998231	5.27194e-08	5.44896e-21	2.22898e-07	1.71714e-20
Cell_13	3.3786e-20	3.17564e-05	0.000444962	9.47302e-06	3.30851e-05	0.00042084	1.0502e-11	0.00011033	0.997793	0.0011567	8.27045e-11
Cell_14	2.60932e-23	0.0116387	1.03029e-05	2.24363e-07	8.83019e-07	0.000302175	1.14233e-15	1.36927e-10	4.96087e-21	0.829002	0.159046
Cell_15	1.12366e-41	5.02463e-08	3.14602e-05	6.56225e-07	3.07046e-06	0.000125788	9.27765e-21	3.84347e-05	6.51385e-29	9.70366e-06	0.999791
Cell_16	6.02149e-08	0.000949725	0.00120227	2.46432e-05	0.000157477	0.0161692	0.00330891	0.00542055	0.511882	0.0389979	0.421887
Cell_17	1.99524e-14	3.26537e-06	0.000381489	8.95055e-06	2.33961e-05	0.00301546	1.09641e-09	3.2364e-05	0.994927	0.00160853	1.45447e-10
Cell_18	3.1173e-33	0.00156424	0.462844	0.00941061	0.023041	0.0726639	0.00126589	0.327017	1.37656e-08	0.102191	3.34118e-06
Cell_19	2.42474e-46	8.73857e-12	1.10887e-08	2.28642e-10	0.528766	6.88678e-10	1.9469e-20	0.471234	1.25693e-11	4.01118e-09	7.97802e-16
Cell_20	1.06277e-44	6.91067e-08	2.21251e-05	4.50375e-07	0.0591686	9.42896e-07	7.97734e-08	0.940802	1.62606e-09	5.54866e-06	5.69577e-07
Cell_21	1.08045e-18	4.34436e-06	0.00064131	1.38237e-05	3.2713e-05	0.00243047	3.35846e-10	0.00102808	0.995557	0.00028891	3.03085e-06
Cell_22	2.94237e-29	7.38059e-06	0.000424143	9.44634e-06	1.90026e-05	0.00114221	1.2453e-12	1.00924e-06	0.995688	0.00270879	4.04397e-09
Cell_23	1.03371e-20	5.0437e-05	0.0191941	0.000403012	0.0162315	0.0148717	0.000344423	0.00734861	0.910006	0.0162439	0.0153064
Cell_24	5.2654e-28	0.000105591	0.000429675	8.82316e-06	2.35011e-05	0.000668286	1.57185e-07	0.000136013	0.988576	0.0100512	7.98464e-07
Cell_25	5.66564e-12	0.0127028	0.000523162	1.15103e-05	0.000442411	0.000192991	0.976351	3.28161e-06	0.000335174	0.00943788	4.65494e-16
Cell_26	5.33153e-21	0.974113	0.00174541	3.54372e-05	0.00147601	0.000152952	1.18196e-05	0.0112507	8.89682e-11	0.011215	1.23922e-08
Cell_27	1.67768e-06	0.00404222	5.99732e-19	1.22136e-20	2.72923e-20	6.93504e-20	0.995956	5.1101e-20	8.16045e-29	3.42602e-19	6.95299e-23
Cell_28	1.51435e-38	4.2229e-06	0.000740881	1.50754e-05	3.5605e-05	0.00317744	0.00020721	0.00167524	6.45609e-16	0.000230305	0.993914
Cell_29	2.12202e-09	0.0243267	1.58878e-07	3.26594e-09	7.90918e-09	2.63176e-08	0.975672	2.56799e-08	8.76059e-17	1.00505e-07	6.49578e-07
Cell_30	9.58287e-24	1.47296e-06	0.000608324	1.27126e-05	0.000514429	0.00455367	3.81215e-05	1.32129e-05	4.20161e-07	0.000509474	0.993748
Cell_31	4.66769e-21	0.000265387	0.0285085	0.000583479	0.00507634	0.0235892	0.00181227	0.0138106	0.0214269	0.0395973	0.86533
Cell_32	1.21277e-31	0.000240245	0.0173034	0.000538841	0.0729101	0.00316531	2.70777e-10	0.781121	1.69561e-12	0.0401679	0.0845527
Cell_33	3.26263e-14	1.69335e-06	3.47429e-05	7.39857e-07	2.97766e-06	0.000336304	1.21388e-10	6.15012e-05	1.63627e-14	3.97444e-05	0.999522
Cell_34	4.82884e-29	5.05776e-06	0.000378539	8.48885e-06	6.74041e-05	0.000658845	5.09006e-09	0.000210127	9.1566e-21	0.000563889	0.998108
Cell_35	1.44585e-32	0.00261095	0.0410372	0.000873861	0.00235959	0.00417253	1.82445e-14	0.260955	5.12662e-07	0.68799	1.15824e-16
Cell_36	1.11826e-12	1.1944e-05	0.000223707	4.54135e-06	9.91834e-06	0.000454386	6.14505e-08	0.000120959	0.998954	0.00022092	1.37769e-11
Cell_37	2.45546e-31	4.55446e-05	0.000393431	8.05533e-06	1.7451e-05	0.000810618	2.38505e-08	1.57599e-05	0.983906	0.0148027	1.0438e-12
Cell_38	4.30869e-06	0.00227736	1.82193e-17	3.87879e-19	9.58352e-19	1.95881e-18	0.997718	2.45343e-17	2.71607e-35	2.04814e-17	8.77015e-25
Cell_39	9.77404e-20	0.00218076	0.385065	0.00871712	0.0236154	0.1526	1.72268e-07	0.203606	0.0305421	0.193674	1.77209e-11
Cell_40	3.20517e-58	4.86775e-06	0.000400429	8.22506e-06	1.8003e-05	0.000446355	1.21231e-19	7.66953e-05	0.998664	0.00038133	4.37495e-44
Cell_41	3.56231e-30	2.53259e-05	0.00137097	3.22108e-05	0.000101938	0.00127674	1.2934e-10	0.000532946	0.99517	0.00149001	1.52497e-12
Cell_42	1.49469e-26	5.14975e-06	0.000143519	3.03977e-06	6.19218e-05	0.000714391	1.72913e-09	2.45701e-05	0.998711	0.000336903	1.46e-10
Cell_43	0.00106919	0.222773	5.67056e-18	1.15854e-19	2.66242e-19	1.0172e-18	0.776158	3.83767e-20	6.82408e-16	3.33387e-17	5.62433e-16
Cell_44	2.39121e-26	2.73027e-08	8.60238e-07	1.87331e-08	0.0525441	2.71493e-07	9.51244e-08	0.947442	6.06571e-06	1.37063e-06	4.99928e-06
Cell_45	1.18666e-40	0.00129463	0.259579	0.00528288	0.0149254	0.463627	9.18041e-11	0.119907	0.00201272	0.127119	0.00625261
Cell_46	3.18744e-17	0.00297034	0.0423959	0.000942733	0.00260007	0.00797353	0.0202838	0.00857725	0.152775	0.758912	0.0025697
Cell_47	1.10275e-30	0.00208405	0.573103	0.012852	0.0269081	0.0166636	0.000192044	0.123013	2.19846e-21	0.236873	0.00831089
Cell_48	5.80552e-23	8.70227e-05	0.0013005	2.64096e-05	6.24991e-05	0.00125132	1.02323e-10	0.000489406	0.986137	0.0106456	3.14693e-08
Cell_49	1.47549e-21	2.4996e-05	0.00566968	0.000117259	0.0687286	0.00187498	0.000170693	0.81174	0.00240443	0.0121655	0.0971034
Cell_50	4.48582e-23	6.573e-06	0.000298559	6.21084e-06	3.07844e-05	0.000460069	9.04391e-14	0.00149071	0.996994	0.000712655	7.45609e-14
Cell_51	2.27132e-24	1.41658e-06	0.000415913	8.80917e-06	5.44776e-05	0.00764871	2.7674e-05	9.30561e-05	0.991536	0.000211004	3.01861e-06
Cell_52	1.22424e-27	2.07762e-06	0.00088112	2.28084e-05	6.55155e-05	0.00144304	4.87012e-09	3.491e-06	0.9966	0.000981957	3.21978e-08
Cell_53	3.25108e-40	0.000416374	0.0283564	0.000576405	0.00746114	0.035923	3.39468e-05	0.00301992	0.870698	0.0534913	2.34325e-05
Cell_54	6.66722e-29	0.00064365	0.00210569	4.32252e-05	9.9908e-05	0.00529206	0.0248617	0.00153677	0.826611	0.138806	1.03756e-13
Cell_55	1.0372e-11	0.0406482	5.73048e-09	5.1947e-10	3.01429e-10	3.00762e-09	0.959345	1.3365e-08	2.96952e-06	3.7949e-06	8.5286e-13
Cell_56	1.58971e-29	0.000789886	0.0362629	0.000736399	0.00161629	0.359595	9.39332e-08	0.000395238	0.000557587	0.556205	0.0438417
Cell_57	1.29646e-30	9.50801e-05	0.0126618	0.000264109	0.0022546	0.0240903	0.0010224	0.0052198	0.949121	0.00463217	0.000638575
Cell_58	9.3912e-34	4.78136e-06	0.00020706	4.29723e-06	1.03077e-05	0.000750177	6.80985e-09	9.80824e-06	1.18703e-06	0.000691396	0.998321
Cell_59	5.0943e-24	0.0023608	0.112196	0.00230632	0.00688078	0.00444613	7.98222e-10	0.316421	9.3001e-05	0.555296	3.97688e-10
Cell_60	3.48747e-20	7.86937e-07	0.000275509	5.83536e-06	3.03222e-05	0.000304943	4.21828e-10	0.000139409	1.56043e-12	8.90404e-05	0.999154
Cell_61	1.37479e-77	0.011045	0.228548	0.00463898	0.0102118	0.120547	1.01638e-20	0.000226832	1.07781e-27	0.624782	8.5729e-08
Cell_62	1.60561e-44	5.32028e-13	2.77427e-11	6.08076e-13	0.0138687	4.08381e-12	9.48731e-23	0.986131	7.35481e-12	1.00471e-10	3.30158e-20
Cell_63	2.1239e-19	3.87931e-05	0.00713239	0.000155319	0.495903	0.000642326	0.000135158	0.485893	0.00337602	0.00394204	0.00278248
Cell_64	3.01855e-10	1.9628e-05	0.000302169	6.24637e-06	1.50424e-05	0.00190339	4.49226e-08	0.0005555	4.73216e-08	0.00223508	0.994963
Cell_65	1.00858e-25	0.00078764	0.170904	0.00349171	0.00781091	0.474628	1.27268e-07	4.1686e-05	0.00010467	0.34223	4.09175e-09
Cell_66	4.15832e-42	4.5409e-05	9.02115e-05	1.83691e-06	4.0417e-06	0.000185929	2.31904e-10	2.57596e-07	0.994278	0.0053941	1.52361e-12
Cell_67	5.83342e-26	3.76909e-05	0.258986	0.00532326	0.0128926	0.149625	7.05581e-16	0.453566	9.42011e-08	0.11957	1.71453e-11
Cell_68	4.2928e-07	0.0036289	4.7642e-19	1.00032e-20	4.91238e-20	1.12759e-20	0.996371	3.60546e-19	2.83419e-24	9.20153e-18	2.39514e-29
Cell_69	3.96216e-28	0.000262264	0.0015882	3.27769e-05	0.00016376	0.00160174	6.98332e-16	0.00113219	0.956965	0.0382545	2.2504e-21
Cell_70	3.2799e-28	0.000221255	0.000519266	1.07008e-05	2.58498e-05	0.000903103	4.13876e-10	8.29076e-06	0.926959	0.0713528	5.73363e-22
Cell_71	2.25222e-09	0.222775	7.74101e-05	1.58332e-06	3.72014e-06	9.98146e-06	0.776163	6.36471e-05	0.000366663	0.000237015	0.000302199
Cell_72	2.34292e-38	0.00121506	0.0562933	0.00117105	0.0476044	0.0104527	2.19135e-07	0.762167	1.95446e-07	0.121043	5.23523e-05
Cell_73	1.38516e-40	4.97364e-06	0.000295525	6.2593e-06	2.53281e-05	0.00269884	7.03449e-10	0.000641449	9.10766e-08	0.000561246	0.995766
Cell_74	7.39307e-36	1.81945e-05	0.000910406	2.60996e-05	4.3752e-05	0.000465179	2.75684e-09	1.99774e-07	0.994322	0.00421363	6.17773e-08
Cell_75	8.54659e-20	1.57023e-11	1.07068e-09	7.00208e-10	0.700889	2.75802e-10	1.72309e-10	0.299111	2.09898e-12	3.71589e-09	2.11919e-09
Cell_76	1.14971e-11	0.0165231	1.14564e-13	2.32783e-15	4.94293e-14	2.33158e-14	0.983477	1.7478e-13	3.12893e-20	1.04748e-11	1.35926e-14
Cell_77	8.0612e-52	1.18894e-06	0.000171715	3.49116e-06	7.78576e-06	0.000216831	1.32839e-24	5.82679e-05	0.999395	0.000145996	1.18157e-33
Cell_78	1.52187e-22	0.0223996	0.0311561	0.000636231	0.00158926	0.0160376	0.000605415	0.00864332	4.96917e-24	0.918932	3.55452e-10
Cell_79	3.7348e-40	6.48281e-08	0.000156233	3.17125e-06	6.91916e-06	0.000553021	4.32062e-23	6.14356e-06	0.999238	3.63763e-05	2.8664e-27
Cell_80	1.01107e-22	0.000115443	0.00498629	0.000104008	0.000427353	0.0157155	0.000402211	0.00335549	0.517527	0.0308277	0.426539
Cell_81	1.27964e-17	0.000218907	0.00144783	5.41181e-05	8.63095e-05	0.0026408	2.25538e-05	7.46569e-06	0.934666	0.0608561	1.28724e-18
Cell_82	1.65392e-21	2.36729e-05	0.000816955	1.66233e-05	4.87012e-05	0.00119654	0.00064215	1.17842e-05	0.995524	0.0017193	3.17688e-08
Cell_83	5.76395e-16	0.00136823	0.00463686	0.000117006	0.000230829	0.00856924	0.00476701	0.000367902	0.335472	0.367978	0.276492
Cell_84	6.16548e-34	9.20297e-16	4.98965e-13	1	2.39791e-14	9.66641e-14	2.3938e-16	1.16432e-13	1.79033e-14	2.62585e-13	1.37375e-22
Cell_85	3.52645e-43	0.0033497	0.390774	0.00797005	0.0260566	0.148406	1.7909e-12	0.0887639	3.55863e-07	0.334679	1.56784e-13
Cell_86	2.23857e-12	0.00206907	3.7436e-13	7.59597e-15	1.65471e-14	1.01788e-13	0.997931	1.30308e-13	1.85722e-20	5.06455e-13	6.28514e-33
Cell_87	0.00120014	0.12758	5.57103e-18	1.17996e-19	4.77469e-19	5.47126e-19	0.871219	1.6311e-19	6.71498e-19	5.11903e-17	2.71186e-17
Cell_88	2.69966e-41	1.20867e-06	0.00069754	1.48543e-05	4.65117e-05	0.00146495	7.38411e-11	0.000266695	0.997255	0.000252945	9.98077e-14
Cell_89	6.26437e-49	2.39095e-06	0.000386502	7.85481e-06	1.77543e-05	0.000302258	1.07059e-17	7.60243e-05	0.999113	9.44031e-05	5.52057e-29
Cell_90	1.49994e-22	0.993628	2.20746e-06	4.69956e-08	1.03644e-07	1.80436e-06	2.26081e-07	1.70057e-06	0.0060911	0.000275182	1.74157e-20
Cell_91	3.1505e-27	0.300296	0.174364	0.00357525	0.0108456	0.100272	2.02058e-09	0.28082	2.71425e-07	0.129827	3.88298e-16
Cell_92	8.32482e-34	2.06313e-16	1.64329e-14	3.34564e-16	0.0433524	1.01991e-15	1.00693e-23	0.956648	1.31569e-39	3.47394e-14	8.6562e-16
Cell_93	2.34735e-40	4.43548e-07	0.000377451	7.6613e-06	1.67595e-05	0.000907407	2.33879e-08	1.53467e-05	3.65321e-09	0.000136576	0.998538
Cell_94	4.88097e-21	0.00137915	0.111208	0.00230314	0.00608253	0.0145808	0.720292	0.00413936	1.49714e-11	0.140015	1.30313e-18
Cell_95	3.3163e-14	9.39381e-07	0.000102252	2.08409e-06	4.99193e-06	0.00416598	1.03083e-05	4.73549e-05	0.000985157	3.70332e-05	0.994644
Cell_96	1.70788e-35	0.0087087	0.241725	0.00555972	0.0148246	0.0670851	5.39762e-11	0.228879	1.13758e-07	0.433218	2.69161e-10
Cell_97	6.62856e-27	3.04847e-05	0.00927352	0.000192915	0.00244006	0.0195977	0.00157723	0.0220863	1.77453e-28	0.003641	0.941161
Cell_98	5.14171e-18	1.13001e-05	0.00135328	3.17952e-05	7.40175e-05	0.00241232	1.59824e-09	0.00013222	9.0994e-08	0.00112167	0.994863
Cell_99	2.90603e-26	0.000186531	0.00420774	0.000103898	0.000433861	0.00625229	0.00282271	0.00521515	0.963744	0.0169955	3.8142e-05
Cell_100	2.41188e-07	5.9299e-05	0.00211553	4.36598e-05	0.0001573	0.00875366	0.000897351	0.000666245	0.984744	0.00252345	3.89731e-05
Cell_101	5.09229e-34	0.00556509	0.00155306	3.83485e-05	0.000103557	0.00251777	4.01582e-07	0.00330733	2.715e-06	0.381118	0.605794
Cell_102	3.24357e-49	3.63449e-06	0.000757982	1.54754e-05	3.98706e-05	0.00131797	2.80969e-10	9.89017e-08	0.996935	0.000927135	3.03504e-06
Cell_103	8.89335e-22	0.00103272	0.0456976	0.0152478	0.0386442	0.0032043	2.2025e-06	0.00429445	2.34773e-13	0.152043	0.739834
Cell_104	1.01212e-12	0.0193324	1.1575e-11	2.35213e-13	5.65087e-13	1.14499e-12	0.980668	7.92524e-12	1.47836e-16	7.88018e-10	7.13581e-12
Cell_105	1.92103e-32	2.17822e-05	0.00317731	0.990696	0.000155115	0.000295366	6.4007e-16	0.000224597	1.435e-07	0.00542952	7.73148e-09
Cell_106	1.48233e-28	0.000216532	0.00475383	9.69231e-05	0.000225553	0.00266678	1.56252e-08	2.65485e-05	4.34794e-06	0.0218606	0.970149
Cell_107	5.93067e-17	1.83796e-09	1.3705e-07	1	7.88019e-09	6.16955e-09	8.82614e-15	1.96661e-07	8.41544e-12	1.01031e-07	5.03331e-14
Cell_108	2.84378e-11	0.00174266	1.10106e-16	2.25352e-18	5.16966e-18	8.5974e-18	0.998257	2.26773e-17	5.55589e-41	1.00529e-16	5.94036e-28
Cell_109	2.11393e-24	0.00294139	0.0628125	0.00138196	0.00349848	0.0940691	8.2075e-07	0.00830057	0.23789	0.589096	9.41493e-06
Cell_110	9.19134e-33	3.17637e-05	0.000527712	1.19259e-05	0.00017773	0.000503105	3.65639e-14	9.96694e-05	1.65811e-19	0.0108331	0.987815
Cell_111	3.02853e-28	2.58228e-07	0.0001358	2.77109e-06	3.57318e-05	0.000509339	3.19236e-08	6.74577e-05	5.29818e-19	7.28138e-05	0.999176
Cell_112	4.1358e-37	0.00029723	0.00224214	4.80486e-05	9.97574e-05	0.0104947	2.29777e-08	8.28429e-06	0.801223	0.185585	2.43922e-06
Cell_113	7.6479e-14	0.000446325	0.00129124	2.96988e-05	0.000110667	0.00223485	0.00304786	0.00112933	0.0238613	0.0042063	0.963642
Cell_114	3.37712e-27	1.44224e-05	0.000493086	1.02852e-05	3.28787e-05	0.000741857	1.12522e-10	0.000424777	1.63357e-14	0.000407791	0.997875
Cell_115	4.27133e-23	5.03556e-06	0.000995996	0.00033233	0.000429726	0.00370032	2.71813e-08	0.0104607	1.99676e-11	0.000583528	0.983492
Cell_116	6.40381e-38	4.8956e-06	0.000164561	3.46923e-06	9.46206e-06	0.00563425	5.14179e-12	0.000331173	4.66766e-08	0.000273434	0.993579
Cell_117	3.58905e-17	9.26333e-06	0.00675432	0.000138337	0.0017772	0.0320743	6.32572e-05	0.000818736	0.0230801	0.00318885	0.932096
Cell_118	0.000194977	0.00255457	9.38851e-22	1.93767e-23	4.45453e-23	5.66392e-23	0.99725	2.61719e-22	4.41518e-36	4.24056e-22	2.22721e-30
Cell_119	1.63703e-34	4.79802e-08	6.68837e-06	1.39053e-07	4.97313e-07	0.000501025	1.8938e-17	2.52716e-05	1.09001e-31	2.8415e-06	0.999463
Cell_120	1.31576e-33	1.25296e-05	0.00450024	9.2322e-05	0.000801329	0.0108537	4.77723e-14	0.00655824	1.31578e-10	0.00156301	0.975619
Cell_121	1.14318e-38	2.30185e-06	0.00125102	2.59036e-05	9.30197e-05	0.000954771	1.87395e-13	4.04146e-05	0.997107	0.000525128	4.72273e-13
Cell_122	8.68945e-27	0.00247203	0.057323	0.001166	0.00559463	0.0359933	2.59401e-06	0.00948831	0.798506	0.0894537	9.7238e-08
Cell_123	2.48174e-23	2.76561e-06	0.000546488	1.52425e-05	3.14097e-05	0.00114886	9.63559e-06	0.00011027	0.546928	0.000435292	0.450772
Cell_124	1.41687e-22	5.2417e-05	0.00749369	0.000157343	0.000382251	0.00470702	0.000563642	0.00113264	0.979804	0.00504811	0.000659218
Cell_125	3.19974e-19	4.85502e-05	0.00452601	9.25552e-05	0.000205967	0.00247285	1.13806e-07	0.000384594	0.988492	0.00377777	3.19358e-08
Cell_126	1.43673e-22	7.27746e-07	5.91002e-05	1.33562e-06	6.52222e-06	0.000347711	5.11004e-11	0.000197852	0.999361	2.54056e-05	1.11132e-14
Cell_127	8.44915e-17	0.476535	0.046246	0.000984817	0.00343861	0.015725	0.171503	0.0125487	3.84417e-05	0.272837	0.000142898
Cell_128	3.21492e-38	2.9392e-07	8.48411e-05	1.72404e-06	4.2235e-06	0.000408504	3.38884e-18	1.81213e-06	3.76876e-15	0.000105212	0.999393
Cell_129	2.09571e-31	3.73341e-05	0.00301059	8.1811e-05	0.000792148	0.00634254	3.43536e-06	0.00275734	0.985173	0.00180185	1.27029e-14
Cell_130	6.86481e-28	0.00287902	6.97533e-05	1.45498e-06	1.04402e-05	3.58626e-05	0.996022	7.88116e-06	6.02301e-12	0.000973326	2.20075e-10
Cell_131	1.09429e-20	3.77759e-06	0.000215748	4.48815e-06	1.18003e-05	0.00069633	4.58871e-06	7.82845e-06	9.57559e-10	0.000287911	0.998768
Cell_132	8.69074e-22	0.00176352	2.35075e-08	4.78146e-10	1.88322e-09	9.77409e-09	0.998236	1.13004e-08	9.3637e-20	4.52896e-07	1.22274e-26
Cell_133	4.39025e-19	0.0011666	0.0261385	0.00117078	0.022104	0.0251572	0.00406452	0.00112226	0.402332	0.185146	0.331598
Cell_134	9.83248e-18	0.999996	3.71691e-10	7.81889e-12	2.10984e-11	5.47283e-11	3.41351e-06	2.45483e-13	1.61316e-18	3.20957e-07	1.66752e-19
Cell_135	7.10374e-22	2.8015e-05	0.000520701	1.07026e-05	2.32926e-05	0.000641322	2.5266e-10	0.000269855	0.995158	0.00334785	2.85814e-07
Cell_136	9.29333e-33	0.000372607	0.405536	0.00823742	0.0180583	0.0400446	2.77428e-12	0.0148405	1.18872e-17	0.159585	0.353326
Cell_137	4.0085e-13	3.56017e-08	4.06878e-08	8.78388e-10	0.438421	3.35571e-08	2.43116e-07	0.561578	3.98239e-07	6.62193e-07	6.69845e-09
Cell_138	2.62605e-29	0.00186793	0.30696	0.00622839	0.0135865	0.343662	1.50436e-05	0.132047	0.0286485	0.166985	9.47319e-15
Cell_139	3.56678e-39	2.34759e-05	5.77096e-06	1.56822e-07	5.95045e-07	0.000861161	8.17919e-05	2.45874e-06	0.547653	2.79031e-06	0.451369
Cell_140	9.25028e-43	0.00450235	0.230298	0.00470468	0.0105254	0.0804749	4.42896e-09	0.00471123	3.01636e-09	0.664784	8.83677e-08
Cell_141	0.0615359	0.00512132	1.73811e-26	3.53808e-28	8.03238e-28	5.52719e-27	0.933343	3.73839e-27	5.87835e-35	1.4867e-24	1.8893e-47
Cell_142	9.95246e-29	2.72823e-12	7.79305e-10	1.96649e-11	0.05479	9.35702e-11	3.95918e-10	0.94521	4.09977e-15	2.49507e-10	3.58172e-14
Cell_143	9.63174e-15	0.101077	0.0747507	0.00156952	0.00640656	0.0446598	0.000554551	0.0113459	4.07732e-05	0.0597755	0.69982
Cell_144	2.64914e-20	9.28266e-07	0.000276004	5.81863e-06	1.34744e-05	0.000887529	1.60671e-14	0.000245415	6.46626e-15	9.82983e-05	0.998473
Cell_145	1.94224e-29	6.82007e-06	0.000408387	1.34167e-05	1.99374e-05	0.000511036	3.4232e-17	1.91203e-06	0.998793	0.000245927	2.31093e-17
Cell_146	3.01642e-30	3.82942e-06	0.000528331	1.08e-05	0.000139015	0.000997417	2.92993e-07	0.000985454	3.82383e-11	0.0002374	0.997097
Cell_147	3.36832e-39	4.27806e-07	0.000702084	1.43307e-05	3.13638e-05	0.00147397	3.66654e-10	1.52761e-06	0.997547	0.000229123	4.62504e-19
Cell_148	4.96266e-41	3.68856e-06	0.000575568	1.23504e-05	4.93294e-05	0.000960054	1.68913e-13	0.000347333	0.997839	0.000212952	1.75192e-21
Cell_149	4.36891e-29	6.43541e-06	0.000368131	9.52932e-06	1.79721e-05	0.00078487	1.03956e-05	3.54735e-06	0.997105	0.00169371	8.9788e-18
Cell_150	1.89015e-32	1.62051e-06	0.00038396	7.84459e-06	3.29075e-05	0.000688169	5.64598e-06	2.13922e-06	0.547485	0.000161813	0.451231
Cell_151	1.85944e-16	1.9115e-06	0.000636581	1.31183e-05	5.45586e-05	0.00195593	8.14038e-09	0.00127482	0.995703	0.000360235	1.4556e-10
Cell_152	1.96416e-23	5.52221e-06	0.000599558	1.22563e-05	3.0022e-05	0.00046942	4.86438e-08	0.000149535	1.1131e-15	0.00184785	0.996886
Cell_153	6.42421e-24	0.00141267	0.00115122	2.50698e-05	0.0004967	0.000784213	2.14049e-07	0.000498259	0.839821	0.15581	5.21781e-08
Cell_154	1.10135e-13	0.0154919	1.75857e-05	4.55218e-07	8.97042e-07	4.2903e-05	0.984372	3.95835e-08	5.22187e-05	2.1837e-05	1.4846e-12
Cell_155	1.46283e-24	0.000972795	0.0704347	0.00146918	0.143602	0.00811037	1.3543e-08	0.375713	4.41537e-06	0.399691	1.89233e-06
Cell_156	6.18844e-55	0.00251378	0.170965	0.0034683	0.0207631	0.124753	4.00196e-15	0.00288625	2.70525e-10	0.67465	2.1219e-07
Cell_157	5.37125e-40	2.9836e-07	0.000188906	3.83772e-06	8.51544e-06	0.000237487	9.35398e-14	1.34875e-07	0.999499	6.15184e-05	2.18831e-28
Cell_158	7.30852e-06	0.22301	8.28791e-11	1.69627e-12	5.52634e-12	5.59646e-12	0.776983	7.22431e-12	3.89525e-09	3.72384e-11	3.21042e-09
Cell_159	3.14902e-31	3.45498e-06	0.000369951	7.31196e-05	0.000312849	0.000762366	4.27123e-07	0.0165607	5.20597e-19	0.000130256	0.981787
Cell_160	4.35974e-43	0.000226844	0.24062	0.00488794	0.0160444	0.614106	1.30148e-22	0.00246525	3.63993e-23	0.0691494	0.0524997
Cell_161	1.77715e-36	3.74505e-06	0.000152837	3.11838e-06	7.17597e-06	0.00041111	1.23542e-08	5.42518e-07	0.999248	0.00017374	1.89902e-09
Cell_162	2.44485e-37	1.14241e-06	0.000140555	2.85322e-06	6.75905e-06	0.000377536	3.31611e-13	5.39593e-07	1.21937e-10	0.000163367	0.999307
Cell_163	4.98524e-35	2.06918e-05	0.000893228	1.98936e-05	0.471735	0.000557099	3.17243e-20	0.523121	4.14326e-08	0.00365309	3.43139e-12
Cell_164	5.63965e-16	0.00898148	0.00347856	7.20414e-05	0.000161916	0.00911301	6.82144e-06	2.13755e-07	0.307983	0.670191	1.2189e-05
Cell_165	1.54717e-21	2.69077e-07	4.03485e-05	8.8772e-07	7.1846e-06	0.000226434	2.72689e-09	0.000116105	1.19213e-19	1.90772e-05	0.99959
Cell_166	2.54764e-21	4.46174e-06	0.00101904	2.26957e-05	4.62046e-05	0.00291877	4.49023e-09	4.20242e-05	9.13062e-21	0.000671423	0.995275
Cell_167	9.37833e-27	2.95785e-05	0.0370581	0.61996	0.00975074	0.128002	2.32261e-11	0.00723962	2.25535e-18	0.0173719	0.180588
Cell_168	2.64771e-35	0.000103559	0.000106438	2.17845e-06	6.52768e-06	0.000454096	1.76804e-16	1.89759e-06	0.999287	3.78215e-05	3.2382e-19
