cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
Cell_0	2.83058e-20	5.49633e-20	1	1.26641e-24	2.99623e-17	2.39743e-14	9.1362e-15	3.44479e-14
Cell_1	4.33968e-12	2.11376e-11	1.02446e-07	1.6152e-12	1.38195e-12	1.9632e-06	0.999988	9.89212e-06
Cell_2	9.44802e-06	3.61653e-05	5.77963e-06	1.54292e-16	0.999374	9.88644e-05	4.26083e-06	0.000471428
Cell_3	2.16299e-05	0.000100932	7.70451e-05	0.442694	0.547105	0.00165931	0.000704307	0.00763834
Cell_4	3.75607e-20	3.88593e-19	1	1.12698e-12	1.82922e-31	1.60899e-10	4.99751e-12	6.8582e-12
Cell_5	1.94939e-05	7.46191e-05	1.91263e-06	1.10351e-11	0.999539	0.000172751	2.34268e-06	0.000189747
Cell_6	0.363763	0.627358	8.79667e-06	4.14549e-12	3.2447e-11	0.00661789	0.00139255	0.000859673
Cell_7	1.15093e-22	4.40556e-22	2.0041e-06	0.999561	6.68494e-34	0.000235936	1.16661e-05	0.00018948
Cell_8	3.29863e-06	1.26265e-05	1.53884e-06	2.5564e-11	0.99956	0.000271849	9.75173e-08	0.000150387
Cell_9	2.2815e-06	5.43204e-05	7.6616e-06	1.35231e-11	0.99876	0.000546107	3.15811e-06	0.000626063
Cell_10	1.33677e-12	5.11689e-12	0.000562846	0.301823	3.57509e-23	0.406845	0.234746	0.0560229
Cell_11	1.09063e-06	4.17472e-06	2.5958e-06	5.22815e-09	0.00174922	0.000240024	0.997745	0.00025795
Cell_12	0.207132	0.792863	2.60371e-08	2.87614e-20	9.29635e-21	2.37222e-06	5.19406e-07	2.58135e-06
Cell_13	1.89851e-05	0.000154859	7.52688e-06	8.12153e-11	0.998028	0.000981165	9.33864e-05	0.000716475
Cell_14	8.12139e-17	3.10872e-16	2.82918e-07	0.144564	4.59292e-21	0.855409	2.63655e-10	2.63096e-05
Cell_15	5.201e-22	1.99085e-21	9.04772e-07	0.999835	6.63514e-29	1.52103e-05	6.10168e-05	8.79596e-05
Cell_16	5.63787e-05	0.00324763	2.94934e-05	0.421332	0.520704	0.044667	0.00704391	0.00291952
Cell_17	8.55694e-06	3.27544e-05	7.67215e-06	1.43209e-10	0.997818	0.00144583	2.65694e-05	0.000660736
Cell_18	1.16696e-06	0.000127709	0.00659471	8.57989e-07	3.60057e-09	0.081972	0.253021	0.658282
Cell_19	3.36723e-16	1.24302e-14	4.28487e-10	2.00775e-15	3.22195e-11	7.57972e-09	1	4.21562e-08
Cell_20	3.79496e-08	3.23115e-07	3.73371e-07	5.63671e-07	1.63909e-09	6.82817e-06	0.999955	3.72249e-05
Cell_21	2.2608e-06	1.40898e-05	1.44967e-05	2.98064e-06	0.997251	0.00034557	0.00100769	0.00136237
Cell_22	2.47214e-06	9.4629e-06	3.03448e-06	3.98227e-09	0.998708	0.00100067	4.27123e-07	0.000275726
Cell_23	9.38516e-07	0.000350265	0.000359574	0.0152653	0.924417	0.0165194	0.00836734	0.0347201
Cell_24	0.000117687	0.000450485	5.32943e-06	7.87026e-07	0.992515	0.00628862	9.55496e-05	0.000526568
Cell_25	0.203569	0.779226	1.81735e-05	3.62294e-16	0.000265712	0.0152429	6.16054e-06	0.00167223
Cell_26	0.0143906	0.0550847	0.00112205	5.01336e-07	3.66614e-09	0.404025	0.413209	0.112169
Cell_27	0.207133	0.792867	8.85417e-20	1.92367e-22	2.29968e-28	2.77796e-18	5.38242e-19	8.82342e-18
Cell_28	2.96975e-08	7.17549e-05	7.09606e-05	0.983237	6.50537e-16	0.00117944	0.00836333	0.00707761
Cell_29	0.207132	0.792863	2.68397e-08	1.31281e-06	1.80343e-16	1.00234e-06	2.50087e-07	2.64897e-06
Cell_30	9.00343e-06	1.18921e-05	3.42851e-05	0.995252	4.28614e-07	0.00132262	4.26467e-05	0.00332672
Cell_31	9.12371e-05	0.00144173	0.000701393	0.829441	0.0209198	0.0552915	0.0225759	0.069537
Cell_32	4.8588e-10	1.85986e-09	0.00053961	0.104338	2.13125e-12	0.0394568	0.820898	0.0347673
Cell_33	1.21613e-11	4.65512e-11	1.93521e-06	0.999484	1.6666e-14	0.00011974	0.00021004	0.000184159
Cell_34	5.91921e-10	2.26576e-09	5.35085e-05	0.990066	9.25154e-21	0.00358081	0.00147209	0.0048277
Cell_35	5.5276e-08	2.11586e-07	0.000788949	1.68052e-16	7.57654e-07	0.673289	0.250839	0.0750814
Cell_36	3.79625e-05	0.000145313	2.74188e-06	1.35309e-11	0.999338	0.000126351	7.56734e-05	0.000274135
Cell_37	0.00026662	0.00077837	5.04638e-06	1.0301e-12	0.989025	0.00941235	1.24091e-05	0.000500109
Cell_38	0.207133	0.792867	3.20219e-18	2.32884e-24	7.34626e-35	2.13382e-16	2.42387e-16	3.04813e-16
Cell_39	0.0118473	0.0453491	0.00646844	1.20622e-11	0.0211754	0.156758	0.18045	0.577952
Cell_40	8.13197e-06	0.000106991	3.56762e-06	4.29799e-44	0.999322	0.000169381	3.79938e-05	0.000352386
Cell_41	1.25028e-05	0.000297275	2.26612e-05	1.49859e-12	0.996119	0.00119248	0.000407021	0.00194881
Cell_42	2.02681e-05	9.45772e-05	4.12261e-06	1.43383e-10	0.999029	0.000417873	3.94707e-05	0.000394513
Cell_43	0.207133	0.792867	1.33129e-19	3.96795e-16	4.90381e-16	3.86618e-17	5.08583e-20	1.32226e-17
Cell_44	2.66324e-08	1.01944e-07	1.70981e-08	3.69634e-06	4.56813e-06	1.48209e-06	0.999989	1.59001e-06
Cell_45	9.05282e-07	1.2319e-06	0.00652938	0.00960627	0.0031497	0.166547	0.163053	0.651112
Cell_46	0.00054801	0.0202299	0.000892806	0.00220334	0.133427	0.751607	0.0098355	0.0812564
Cell_47	4.26492e-08	8.56095e-06	0.00822513	0.00140085	3.77446e-22	0.156488	0.0917821	0.742095
Cell_48	6.65346e-06	0.000158413	1.11922e-05	3.1117e-08	0.99321	0.0052343	0.000261041	0.00111862
Cell_49	2.47325e-05	9.46714e-05	0.000109488	0.0848357	0.00213968	0.013577	0.88848	0.0107383
Cell_50	2.14332e-05	4.13251e-05	4.08165e-06	7.32788e-14	0.998052	0.000479186	0.00100397	0.000397913
Cell_51	2.50374e-06	1.67602e-05	4.81367e-06	2.98683e-06	0.999322	0.000135528	5.43329e-05	0.000460645
Cell_52	5.50456e-06	2.10705e-05	1.92339e-05	3.16407e-08	0.997549	0.000903724	3.83016e-06	0.00149735
Cell_53	0.00112675	0.00431299	0.000457521	2.35701e-05	0.892081	0.0534779	0.00283946	0.0456812
Cell_54	0.00442375	0.0169333	2.3385e-05	1.10827e-13	0.899353	0.0759567	0.000998866	0.0023113
Cell_55	0.00589315	0.994099	6.05283e-10	9.62654e-13	3.41406e-06	4.24257e-06	1.56857e-08	1.3211e-08
Cell_56	6.98683e-10	1.1571e-07	0.000989911	0.0974156	0.00126197	0.800807	0.000587782	0.0989378
Cell_57	6.68448e-06	0.00162693	0.000442587	0.000618648	0.936585	0.0073885	0.0103048	0.0430273
