cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_0	4.22907e-22	4.00858e-13	6.84029e-19	8.32138e-19	1	3.14342e-26
Cell_1	6.15957e-09	0.00048982	0.160237	0.839272	4.63988e-07	4.58978e-13
Cell_2	1.0517e-09	0.99889	2.80321e-11	1.06685e-10	0.0011096	7.83302e-14
Cell_3	0.0775864	0.702207	0.0368561	0.182695	0.000648896	5.78119e-06
Cell_4	9.06447e-10	7.84966e-11	0.00119323	0.0152187	0.983588	6.7512e-14
Cell_5	7.75407e-07	0.999076	3.50903e-08	1.33548e-07	0.000922652	5.47866e-11
Cell_6	0.845485	0.118885	0.018489	0.0169808	0.00011135	4.92738e-05
Cell_7	3.33355e-18	2.05586e-19	0.20808	0.79192	1.98639e-22	2.45043e-22
Cell_8	8.14877e-09	0.999064	6.92565e-10	2.63579e-09	0.000935746	6.06815e-13
Cell_9	7.171e-08	0.998892	4.03464e-09	1.26033e-07	0.00110771	5.344e-12
Cell_10	9.43896e-11	4.36057e-10	0.20808	0.79192	4.01457e-13	7.03012e-15
Cell_11	0.00254514	0.0230159	0.202757	0.77166	2.12222e-05	1.89487e-07
Cell_12	0.935244	1.58311e-05	0.0134712	0.0512693	1.46292e-08	1.80214e-08
Cell_13	1.10879e-09	0.999041	1.61209e-10	1.57165e-09	0.000959151	7.8342e-14
Cell_14	4.73658e-16	3.70143e-16	0.20808	0.79192	3.63253e-19	3.27531e-20
Cell_15	4.66712e-16	1.42306e-16	0.20808	0.79192	1.33943e-19	3.47468e-20
Cell_16	0.0201556	0.141554	0.010659	0.827499	0.000130996	1.1654e-06
Cell_17	9.47409e-07	0.998945	5.37647e-08	2.0462e-07	0.00105401	5.47794e-11
Cell_18	0.000722611	0.000286444	0.00666905	0.992322	2.63009e-07	5.38531e-08
Cell_19	2.62531e-13	3.65639e-06	0.019908	0.980088	3.4032e-09	1.95614e-17
Cell_20	5.30589e-05	0.000817581	0.0888916	0.910237	7.51542e-07	3.95473e-09
Cell_21	7.75367e-07	0.999025	3.71206e-07	2.63809e-06	0.000970757	5.47838e-11
Cell_22	1.07613e-09	0.998998	5.11012e-10	1.94483e-09	0.00100203	7.83387e-14
Cell_23	0.00649812	0.0586099	0.00182612	0.93301	5.55189e-05	4.82528e-07
Cell_24	9.06233e-06	0.999059	1.2847e-06	4.88937e-06	0.000926168	6.746e-10
Cell_25	0.428061	0.509672	0.0128481	0.0488978	0.000505194	1.55989e-05
Cell_26	0.000189201	0.000618222	0.207912	0.79128	5.66857e-07	5.8525e-11
Cell_27	0.836493	8.04765e-17	0.0340227	0.129485	7.40087e-20	5.52462e-20
Cell_28	0.000631794	4.13662e-05	0.000301302	0.999025	3.80104e-08	4.70894e-08
Cell_29	0.303298	3.21066e-07	0.14497	0.551732	2.97947e-10	1.61676e-10
Cell_30	0.370801	0.146696	0.353602	0.128735	0.000138324	2.75797e-05
Cell_31	0.0653916	0.15881	0.0365096	0.739138	0.000146753	4.86048e-06
Cell_32	4.6346e-08	1.74366e-06	0.20808	0.791918	2.42552e-09	3.45089e-12
Cell_33	2.85757e-07	5.54279e-08	0.20808	0.791919	5.32285e-11	1.41019e-11
Cell_34	2.61927e-06	1.80756e-07	0.20808	0.791917	1.8252e-10	1.94947e-10
Cell_35	5.35271e-09	0.998748	6.08455e-05	0.000231568	0.000959082	3.98005e-13
Cell_36	1.16673e-05	0.999071	3.7099e-07	1.41193e-06	0.000915949	6.74608e-10
Cell_37	7.35538e-07	0.999076	2.33887e-08	5.98444e-08	0.000923565	5.47866e-11
Cell_38	0.900648	1.16972e-15	0.0206732	0.0786787	1.12302e-18	1.64632e-18
Cell_39	6.50781e-07	0.998981	2.11571e-08	8.05207e-08	0.00101803	4.78376e-11
Cell_40	9.15482e-18	0.999074	1.20903e-19	2.00861e-18	0.00092645	6.82359e-22
Cell_41	8.15359e-09	0.998945	4.70489e-10	1.46761e-08	0.00105544	6.06742e-13
Cell_42	7.37386e-07	0.999045	6.1798e-08	3.06332e-07	0.000954382	5.47849e-11
Cell_43	0.304083	4.0078e-15	0.144807	0.55111	3.69721e-18	3.29957e-20
Cell_44	5.63577e-06	5.09155e-05	0.208069	0.791875	4.99676e-08	4.19181e-10
Cell_45	1.18657e-05	0.904876	0.0664459	0.0278346	0.000831622	8.84311e-10
Cell_46	0.0581772	0.523444	0.00831861	0.409531	0.000524229	4.30945e-06
Cell_47	2.26504e-05	1.2792e-06	0.00363459	0.996341	1.29169e-09	1.68775e-09
Cell_48	8.25525e-09	0.999084	3.93692e-09	1.2298e-07	0.000916259	6.06827e-13
Cell_49	0.0237735	0.0577106	0.191113	0.727347	5.38721e-05	1.76627e-06
Cell_50	2.50702e-11	0.999062	2.23022e-12	2.67123e-12	0.000937896	1.79686e-15
Cell_51	0.0957768	0.865504	0.00433429	0.0335512	0.000826811	7.12559e-06
Cell_52	9.06771e-06	0.998827	7.78249e-07	2.96189e-06	0.00115979	6.74444e-10
Cell_53	0.00126265	0.997176	0.000134333	0.000511249	0.000915379	9.41099e-08
Cell_54	0.0986848	0.893182	0.00151857	0.00577944	0.000827753	7.35346e-06
Cell_55	0.118587	0.000337675	0.0038119	0.877262	1.34887e-06	2.78004e-09
Cell_56	5.23033e-07	4.73088e-06	0.0044069	0.995588	4.33868e-09	3.89487e-11
Cell_57	0.0235461	0.213117	0.00228693	0.760847	0.000200593	1.75457e-06
Cell_58	3.65274e-05	8.89189e-05	0.202499	0.797376	8.32835e-08	2.72143e-09
Cell_59	1.84985e-08	0.999072	8.97566e-09	3.93729e-07	0.000927131	1.36854e-12
Cell_60	1.06641e-05	4.10549e-06	0.782552	0.217433	3.92195e-09	7.71855e-10
Cell_61	8.01303e-16	1.93614e-10	0.0187833	0.981217	1.77481e-13	5.97271e-20
Cell_62	1.05318e-11	0.43606	0.117255	0.446254	0.000430646	7.84276e-16
Cell_63	0.00451614	0.0406335	0.198677	0.756133	3.98771e-05	3.34531e-07
Cell_64	9.40119e-05	6.32032e-05	0.521179	0.478664	5.89716e-08	3.4861e-09
Cell_65	6.29237e-05	0.998406	0.000126908	0.000482993	0.000921033	4.67875e-09
Cell_66	8.14204e-09	0.999081	4.52198e-10	1.72099e-09	0.00091866	6.06825e-13
Cell_67	2.94149e-08	0.995324	0.000249543	0.00350269	0.000923568	2.12901e-12
Cell_68	0.921322	4.80512e-15	0.0163714	0.0623067	4.55171e-18	9.0339e-19
Cell_69	1.83019e-15	0.999069	6.27092e-17	2.14615e-14	0.000930691	1.34534e-19
Cell_70	1.05364e-09	0.999071	1.62633e-11	1.02648e-09	0.000929369	7.83444e-14
Cell_71	0.649867	0.00483041	0.309921	0.0353775	4.4609e-06	3.97681e-08
Cell_72	0.000840044	0.661344	0.0701637	0.267032	0.000620854	6.26073e-08
Cell_73	2.92198e-06	7.11532e-06	0.208078	0.791912	6.79723e-09	2.17769e-10
Cell_74	7.34983e-07	0.998718	1.03293e-07	1.31074e-08	0.00128123	5.4767e-11
Cell_75	8.56182e-10	1.11256e-09	0.350936	0.649064	3.18958e-11	6.13655e-14
Cell_76	0.133814	1.60581e-10	0.0282565	0.83793	1.47351e-13	4.08547e-14
Cell_77	4.44918e-22	0.999083	7.05165e-24	2.68374e-23	0.000917304	3.31543e-26
Cell_78	0.000380826	1.95298e-05	0.207997	0.791603	1.80078e-08	2.83253e-08
Cell_79	8.22796e-19	0.999084	5.73262e-20	2.56169e-20	0.000915863	6.11305e-23
Cell_80	0.0646045	0.583659	0.0323331	0.318849	0.000549358	4.8052e-06
Cell_81	0.000142304	0.998187	2.08931e-06	7.95157e-06	0.00166095	1.04605e-08
Cell_82	0.0983713	0.888124	0.00263879	0.0100428	0.000816076	7.31181e-06
Cell_83	0.00310548	0.0278034	0.00148436	0.967575	3.14911e-05	2.28902e-07
Cell_84	1.26326e-12	1.14051e-11	4.86424e-12	1.85125e-11	1	9.38967e-17
Cell_85	2.46786e-09	0.999079	6.1015e-08	7.78194e-07	0.000920114	1.83925e-13
Cell_86	0.985231	4.58494e-11	0.0131058	0.00166307	4.20149e-14	2.30879e-14
Cell_87	0.293667	1.04116e-15	0.146974	0.559359	9.94614e-19	3.18654e-20
Cell_88	7.17157e-08	0.999041	2.34761e-09	8.93462e-09	0.0009594	5.3448e-12
Cell_89	1.80514e-15	0.999083	2.64701e-17	7.97688e-17	0.000916938	1.34536e-19
Cell_90	6.47627e-07	0.99904	1.47558e-08	6.59379e-09	0.00095915	1.13018e-14
Cell_91	1.07395e-07	0.999056	1.12235e-06	1.79152e-05	0.000924853	9.84798e-13
Cell_92	2.19587e-21	1.05214e-20	0.20808	0.79192	9.67313e-24	1.58934e-25
Cell_93	0.000582738	0.000327591	0.207891	0.791199	3.00294e-07	4.34316e-08
Cell_94	0.851741	0.0917392	0.0117296	0.0446411	8.57509e-05	6.29779e-05
Cell_95	0.218511	0.279909	0.104312	0.396995	0.000257619	1.5439e-05
Cell_96	3.31234e-07	0.998513	9.43161e-05	0.000358952	0.00103337	2.46772e-11
Cell_97	0.250901	0.011637	0.153445	0.583987	1.09246e-05	1.86896e-05
Cell_98	4.25642e-08	9.82622e-08	0.00291343	0.997086	1.0382e-10	3.00739e-12
Cell_99	0.0765599	0.692658	0.00457903	0.225429	0.000768115	5.70257e-06
Cell_100	0.1197	0.717498	0.00690707	0.155221	0.000668391	5.90707e-06
Cell_101	6.06234e-07	5.48706e-06	0.042143	0.957851	6.08481e-09	4.51743e-11
Cell_102	7.35041e-07	0.999078	3.52632e-07	2.28459e-07	0.000921031	5.47867e-11
Cell_103	8.43367e-08	1.23227e-07	0.000932792	0.999067	1.80244e-09	6.25346e-12
Cell_104	0.863613	4.6743e-08	0.121492	0.0148947	4.28957e-11	8.78796e-12
Cell_105	2.28592e-09	0.0682799	0.000155269	0.000142603	0.931422	1.69744e-13
Cell_106	7.44473e-06	6.73029e-05	0.504767	0.495158	6.19625e-08	5.54097e-10
Cell_107	1.0023e-10	3.13255e-06	1.7929e-09	6.82347e-09	0.999997	3.71666e-15
Cell_108	0.732654	1.22566e-14	0.0112668	0.256079	1.13261e-17	1.94887e-17
Cell_109	0.000105961	0.751562	0.000990545	0.246596	0.000744959	7.87597e-09
Cell_110	1.33393e-12	3.8997e-13	0.116576	0.883424	3.96747e-16	9.92156e-17
Cell_111	0.000570321	3.72888e-05	0.262177	0.737215	3.43581e-08	4.24479e-08
