cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9
Cell_0	1.03551e-27	1.10282e-14	2.72405e-21	2.33006e-25	1	2.69488e-17	2.78555e-15	1.9334e-17	8.70754e-15	1.9759e-14
Cell_1	1.33046e-15	6.81938e-06	2.4676e-12	1.99192e-12	1.0666e-07	8.23096e-09	0.999986	2.17593e-13	1.54127e-06	5.7234e-06
Cell_2	2.22562e-12	0.00048703	5.8548e-06	1.3426e-16	5.81594e-07	1.16894e-06	4.99476e-06	0.999344	0.000130221	2.64911e-05
Cell_3	0.000238456	0.0124373	2.92337e-05	0.587753	0.000140902	4.98665e-05	0.00110086	0.387017	0.00347685	0.00775656
Cell_4	1.16487e-18	9.77523e-13	1.13288e-20	5.87321e-13	1	7.39186e-14	7.32409e-13	1.0852e-31	3.61968e-11	3.93379e-12
Cell_5	6.08611e-10	4.67874e-05	3.4301e-06	2.93441e-12	2.4846e-08	9.85776e-07	7.64162e-07	0.999887	6.0058e-05	1.36863e-06
Cell_6	0.985076	9.35675e-05	0.0117212	1.94067e-12	4.57883e-06	0.00178654	0.000195521	3.67787e-13	0.000873739	0.000248579
Cell_7	3.63033e-21	9.39854e-05	3.32627e-23	0.999742	4.47999e-07	1.10021e-06	6.68559e-06	1.18233e-34	0.000132168	2.35538e-05
Cell_8	1.40968e-12	4.2328e-05	5.29292e-07	5.01311e-12	2.39056e-09	2.8765e-07	3.2009e-08	0.999854	0.000102818	1.29781e-07
Cell_9	4.87173e-11	0.000192143	2.36993e-06	1.24662e-12	1.27787e-07	8.97304e-07	1.09937e-06	0.999592	0.000205378	5.83083e-06
Cell_10	4.22893e-12	0.0294139	4.8866e-13	0.154883	0.00622868	0.000670067	0.145677	8.41958e-25	0.318924	0.344203
Cell_11	3.05198e-06	0.00017879	3.7416e-07	3.76891e-09	2.51451e-06	1.0753e-07	0.999117	0.000374623	0.000185038	0.000138734
Cell_12	0.989706	1.86643e-07	0.00913607	2.3338e-20	4.76729e-09	0.00115758	3.71131e-08	3.78226e-21	1.93426e-07	2.62436e-07
Cell_13	1.11133e-11	0.000725333	2.9235e-05	7.02809e-11	7.21393e-06	2.54433e-05	0.000108365	0.99744	0.00128215	0.000381777
Cell_14	1.40611e-15	9.18171e-06	3.8455e-17	0.0558764	6.38958e-12	0.00901613	1.12024e-10	5.89829e-22	0.935098	3.30586e-10
Cell_15	7.54918e-21	3.65486e-05	1.11914e-22	0.999845	1.45642e-06	2.62393e-08	3.11928e-05	8.47262e-30	6.78434e-06	7.86679e-05
Cell_16	0.00286052	0.00156326	0.000350688	0.185348	0.00015283	0.000598199	0.00469044	0.756155	0.0398805	0.0084007
Cell_17	3.13359e-09	0.00216715	1.76608e-05	3.47743e-10	9.20891e-06	6.68674e-06	9.7599e-05	0.990866	0.0063934	0.000442225
Cell_18	0.000471777	0.253338	7.99753e-06	9.01269e-07	0.0108736	0.000449454	0.0992565	1.19677e-08	0.0330499	0.602552
Cell_19	2.65744e-20	2.959e-08	1.29276e-15	1.0503e-15	7.91753e-11	9.19285e-12	1	1.49315e-12	6.53324e-09	4.3263e-09
Cell_20	7.39039e-08	2.62664e-05	2.71177e-08	5.63036e-07	1.39359e-06	4.62571e-08	0.999891	1.53623e-09	3.92292e-06	7.71341e-05
Cell_21	3.84462e-10	0.0014292	2.16681e-06	4.49636e-06	0.000121604	3.69612e-06	0.00108488	0.990602	0.000396249	0.00635615
Cell_22	4.6893e-13	0.000240884	1.23358e-06	1.72031e-09	5.5128e-08	2.10423e-06	3.9209e-07	0.998657	0.00109542	2.78884e-06
Cell_23	7.19584e-05	0.00587736	8.8218e-06	0.00400342	9.5295e-06	7.67762e-06	0.0020178	0.984312	0.00317998	0.000511354
Cell_24	3.83429e-08	0.000126123	2.18375e-05	1.63927e-07	2.2697e-06	1.90052e-05	2.34802e-05	0.997397	0.00228597	0.000124534
Cell_25	0.923241	0.000703846	0.0577476	3.10626e-16	1.8578e-08	0.00750976	3.75414e-06	0.0010466	0.0097468	9.51379e-07
Cell_26	1.56439e-05	0.00345318	0.000287332	1.73833e-08	8.01356e-05	0.958428	0.0175478	1.0586e-10	0.0157409	0.004447
Cell_27	0.986993	7.44921e-19	0.0101033	6.99725e-23	5.43063e-21	0.0029036	4.32672e-20	1.21994e-29	2.66042e-19	3.00446e-19
Cell_28	0.000345027	0.00206279	3.18498e-06	0.979559	0.000271239	5.4329e-06	0.00234852	5.37702e-17	0.000385601	0.0150188
Cell_29	0.970696	2.59768e-07	0.0108296	7.03793e-07	2.75486e-09	0.0184731	2.48727e-08	9.73544e-17	1.03563e-07	1.50994e-07
Cell_30	3.43416e-05	0.000998331	5.82157e-07	0.998409	9.02751e-08	9.93036e-07	1.92057e-05	1.02349e-07	0.000532284	4.86713e-06
Cell_31	0.00140711	0.0294747	8.80129e-05	0.909989	0.00028774	0.000150131	0.0124589	0.00327074	0.0270338	0.0158399
Cell_32	2.95292e-10	0.0248387	2.61699e-10	0.0558564	0.00113757	0.000175267	0.837494	6.90343e-13	0.0393401	0.0411579
Cell_33	1.83694e-10	5.98231e-05	2.67051e-12	0.999564	4.59284e-06	1.78851e-06	8.23433e-05	1.61396e-15	4.45984e-05	0.000242998
Cell_34	5.39057e-09	0.000583008	5.02178e-11	0.998306	5.88321e-06	3.90712e-06	0.000232492	3.90111e-21	0.00057326	0.000295583
Cell_35	9.61239e-15	0.0296132	1.51049e-08	6.53006e-17	0.00926758	0.00103437	0.099117	6.24324e-08	0.370619	0.490348
Cell_36	1.93152e-08	0.000119848	1.10006e-05	4.95161e-12	4.01165e-06	2.56734e-06	3.07996e-05	0.999533	7.60692e-05	0.000222649
Cell_37	3.94022e-09	7.55876e-05	2.22069e-05	1.33558e-13	2.36878e-07	5.18265e-06	1.80442e-06	0.997647	0.00223526	1.3035e-05
Cell_38	0.989582	2.41946e-17	0.00884596	1.12643e-24	2.05181e-18	0.00157158	1.93712e-17	1.90605e-35	1.76948e-17	1.08586e-16
Cell_39	1.01556e-07	0.296423	0.0036826	1.04558e-11	0.00931782	0.000859446	0.102348	0.0312059	0.0924204	0.463743
Cell_40	4.50237e-20	0.000193083	9.90215e-06	1.59702e-44	2.61536e-06	1.18204e-06	2.02779e-05	0.999513	0.000116751	0.000143457
Cell_41	4.21621e-11	0.000675687	1.58306e-05	6.54823e-13	1.15384e-05	5.99379e-06	0.000157055	0.998105	0.000475843	0.000553317
Cell_42	1.1886e-09	0.000136023	6.69888e-06	5.58858e-11	1.76049e-07	2.53633e-06	1.8854e-05	0.999609	0.000217506	9.36489e-06
Cell_43	0.75091	9.53474e-18	0.0920583	5.84473e-16	4.29873e-21	0.157032	3.57985e-20	1.27707e-16	4.02896e-17	2.3706e-19
Cell_44	9.50414e-08	1.14616e-06	1.16517e-08	5.39951e-06	6.6283e-08	1.98753e-08	0.999987	1.57054e-06	1.21716e-06	3.42937e-06
Cell_45	7.54719e-11	0.345184	9.41215e-08	0.00666304	0.00801639	0.000742126	0.0897064	0.00142226	0.104473	0.443793
Cell_46	0.0108418	0.0284703	0.00132916	0.00136553	0.000336723	0.00115677	0.00376541	0.545323	0.39035	0.0170612
Cell_47	9.99672e-05	0.452429	9.01858e-07	0.00445578	0.00725779	0.000864905	0.0550651	6.69e-22	0.115183	0.364644
Cell_48	6.33169e-11	0.000993651	2.37736e-05	1.91533e-08	2.6189e-05	4.05528e-05	0.00022721	0.991328	0.00590782	0.00145301
Cell_49	0.000144692	0.00740157	9.05032e-06	0.109726	0.000267819	1.54379e-05	0.856195	0.000904429	0.0107457	0.01459
Cell_50	2.98882e-13	0.0016907	2.99987e-05	1.98296e-13	0.000225026	1.63032e-05	0.00515813	0.977958	0.00273453	0.0121875
Cell_51	1.24202e-05	0.000325396	1.52267e-06	1.18314e-06	1.56239e-06	4.37599e-07	4.64043e-05	0.999426	0.000102316	8.31112e-05
Cell_52	1.27037e-09	0.000360995	7.23514e-07	8.07702e-09	9.11359e-08	3.93202e-07	1.12593e-06	0.999372	0.000261044	3.96673e-06
Cell_53	2.71091e-05	0.0348167	0.000434383	1.70345e-05	4.37408e-05	0.00023607	0.00290641	0.91539	0.0437044	0.00242445
Cell_54	0.0180262	0.00157361	0.00220993	6.97958e-14	7.8076e-05	0.00029265	0.000657403	0.888275	0.0846017	0.00428528
Cell_55	0.86865	5.38751e-09	0.106493	2.60503e-13	2.86728e-09	0.0248533	6.35749e-09	3.52908e-07	3.33713e-06	3.56371e-08
Cell_56	1.23183e-07	0.07637	1.51018e-08	0.0482423	5.88719e-05	0.000777826	0.000455564	0.00120038	0.869629	0.00326632
Cell_57	0.0017474	0.0299064	0.000214223	0.000724655	0.000220379	0.000116422	0.00936292	0.939162	0.00664215	0.0119037
Cell_58	9.56158e-09	0.000391683	5.98066e-10	0.998617	1.27061e-06	4.71561e-06	1.13629e-05	2.34241e-07	0.000904397	6.89802e-05
Cell_59	4.18009e-10	0.0716538	0.000522828	2.16557e-10	0.00993044	0.000891834	0.120124	3.15162e-05	0.252559	0.544287
Cell_60	3.40774e-10	0.000399911	5.77678e-12	0.999086	5.54935e-06	4.49454e-07	0.00013488	1.62318e-13	7.81162e-05	0.000295197
Cell_61	1.14701e-20	0.349802	6.46495e-17	1.00584e-07	3.01965e-05	0.00926618	0.000234669	2.19484e-27	0.638991	0.00167616
Cell_62	8.208e-23	4.12278e-11	8.23835e-15	3.36027e-20	8.02822e-12	3.51322e-13	1	7.08585e-13	1.04014e-10	4.1268e-10
Cell_63	0.000216419	0.0141929	2.65321e-05	0.00396838	5.58375e-05	4.52581e-05	0.973431	0.000275307	0.00489902	0.00288894
Cell_64	4.78112e-08	0.000501554	1.87173e-09	0.993356	5.31078e-05	1.47581e-05	0.000476813	9.24747e-09	0.00270272	0.00289457
Cell_65	1.80501e-07	0.426239	6.6955e-05	5.65633e-09	7.90832e-06	0.000828724	6.32193e-05	0.000215468	0.572143	0.000436116
Cell_66	9.67424e-11	5.2939e-05	3.63239e-05	4.51759e-13	1.13129e-08	1.3753e-05	8.80066e-08	0.997384	0.00251202	6.25967e-07
Cell_67	1.91076e-16	0.120678	1.4737e-10	4.00194e-12	0.0130302	7.59037e-06	0.117656	5.32104e-10	0.0343759	0.714252
Cell_68	0.981048	4.28048e-19	0.0166307	1.68417e-29	1.16816e-20	0.00232107	2.65295e-19	4.97688e-25	6.33002e-18	6.26834e-19
Cell_69	7.18984e-15	0.0185202	0.00827315	1.92055e-20	0.000414013	0.00193079	0.00956602	0.592461	0.346232	0.0226024
Cell_70	9.53948e-10	0.00108692	0.00250949	1.03054e-21	1.25959e-06	0.000332318	1.13442e-05	0.868261	0.127729	6.88666e-05
Cell_71	0.750081	9.58765e-05	0.0919567	0.00028322	5.31567e-06	0.156859	4.57875e-05	0.000176618	0.000203789	0.000292812
Cell_72	1.82963e-07	0.0594111	3.36049e-06	2.79221e-05	0.00317476	0.000751942	0.678499	7.22427e-09	0.0861851	0.171946
Cell_73	7.41698e-10	0.000519934	4.63924e-11	0.996249	3.55208e-05	3.60949e-06	0.000640293	8.2744e-09	0.000662144	0.00188952
Cell_74	2.9791e-09	0.00175148	1.67901e-05	8.71733e-08	3.68279e-08	1.46124e-05	2.26328e-07	0.992485	0.00573013	1.44738e-06
Cell_75	4.33755e-10	3.81879e-09	1.69808e-11	4.58445e-09	1.82945e-10	2.89656e-11	1	7.30366e-13	9.23612e-09	3.15177e-10
Cell_76	0.97353	1.60942e-13	0.014153	8.96225e-15	1.55734e-15	0.0123174	1.73854e-13	4.43891e-20	1.23488e-11	8.63545e-14
Cell_77	5.89162e-25	0.000100688	2.60493e-06	4.93552e-34	2.35997e-06	3.52989e-07	1.87285e-05	0.99969	5.42156e-05	0.000130782
Cell_78	0.000623676	0.0395152	5.55229e-06	2.67899e-10	0.000670571	0.0184239	0.00631482	3.07615e-24	0.897448	0.0369977
Cell_79	8.59576e-24	5.29561e-05	2.09228e-08	4.56891e-28	1.58405e-07	9.74042e-09	1.21421e-06	0.99993	7.29097e-06	8.79254e-06
Cell_80	0.000655231	0.0114334	8.03286e-05	0.612554	0.000272986	0.000137024	0.00499665	0.30412	0.0510051	0.0147453
Cell_81	4.58159e-06	0.000358501	0.000219718	2.50851e-19	1.93876e-07	2.78392e-05	1.24115e-06	0.987412	0.0119698	5.84387e-06
Cell_82	0.00141606	0.00276264	0.000173603	5.83075e-08	2.22551e-06	3.46608e-05	2.6172e-05	0.991542	0.00391921	0.000123229
Cell_83	0.00353653	0.00473475	0.000433564	0.172962	2.90999e-05	0.000739569	0.00021403	0.501096	0.314955	0.0012993
Cell_84	2.15297e-16	6.14985e-13	2.63945e-17	9.0351e-23	1	6.20871e-16	8.79084e-14	1.54666e-15	2.01585e-13	5.62177e-13
Cell_85	1.41837e-12	0.435604	1.33943e-05	9.94394e-14	0.00464974	0.0019719	0.0633514	1.12823e-07	0.23755	0.25686
Cell_86	0.987658	5.25121e-13	0.0110189	7.29471e-33	1.20737e-14	0.00132272	9.23025e-14	3.72314e-20	4.60916e-13	6.70425e-13
Cell_87	0.855253	6.29915e-18	0.0534951	2.56878e-17	8.69384e-21	0.0912514	1.56714e-19	5.84005e-19	4.2831e-17	4.62468e-19
Cell_88	4.92647e-11	0.00063188	2.39656e-06	6.41567e-14	1.24693e-05	5.59311e-07	0.000162714	0.998391	0.000139075	0.000659726
Cell_89	4.03014e-18	0.000209008	4.63737e-06	1.89309e-29	2.76918e-06	5.94424e-07	2.24274e-05	0.999577	3.03116e-05	0.000153522
Cell_90	5.02267e-08	5.76146e-07	0.848941	2.45564e-21	2.84141e-08	0.150824	2.2708e-07	0.000172616	6.06417e-05	1.50374e-06
Cell_91	9.75438e-10	0.126359	0.00172052	1.56648e-16	0.0103192	0.107729	0.12754	1.64341e-08	0.0593073	0.567025
Cell_92	9.16595e-24	2.275e-14	1.12564e-24	7.79288e-16	1.44723e-15	1.39066e-16	1	1.21592e-40	3.2192e-14	8.00895e-14
Cell_93	1.95291e-08	0.000596107	4.06557e-10	0.99917	1.59549e-06	2.70662e-07	1.22794e-05	2.0629e-09	0.000130726	8.85634e-05
Cell_94	0.751095	0.120229	0.00768856	1.19603e-18	0.000311704	0.000936183	0.00319725	2.06162e-13	0.0995851	0.0169575
Cell_95	1.59785e-05	0.000238109	6.25533e-07	0.998963	7.93952e-06	1.06703e-06	7.02507e-05	0.000211394	5.23665e-05	0.000438886
Cell_96	3.02847e-11	0.180093	2.12963e-06	1.13497e-10	0.00988882	0.00363246	0.10691	5.00174e-09	0.215059	0.484414
Cell_97	0.00140061	0.0135602	1.23062e-05	0.937129	0.000371637	2.09918e-05	0.0241294	8.16741e-30	0.00324745	0.020128
Cell_98	1.26312e-09	0.00180686	7.90064e-11	0.996582	1.11155e-05	6.14698e-06	0.000100502	1.40343e-08	0.000960095	0.000533039
Cell_99	0.000306374	0.000603907	3.75602e-05	4.22047e-06	2.57769e-05	1.42211e-05	0.000497795	0.995622	0.00171238	0.00117618
Cell_100	0.000448525	0.0016997	5.49872e-05	1.01425e-05	2.0991e-05	2.08193e-05	0.000325275	0.994947	0.00132682	0.00114597
Cell_101	4.90408e-07	0.002418	6.01219e-08	0.458197	0.000232647	0.0046777	0.00261819	1.0614e-07	0.52124	0.0106155
Cell_102	5.56535e-11	0.000241707	3.1366e-07	5.55819e-07	2.41015e-09	5.35039e-07	2.37273e-08	0.999565	0.000191246	1.33004e-07
Cell_103	1.95862e-06	0.0494735	8.21955e-08	0.830109	0.000337887	0.000648092	0.00450214	1.00363e-13	0.113786	0.00114094
Cell_104	0.969269	1.43689e-11	0.016431	5.2382e-12	5.8487e-13	0.0142999	5.19062e-12	5.55516e-17	7.9183e-10	3.2428e-11
Cell_105	1.98845e-15	0.0131476	5.97701e-10	2.34385e-08	0.967766	4.65033e-05	0.000559745	5.32228e-07	0.0149822	0.00349697
Cell_106	1.51944e-08	0.0052123	1.86277e-09	0.977631	2.38579e-06	0.00014493	2.02257e-05	1.17357e-06	0.0168556	0.000131841
Cell_107	1.61705e-15	3.42276e-08	2.34829e-12	9.88146e-15	1	2.5023e-10	3.12122e-08	5.10832e-13	1.60797e-08	1.54412e-07
Cell_108	0.990136	1.43692e-16	0.00871043	5.40378e-28	2.11489e-18	0.00115348	1.75812e-17	2.6537e-42	8.40004e-17	1.16423e-16
Cell_109	7.77605e-07	0.0777055	3.72913e-05	6.96048e-06	0.000625143	0.00210373	0.00619152	0.349343	0.531973	0.0320135
Cell_110	3.93345e-14	0.000726854	5.71837e-16	0.987761	1.41863e-06	2.23362e-05	0.000110047	5.00081e-20	0.0113071	7.07255e-05
Cell_111	4.25054e-08	0.000283594	3.92371e-10	0.999406	1.75898e-06	2.61217e-07	0.000116428	2.33028e-19	9.44898e-05	9.71206e-05
Cell_112	6.4226e-09	0.000833935	3.61975e-05	5.55592e-07	2.61586e-07	6.17453e-05	1.91289e-06	0.942627	0.0564246	1.37531e-05
Cell_113	0.00407624	0.00237576	0.000254964	0.977307	8.81784e-05	0.000434915	0.00146373	0.00432184	0.00535792	0.00431951
Cell_114	1.10616e-10	0.000474392	1.87516e-12	0.997656	2.35596e-05	9.66933e-06	0.000313864	2.00401e-16	0.000249745	0.00127257
Cell_115	2.48145e-08	0.00156547	4.20654e-10	0.978901	0.00169621	3.31676e-06	0.0115311	3.13794e-14	0.000575479	0.00572755
Cell_116	1.10681e-11	0.000501679	1.3569e-12	0.995878	4.68513e-05	6.9969e-06	0.000506129	6.95389e-09	0.000556236	0.00250391
Cell_117	6.21745e-05	0.0124136	3.88895e-06	0.978265	1.72725e-05	6.63372e-06	0.00113905	0.00351912	0.00362307	0.000950165
Cell_118	0.98717	1.44644e-21	0.0111329	2.23803e-30	2.46826e-23	0.00169687	2.06711e-22	3.12752e-36	4.01643e-22	1.34745e-21
Cell_119	1.83885e-17	1.14616e-05	1.64376e-19	0.999879	1.50272e-06	3.11697e-08	2.31152e-05	1.27573e-32	2.97799e-06	8.14364e-05
Cell_120	6.36708e-14	0.00746546	7.80577e-15	0.973969	0.000171388	1.07035e-05	0.00740357	3.99081e-11	0.00156722	0.00941268
Cell_121	6.17283e-13	0.00695801	1.04334e-05	2.39052e-12	1.00749e-05	5.67017e-06	0.000155606	0.990519	0.00179342	0.000548212
Cell_122	2.5429e-06	0.0690504	0.00317126	6.73362e-08	0.000403626	0.00172346	0.00886476	0.823364	0.0710628	0.0223568
Cell_123	1.66516e-05	0.00126617	2.04141e-06	0.691866	2.05256e-05	3.48222e-06	0.000167503	0.305188	0.000640135	0.000829129
Cell_124	0.000135018	0.0025925	1.65527e-05	0.000179921	2.38884e-05	8.99574e-06	0.000218789	0.994439	0.00110349	0.00128186
Cell_125	1.31556e-07	0.00746013	7.49253e-05	2.8956e-08	4.36503e-05	4.0719e-05	0.000346335	0.985674	0.00395492	0.00240494
Cell_126	4.70536e-11	8.04604e-05	2.289e-06	6.75342e-15	7.45401e-06	4.57011e-07	0.000170337	0.999346	2.12732e-05	0.000371618
Cell_127	0.135969	0.0454471	0.313205	0.000107575	0.000584198	0.272583	0.00877324	5.88144e-05	0.192364	0.0309088
Cell_128	2.86288e-18	0.000105065	1.7907e-19	0.9998	1.47334e-07	1.55707e-07	1.34564e-06	4.55206e-15	8.46979e-05	8.16891e-06
Cell_129	1.07232e-05	0.0108035	0.000514247	2.457e-14	0.000172501	7.45651e-05	0.00857392	0.968637	0.00406108	0.00715212
Cell_130	0.986057	8.43492e-05	0.011001	1.11289e-10	2.10655e-07	0.00195445	7.38388e-06	1.43144e-12	0.000883752	1.13784e-05
Cell_131	4.72612e-06	0.000380588	6.87075e-08	0.999221	8.61261e-07	2.93001e-06	8.79491e-06	1.67146e-11	0.000334044	4.66462e-05
Cell_132	0.989405	2.73586e-08	0.0094537	9.51081e-27	5.06649e-10	0.00114131	8.749e-09	9.08581e-21	3.98057e-07	2.80643e-08
Cell_133	0.00626309	0.0503085	0.000767828	0.671568	2.2085e-05	0.00130975	0.00219212	0.00768916	0.259324	0.00055553
Cell_134	4.54189e-06	6.33465e-10	0.0111121	2.12669e-19	2.8172e-14	0.988883	2.99622e-13	1.84262e-18	5.06552e-07	1.50889e-12
Cell_135	3.87681e-11	0.00012222	1.88594e-06	4.42638e-08	3.98934e-06	3.21701e-06	3.06708e-05	0.999058	0.000561028	0.000218676
Cell_136	1.86672e-12	0.48546	2.7138e-14	0.315155	0.00128367	0.000193607	0.00991627	2.07619e-18	0.116789	0.0712022
Cell_137	4.163e-07	7.86391e-08	5.10366e-08	6.4007e-09	3.83134e-10	4.44172e-08	0.999998	2.41168e-08	9.78295e-07	1.99955e-08
Cell_138	1.02673e-05	0.317901	0.00380854	8.97268e-15	0.00881758	0.000848162	0.067553	0.00447684	0.106965	0.489619
Cell_139	5.43779e-06	7.43093e-07	6.66649e-07	0.028401	1.20103e-08	1.13716e-06	2.10752e-07	0.97159	2.21926e-07	4.97961e-07
Cell_140	4.6359e-09	0.326264	0.00199281	8.6365e-08	0.000498669	0.00339932	0.00398678	3.81563e-09	0.636355	0.0275026
Cell_141	0.969828	1.66759e-26	0.0268276	1.68239e-47	2.42239e-28	0.00334417	1.97672e-27	4.54857e-36	1.17891e-24	1.34078e-26
Cell_142	3.63811e-10	1.0517e-09	6.1673e-12	2.01769e-14	6.57215e-11	1.77242e-12	1	3.38657e-16	2.03828e-10	2.93445e-09
Cell_143	0.000554775	0.116722	3.47005e-05	0.695791	0.000710641	0.0755468	0.012922	2.55682e-05	0.0595592	0.0381331
Cell_144	1.21651e-14	0.000344658	3.32696e-16	0.998461	1.77633e-05	4.56204e-07	0.000151957	1.4209e-15	7.43672e-05	0.000949338
Cell_145	1.02139e-17	0.000209399	2.83792e-06	1.08188e-17	1.08941e-07	1.5423e-06	5.98024e-07	0.999703	7.88993e-05	3.73611e-06
Cell_146	3.07073e-07	0.000762152	4.46417e-09	0.996805	1.81609e-05	2.97198e-06	0.00119996	8.94487e-12	0.000210877	0.00100097
Cell_147	8.387e-11	0.000247769	4.72687e-07	1.22419e-19	4.36213e-08	6.25955e-08	3.37003e-07	0.9997	4.87856e-05	2.40782e-06
Cell_148	5.60618e-14	0.000215949	5.62691e-06	7.18928e-22	5.72532e-06	8.15893e-07	0.00010187	0.999321	4.85539e-05	0.000300621
Cell_149	3.7018e-06	0.000186573	1.13456e-05	3.89872e-18	1.44296e-07	1.42411e-06	1.0053e-06	0.999185	0.000604193	6.28054e-06
Cell_150	1.1634e-06	0.000133771	1.42628e-07	0.0704423	3.036e-08	2.43294e-07	5.67342e-07	0.929386	3.45769e-05	1.67425e-06
Cell_151	1.88333e-10	2.13644e-05	1.07262e-07	3.47987e-12	1.55766e-06	3.08259e-08	2.88586e-05	0.999855	7.56602e-06	8.51628e-05
Cell_152	3.41886e-08	0.000792014	3.63267e-10	0.996818	1.10639e-05	2.86427e-06	0.000101313	4.13715e-17	0.00166492	0.000609793
Cell_153	4.26672e-07	0.00254027	0.0024047	9.22508e-08	9.13232e-06	0.00209281	0.000951249	0.694531	0.296997	0.000472491
Cell_154	0.932166	1.87703e-05	0.0583059	1.1739e-12	4.43267e-09	0.00949152	3.29302e-08	2.36705e-06	1.53084e-05	1.92934e-07
Cell_155	1.41029e-08	0.0986286	2.25978e-07	2.19706e-06	0.000852434	0.000753773	0.451517	1.48861e-06	0.402201	0.046044
Cell_156	4.4275e-15	0.266068	2.4357e-08	2.33857e-07	0.000127937	0.00189506	0.00363877	2.23741e-10	0.721164	0.00710541
Cell_157	2.13892e-14	7.19833e-05	3.61524e-07	6.95066e-29	4.1514e-09	4.40203e-08	3.26763e-08	0.999913	1.415e-05	2.30234e-07
Cell_158	0.75091	1.23449e-10	0.0920583	2.90793e-09	5.40225e-13	0.157032	7.33479e-12	1.24353e-09	3.42521e-11	2.9739e-11
Cell_159	5.02035e-07	0.000610303	4.63434e-09	0.971236	0.000959748	3.08527e-06	0.0215887	2.67899e-20	0.000130282	0.00547103
Cell_160	2.52326e-22	0.732906	3.53308e-20	0.115345	0.000362752	0.000276979	0.00496226	3.09533e-23	0.126028	0.0201196
Cell_161	1.16764e-08	0.00019326	6.65007e-06	1.27945e-09	4.89338e-08	2.51785e-06	4.08056e-07	0.999652	0.000142207	2.70217e-06
Cell_162	2.98628e-13	0.00020709	1.86788e-14	0.999634	5.35674e-08	6.73415e-07	4.65356e-07	1.16227e-10	0.000155023	2.97314e-06
Cell_163	5.26904e-20	0.0018451	3.52267e-11	7.01224e-12	7.66368e-06	2.35923e-05	0.992466	7.17128e-09	0.00527034	0.000387693
Cell_164	1.93891e-06	0.00128384	0.00110427	3.48195e-06	6.49536e-09	0.00188365	5.26686e-08	0.776823	0.218899	3.53365e-07
Cell_165	3.61245e-09	9.22446e-05	3.3653e-11	0.999466	4.48452e-06	2.65346e-07	0.000180633	1.1526e-20	2.70082e-05	0.000229652
Cell_166	6.32191e-09	0.00248885	5.8894e-11	0.996042	7.34173e-06	4.58217e-06	5.3187e-05	3.90637e-21	0.0010325	0.000371406
Cell_167	5.3409e-11	0.146092	1.18105e-11	0.490709	0.27947	4.94267e-05	0.0225632	1.92095e-18	0.0422949	0.0188216
Cell_168	6.7815e-17	7.06192e-05	7.80328e-05	1.00857e-19	6.97352e-08	2.95448e-05	8.47239e-07	0.999802	1.52004e-05	3.83888e-06
Cell_169	0.0030358	0.00345522	0.000372176	3.53014e-11	0.000101537	5.39649e-05	0.00137677	0.981651	0.00437187	0.00558214
Cell_170	4.79712e-19	1.44818e-12	5.85709e-17	2.63886e-19	8.03491e-14	5.46639e-14	1	4.24927e-19	3.92919e-13	4.00579e-12
Cell_171	1.80634e-14	0.000427241	1.63655e-16	0.999399	7.73489e-07	3.58011e-07	5.9658e-06	2.3641e-26	0.000123437	4.28365e-05
Cell_172	0.00560322	0.0585293	0.000686931	1.79504e-07	0.00224114	0.000137149	0.0268578	0.848713	0.0230848	0.0341462
Cell_173	0.968632	0.000352497	0.00912603	0.000864745	8.63102e-08	0.0155671	5.50771e-07	4.46844e-18	0.00545332	3.90683e-06
Cell_174	1.86897e-13	0.000153315	1.90054e-15	0.999702	2.60085e-08	4.39481e-07	1.40972e-07	1.66366e-28	0.000143556	1.02216e-06
Cell_175	2.18648e-19	3.36617e-05	1.32064e-06	2.57753e-22	3.4046e-06	7.17717e-07	0.999566	0.000185935	2.3068e-05	0.000185869
Cell_176	1.73716e-08	0.00244186	9.79054e-05	3.19422e-07	5.2769e-07	0.000167006	4.47458e-06	0.934371	0.0628873	2.93064e-05
Cell_177	9.05218e-10	0.000144068	5.10177e-06	1.97716e-19	3.59348e-06	6.756e-07	3.38523e-05	0.999531	8.77869e-05	0.000193506
Cell_178	0.00141057	0.00200781	0.00017293	0.168382	0.000218703	0.000294982	0.00904412	0.782356	0.0246142	0.0114984
Cell_179	4.34418e-14	4.78421e-06	1.89123e-12	3.24709e-13	3.56113e-07	4.90021e-08	0.999961	1.1678e-22	1.36852e-05	1.97126e-05
Cell_180	0.000580611	0.000659733	7.11805e-05	3.64388e-15	6.06076e-06	9.124e-06	5.35912e-05	0.996845	0.00144026	0.000334807
Cell_181	1.44026e-09	0.000523632	2.58632e-11	0.999088	2.34934e-06	2.01225e-06	1.91669e-05	1.57249e-17	0.000234488	0.000130006
Cell_182	8.78185e-05	0.000352997	1.07662e-05	0.251919	2.42787e-06	1.83648e-05	6.59907e-06	0.7463	0.00126527	3.69913e-05
Cell_183	0.0181897	7.00433e-31	0.872317	1.13664e-47	4.5517e-33	0.109494	2.44095e-32	2.65837e-29	3.28385e-30	1.561e-31
Cell_184	1.36902e-09	0.00117928	9.58489e-05	7.78254e-24	6.92671e-05	1.80978e-05	0.993083	1.19445e-10	0.00182418	0.00372997
