cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9
Cell_3247	0.0047738	4.64402e-13	0.000566198	2.33235e-22	4.34175e-17	0.99466	3.30851e-16	2.66561e-24	9.90781e-12	2.39457e-15
Cell_3248	0.00460854	0.0431091	0.000126036	0.898469	0.000164837	0.00010969	0.00132283	0.00494739	0.0380173	0.00912549
Cell_3249	2.97161e-10	0.0135431	0.000111575	2.48752e-11	0.00149592	6.06368e-05	0.016621	0.8697	0.0162405	0.0822271
Cell_3250	1.45463e-10	0.00147735	1.78331e-11	0.99512	3.0939e-05	1.19433e-05	0.000284362	3.09996e-07	0.00140889	0.00166604
Cell_3251	3.58631e-07	0.00165164	4.64908e-09	0.950862	1.06025e-07	0.000361715	7.04777e-07	4.04523e-15	0.0471204	3.48859e-06
Cell_3252	2.3757e-09	0.000926781	1.33893e-05	1.82493e-14	3.88082e-05	2.67325e-06	0.000313204	0.996345	0.000286002	0.00207406
Cell_3253	1.68209e-21	0.00144529	3.99505e-05	1.88679e-19	1.2194e-05	6.81471e-05	9.38606e-05	0.98626	0.0114039	0.000676956
Cell_3254	8.34539e-09	0.0371898	0.000567479	3.77967e-11	0.00211737	0.000214859	0.822424	4.79425e-06	0.0215656	0.115916
Cell_3255	4.94671e-12	0.094681	3.50304e-09	0.000852742	0.00192121	0.00234609	0.0162248	1.09589e-08	0.778213	0.105762
Cell_3256	1.02772e-12	0.000700867	6.42829e-14	0.996282	7.90277e-07	1.48648e-05	1.10991e-05	2.55108e-11	0.00297075	1.98787e-05
Cell_3257	0.00142668	0.00199934	3.90174e-05	0.970569	1.15143e-05	6.65555e-05	7.42992e-05	3.80645e-05	0.0252505	0.000525389
Cell_3258	1.22018e-18	4.64577e-06	3.39023e-07	1.16808e-21	1.46496e-09	7.91214e-08	2.22189e-08	0.999977	1.78701e-05	8.10053e-08
Cell_3259	0.968869	6.30514e-16	0.0201699	1.09224e-18	9.5296e-19	0.0109616	8.93803e-18	1.26387e-21	6.09614e-16	5.01025e-17
Cell_3260	1.48798e-10	0.000855475	7.2385e-06	1.38018e-07	4.97936e-06	1.23474e-05	4.23209e-05	0.997167	0.00163417	0.000275869
Cell_3261	6.83746e-05	0.000802329	8.86368e-07	0.998921	1.2188e-07	1.51196e-06	1.65363e-06	7.92075e-10	0.00019733	6.70469e-06
Cell_3262	0.0215685	0.0189884	0.735707	4.6938e-12	0.000416534	0.146888	0.0198512	5.85499e-05	0.0344839	0.022038
Cell_3263	0.984852	7.58855e-11	0.0109876	2.95133e-14	4.80284e-13	0.00416012	1.0813e-11	3.62694e-20	1.86787e-09	2.55487e-11
Cell_3264	0.000934407	0.000276387	0.000114554	2.74906e-06	4.3904e-07	4.33726e-05	3.51538e-06	0.98861	0.00999007	2.40638e-05
Cell_3265	0.981355	0.00106048	0.0109486	1.26154e-14	8.85824e-07	0.00148362	9.43048e-06	9.35137e-14	0.00512009	2.22821e-05
Cell_3266	1.55166e-15	0.000794135	8.60281e-07	1.88813e-11	1.93552e-05	1.46746e-06	0.000273425	0.997723	0.000224153	0.000963296
Cell_3267	0.000628845	0.00865278	7.70937e-05	0.0124455	2.38457e-05	6.70947e-05	0.000368904	0.96638	0.0100567	0.00129967
Cell_3268	0.000126846	0.00129348	7.93404e-06	0.991108	1.30642e-05	1.35338e-05	0.000371781	0.00478513	0.00180783	0.000472671
Cell_3269	1.1573e-05	0.0268115	4.53065e-07	0.646977	0.000145766	0.00098637	0.00111983	7.45528e-07	0.315852	0.00809516
Cell_3270	0.000408775	0.0131145	5.0114e-05	0.788714	0.00171869	8.5484e-05	0.0110787	0.127807	0.00682477	0.0501981
Cell_3271	4.76244e-05	0.175018	0.00228391	1.55105e-05	0.00310779	0.00198769	0.0313185	0.045783	0.5855	0.154938
Cell_3272	0.00111901	0.00918159	0.000137186	6.89754e-06	0.000201167	3.94258e-05	0.00271942	0.972963	0.00260602	0.011026
Cell_3273	0.0121674	4.45788e-05	0.000144777	0.270055	3.67062e-07	0.00617398	6.8557e-06	1.83229e-12	0.711387	2.02314e-05
Cell_3274	0.000116829	0.0128297	1.43227e-05	0.00111145	9.28569e-06	7.78386e-06	7.34537e-05	0.983222	0.00216928	0.000445912
Cell_3275	1.46887e-12	0.00170057	1.74778e-14	0.997314	1.78123e-07	4.04157e-06	1.97539e-05	3.6034e-19	0.000952146	9.81187e-06
Cell_3276	0.000334814	0.00029957	4.10468e-05	4.15739e-06	1.01203e-08	1.55411e-05	9.50218e-08	0.972783	0.0265212	5.5672e-07
Cell_3277	0.976636	4.03351e-15	0.0116208	6.55889e-22	6.72706e-18	0.0117431	4.80301e-17	2.04663e-24	3.77055e-13	1.69213e-16
Cell_3278	2.50231e-16	0.0046981	3.06772e-17	0.928041	3.10709e-07	0.000116008	6.44607e-05	3.45954e-15	0.0670638	1.63357e-05
Cell_3279	0.000593513	0.0167844	7.27621e-05	0.288762	0.000384391	0.000124117	0.0166732	0.637626	0.0177819	0.0211978
Cell_3280	9.02352e-05	0.0171787	1.10625e-05	0.507961	0.00181058	1.88702e-05	0.0170969	0.34936	0.00630343	0.100169
Cell_3281	1.69796e-05	0.00047051	2.08162e-06	0.748755	4.93058e-06	3.55081e-06	7.71782e-05	0.250262	0.000135917	0.000271904
Cell_3282	0.0109335	0.0180566	0.0013404	5.08464e-05	9.87386e-06	0.000507503	0.00208229	0.855404	0.111087	0.000527695
Cell_3283	1.36938e-13	0.228901	1.79842e-10	1.42395e-14	0.0125019	9.0796e-05	0.0905886	2.75212e-17	0.0296397	0.638278
Cell_3284	0.000264923	0.00406912	1.03713e-05	0.00258613	7.94585e-06	1.76912e-05	0.991377	2.70954e-06	0.00123994	0.000424656
Cell_3285	0.00624887	0.016669	0.00039086	0.917204	3.77098e-07	0.000666725	1.45296e-05	0.00636678	0.0524207	1.84725e-05
Cell_3286	6.78239e-13	0.0282257	8.31492e-14	0.661217	0.00650186	4.12211e-05	0.0656293	2.21043e-10	0.00716848	0.231217
Cell_3287	1.87686e-26	0.000176568	2.43304e-28	0.999723	9.99854e-08	2.5619e-07	9.71632e-07	1.46649e-30	9.38362e-05	5.55402e-06
Cell_3288	0.000340209	0.007915	4.17082e-05	3.92975e-10	4.49834e-05	6.78961e-06	0.000411015	0.986924	0.00182127	0.00249513
Cell_3289	6.23216e-19	9.85215e-05	1.73159e-07	6.66091e-26	6.17898e-07	4.8485e-08	4.98647e-06	0.999842	1.92471e-05	3.41338e-05
Cell_3290	8.2047e-08	0.00101977	1.00586e-08	0.990925	7.59047e-05	6.69643e-06	0.00297649	1.51144e-05	0.00119653	0.00378421
Cell_3291	9.6951e-14	0.00250184	9.73095e-06	1.05321e-10	1.41121e-05	1.65989e-05	0.000128053	0.993518	0.00303449	0.000777364
Cell_3292	3.48279e-05	0.00101406	4.26976e-06	0.379896	2.11543e-05	7.2833e-06	0.000307047	0.617486	0.000503746	0.000725484
Cell_3293	0.443029	0.127625	0.0543134	5.81406e-12	0.0031592	0.00827842	0.0972213	0.0165257	0.0757223	0.174126
Cell_3294	4.83551e-12	0.000299692	3.02455e-13	0.99961	4.25945e-09	2.02563e-07	3.35074e-08	8.9009e-10	8.96784e-05	2.29368e-07
Cell_3295	3.48916e-06	0.0743062	4.27756e-07	0.8421	3.18422e-05	0.000284775	0.00678692	0.000720607	0.0740462	0.00171995
Cell_3296	2.52618e-07	1.66517e-05	3.09699e-08	1.7041e-06	1.50614e-07	1.17258e-08	1.07844e-06	0.999969	3.86338e-06	7.5671e-06
Cell_3297	2.76794e-13	0.000583468	4.67842e-06	6.98545e-12	3.69043e-06	4.07163e-06	0.00015576	0.997855	0.00119565	0.000198029
Cell_3298	0.000641671	0.00309729	1.08776e-05	0.955333	0.000213487	1.85548e-05	0.0277801	4.65731e-08	0.00116988	0.0117349
Cell_3299	3.56492e-05	0.00117887	4.37045e-06	0.00672995	3.26601e-05	3.8036e-06	0.000297569	0.989326	0.000584411	0.00180644
Cell_3300	0.0164814	0.522124	0.000196108	2.53652e-06	0.00459223	0.00160777	0.0394434	1.51766e-10	0.169132	0.24642
Cell_3301	0.00495889	0.00158988	0.000310173	0.970811	1.45892e-05	0.000529089	0.00030247	0.00444453	0.0163251	0.000714669
Cell_3302	9.2976e-18	0.000297072	0.000160316	2.31479e-23	6.82295e-06	3.2008e-05	0.000451839	0.996603	0.00207184	0.000376911
Cell_3303	0.987881	5.36903e-18	0.00982552	1.07861e-22	7.2102e-20	0.00229308	2.22664e-18	2.03276e-29	9.34889e-18	3.98798e-18
Cell_3304	9.17671e-10	0.00209383	1.12503e-10	0.737342	4.80055e-06	0.000580123	3.77186e-05	3.87402e-09	0.259676	0.000265761
Cell_3305	2.52947e-07	0.169274	6.6707e-07	1.91553e-05	0.00520164	0.00192044	0.0395955	2.05922e-09	0.498413	0.285576
Cell_3306	0.024715	0.103577	0.00302996	8.58891e-08	0.00194813	0.000707132	0.428501	0.0960369	0.233705	0.107779
Cell_3307	1.20995e-05	0.000224103	1.48335e-06	1.1478e-12	3.501e-05	2.63532e-07	0.997597	0.000134685	6.32307e-05	0.00193249
Cell_3308	2.93382e-09	0.000475203	8.02355e-11	0.998978	1.19215e-06	6.24261e-06	1.52127e-05	5.14125e-11	0.000462648	6.168e-05
Cell_3309	1.01748e-13	3.24932e-05	4.70789e-12	6.36684e-15	1.38344e-06	5.36023e-08	0.999906	9.9589e-18	1.99891e-05	4.04065e-05
Cell_3310	5.8145e-19	0.00887866	0.0014153	1.40522e-32	0.0372976	0.000179324	0.253555	0.606399	0.0280186	0.0642562
Cell_3311	8.41025e-17	2.72206e-11	3.84574e-17	1.15445e-14	1	7.80181e-13	4.94822e-11	2.13363e-27	2.82058e-11	1.46024e-10
Cell_3312	3.24901e-16	0.00362373	4.80206e-05	7.34812e-15	9.31933e-05	4.17924e-05	0.0203146	0.963952	0.00677879	0.00514816
Cell_3313	4.84469e-07	0.00074775	4.71162e-09	0.998014	7.15476e-07	3.13672e-06	5.74868e-06	2.15087e-17	0.00118855	3.96571e-05
Cell_3314	1.95757e-06	0.000159035	1.80705e-08	0.975597	1.22135e-05	0.000142482	9.66159e-05	5.72835e-20	0.0233729	0.000617862
Cell_3315	3.12386e-14	0.000174472	5.27999e-07	1.36592e-14	9.54775e-07	1.99911e-07	8.26335e-06	0.99972	4.46771e-05	5.05287e-05
Cell_3316	1.52e-08	0.000238748	0.000739429	2.28782e-18	9.71845e-08	0.000107216	1.70043e-06	0.976328	0.0225793	5.38888e-06
Cell_3317	1.46141e-07	0.00418941	3.99674e-09	0.980896	3.02876e-05	3.15134e-05	0.000261308	1.02618e-10	0.0129206	0.00167107
Cell_3318	0.00013371	0.00195082	1.63923e-05	0.771573	3.14538e-05	2.79618e-05	0.000404124	0.222331	0.00210694	0.00142376
Cell_3319	7.37972e-05	0.00108601	9.04723e-06	1.67153e-10	2.47479e-06	1.37897e-06	2.67554e-05	0.998407	0.000271883	0.00012123
Cell_3320	5.52735e-15	0.000417067	1.51165e-16	0.9992	7.77534e-07	1.1437e-06	5.85491e-06	8.98122e-17	0.000333459	4.17442e-05
Cell_3321	1.06778e-16	0.00014968	1.02026e-18	0.999586	2.27656e-06	8.87148e-07	3.3724e-05	1.19284e-27	0.000108151	0.000118812
Cell_3322	9.74849e-09	0.0210909	3.81637e-10	3.60763e-05	0.0037081	0.000193328	0.769296	3.53366e-11	0.0107199	0.194956
Cell_3323	4.3818e-16	0.000840604	9.12203e-18	0.998774	3.36198e-06	1.72976e-06	3.75487e-05	1.04861e-18	0.000156948	0.00018576
Cell_3324	7.53615e-11	0.000281537	1.27752e-12	0.998688	1.92295e-06	6.58759e-06	2.63087e-05	6.98918e-15	0.000888802	0.000106669
Cell_3325	0.989139	1.70335e-05	0.00945117	1.18771e-14	2.89918e-07	0.00131906	7.25372e-06	7.72867e-18	5.97558e-05	6.05085e-06
Cell_3326	7.14108e-10	6.8052e-05	4.06707e-07	6.1436e-10	4.13465e-08	1.53988e-07	3.25181e-07	0.999871	5.80193e-05	2.28452e-06
Cell_3327	1.56119e-21	5.99113e-05	1.16147e-06	3.00169e-25	1.82876e-07	2.31894e-07	5.57437e-06	0.99991	1.31403e-05	9.98384e-06
Cell_3328	7.21804e-07	0.00376732	6.68229e-08	2.56159e-07	0.000776981	3.60771e-05	0.951604	9.22648e-16	0.00146672	0.0423482
Cell_3329	1.99432e-16	0.000399086	2.77571e-06	5.87018e-39	9.28215e-09	3.31679e-07	7.08673e-08	0.999514	8.27234e-05	5.14992e-07
Cell_3330	1.62196e-14	0.363818	0.00065441	6.33766e-13	0.000310688	0.00111629	0.0114188	0.274178	0.333987	0.0145175
Cell_3331	4.30595e-07	0.0101504	5.27891e-08	0.000145083	3.15176e-05	0.000114928	0.969195	8.35013e-08	0.0186186	0.00174448
Cell_3332	4.23662e-08	0.000342456	2.64996e-09	0.997371	2.76343e-05	1.76418e-06	0.000287599	7.14539e-06	0.000437363	0.00152536
Cell_3333	0.00058916	0.01927	3.68513e-05	0.954463	0.000227097	6.28605e-05	0.00267861	0.00518247	0.00535353	0.0121369
Cell_3334	3.77515e-09	0.000588137	4.49198e-11	0.998965	1.76627e-06	3.54182e-07	0.000179891	8.3251e-15	0.000175104	8.93528e-05
Cell_3335	7.0366e-08	0.000120514	3.37452e-06	8.0121e-08	4.32278e-06	1.83392e-06	0.00026457	0.999259	0.000125241	0.000220696
Cell_3336	7.48121e-12	1.24895e-05	3.63936e-07	6.69143e-19	1.11944e-08	5.27701e-08	9.55473e-08	0.999981	5.47373e-06	6.19167e-07
Cell_3337	4.81761e-09	0.00011311	2.74378e-06	6.08709e-10	6.71475e-07	1.49114e-06	7.74638e-06	0.9998	4.2409e-05	3.22452e-05
Cell_3338	2.03598e-15	0.000534463	1.1288e-06	3.15597e-15	1.20618e-08	6.1346e-07	1.70686e-07	0.999212	0.000251385	6.0134e-07
Cell_3339	0.000291432	0.00322981	3.57283e-05	0.914528	0.00012034	6.0945e-05	0.00369012	0.0472069	0.0242273	0.00660909
Cell_3340	3.14367e-09	0.000637599	2.00266e-08	3.08748e-11	2.34932e-06	1.7822e-06	0.998995	4.86977e-11	0.000234013	0.000129025
Cell_3341	7.388e-13	0.000599925	7.05919e-15	0.99485	2.68624e-05	9.67981e-06	0.000167871	1.51581e-24	0.0031467	0.0011994
Cell_3342	9.86929e-17	2.09416e-09	3.12796e-16	1.08983e-11	6.29634e-11	1	4.85284e-10	2.01548e-33	6.01511e-10	3.47942e-09
Cell_3343	9.29284e-14	9.63628e-05	9.3272e-06	3.67159e-15	7.22158e-06	3.53147e-06	7.13895e-05	0.999152	0.000259655	0.000400176
Cell_3344	0.000356999	0.0233587	5.18999e-06	0.329018	0.0016974	0.0112992	0.277705	8.94777e-13	0.286183	0.0703765
Cell_3345	1.38999e-09	0.000873872	7.83392e-06	3.06985e-07	2.93685e-06	1.3363e-05	2.67037e-05	0.997532	0.0013811	0.000162109
Cell_3346	3.0348e-12	0.00163286	5.12948e-05	2.05365e-14	3.03269e-05	1.94213e-05	0.000240046	0.989338	0.00705974	0.00162819
Cell_3347	1.44508e-27	0.579685	8.15122e-12	2.89673e-22	0.00374703	0.000344977	0.0850178	6.01546e-10	0.130327	0.200878
Cell_3348	1.76445e-13	7.78562e-05	4.64161e-07	1.30607e-13	1.26925e-06	1.75741e-07	1.38581e-05	0.999817	2.11263e-05	6.85584e-05
Cell_3349	0.981165	7.38208e-18	0.0166326	2.22106e-29	1.10553e-21	0.00220257	1.23943e-20	1.44908e-23	2.07306e-16	6.13167e-20
Cell_3350	4.51648e-08	0.00435832	3.68095e-05	1.57958e-18	0.992344	9.10762e-06	0.000292765	1.22519e-08	0.00177144	0.00118702
Cell_3351	1.79404e-07	0.000208295	8.60364e-06	4.89367e-13	1.77896e-07	1.52853e-06	3.27707e-06	0.999718	5.17054e-05	7.74298e-06
Cell_3352	1.9796e-11	0.000536226	2.87155e-06	2.32392e-13	1.91799e-05	1.08723e-06	0.998022	8.01349e-06	0.000348066	0.00106254
Cell_3353	0.0832832	0.00156412	0.00520927	0.637268	2.35877e-05	0.00888592	0.000218049	0.00239884	0.259871	0.00127752
Cell_3354	7.47197e-13	0.00714433	1.26293e-05	1.46298e-12	9.8788e-07	6.86351e-06	4.20837e-05	0.990278	0.00246159	5.3504e-05
Cell_3355	6.37383e-12	0.211652	6.71561e-12	1.37795e-06	0.0020806	0.00178713	0.451113	1.39736e-22	0.219044	0.114322
Cell_3356	6.05828e-12	0.000431997	0.000102398	9.176e-17	2.31533e-08	2.38977e-05	1.28366e-06	0.98097	0.0184693	1.27854e-06
Cell_3357	9.91174e-05	0.00446529	6.19968e-06	0.870876	2.41709e-05	1.05753e-05	0.000203238	0.122023	0.000967307	0.0013248
Cell_3358	0.962127	9.97185e-05	0.0263127	2.59015e-07	6.14121e-06	0.00996252	0.000127998	4.03164e-08	0.00106137	0.000302431
Cell_3359	3.24008e-06	0.000325112	4.71037e-08	0.986616	9.27571e-06	3.13589e-05	9.4777e-05	1.12135e-11	0.0124178	0.000502676
Cell_3360	0.0841738	0.335217	0.0012237	5.52063e-11	0.00828048	0.000170787	0.0721436	3.50062e-08	0.0943871	0.404403
Cell_3361	0.00666372	0.421372	7.92903e-05	0.00146545	0.00540181	0.00154412	0.167461	4.24529e-09	0.0960865	0.299927
Cell_3362	0.878319	1.48939e-08	0.107678	4.18187e-21	2.00652e-10	0.0140029	1.69981e-09	9.17747e-08	1.25031e-07	1.10802e-08
Cell_3363	1.11105e-09	8.00881e-06	1.01109e-11	0.000287092	1.24763e-08	1.21658e-06	0.999446	4.33353e-32	0.000256685	6.90623e-07
Cell_3364	0.935963	0.0467029	0.0082967	1.33107e-07	5.68065e-07	0.00193629	6.94198e-06	2.12012e-23	0.00706161	3.14544e-05
Cell_3365	3.77831e-12	0.000255344	0.000379228	1.36245e-15	2.34485e-07	0.000143583	2.83646e-06	0.976116	0.0230902	1.28521e-05
Cell_3366	6.21198e-16	0.276338	3.70322e-06	2.01739e-09	0.00605786	0.000157923	0.0501319	0.252203	0.0945129	0.320595
Cell_3367	7.12393e-23	1.55779e-10	1.59493e-15	1.22458e-23	9.40642e-12	5.13195e-14	1	8.71323e-16	2.38008e-11	5.16603e-10
Cell_3368	3.79529e-09	0.00075476	1.03795e-10	0.996117	4.65896e-05	8.18402e-07	0.000355601	6.85925e-10	0.00014395	0.00258099
Cell_3369	4.47963e-06	1.35869e-12	0.892644	2.67989e-39	4.7417e-16	0.107352	2.34509e-15	4.33787e-17	2.14301e-12	1.52864e-14
Cell_3370	0.0140037	0.00888756	0.000875916	0.331056	6.45082e-05	0.00149413	3.76596e-05	0.00389835	0.639571	0.000111135
Cell_3371	0.000440754	0.0168417	2.75687e-05	0.955221	0.000194828	4.70263e-05	0.00595524	0.00482799	0.00577761	0.010666
Cell_3372	0.00187505	0.0255478	0.000229873	0.105269	8.02055e-05	0.000392115	0.000595135	0.701815	0.159864	0.00433228
Cell_3373	0.810044	0.0231055	0.00721143	2.84822e-11	0.00112044	0.00100647	0.074032	2.53392e-20	0.0217249	0.0617553
Cell_3374	2.86164e-07	0.0497373	1.60005e-05	7.2078e-07	0.000539344	0.00170499	0.00427327	6.74571e-12	0.9164	0.0273277
Cell_3375	6.15836e-19	0.000226699	7.08625e-07	6.1735e-28	1.08016e-05	9.38395e-08	8.3119e-05	0.999044	3.76971e-05	0.000596823
Cell_3376	5.77134e-21	0.00024402	5.25557e-23	0.999164	1.61257e-07	1.73836e-06	1.22759e-06	3.40511e-35	0.000580388	8.89365e-06
Cell_3377	8.16095e-10	9.94477e-05	1.18514e-06	1.29203e-13	4.33728e-06	2.76588e-07	0.999561	6.95117e-05	2.97673e-05	0.000234277
Cell_3378	9.18702e-17	7.73613e-05	2.86166e-10	5.89686e-12	2.0899e-06	1.90512e-07	0.999838	2.02284e-09	2.15897e-05	6.10403e-05
Cell_3379	0.000225286	0.0129457	2.76191e-05	0.722242	0.000573174	0.00117781	0.00902694	0.00229765	0.219682	0.0318026
Cell_3380	6.52385e-07	0.00840276	2.55397e-08	0.986801	9.57232e-06	1.70028e-05	6.87535e-05	2.12881e-07	0.00421011	0.000490197
Cell_3381	1.34673e-11	2.67872e-15	0.860002	1.98528e-35	1.83458e-16	0.139998	3.38266e-14	7.83649e-14	2.83907e-15	8.57238e-15
Cell_3382	0.00981086	0.000920851	0.000109456	0.967963	6.63085e-05	0.000186708	0.000515506	1.22135e-10	0.0167703	0.00365668
Cell_3383	0.976571	5.96786e-12	0.0203303	1.56151e-19	2.51106e-13	0.00309873	4.53269e-12	3.81603e-15	3.51329e-12	1.33761e-11
Cell_3384	3.28656e-07	0.000265821	5.57135e-09	0.998837	1.11232e-05	3.70907e-06	8.05983e-05	6.09124e-11	0.000233067	0.000567887
Cell_3385	0.000510276	4.00645e-05	0.0174057	4.61198e-10	1.81492e-07	0.981912	2.01145e-05	1.061e-09	0.000101941	9.99101e-06
Cell_3386	0.000154988	0.0145968	1.90009e-05	0.678834	9.5113e-05	3.24115e-05	0.020571	0.270273	0.0102111	0.00521314
Cell_3387	0.000189272	0.00230258	2.32039e-05	6.87471e-08	2.56721e-05	4.63279e-06	0.00458543	0.990851	0.000856406	0.00116205
Cell_3388	4.72505e-05	0.00145108	5.79271e-06	0.000281135	3.58109e-05	3.14812e-06	0.000306345	0.995396	0.000559425	0.00191386
Cell_3389	0.962523	7.93505e-09	0.0200378	1.25656e-09	3.14294e-10	0.0174389	5.21313e-07	8.29565e-14	1.28705e-07	1.69244e-08
Cell_3390	4.60121e-06	0.0327864	0.000220659	0.000307038	0.000213773	0.000376397	0.0015885	0.856636	0.0972093	0.0106576
Cell_3391	1.10032e-10	0.000267538	9.96897e-13	0.999645	1.3617e-08	6.6765e-07	1.60613e-07	2.33849e-24	8.57483e-05	7.27744e-07
Cell_3392	4.76893e-14	0.0039059	2.98291e-15	0.994107	1.75111e-06	2.25685e-05	2.75995e-05	2.02143e-13	0.00185369	8.14469e-05
Cell_3393	0.986473	3.50257e-13	0.0117378	3.01656e-21	3.29173e-16	0.00178908	1.42429e-14	3.10679e-21	4.55057e-13	1.8108e-14
Cell_3394	3.49726e-08	6.95155e-05	1.67717e-06	1.15149e-13	4.01446e-07	2.73024e-07	1.23228e-05	0.999828	7.18455e-05	1.56669e-05
Cell_3395	0.00695343	0.13018	0.000852461	0.070045	0.0214879	0.00145412	0.0347684	0.0192506	0.592517	0.122492
Cell_3396	2.18377e-19	2.31139e-12	1.2215e-16	2.27117e-25	2.55222e-13	1.19774e-14	1	2.19832e-20	1.45328e-12	1.38229e-11
Cell_3397	1.49654e-06	0.106594	1.8347e-07	0.75988	0.00156305	0.000122143	0.0283072	0.000371285	0.0196255	0.0835354
Cell_3398	1.41388e-12	0.000641669	5.53509e-14	0.997046	3.43126e-05	3.70701e-08	0.000263408	4.6178e-11	0.000112887	0.0019014
Cell_3399	6.40187e-05	0.0101165	7.84842e-06	0.763218	0.000330341	1.33878e-05	0.00302884	0.205133	0.00182029	0.016268
Cell_3400	4.98675e-22	1.63598e-08	1.11645e-14	1.08541e-16	2.88711e-09	8.29356e-09	0.999997	2.71068e-16	2.74625e-06	1.59363e-07
Cell_3401	0.00112077	0.00329991	4.3876e-05	0.936522	0.000305127	7.48433e-05	0.00240183	0.000131732	0.0393283	0.0167721
Cell_3402	4.22341e-09	0.000108836	5.47498e-11	0.999148	7.37207e-08	4.25973e-06	5.83917e-07	6.67273e-15	0.0007337	4.07751e-06
Cell_3403	8.05599e-27	1.94623e-12	1.31976e-19	4.05449e-28	3.53471e-14	3.85124e-16	1	3.69354e-17	2.45683e-13	1.95394e-12
Cell_3404	0.0672034	6.69649e-12	0.00139904	1.27155e-08	1.23154e-15	0.931398	2.69673e-14	1.02843e-18	5.88932e-12	6.37177e-14
Cell_3405	5.1542e-19	0.000673792	4.67563e-21	0.999244	1.62083e-07	2.89415e-07	1.50148e-06	2.40703e-39	7.08129e-05	9.00276e-06
Cell_3406	2.38789e-10	0.000102135	1.3458e-06	1.01629e-23	8.40276e-07	1.65709e-07	6.41151e-06	0.999819	2.44756e-05	4.56035e-05
Cell_3407	2.84081e-05	0.000408987	3.48271e-06	5.52132e-10	1.14956e-05	6.18741e-07	8.9099e-05	0.998748	7.50843e-05	0.000635257
Cell_3408	0.000153283	0.000604753	1.87918e-05	0.00934185	2.66857e-05	1.63545e-05	0.00175135	0.985354	0.00127186	0.00146092
Cell_3409	9.99222e-09	0.272827	0.000186704	3.87117e-07	0.0023757	0.000318477	0.520579	0.0208093	0.0509785	0.131926
Cell_3410	2.94768e-12	0.000201104	1.43395e-07	1.06226e-09	2.13519e-07	1.24797e-07	2.08287e-06	0.999724	6.12707e-05	1.10471e-05
Cell_3411	4.36946e-09	0.00302719	1.71057e-10	0.991438	8.42572e-05	1.33089e-05	0.00112212	4.40769e-10	0.00100392	0.0033114
Cell_3412	0.00165933	0.0149648	0.000203427	0.133871	1.22092e-05	0.000347003	0.000375504	0.808907	0.0389865	0.000672538
Cell_3413	5.07174e-09	0.754738	2.43224e-07	0.0185942	6.86564e-05	0.000529523	0.00127013	0.0166695	0.204381	0.00374819
Cell_3414	2.7696e-08	0.000181407	5.76575e-10	0.999117	9.77513e-06	3.83849e-07	8.87983e-05	8.62102e-11	6.40296e-05	0.000539064
Cell_3415	4.52959e-19	0.000141881	4.328e-21	0.999732	1.47339e-07	2.67896e-07	1.12629e-06	6.01311e-29	0.000116346	8.17709e-06
Cell_3416	3.52092e-18	0.000285218	3.29945e-20	0.999503	2.84112e-07	5.16529e-07	2.3993e-06	7.45485e-36	0.000193134	1.57143e-05
Cell_3417	7.28463e-08	0.000212431	3.49346e-06	5.13565e-17	2.69468e-09	4.62621e-07	6.21295e-08	0.999326	0.000457077	1.46798e-07
Cell_3418	5.95359e-07	0.121311	2.85514e-05	3.23439e-05	0.000302407	0.00161068	0.00243436	0.524406	0.333081	0.0167933
Cell_3419	1.01036e-10	0.00169695	1.23865e-11	0.988209	9.69775e-05	8.29562e-06	0.00414105	8.34345e-08	0.000582448	0.0052648
Cell_3420	0.00113363	0.00664359	7.09075e-05	0.971708	1.45146e-05	0.000120953	0.000203926	0.00436943	0.0151337	0.000601793
Cell_3421	0.000379462	0.00375419	4.91912e-06	0.992843	1.37363e-06	8.39098e-06	1.26639e-05	8.77497e-09	0.00292183	7.41961e-05
Cell_3422	1.81614e-09	5.08939e-06	2.22651e-10	6.48708e-10	1.58453e-07	3.27787e-08	0.99998	2.61289e-08	6.49174e-06	7.76199e-06
Cell_3423	7.3967e-29	0.000345123	5.54283e-05	5.37468e-35	7.79031e-07	9.84743e-06	5.99182e-06	0.998537	0.00100252	4.31746e-05
Cell_3424	1.04754e-10	0.402085	7.41825e-08	8.77821e-06	0.000424741	0.00382082	0.00328351	1.51642e-06	0.566834	0.0235423
Cell_3425	1.61576e-13	0.000359954	2.73099e-06	1.37755e-14	1.29782e-06	1.03401e-06	4.62068e-05	0.999447	8.26462e-05	5.87459e-05
Cell_3426	3.02981e-27	0.000151986	3.46861e-06	8.16429e-31	7.78408e-09	8.09507e-07	5.99485e-08	0.999626	0.000216998	4.31965e-07
Cell_3427	1.65261e-08	0.000126806	9.41216e-06	3.46888e-09	1.14717e-07	5.11515e-06	1.32213e-05	0.999203	0.000639001	3.35057e-06
Cell_3428	3.57154e-18	2.67981e-08	4.62994e-20	1.20643e-07	3.14523e-09	1.80847e-09	1	3.79274e-27	9.692e-08	1.59364e-07
Cell_3429	9.00243e-07	0.00856233	5.63092e-08	0.961374	0.000394915	3.74873e-05	0.00507393	5.45493e-06	0.00667516	0.0178758
