cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_44	3.18769e-65	0.999929	9.23404e-53	1.28737e-51	2.39273e-07	7.05332e-05
Cell_45	5.855e-54	0.0139753	5.23578e-52	2.06579e-31	0.00334462	0.98268
Cell_46	2.63288e-22	1.08547e-08	6.43769e-09	1.95039e-07	0.999999	7.54185e-07
Cell_47	0.97742	1.31121e-14	0.0224826	9.0295e-05	7.53379e-06	9.01265e-13
Cell_48	5.53235e-86	0.99999	4.03501e-60	1.54243e-42	3.22277e-08	9.49201e-06
Cell_49	7.48864e-89	0.0238869	2.90992e-72	1.86347e-48	0.00330004	0.972813
Cell_50	3.39162e-55	1	1.44437e-48	1.2328e-40	4.64645e-15	1.36159e-12
Cell_51	3.21169e-50	0.014647	1.90206e-49	3.22222e-32	0.00334055	0.982012
Cell_52	6.56025e-31	0.000375818	1.27168e-13	4.33905e-14	0.999624	3.00692e-09
Cell_53	5.75193e-87	0.0139456	1.38826e-59	1.04625e-46	0.00333381	0.982721
Cell_54	1.70474e-77	0.218778	2.0963e-71	3.26913e-17	0.00445776	0.776764
Cell_55	3.86329e-67	0.0139467	6.70111e-58	1.05914e-42	0.00333446	0.982719
Cell_56	0.97698	5.73253e-30	0.0224725	0.000522016	2.53243e-05	4.04169e-28
Cell_57	0.974788	2.82582e-32	0.023336	0.00178981	8.64768e-05	1.99208e-30
Cell_58	3.1903e-22	0.0139303	1.02852e-16	1.41818e-16	0.00376223	0.982308
Cell_59	1.08354e-41	0.0141032	1.30626e-30	7.90674e-24	0.003396	0.982501
Cell_60	2.29534e-50	0.0139682	1.39644e-33	9.65682e-26	0.00337337	0.982658
Cell_61	1.12293e-72	1	4.80907e-67	6.77187e-42	5.42923e-19	1.58305e-16
Cell_62	1.01995e-29	0.0140338	2.23791e-30	8.07153e-20	0.00350761	0.982459
Cell_63	1.67373e-09	4.5413e-36	0.666177	0.318422	0.0154014	3.20036e-34
Cell_64	4.49643e-66	0.0142178	7.17206e-52	7.90582e-24	0.0033956	0.982387
Cell_65	1.31865e-27	0.0139469	5.61862e-29	1.41815e-16	0.00376217	0.982291
Cell_66	1.08409e-31	0.0142114	2.80359e-23	5.67062e-16	0.00384342	0.981945
Cell_67	5.26122e-21	0.00757948	9.60336e-17	1.41908e-05	0.521068	0.471338
Cell_68	1.15775e-31	0.0139295	3.5678e-23	2.38209e-15	0.00394831	0.982122
Cell_69	1.94061e-53	0.014075	2.01599e-48	5.93912e-32	0.00334304	0.982582
Cell_70	1.07895e-75	0.0141411	7.80515e-64	1.31242e-35	0.00333743	0.982521
Cell_71	3.97274e-56	0.0141258	4.04761e-29	3.10917e-16	0.014937	0.970937
Cell_72	1.0096e-25	0.0139381	2.33759e-27	8.07232e-20	0.00350795	0.982554
Cell_73	4.78722e-34	3.50066e-43	1.09787e-18	0.954102	0.045898	2.45068e-41
Cell_74	4.51232e-41	0.0147141	6.05436e-32	3.89911e-31	0.0033428	0.981943
Cell_75	2.56718e-32	0.0139619	4.09959e-32	1.85741e-26	0.00336726	0.982671
Cell_76	1.80286e-52	0.0139315	3.95573e-53	1.29609e-49	0.00333361	0.982735
Cell_77	3.73689e-41	0.0139419	1.25049e-38	2.25331e-25	0.00337707	0.982681
Cell_78	6.9139e-46	0.0139321	1.28067e-40	1.20979e-39	0.00333549	0.982732
Cell_79	6.66688e-52	0.0140887	1.57284e-49	6.63416e-37	0.00333651	0.982575
Cell_80	2.18571e-25	5.58583e-23	6.03955e-13	0.953196	0.0468044	3.92978e-21
Cell_81	0.977027	7.12288e-24	0.0221111	0.000821262	4.09251e-05	5.01587e-22
Cell_82	5.22414e-65	1	1.87353e-54	4.71456e-30	2.04879e-13	5.73852e-11
Cell_83	3.40178e-64	1	1.01966e-55	1.20363e-55	2.31967e-31	6.78386e-29
Cell_84	5.33346e-90	0.9992	1.47592e-66	6.4605e-62	2.70556e-06	0.000796996
Cell_85	3.93885e-60	0.013954	4.75594e-45	1.07712e-36	0.00333713	0.982709
Cell_86	1.19936e-33	0.0138983	6.25909e-32	3.40438e-10	0.00659358	0.979508
Cell_87	2.70923e-17	0.0143216	1.48027e-14	2.4727e-13	0.00447657	0.981202
Cell_88	6.0093e-11	2.51865e-26	3.65073e-12	0.953701	0.046299	1.62448e-24
Cell_89	2.63324e-58	0.0139409	2.73553e-53	1.20984e-38	0.00336237	0.982697
Cell_90	2.55652e-18	3.11252e-28	0.947238	0.0502475	0.00251453	2.19302e-26
Cell_91	1.00464e-58	0.0141233	1.12631e-54	1.28849e-24	0.00338503	0.982492
Cell_92	1.39692e-36	0.0139382	7.9197e-37	1.07714e-36	0.00333718	0.982725
Cell_93	0.973136	3.4027e-23	0.0229108	0.00376573	0.000187654	2.29993e-21
Cell_94	4.85604e-36	0.0139775	1.04956e-18	5.67196e-16	0.00384433	0.982178
Cell_95	7.61442e-67	0.0139552	5.96503e-47	7.37368e-43	0.0033344	0.98271
Cell_96	3.88215e-51	0.0139915	9.40391e-40	6.63482e-37	0.00333684	0.982672
Cell_97	1.94472e-06	6.01257e-23	4.40701e-08	0.953194	0.0468043	3.92978e-21
Cell_98	2.78772e-71	0.013933	9.13911e-56	2.55012e-38	0.00333613	0.982731
Cell_99	1.27524e-49	0.0139295	2.5443e-29	2.38209e-15	0.00394831	0.982122
Cell_100	1.65202e-85	0.832993	1.01251e-67	1.06663e-44	0.000564713	0.166443
Cell_101	2.05334e-64	0.0143371	7.26711e-60	2.78768e-50	0.0033322	0.982331
Cell_102	6.09367e-11	6.58884e-22	0.369676	0.600608	0.0297164	4.6398e-20
Cell_103	0.976708	4.00695e-48	0.0221071	0.00113072	5.4389e-05	2.82629e-46
Cell_104	1.55442e-60	0.0139946	8.70817e-46	2.61488e-20	0.00348659	0.982519
Cell_105	3.94668e-45	0.995461	2.59674e-45	2.27776e-16	1.95742e-05	0.00451925
Cell_106	1.33181e-12	0.0140801	3.42462e-14	2.38172e-15	0.00394771	0.981972
Cell_107	1.62849e-37	0.0555117	3.57314e-38	5.01874e-23	0.00326682	0.941222
Cell_108	3.58897e-36	1.64726e-15	3.49146e-27	2.91178e-09	1	1.16171e-13
Cell_109	9.06105e-42	0.999997	6.30776e-30	4.0505e-30	1.06411e-08	3.08855e-06
Cell_110	1.72618e-17	0.0139783	1.96301e-16	4.8671e-11	0.00576846	0.980253
Cell_111	1.25124e-27	7.67543e-30	0.000865554	0.953098	0.0460368	5.41229e-28
Cell_112	0.00070074	0.0137152	5.11536e-05	5.52174e-05	0.0264294	0.959048
Cell_113	1.45719e-40	0.0139609	7.26113e-27	4.2036e-26	0.00337016	0.982669
Cell_114	4.59877e-24	0.218978	6.17035e-15	1.95929e-13	0.0035471	0.777475
Cell_115	2.39718e-35	0.0139564	6.29965e-35	3.77602e-22	0.00342895	0.982615
Cell_116	1.04106e-63	0.0139374	1.50998e-59	5.7339e-48	0.00333371	0.982729
Cell_117	9.42761e-44	0.0139326	1.92484e-44	6.28889e-35	0.00333885	0.982729
Cell_118	1.93452e-31	0.0140129	3.9049e-26	1.41806e-16	0.00376192	0.982225
Cell_119	7.68357e-73	0.0246234	3.18511e-63	7.2939e-43	0.00329832	0.972078
Cell_120	6.1591e-47	0.013849	7.53936e-33	2.39994e-08	0.00967133	0.97648
Cell_121	7.76148e-47	0.0139754	2.24945e-42	2.2035e-42	0.00333444	0.98269
Cell_122	3.10401e-34	0.0143373	7.42163e-24	1.28821e-24	0.00338429	0.982278
Cell_123	0.977109	1.51882e-27	0.0223349	0.000524268	3.1607e-05	1.06898e-25
Cell_124	8.74919e-60	1	1.9197e-60	1.0212e-32	2.68281e-11	7.78676e-09
Cell_125	1.11858e-54	0.0139409	1.438e-49	2.52911e-43	0.00333435	0.982725
Cell_126	2.27284e-46	0.0139428	1.65993e-40	5.34354e-25	0.0033811	0.982676
Cell_127	8.98808e-62	0.0139317	4.84363e-57	8.30246e-49	0.00333366	0.982735
Cell_128	1.80517e-23	0.0152161	7.69166e-25	5.33664e-25	0.00337674	0.981407
Cell_129	1.37299e-34	0.01501	3.97726e-22	2.37948e-15	0.00394398	0.981046
Cell_130	3.00718e-35	1.13046e-09	2.19522e-36	0.912873	0.0871269	6.37819e-08
Cell_131	3.6917e-31	3.04848e-05	3.91545e-27	4.48814e-14	0.997822	0.00214765
Cell_132	3.58125e-14	3.72199e-07	0.408178	0.499814	0.0919813	2.61763e-05
Cell_133	4.73392e-65	0.999998	1.75532e-56	2.68173e-39	5.2549e-09	1.54581e-06
Cell_134	1.67285e-61	0.0139797	9.1877e-50	2.38197e-15	0.00394811	0.982072
Cell_135	1.21944e-22	0.010961	2.10959e-15	2.33617e-15	0.226395	0.762644
Cell_136	2.63214e-61	0.0139399	1.20846e-59	1.53733e-40	0.00333511	0.982725
Cell_137	0.000159518	8.89917e-18	0.744547	0.242542	0.0127512	5.02101e-16
Cell_138	5.41152e-78	0.0139317	6.94591e-69	8.08265e-56	0.00333336	0.982735
Cell_139	0.977849	5.12875e-50	0.0221298	1.97784e-05	9.51359e-07	3.61056e-48
Cell_140	2.84114e-19	0.0140489	3.27735e-15	7.68886e-12	0.00519237	0.980759
Cell_141	2.16743e-69	0.0139422	8.07328e-56	1.83881e-28	0.00335495	0.982703
Cell_142	1.54651e-35	0.0139399	4.20989e-24	2.01526e-23	0.00340313	0.982657
Cell_143	0.940049	4.17799e-19	0.0588821	0.00101381	5.5053e-05	2.94235e-17
Cell_144	3.93883e-38	0.0887859	7.38815e-34	1.28561e-22	0.00315964	0.908054
Cell_145	3.58948e-68	1	7.94192e-43	5.9607e-37	9.27238e-11	2.71925e-08
Cell_146	4.91098e-75	0.01396	1.04372e-68	3.14117e-41	0.00333482	0.982705
Cell_147	1.11013e-24	2.95238e-06	8.53589e-18	9.94851e-14	0.999789	0.00020782
Cell_148	5.83044e-55	0.0139346	1.49276e-54	1.70085e-38	0.00334478	0.982721
Cell_149	2.59218e-37	0.0139476	2.03241e-31	3.16321e-24	0.00339075	0.982662
Cell_150	1.63896e-26	0.00802728	3.44692e-21	7.75733e-11	0.495791	0.496182
Cell_151	5.90794e-25	0.0139125	2.63121e-22	7.68992e-12	0.00519309	0.980894
Cell_152	1.21658e-17	0.00968411	4.76922e-13	1.89607e-12	0.310207	0.680108
Cell_153	4.45331e-46	0.0139411	6.89422e-44	2.06586e-31	0.00334473	0.982714
Cell_154	4.58652e-43	0.0150704	5.67491e-36	2.37933e-15	0.00394374	0.980986
Cell_155	2.94768e-55	3.33893e-25	1.43515e-26	0.953586	0.0464141	1.88386e-23
Cell_156	7.65672e-29	0.99732	1.48195e-25	7.10807e-23	9.47765e-06	0.0026708
Cell_157	4.03703e-82	0.999998	7.66408e-67	5.98576e-28	1.09164e-08	2.13096e-06
Cell_158	3.07861e-50	0.99397	5.54745e-45	4.12229e-41	2.04002e-05	0.00600989
Cell_159	3.99432e-25	0.0142024	2.80249e-15	2.473e-13	0.00447711	0.98132
Cell_160	0.976721	1.67861e-30	0.0225811	0.000665646	3.2253e-05	1.10796e-28
Cell_161	2.64236e-74	1	3.44544e-56	2.4011e-43	9.04984e-18	2.65196e-15
Cell_162	3.43827e-40	1	1.01318e-37	6.79326e-31	9.26323e-17	1.61412e-14
Cell_163	0.974748	8.47521e-17	0.02234	0.00274978	0.000162021	5.93759e-15
Cell_164	2.94566e-58	0.0139603	4.53087e-54	3.78471e-27	0.0033623	0.982677
Cell_165	2.20952e-23	6.76236e-26	1.21352e-11	0.953667	0.0463334	3.62371e-24
Cell_166	6.03482e-36	0.0140065	1.40804e-15	5.6718e-16	0.00384422	0.982149
Cell_167	6.19114e-32	0.0138978	2.24158e-23	3.40438e-10	0.00659359	0.979509
Cell_168	3.7205e-18	0.0271484	8.48273e-11	3.35864e-10	0.00650499	0.966347
Cell_169	1.68085e-82	0.0139352	1.76296e-77	2.77597e-30	0.00334787	0.982717
Cell_170	1.906e-36	0.992263	4.67799e-30	4.45038e-18	3.01637e-05	0.00770645
Cell_171	1.25733e-42	1	7.27912e-39	3.06504e-37	1.88649e-10	5.53596e-08
Cell_172	1.74141e-57	1	3.94361e-59	1.45596e-48	1.56069e-27	4.523e-25
Cell_173	1.26185e-52	0.0139645	5.23463e-51	2.98522e-21	0.00345341	0.982582
Cell_174	1.01371e-33	0.014086	2.22423e-34	2.56801e-19	0.00353252	0.982382
Cell_175	5.08842e-90	0.0139348	4.65503e-84	3.60344e-43	0.0033344	0.982731
Cell_176	1.79579e-50	0.0139361	4.24077e-46	4.7894e-46	0.00333392	0.98273
Cell_177	9.87688e-42	0.0140801	1.00988e-35	1.32618e-12	0.00477981	0.98114
Cell_178	8.49637e-56	0.01397	7.67404e-53	3.85909e-34	0.00336182	0.982668
Cell_179	3.32632e-51	0.0139591	1.31472e-43	3.70922e-17	0.00369615	0.982345
Cell_180	1.68874e-73	0.0139408	2.92822e-58	9.99832e-50	0.00333357	0.982726
Cell_181	5.81779e-68	1	3.10928e-62	2.9413e-45	4.9669e-25	1.4342e-22
Cell_182	3.16833e-61	0.0139401	5.54965e-47	1.10313e-31	0.0033441	0.982716
Cell_183	1.01013e-57	0.0139387	1.33355e-48	2.55505e-37	0.00333673	0.982725
Cell_184	3.5361e-56	0.0161658	1.50405e-34	3.94013e-29	0.00358776	0.980246
Cell_185	3.24886e-29	0.0139235	5.9064e-17	2.39976e-08	0.0096706	0.976406
Cell_186	2.61842e-47	0.0139322	2.35799e-30	1.74357e-27	0.00336027	0.982708
Cell_187	1.18264e-42	0.0147278	6.62536e-28	4.20033e-26	0.00336754	0.981905
Cell_188	0.964516	1.87383e-31	0.0230901	0.0118223	0.000571207	1.31584e-29
Cell_189	1.43e-52	0.0139989	7.67008e-45	1.07701e-29	0.00334963	0.982651
Cell_190	5.2516e-38	0.000938793	2.11703e-31	1.0118e-18	0.998927	0.00013469
Cell_191	2.41509e-17	2.98028e-29	1.72405e-12	0.953897	0.0461027	2.10173e-27
Cell_192	3.15032e-70	0.0139317	1.1298e-59	4.95238e-46	0.00333593	0.982732
Cell_193	1.26605e-49	0.0139545	1.05286e-43	5.34347e-25	0.00338106	0.982664
Cell_194	3.31219e-06	6.81892e-32	0.778348	0.211447	0.0102019	4.77152e-30
Cell_195	1.03068e-28	0.013954	5.93464e-27	1.39118e-22	0.00341912	0.982627
Cell_196	2.74955e-41	0.0139552	1.65097e-34	5.67209e-16	0.00384442	0.9822
Cell_197	1.13808e-24	0.0138937	3.94059e-22	2.67156e-09	0.00781064	0.978296
Cell_198	1.43742e-41	0.0161695	1.6874e-38	8.3077e-27	0.00335712	0.980473
Cell_199	0.977649	3.14093e-42	0.0221257	0.000214625	1.03537e-05	2.21244e-40
Cell_200	4.80632e-11	1.33687e-35	1.08812e-12	0.954057	0.0459431	9.27366e-34
Cell_201	4.6679e-56	0.0141882	1.51323e-37	5.23832e-23	0.00340975	0.982402
Cell_202	2.21902e-59	0.013933	1.37484e-39	1.84792e-39	0.00333557	0.982731
Cell_203	9.57601e-23	0.0146802	6.99042e-24	3.40168e-10	0.00658835	0.978731
Cell_204	1.78114e-35	8.14102e-05	5.05941e-27	2.73313e-16	0.995912	0.00400616
Cell_205	3.02945e-62	2.1917e-08	5.68359e-52	4.0521e-17	0.999998	1.54601e-06
Cell_206	1.12849e-15	1.64585e-40	0.613151	0.36909	0.0177598	1.16071e-38
Cell_207	4.92562e-54	0.0139923	4.03634e-49	3.47094e-40	0.00333507	0.982673
Cell_208	3.85941e-40	0.0139436	6.85738e-24	1.41816e-16	0.00376218	0.982294
Cell_209	4.6886e-52	1	1.0625e-53	2.4341e-45	2.68867e-15	7.90821e-13
Cell_210	1.18959e-24	0.0162947	9.31912e-05	5.51098e-05	0.0263779	0.957179
Cell_211	1.37701e-59	0.0141612	5.18689e-40	1.88324e-26	0.00350275	0.982336
Cell_212	1.8643e-60	0.0139558	5.53206e-36	2.25328e-25	0.00337702	0.982667
Cell_213	8.83796e-56	0.0139494	4.05684e-41	7.68964e-12	0.0051929	0.980858
Cell_214	9.47246e-35	0.0139409	1.69654e-32	3.84478e-28	0.00335655	0.982703
Cell_215	4.97545e-76	1	1.0464e-70	1.6554e-41	1.50324e-22	4.30775e-20
Cell_216	1.15171e-28	0.0166759	2.61507e-25	1.41423e-16	0.00375176	0.979572
Cell_217	2.31531e-44	0.0148553	1.77594e-42	2.86641e-18	0.00359573	0.981549
Cell_218	1.559e-37	0.00391343	5.88291e-27	2.54517e-17	0.72117	0.274917
Cell_219	2.99069e-10	7.57284e-37	8.32151e-12	0.954072	0.0459283	3.11663e-35
Cell_220	4.15954e-70	0.0139361	3.21861e-68	1.62977e-38	0.00333601	0.982728
Cell_221	6.67749e-81	1	5.25532e-71	2.66023e-71	8.98205e-33	2.64695e-30
Cell_222	5.5429e-89	0.0139429	3.00863e-80	5.52926e-34	0.00333999	0.982717
Cell_223	2.06138e-27	0.0152764	1.16483e-27	1.7412e-27	0.00335569	0.981368
Cell_224	0.974558	6.39568e-29	0.0226965	0.00261866	0.000127127	4.46046e-27
Cell_225	0.976591	3.8758e-50	0.0221015	0.00124697	6.00028e-05	2.73382e-48
Cell_226	2.62369e-15	5.60953e-15	3.52431e-13	5.09465e-10	1	3.95689e-13
Cell_227	3.42089e-34	0.0139405	4.5197e-32	1.28873e-24	0.00338565	0.982674
Cell_228	2.89295e-38	0.998011	4.27319e-38	3.85598e-32	6.88898e-06	0.0019818
Cell_229	5.59944e-90	0.0139392	2.02071e-64	1.75743e-36	0.00333734	0.982723
Cell_230	4.11096e-37	0.0139923	2.93916e-33	5.40459e-33	0.00334133	0.982666
Cell_231	1.6223e-38	0.143438	9.74113e-32	1.87124e-29	0.00291087	0.853651
Cell_232	4.4334e-17	0.0139349	1.81424e-17	1.41817e-16	0.00376221	0.982303
Cell_233	4.85467e-49	0.0139453	4.09723e-37	2.01525e-23	0.00340311	0.982652
Cell_234	2.17904e-49	0.0139284	4.60874e-41	1.19152e-29	0.00356376	0.982508
Cell_235	6.28458e-17	0.0120811	1.95406e-18	0.0600208	0.076897	0.851001
Cell_236	1.50315e-40	0.0139331	5.10149e-27	1.74357e-27	0.00336026	0.982707
Cell_237	1.86841e-53	0.0139592	4.47028e-45	4.1074e-37	0.0033368	0.982704
Cell_238	1.28404e-17	2.91237e-38	4.20167e-11	0.954081	0.0459193	2.0414e-36
Cell_239	8.62933e-69	0.0143958	6.6437e-55	1.84706e-39	0.003334	0.98227
Cell_240	2.91067e-40	0.0139395	4.00149e-35	9.00895e-27	0.00349051	0.98257
Cell_241	1.54395e-22	0.413234	9.49337e-20	2.20726e-17	0.00219948	0.584567
Cell_242	1.15559e-07	1.82998e-09	0.970279	0.0260612	0.00365971	1.28762e-07
Cell_243	0.977333	2.80086e-54	0.0221314	0.000511467	2.45986e-05	1.97216e-52
Cell_244	6.33537e-54	0.0139482	1.65327e-48	9.67615e-34	0.00334031	0.982711
Cell_245	4.54055e-88	0.0311429	3.01692e-73	9.74764e-64	0.00327622	0.965581
Cell_246	3.2906e-17	0.0152074	1.54349e-18	2.379e-15	0.00394319	0.980849
Cell_247	9.48835e-28	0.0456338	2.15412e-29	8.61152e-29	0.00324571	0.951121
Cell_248	0.968459	7.12179e-08	0.0222765	0.00736221	0.00189712	5.01247e-06
Cell_249	2.98755e-76	0.0139393	3.78785e-60	8.89751e-29	0.0033535	0.982707
Cell_250	1.40565e-35	0.0139168	3.29906e-28	1.3264e-12	0.0047806	0.981303
Cell_251	0.976399	1.99034e-29	0.0227394	0.000821632	3.98875e-05	1.39952e-27
Cell_252	3.8408e-05	2.91814e-23	0.000176113	0.939386	0.0603992	1.96012e-21
Cell_253	2.68535e-57	0.0139559	2.38933e-28	8.71678e-21	0.00346877	0.982575
Cell_254	5.36306e-59	0.999994	3.91154e-33	1.65878e-25	2.21176e-08	6.23271e-06
Cell_255	2.17589e-54	0.0139351	4.92709e-56	1.08902e-48	0.00333366	0.982731
Cell_256	1.40161e-91	1	5.61071e-85	4.8056e-60	1.32494e-23	3.90366e-21
Cell_257	2.9998e-23	0.0139575	6.58198e-24	2.98524e-21	0.00345344	0.982589
Cell_258	2.62316e-18	0.0141762	2.34574e-16	4.94726e-14	0.00425149	0.981572
Cell_259	1.00442e-43	0.0139727	5.97255e-34	3.22443e-32	0.00334284	0.982684
Cell_260	3.2161e-25	0.0139364	1.24906e-23	2.61504e-20	0.0034868	0.982577
Cell_261	1.26202e-50	0.0141405	6.13552e-45	5.34246e-25	0.00338043	0.982479
Cell_262	5.06015e-44	0.0140746	9.22011e-27	9.65578e-26	0.003373	0.982552
Cell_263	4.12733e-55	0.0140332	3.94304e-48	5.34305e-25	0.00338079	0.982586
Cell_264	1.11131e-54	0.0139359	1.43409e-46	3.90219e-31	0.00334544	0.982719
Cell_265	1.38301e-72	0.0142184	6.90695e-35	1.83829e-28	0.00335401	0.982428
Cell_266	4.983e-17	2.33586e-14	7.64226e-06	8.43021e-07	0.999992	1.64636e-12
Cell_267	4.15963e-31	0.0140122	8.03372e-27	3.78451e-27	0.00336212	0.982626
Cell_268	1.86517e-55	0.999988	2.65124e-48	1.18873e-37	4.08346e-08	1.20076e-05
Cell_269	4.0447e-15	0.0140697	4.50079e-12	4.86665e-11	0.00576792	0.980162
Cell_270	4.37241e-40	0.0139328	9.59369e-41	8.13669e-28	0.00335833	0.982709
Cell_271	3.50857e-26	2.06798e-21	1.39249e-18	0.952855	0.0471447	7.36097e-20
Cell_272	7.79384e-48	0.0140412	2.1766e-26	9.6561e-26	0.00337312	0.982586
Cell_273	4.65727e-100	0.0139703	7.51483e-71	3.18046e-34	0.00333957	0.98269
Cell_274	3.69478e-48	0.0139523	9.08469e-50	7.90795e-24	0.00339652	0.982651
Cell_275	3.74251e-26	0.99987	9.18078e-12	3.34113e-11	1.66461e-06	0.000128248
Cell_276	4.31316e-14	2.37008e-11	9.94385e-16	6.33867e-11	1	1.66906e-09
Cell_277	2.51896e-53	1	4.86724e-29	5.54471e-13	9.94734e-11	1.96538e-10
Cell_278	1.75626e-39	0.144702	1.38326e-32	7.56097e-21	0.00300882	0.85229
Cell_279	1.7885e-101	0.01395	4.58221e-95	2.11466e-55	0.00333434	0.982716
Cell_280	2.30256e-44	0.0139211	1.95058e-21	4.94854e-14	0.00425259	0.981826
Cell_281	1.08975e-27	1.34982e-12	1.14021e-17	9.20688e-10	1	9.48795e-11
Cell_282	1.66182e-21	4.93309e-07	5.09919e-18	0.000108774	0.999856	3.47876e-05
Cell_283	4.79666e-40	0.0139449	3.09287e-41	6.28881e-35	0.00333881	0.982716
Cell_284	1.47888e-79	1	3.34833e-81	1.84062e-62	1.03606e-33	3.04516e-31
Cell_285	1.64603e-14	0.0138843	1.47195e-12	2.67159e-09	0.00781072	0.978305
Cell_286	5.09424e-91	0.0139414	1.33789e-84	3.95395e-60	0.00333343	0.982725
Cell_287	3.19888e-50	0.0139293	1.42271e-42	1.54935e-22	0.00380516	0.982266
Cell_288	9.86624e-67	0.0139301	3.43471e-65	1.05542e-27	0.00345842	0.982611
Cell_289	2.57396e-33	0.01429	2.3435e-24	2.6141e-20	0.00348555	0.982224
Cell_290	6.65572e-44	0.0127742	9.39075e-38	1.43644e-22	0.086379	0.900847
Cell_291	2.50993e-66	0.0145294	9.47359e-54	3.17866e-34	0.00333768	0.982133
Cell_292	9.86471e-28	0.0144284	2.34428e-17	7.6859e-12	0.00519038	0.980381
Cell_293	5.68363e-16	0.0149519	1.32903e-07	2.66869e-09	0.00780226	0.977246
Cell_294	3.11599e-40	0.0139782	1.29012e-34	3.70866e-35	0.00333844	0.982683
