cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10
Cell_634	1.14331e-27	1.57218e-21	0.0290515	0.000762293	0.402394	0.488637	0.0566029	0.00738039	6.52475e-28	0.00957185	0.0056003
Cell_635	3.1367e-23	1.72972e-24	0.012414	0.0405174	0.26751	0.0667331	0.0241644	0.125375	5.72118e-24	0.000185095	0.463101
Cell_636	1.03104e-08	0.000531814	1.60712e-16	4.19397e-18	1.28961e-13	2.46245e-20	0.952081	3.699e-22	5.36015e-14	0.0473871	1.78503e-15
Cell_637	9.39725e-19	0.000162882	0.00353605	9.24419e-05	0.019543	0.925482	0.0369751	0.013927	8.34515e-18	1.06835e-05	0.000270988
Cell_638	5.47642e-37	6.1703e-28	0.00707379	0.000184475	0.965278	0.00022101	0.01375	3.31769e-06	5.80549e-40	0.00013777	0.0133519
Cell_639	2.97844e-61	5.17899e-57	0.0111225	0.000289965	0.951737	0.000859396	0.0228175	1.28967e-05	7.80845e-64	8.96976e-38	0.0131604
Cell_640	1.15236e-82	1.95207e-57	1.21262e-11	0.0534323	3.87319e-10	1.63002e-11	2.35531e-11	0.041344	5.25584e-84	1.4943e-29	0.905224
Cell_641	3.1574e-24	1.37299e-24	0.00247182	6.44448e-05	0.978964	3.57425e-06	0.00481151	5.36409e-08	1.54911e-28	0.000146922	0.0135377
Cell_642	1.25588e-47	1.23376e-29	0.0273023	0.000711661	0.329771	0.575848	0.0530509	0.00864014	8.98748e-48	0.000117138	0.00455924
Cell_643	0.0551553	0.0024737	1.67097e-43	4.357e-45	6.9559e-43	8.41319e-41	9.75162e-05	1.26276e-42	0.942243	3.01272e-05	9.62013e-45
Cell_644	4.51042e-74	1.20367e-63	0.0125586	0.000328161	0.948298	0.00124575	0.0244081	1.87377e-05	1.51806e-76	5.14197e-20	0.013143
Cell_645	0.0373867	0.0162575	3.45781e-28	9.01259e-30	1.23315e-27	2.57776e-25	0.000482606	3.8675e-27	0.945675	0.000198314	1.70479e-29
Cell_646	3.42197e-56	6.4604e-36	0.0299891	0.000789673	0.833376	0.0649022	0.0583197	0.000983745	2.51278e-57	5.65586e-14	0.0116394
Cell_647	1.97443e-53	6.40413e-38	0.0083461	0.000217668	0.0628241	0.898052	0.0162089	0.013482	7.20848e-53	1.78768e-08	0.00086905
Cell_648	0.943333	0.0459683	8.91484e-35	2.32628e-36	5.14416e-33	2.20536e-35	0.00222027	3.3126e-37	0.007918	0.000559995	7.11984e-35
Cell_649	1.04479e-35	4.82229e-37	0.000390603	1.09858e-05	0.984108	1.63268e-09	0.000758488	2.64324e-11	1.48177e-42	5.16896e-05	0.0146806
Cell_650	1.61815e-27	1.79659e-12	1.65394e-09	4.31207e-11	1.33642e-08	1.28344e-07	0.94134	1.92611e-09	4.26047e-27	0.0586594	1.84805e-10
Cell_651	2.48436e-58	9.14827e-59	0.0140589	0.000366727	0.12508	0.819134	0.0273304	0.0122995	4.91134e-58	9.28555e-36	0.00173056
Cell_652	3.87635e-40	1.09632e-40	0.00368751	9.61738e-05	0.019576	0.953484	0.00717012	0.0143145	3.40084e-39	0.00140101	0.000270803
Cell_653	1.72225e-88	2.29719e-50	1.39727e-25	0.0377219	6.66354e-24	5.21887e-26	2.7609e-25	0.00811016	2.18261e-90	1.39093e-37	0.954168
Cell_654	0.908261	0.0579597	7.63023e-05	1.99134e-06	0.00314552	6.39979e-05	0.000797865	9.61421e-07	0.0258477	0.00380159	4.35419e-05
Cell_655	6.62368e-32	2.1301e-30	0.0228396	0.000595565	0.892548	0.0210153	0.0503419	0.000315438	2.06789e-33	5.97626e-24	0.0123446
Cell_656	4.90718e-45	4.83526e-39	0.0139434	0.00036486	0.120003	0.824456	0.0271488	0.0124184	9.84497e-45	2.03092e-19	0.00166556
Cell_657	1.6066e-77	1.80157e-50	0.028221	0.000735468	0.860106	0.0435986	0.0547956	0.000654039	8.42154e-79	3.4868e-15	0.0118891
Cell_658	3.25923e-63	1.80318e-53	8.4795e-16	0.061921	1.60823e-14	7.49793e-15	1.82999e-15	0.315173	9.77845e-64	1.74637e-36	0.622906
Cell_659	1.66333e-39	1.48473e-35	8.13338e-07	0.0435133	3.29026e-05	7.40157e-07	1.57996e-06	0.0227937	5.13587e-41	8.76841e-09	0.933657
Cell_660	3.17117e-65	2.42277e-59	0.00100623	2.62512e-05	0.983405	5.90311e-08	0.00195411	8.86486e-10	6.31228e-71	3.69951e-29	0.0136079
Cell_661	2.9825e-12	0.0200923	0.0215104	0.000561961	0.306362	0.414747	0.224927	0.00623705	1.95118e-12	0.00131786	0.0042452
Cell_662	1.46582e-81	1.44695e-70	1.54128e-08	0.00290073	9.9885e-06	5.86331e-12	2.99775e-08	6.35198e-07	1.89202e-86	5.42974e-49	0.997089
Cell_663	2.43594e-35	1.29044e-25	0.000939129	2.45348e-05	0.00321812	0.979117	0.0019326	0.0147242	8.61705e-34	8.69162e-17	4.45929e-05
Cell_664	2.03444e-87	7.65446e-72	0.00297346	7.82971e-05	0.0150825	0.961306	0.00577805	0.0145708	2.23166e-86	3.51672e-47	0.000210651
Cell_665	2.01514e-27	9.18634e-29	9.54333e-14	0.0153456	7.12291e-13	9.98166e-12	2.34164e-13	0.923904	7.15139e-27	4.05738e-24	0.0607504
Cell_666	1.11389e-50	1.32553e-43	0.0164315	0.000440872	0.156926	0.779984	0.0319028	0.0120465	1.79405e-50	3.50524e-05	0.00223325
Cell_667	2.76764e-61	2.77665e-55	0.0289079	0.000754113	0.856914	0.0447606	0.0561345	0.000672133	1.45403e-62	2.97626e-23	0.0118567
Cell_668	2.62768e-66	7.12943e-57	0.022665	0.000590642	0.905324	0.0146806	0.0440064	0.000220217	5.77487e-68	1.29451e-19	0.0125135
Cell_669	0.0262326	0.00221521	2.68724e-15	7.01065e-17	8.87595e-15	2.93301e-12	5.05537e-05	4.40458e-14	0.971473	2.9056e-05	1.22821e-16
Cell_670	6.08228e-19	2.64486e-19	0.000965699	2.87192e-05	0.00308478	0.977222	0.00189888	0.0167287	2.08834e-17	2.23425e-05	4.86588e-05
Cell_671	1.35278e-29	2.18757e-28	0.0240388	0.000631104	0.886263	0.0290897	0.0467154	0.00043961	5.55439e-31	0.000480706	0.0123412
Cell_672	1.12387e-32	3.59839e-33	8.3391e-14	0.0122536	5.63637e-13	1.11585e-11	1.63681e-13	0.943818	5.1025e-32	1.06999e-18	0.0439289
Cell_673	4.68169e-13	0.960356	5.87124e-46	1.53151e-47	3.3426e-45	1.22829e-43	0.0279475	1.8443e-45	3.32321e-12	0.0116967	4.6247e-47
Cell_674	1.01064e-32	1.43737e-29	0.00132316	3.45778e-05	0.982447	1.71602e-07	0.00257708	2.58136e-09	4.44725e-38	2.32275e-10	0.0136177
Cell_675	1.53149e-44	8.75567e-36	7.25274e-06	6.57971e-06	0.000142802	3.97438e-05	0.999714	2.07545e-05	2.8475e-45	1.03331e-17	6.8714e-05
Cell_676	2.86111e-76	2.69474e-66	0.0154458	0.000402551	0.937859	0.00326281	0.0300164	4.89487e-05	2.05068e-78	5.92154e-42	0.0129644
Cell_677	3.86864e-51	6.78835e-49	6.2142e-23	0.00690538	3.42338e-22	1.52102e-20	1.21032e-22	0.972917	3.21285e-50	1.09698e-29	0.0201774
Cell_678	2.20707e-27	1.04714e-28	0.0127731	0.000333013	0.947004	0.001913	0.0248523	2.87091e-05	1.12154e-29	6.8729e-08	0.0130955
Cell_679	4.62952e-40	5.56323e-34	0.0328324	0.000855741	0.764257	0.124259	0.0653655	0.00186427	5.94491e-41	2.02023e-22	0.0105654
Cell_680	3.61209e-55	8.78418e-43	6.64573e-05	0.00150174	0.000217951	0.0710676	0.000129107	0.924405	1.3106e-53	1.3636e-16	0.00261226
Cell_681	6.6833e-52	4.65973e-45	5.12354e-10	0.0209624	4.26635e-09	3.76397e-08	9.97356e-10	0.886454	1.66591e-51	2.49589e-18	0.0925836
Cell_682	3.09005e-50	1.41583e-51	0.000457342	1.1924e-05	0.985021	6.85951e-09	0.000888335	1.02947e-10	1.57253e-56	5.78752e-24	0.0136217
Cell_683	4.51632e-38	5.47073e-34	0.00309809	8.09376e-05	0.0156929	0.960419	0.00604856	0.014443	4.75046e-37	5.32639e-17	0.000217453
Cell_684	3.13095e-40	1.07631e-30	0.000126314	0.0157505	0.000913701	0.0126594	0.00147188	0.908648	1.06468e-39	2.40257e-16	0.0604301
Cell_685	1.49569e-17	1.26304e-18	0.000910219	2.37731e-05	0.983633	1.03334e-07	0.00179853	1.55354e-09	5.76133e-23	7.64756e-06	0.0136264
Cell_686	8.9754e-80	4.96622e-79	0.00895707	0.000234039	0.0674633	0.891608	0.0173924	0.0134102	3.03141e-79	1.02069e-45	0.000934967
Cell_687	7.85141e-62	1.34031e-56	0.0244471	0.000639247	0.30459	0.609443	0.0474834	0.00917304	6.64104e-62	1.9054e-28	0.00422438
Cell_688	0.909837	0.0408111	8.63785e-33	2.26426e-34	2.77911e-31	1.20947e-32	0.00562911	1.82497e-34	0.0432252	0.000497234	3.86397e-33
Cell_689	6.558e-32	2.85173e-32	6.97868e-09	0.0190778	5.58389e-08	5.7191e-07	1.36089e-08	0.899956	1.82351e-31	2.30477e-14	0.0809652
Cell_690	1.09269e-44	4.93293e-46	0.0341129	0.00153838	0.599818	0.27676	0.0662385	0.00718436	3.00792e-45	1.62985e-12	0.0143474
Cell_691	2.68163e-54	2.73641e-48	0.0295367	0.000769842	0.399201	0.500115	0.0573554	0.00750325	1.5406e-54	2.93313e-16	0.00551873
Cell_692	4.30343e-46	6.83242e-43	3.13075e-06	0.00197465	1.10072e-05	0.00273118	6.08215e-06	0.991592	1.2738e-44	1.06062e-16	0.00368237
Cell_693	0.954761	0.0428268	4.03315e-38	1.05141e-39	2.48217e-35	8.58901e-42	0.00188334	1.28888e-43	6.89885e-06	0.000521638	3.43216e-37
Cell_694	1.4388e-74	3.16717e-63	0.00239016	6.22912e-05	0.0109973	0.967247	0.00464068	0.0145103	1.97558e-73	5.76481e-25	0.000152017
Cell_695	0.0402126	0.00180572	1.83135e-36	4.78312e-38	6.94097e-36	1.28574e-33	4.56104e-05	1.933e-35	0.957914	2.19977e-05	9.61539e-38
Cell_696	2.48746e-111	2.53145e-80	0.011084	0.000288873	0.0889663	0.863943	0.0215271	0.0129608	6.57849e-111	1.29708e-39	0.00122982
Cell_697	4.88442e-36	2.78943e-33	0.000967542	2.52406e-05	0.00319285	0.979184	0.00188252	0.0147039	1.67722e-34	1.83084e-12	4.41789e-05
Cell_698	5.13058e-11	4.03663e-05	9.44311e-26	2.46088e-27	4.50923e-25	3.47083e-23	0.999679	5.20653e-25	6.39835e-10	0.00028052	6.23282e-27
Cell_699	1.98166e-63	6.67327e-55	0.0237111	0.000619017	0.892202	0.0246772	0.0460657	0.000370841	6.99775e-65	5.23319e-29	0.0123544
Cell_700	1.73565e-45	5.59144e-40	0.0189968	0.000534288	0.918632	0.0110552	0.0368991	0.000178979	3.42714e-47	2.28562e-12	0.0137039
Cell_701	8.92503e-33	1.08111e-28	0.0147919	0.000391353	0.938546	0.00395367	0.0290858	6.02122e-05	8.09412e-35	9.13268e-15	0.0131706
Cell_702	1.87918e-46	1.04819e-47	0.0271656	0.000838121	0.86254	0.0417218	0.0528791	0.000740952	9.79253e-48	1.12165e-27	0.0141148
Cell_703	4.4795e-10	1.9479e-10	0.0167052	0.000438324	0.924731	0.00661733	0.0384663	9.9946e-05	6.02066e-12	7.2664e-05	0.0128696
Cell_704	1.95756e-88	7.08696e-82	0.018382	0.000479309	0.926838	0.0057089	0.0356882	8.5687e-05	2.06281e-90	3.57493e-25	0.0128184
Cell_705	3.17125e-81	2.65936e-49	0.0192677	0.000502302	0.921534	0.00841406	0.0374132	0.000126264	4.69882e-83	5.46571e-16	0.0127425
Cell_706	4.49487e-56	1.10778e-33	0.0013639	4.68048e-05	0.0051976	0.971406	0.00264896	0.0191889	1.08622e-54	5.30161e-05	9.4606e-05
Cell_707	1.72145e-60	1.80601e-58	0.0184306	0.000480328	0.925276	0.00712895	0.035787	0.000106946	2.25925e-62	1.52048e-24	0.0127902
Cell_708	1.53216e-35	1.77152e-27	0.000933427	2.44681e-05	0.00313499	0.97927	0.00181653	0.0147762	5.45394e-34	4.73808e-07	4.35877e-05
Cell_709	1.55381e-49	8.28188e-30	0.000835656	2.18001e-05	0.983872	5.35968e-08	0.00165672	8.04839e-10	3.38136e-55	1.25785e-17	0.0136137
Cell_710	0.303514	0.0136499	2.60354e-33	6.78588e-35	2.28033e-32	1.7247e-31	0.000471381	2.58758e-33	0.682198	0.000166317	3.15244e-34
Cell_711	3.32339e-81	7.63985e-73	4.10732e-12	0.00735201	2.30457e-11	9.42167e-10	7.98247e-12	0.970768	2.58663e-80	7.93342e-49	0.0218798
Cell_712	2.87778e-51	2.49184e-46	0.00490797	0.000179918	0.966389	3.47498e-05	0.00969779	7.33273e-07	6.91338e-55	1.50878e-33	0.0187903
Cell_713	3.76062e-52	3.59995e-36	0.0164249	0.000428353	0.932405	0.00560754	0.032152	8.41802e-05	4.35624e-54	1.19262e-20	0.0128976
Cell_714	1.88181e-71	3.15589e-60	0.0285574	0.000744252	0.856265	0.0464508	0.0554499	0.000696843	1.03857e-72	6.64818e-26	0.0118363
Cell_715	1.3296e-22	5.96565e-24	0.0324676	0.000895202	0.540178	0.327821	0.0631489	0.00520293	4.55503e-23	0.0223864	0.00789977
Cell_716	5.06962e-39	2.83701e-38	0.0159098	0.000419346	0.151947	0.786764	0.0308988	0.0119369	8.50627e-39	4.43201e-09	0.00212427
Cell_717	0.953435	0.0428027	2.30666e-16	6.48751e-18	5.24246e-14	1.3775e-18	0.00303155	2.23011e-20	0.000193189	0.000537384	7.82055e-16
Cell_718	2.64846e-39	6.47514e-39	5.61421e-19	0.00313696	3.36363e-16	2.64595e-22	1.11304e-18	8.51025e-07	4.23516e-44	9.8344e-27	0.996862
Cell_719	1.80942e-32	6.14558e-29	1.19629e-10	0.0282411	1.19828e-09	6.04697e-09	2.33411e-10	0.821718	3.10329e-32	1.74606e-11	0.150041
Cell_720	5.73803e-41	1.01693e-38	0.0142309	0.0003744	0.941454	0.00304015	0.0277172	4.60404e-05	4.1592e-43	1.64332e-19	0.0131374
Cell_721	0.931117	0.0417871	3.51205e-41	9.27877e-43	1.32643e-39	2.94242e-41	0.000117949	4.47481e-43	0.0264687	0.000508947	1.85875e-41
Cell_722	2.62803e-61	9.03923e-43	0.000999751	2.60545e-05	0.983423	5.66197e-08	0.00194111	8.49372e-10	5.04996e-67	1.64127e-05	0.0135937
Cell_723	1.02365e-34	9.31421e-33	0.000159624	4.16558e-06	0.98588	5.20523e-11	0.000310225	7.81911e-13	1.1326e-42	9.67212e-09	0.0136461
Cell_724	9.1192e-60	4.64482e-47	0.00176597	4.60279e-05	0.00736713	0.972697	0.00342877	0.0145934	1.70426e-58	5.80205e-09	0.000101846
Cell_725	4.78042e-90	7.84441e-83	1.21425e-16	0.0382039	5.71357e-15	4.5896e-17	2.35812e-16	0.00831215	6.13078e-92	4.96477e-41	0.953484
Cell_726	2.26249e-16	2.17005e-11	6.17986e-26	1.61163e-27	4.44619e-25	7.0096e-24	1	1.05225e-25	8.70732e-16	2.64614e-13	6.15007e-27
Cell_727	0.29313	0.0132793	1.07399e-26	2.80542e-28	9.41158e-26	7.48591e-25	0.000183221	1.12559e-26	0.693245	0.000162139	1.30396e-27
Cell_728	1.13921e-41	2.90248e-36	0.00418897	0.000109719	0.0240868	0.948826	0.00814884	0.0143054	8.75517e-41	4.59365e-15	0.000334625
Cell_729	1.9605e-83	4.89037e-79	0.0157575	0.000410694	0.936614	0.00362204	0.0305936	5.43406e-05	1.52903e-85	6.79932e-38	0.0129479
Cell_730	5.46604e-38	1.96941e-25	0.014815	0.000386523	0.131759	0.81005	0.0290006	0.0121654	1.01407e-37	6.52443e-10	0.00182331
Cell_731	1.11807e-44	1.67875e-44	0.0353849	0.000924432	0.62458	0.25739	0.0691951	0.00387069	2.75946e-45	1.76775e-28	0.0086547
Cell_732	1.08915e-51	4.54421e-43	5.24693e-09	0.0190149	4.02314e-08	4.33186e-07	1.01885e-08	0.903653	3.05097e-51	1.33104e-10	0.0773321
Cell_733	5.52761e-35	2.0943e-27	0.015645	0.00040794	0.93681	0.00350253	0.0306253	5.25704e-05	4.19881e-37	6.93819e-12	0.0129562
Cell_734	0.150434	0.00680148	2.12203e-36	5.5438e-38	1.30066e-35	3.50027e-34	0.000740778	5.26379e-36	0.84194	8.29269e-05	1.8023e-37
Cell_735	1.59347e-24	1.2434e-21	3.23321e-28	8.42957e-30	4.55219e-27	5.786e-27	1	8.68339e-29	9.67543e-25	1.5154e-23	6.29505e-29
Cell_736	9.04369e-70	5.00345e-60	0.00482404	0.00249763	0.0323781	0.725749	0.00936669	0.216293	4.61641e-69	6.26602e-25	0.00889149
Cell_737	4.80388e-55	9.41019e-44	0.00712863	0.000185894	0.965348	0.000140972	0.0138422	2.11608e-06	3.22331e-58	7.37526e-11	0.0133521
Cell_738	1.63677e-20	7.51065e-18	1.06212e-29	2.76965e-31	1.51009e-28	1.91223e-28	1	2.87032e-30	9.99856e-21	9.15168e-20	2.08862e-30
Cell_739	2.45277e-32	5.60735e-28	0.0265835	0.000695433	0.349348	0.557429	0.0527028	0.00839407	1.74509e-32	8.51641e-16	0.00484739
Cell_740	2.47527e-44	3.01558e-44	0.0298014	0.00082169	0.43297	0.46482	0.0578771	0.00737727	1.30995e-44	8.41783e-15	0.00633193
Cell_741	1.96362e-93	2.9666e-77	0.0247977	0.000646292	0.307901	0.605024	0.0482979	0.00907674	1.62556e-93	2.48157e-51	0.00425634
Cell_742	1.02424e-30	4.4661e-31	1.98488e-09	0.0196726	1.55048e-08	1.57545e-07	3.86366e-09	0.898819	2.7584e-30	4.77913e-11	0.0815084
Cell_743	7.96865e-48	2.03026e-42	3.54323e-11	0.0412081	1.53248e-09	2.01071e-11	6.89894e-11	0.0134609	1.53433e-49	8.52753e-23	0.945331
Cell_744	2.35589e-19	1.11775e-20	0.00218538	7.12013e-05	0.00983576	0.965319	0.0042779	0.0181039	3.53087e-18	3.70296e-05	0.000169972
Cell_745	7.82928e-70	9.8442e-56	0.0347478	0.000905594	0.590806	0.293505	0.0674651	0.00440313	2.24385e-70	7.84563e-17	0.00816691
Cell_746	2.65013e-43	2.41451e-43	0.00577368	0.000150551	0.969384	6.58997e-05	0.0112176	9.89128e-07	1.02632e-46	9.46774e-18	0.013407
Cell_747	2.95951e-13	0.00566608	4.83917e-08	1.53375e-09	2.77623e-06	1.12875e-08	0.97283	2.0593e-10	2.34223e-15	0.0215007	4.66709e-08
Cell_748	4.1889e-19	3.08235e-11	0.00607506	0.000164352	0.0390558	0.926149	0.0129857	0.0144227	2.16677e-18	0.00058706	0.000560425
Cell_749	1.64271e-94	5.67326e-70	0.0351269	0.000915396	0.598754	0.284459	0.068202	0.00426706	4.51361e-95	1.02443e-16	0.00827608
Cell_750	2.04837e-42	1.23558e-32	0.0116281	0.000303471	0.0927475	0.85846	0.0225857	0.0128964	5.13101e-42	9.45837e-05	0.00128386
Cell_751	9.21087e-09	1.76338e-08	3.11925e-25	9.45613e-27	3.85305e-24	8.17251e-24	1	1.42613e-25	8.18822e-09	2.15074e-10	6.19548e-26
Cell_752	3.36726e-71	7.35954e-72	0.00502177	0.000130865	0.0300653	0.940509	0.0097496	0.0141081	2.13976e-70	3.65804e-16	0.000415564
Cell_753	7.31945e-17	7.21271e-05	2.81821e-21	7.34512e-23	7.89476e-18	8.58324e-27	0.999927	1.2877e-28	7.56379e-24	8.97491e-07	1.09137e-19
Cell_754	4.63098e-63	3.73199e-64	0.0282283	0.000736759	0.387707	0.515337	0.0548815	0.00774233	2.86855e-63	1.69825e-41	0.00536724
Cell_755	4.66593e-42	1.39546e-24	0.0280671	0.000766346	0.357397	0.540275	0.0545901	0.00849145	3.04747e-42	0.00523652	0.00517589
Cell_756	0.0248871	0.00143925	1.42956e-33	3.74475e-35	4.65744e-33	1.64792e-30	0.000258827	2.48482e-32	0.973397	1.75365e-05	6.47104e-35
Cell_757	5.84683e-69	7.81136e-63	0.000977805	2.54846e-05	0.983502	4.53539e-08	0.00189846	6.80424e-10	9.20166e-75	2.60711e-23	0.0135959
Cell_758	0.0326458	0.00148821	3.86778e-29	1.02205e-30	1.35321e-28	3.37236e-26	5.6087e-05	5.12961e-28	0.965789	2.06324e-05	1.89664e-30
Cell_759	1.99462e-67	1.0393e-64	0.0142819	0.000372219	0.942066	0.00248779	0.0277318	3.73219e-05	1.17888e-69	3.43387e-31	0.0130227
Cell_760	6.39478e-39	1.01605e-32	0.0210858	0.000549507	0.219019	0.703925	0.0409521	0.0105596	7.24342e-39	0.000881846	0.0030274
Cell_761	2.49964e-65	1.20347e-50	7.4252e-07	0.00476834	0.000292098	7.69769e-10	1.4418e-06	2.8455e-06	8.79252e-70	3.17475e-10	0.994935
Cell_762	1.36933e-78	9.65201e-79	1.22868e-16	0.00513628	6.04111e-16	4.07875e-14	2.38692e-16	0.981469	1.54233e-77	2.46812e-45	0.0133947
Cell_763	8.08474e-30	3.73155e-31	0.00147221	3.87662e-05	0.00577051	0.974985	0.00286033	0.0147782	1.81668e-28	1.46321e-05	8.05943e-05
Cell_764	0.384327	0.0172391	5.31465e-27	1.38622e-28	5.17747e-26	2.43585e-25	0.000556112	3.65718e-27	0.597667	0.000210393	7.16278e-28
Cell_765	3.01173e-52	1.36798e-53	0.00317772	8.31522e-05	0.977	7.4935e-06	0.00617153	1.12871e-07	2.40973e-56	2.13707e-24	0.01356
Cell_766	0.0390167	0.0017509	2.38203e-22	6.28469e-24	8.93341e-22	1.7259e-19	2.65085e-05	2.62115e-21	0.959183	2.25987e-05	1.25014e-23
Cell_767	6.47781e-63	3.78996e-36	0.00871802	0.00022767	0.960429	0.000336398	0.0169296	5.05686e-06	8.481e-66	5.08796e-05	0.0133033
Cell_768	1.90765e-42	4.86032e-37	0.0201892	0.000527072	0.223	0.702612	0.0400258	0.0105586	2.25257e-42	7.38181e-25	0.0030879
Cell_769	1.80146e-05	0.00151	0.0283256	0.000745868	0.488893	0.3153	0.151117	0.00477911	6.80384e-06	0.00247603	0.00682817
Cell_770	6.05707e-63	5.53622e-47	0.0297543	0.000775419	0.843046	0.0561541	0.0577743	0.000842379	3.87862e-64	7.3893e-13	0.0116532
Cell_771	1.09175e-76	1.54017e-52	9.7627e-07	0.00178059	3.27309e-06	0.000946885	1.89601e-06	0.9941	3.59281e-75	4.29931e-23	0.00316635
Cell_772	3.08769e-47	1.78145e-42	0.00125708	5.61487e-05	0.00479148	0.96645	0.0024839	0.0248482	8.05439e-46	1.07865e-29	0.000113515
Cell_773	0.224224	0.010084	5.20666e-35	1.45007e-36	4.0048e-34	5.23444e-33	0.000720423	8.39151e-35	0.764849	0.000122847	5.91586e-36
Cell_774	9.10643e-21	1.1859e-15	0.00885572	0.000230933	0.959284	0.0004855	0.0178474	7.28769e-06	1.69393e-23	2.09786e-05	0.0132683
Cell_775	1.14892e-28	7.88409e-26	0.0123838	0.000328695	0.946159	0.00131712	0.0264707	2.01236e-05	4.14617e-31	1.50159e-18	0.0133202
Cell_776	1.49038e-56	4.42762e-50	9.92394e-20	0.0190256	9.64075e-18	5.83835e-21	1.93355e-19	0.000644295	2.97499e-59	2.69565e-31	0.98033
Cell_777	1.06444e-39	2.31286e-32	0.0205164	0.000538049	0.222621	0.702684	0.0399361	0.0106077	1.23699e-39	2.47497e-12	0.00309666
Cell_778	4.55779e-68	3.74079e-47	0.0295776	0.000771392	0.388549	0.510632	0.0574259	0.00766584	2.66982e-68	2.69706e-06	0.00537483
Cell_779	6.82871e-25	1.36396e-22	0.00232373	6.06199e-05	0.979097	3.61974e-06	0.00496704	5.43559e-08	3.60923e-29	2.59777e-15	0.0135476
Cell_780	1.40279e-23	6.42744e-25	0.0294383	0.000783189	0.770095	0.095963	0.0913838	0.00146959	1.55156e-24	2.60632e-22	0.0108669
Cell_781	1.28748e-12	0.0877933	0.0222529	0.000608994	0.385682	0.25559	0.23269	0.00402634	5.01741e-13	0.00575839	0.00559839
Cell_782	3.76632e-60	3.12667e-51	0.00333127	8.70153e-05	0.976577	6.63782e-06	0.00646808	9.98046e-08	2.54633e-64	7.60375e-15	0.01353
Cell_783	2.00006e-16	7.58613e-06	5.31422e-13	1.39022e-14	3.10564e-12	1.23652e-10	0.946345	1.86201e-12	1.57902e-15	0.0536475	4.30925e-14
Cell_784	7.11646e-21	9.25706e-19	0.0306721	0.000801095	0.423816	0.471275	0.0602038	0.00708524	3.71003e-21	0.000275262	0.00587117
Cell_785	7.24931e-45	1.56054e-28	0.032366	0.000845051	0.783467	0.106319	0.064556	0.00159788	8.07981e-46	5.27038e-11	0.0108498
Cell_786	4.97901e-51	3.1773e-52	2.91331e-18	0.0577859	8.11087e-17	7.78617e-18	5.83113e-18	0.0888993	4.51505e-52	2.61931e-41	0.853315
Cell_787	3.12537e-43	3.85303e-27	0.00129652	3.43024e-05	0.00491536	0.976288	0.00252214	0.0148683	7.98514e-42	6.09805e-06	6.89774e-05
Cell_788	3.45506e-05	0.498832	3.7654e-14	2.99257e-15	9.30255e-11	3.06201e-19	0.494871	1.40081e-20	9.53312e-12	0.00626278	3.92142e-12
Cell_789	1.17904e-29	1.39442e-18	0.033833	0.000882328	0.720288	0.164841	0.0677184	0.00247453	1.94911e-30	1.14953e-07	0.00996327
Cell_790	8.14961e-64	3.61313e-47	0.0349717	0.000912614	0.713329	0.170449	0.0679043	0.00256038	1.34771e-64	1.19607e-12	0.00987341
Cell_791	3.95111e-64	4.16034e-46	0.0135942	0.000354303	0.94457	0.00197368	0.0264212	2.96098e-05	1.94637e-66	2.48919e-15	0.0130575
Cell_792	3.29036e-43	6.00617e-28	0.0169442	0.00274004	0.866873	0.00559418	0.0329747	0.000520731	3.68589e-45	1.6064e-07	0.0743532
Cell_793	1.37835e-51	9.33137e-49	0.00297354	7.77888e-05	0.977532	4.87812e-06	0.00584819	7.34574e-08	7.67221e-56	1.68611e-28	0.0135638
Cell_794	6.26771e-60	1.83739e-59	2.22121e-11	0.0113372	3.65153e-09	3.83669e-13	4.3315e-11	0.000112723	3.67333e-63	1.48498e-41	0.98855
Cell_795	4.96714e-68	3.76191e-52	1.95619e-13	0.0449371	7.66444e-12	1.60355e-13	3.79813e-13	0.0212039	1.38153e-69	6.83057e-15	0.933859
Cell_796	8.913e-22	8.41161e-23	0.007122	0.000214158	0.960755	0.000182643	0.0163995	3.16136e-06	7.75548e-25	3.13785e-17	0.0153233
Cell_797	7.07796e-47	3.28052e-41	0.025527	0.000666255	0.875052	0.0279835	0.0495625	0.000420419	2.63265e-48	0.00867501	0.0121138
Cell_798	7.4149e-63	8.2356e-48	0.000666839	1.74165e-05	0.984384	1.15112e-08	0.00129496	1.73061e-10	4.34297e-69	6.48125e-17	0.0136368
Cell_799	2.19578e-33	2.21049e-25	2.23573e-09	5.8285e-11	2.0319e-08	1.26267e-07	1	1.89483e-09	4.20771e-33	3.05616e-27	2.80963e-10
Cell_800	0.0264092	0.00118449	4.53795e-29	1.18303e-30	1.46745e-28	4.92445e-26	1.14499e-05	7.38978e-28	0.97238	1.44533e-05	2.0291e-30
Cell_801	4.46116e-21	6.16e-20	0.0162911	0.000427043	0.164392	0.772838	0.0321037	0.0116613	7.18073e-21	1.42228e-06	0.00228564
Cell_802	2.83076e-15	0.981627	2.53436e-26	6.61702e-28	3.36488e-24	8.81816e-28	0.00639455	1.32529e-29	3.34191e-18	0.011978	4.65984e-26
Cell_803	4.32898e-41	1.16256e-33	3.57065e-05	1.13683e-06	0.983289	3.01619e-13	6.93771e-05	5.52772e-15	1.24074e-50	2.25543e-08	0.0166049
