cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5
Cell_31	1.91254e-38	0.0150782	6.63871e-28	0.981474	2.9703e-21	0.00344777
Cell_32	2.81976e-38	0.0139383	1.64688e-34	0.982682	5.32286e-25	0.00337941
Cell_33	9.03643e-29	0.01405	1.12461e-28	0.982444	8.04014e-20	0.00350578
Cell_34	4.65058e-69	0.0142575	7.97969e-56	0.979979	4.84688e-11	0.00576392
Cell_35	1.79359e-57	0.0143364	2.75373e-40	0.982198	8.67966e-21	0.00346568
Cell_36	0.920626	6.32188e-14	0.0619173	4.45312e-12	0.0163249	0.00113142
Cell_37	1.01722e-45	0.0123122	3.09157e-40	0.867168	1.96424e-25	0.12052
Cell_38	1.9532e-44	1	7.21063e-42	8.95717e-08	2.52041e-37	3.04993e-10
Cell_39	2.21316e-60	1	1.10504e-47	1.13897e-14	1.96827e-47	3.8699e-17
Cell_40	2.54795e-58	0.0139404	4.62885e-59	0.982727	6.73145e-42	0.003333
Cell_41	2.03031e-42	0.0140069	1.80721e-38	0.982655	5.50749e-34	0.00333808
Cell_42	1.77137e-68	0.0139413	2.79728e-61	0.982714	7.4074e-31	0.00334448
Cell_43	5.322e-52	0.0210655	2.89583e-36	0.969339	2.37316e-08	0.00959573
Cell_44	3.49528e-65	0.999929	1.02146e-52	7.05322e-05	1.28236e-51	2.39148e-07
Cell_45	5.80939e-54	0.0139755	5.24091e-52	0.982682	2.05778e-31	0.00334293
Cell_46	2.87274e-22	1.08604e-08	7.08626e-09	7.54567e-07	1.94381e-07	0.999999
Cell_47	0.977228	1.27251e-14	0.0226769	8.74651e-13	8.7289e-05	7.30761e-06
Cell_48	6.10764e-86	0.99999	4.49397e-60	9.49188e-06	1.53643e-42	3.22109e-08
Cell_49	7.90414e-89	0.0238873	3.09852e-72	0.972814	1.85625e-48	0.00329837
Cell_50	3.43552e-55	1	1.476e-48	1.36157e-12	1.228e-40	4.64403e-15
Cell_51	3.45864e-50	0.0146472	2.06641e-49	0.982014	3.20974e-32	0.00333886
Cell_52	6.99495e-31	0.000376014	1.36792e-13	3.00845e-09	4.32442e-14	0.999624
Cell_53	5.95134e-87	0.0139458	1.44908e-59	0.982722	1.0422e-46	0.00333212
Cell_54	1.86848e-77	0.218781	2.31797e-71	0.776764	3.25646e-17	0.00445549
Cell_55	3.87925e-67	0.0139469	6.78827e-58	0.98272	1.05503e-42	0.00333278
Cell_56	0.976853	5.03799e-30	0.0226682	3.55195e-28	0.000456985	2.22445e-05
Cell_57	0.974522	2.9358e-32	0.0235359	2.06958e-30	0.00185224	8.97954e-05
Cell_58	3.4513e-22	0.0139305	1.1225e-16	0.982309	1.41268e-16	0.00376033
Cell_59	1.15199e-41	0.0141035	1.40106e-30	0.982502	7.87611e-24	0.00339428
Cell_60	2.52875e-50	0.0139685	1.55204e-33	0.98266	9.61941e-26	0.00337166
Cell_61	1.08449e-72	1	4.68552e-67	1.58303e-16	6.74553e-42	5.4264e-19
Cell_62	1.03459e-29	0.0140341	2.2901e-30	0.98246	8.04027e-20	0.00350584
Cell_63	1.65518e-09	4.57961e-36	0.664618	3.22731e-34	0.319859	0.0155232
Cell_64	4.79742e-66	0.0142181	7.71978e-52	0.982388	7.87519e-24	0.00339389
Cell_65	1.40331e-27	0.0139471	6.03222e-29	0.982293	1.41266e-16	0.00376027
Cell_66	1.03192e-31	0.0142117	2.69225e-23	0.981947	5.64865e-16	0.00384148
Cell_67	5.77865e-21	0.00758159	1.06411e-16	0.471463	1.41395e-05	0.520941
Cell_68	1.22023e-31	0.0139297	3.79358e-23	0.982124	2.37286e-15	0.00394631
Cell_69	2.16643e-53	0.0140753	2.27047e-48	0.982583	5.91611e-32	0.00334135
Cell_70	1.17975e-75	0.0141413	8.60978e-64	0.982523	1.30734e-35	0.00333575
Cell_71	4.16392e-56	0.0141261	4.27989e-29	0.970944	3.09714e-16	0.0149296
Cell_72	1.02042e-25	0.0139383	2.38351e-27	0.982555	8.04105e-20	0.00350618
Cell_73	4.85799e-34	3.51378e-43	1.12395e-18	2.45984e-41	0.953954	0.0460461
Cell_74	5.34951e-41	0.0147143	7.24109e-32	0.981945	3.88401e-31	0.00334111
Cell_75	2.84572e-32	0.0139621	4.58457e-32	0.982672	1.85021e-26	0.00336556
Cell_76	1.74232e-52	0.0139318	3.85668e-53	0.982736	1.29107e-49	0.00333192
Cell_77	4.10449e-41	0.0139421	1.38564e-38	0.982683	2.24458e-25	0.00337536
Cell_78	7.49039e-46	0.0139324	1.39972e-40	0.982734	1.20511e-39	0.0033338
Cell_79	7.73686e-52	0.014089	1.8414e-49	0.982576	6.60846e-37	0.00333482
Cell_80	2.25168e-25	5.60676e-23	6.27683e-13	3.94445e-21	0.953045	0.0469553
Cell_81	0.976811	7.35862e-24	0.0223016	5.1818e-22	0.000845143	4.22576e-05
Cell_82	5.69119e-65	1	2.05906e-54	5.73844e-11	4.69623e-30	2.04772e-13
Cell_83	3.75221e-64	1	1.13463e-55	6.78377e-29	1.19895e-55	2.31846e-31
Cell_84	5.5542e-90	0.9992	1.55059e-66	0.000796985	6.43537e-62	2.70415e-06
Cell_85	4.25908e-60	0.0139542	5.18806e-45	0.98271	1.07295e-36	0.00333544
Cell_86	1.33065e-33	0.0138986	7.00558e-32	0.979511	3.3912e-10	0.00659026
Cell_87	2.83309e-17	0.0143219	1.56162e-14	0.981204	2.46312e-13	0.00447431
Cell_88	6.37097e-11	2.52809e-26	3.90465e-12	1.63054e-24	0.953552	0.0464483
Cell_89	2.96442e-58	0.0139411	3.10678e-53	0.982698	1.20515e-38	0.00336067
Cell_90	2.53651e-18	3.07115e-28	0.948133	2.16384e-26	0.0493868	0.00247982
Cell_91	1.11135e-58	0.0141235	1.25697e-54	0.982493	1.2835e-24	0.00338331
Cell_92	1.5653e-36	0.0139385	8.95273e-37	0.982726	1.07297e-36	0.00333549
Cell_93	0.973151	3.22681e-23	0.0231137	2.18101e-21	0.0035572	0.000177862
Cell_94	5.30021e-36	0.0139778	1.15569e-18	0.98218	5.64999e-16	0.00384239
Cell_95	7.85417e-67	0.0139554	6.20723e-47	0.982712	7.34512e-43	0.00333271
Cell_96	4.5817e-51	0.0139917	1.11966e-39	0.982673	6.60911e-37	0.00333515
Cell_97	2.24295e-06	6.03509e-23	5.12775e-08	3.94444e-21	0.953043	0.0469551
Cell_98	2.8522e-71	0.0139332	9.43314e-56	0.982732	2.54024e-38	0.00333444
Cell_99	1.47724e-49	0.0139297	2.97336e-29	0.982124	2.37286e-15	0.00394631
Cell_100	1.80353e-85	0.832995	1.11514e-67	0.166441	1.06249e-44	0.00056442
Cell_101	2.03725e-64	0.0143373	7.2739e-60	0.982332	2.77688e-50	0.00333051
Cell_102	6.17471e-11	6.52718e-22	0.377903	4.59632e-20	0.592674	0.029423
Cell_103	0.976496	4.09482e-48	0.0222976	2.88823e-46	0.00115102	5.55528e-05
Cell_104	1.70802e-60	0.0139948	9.65321e-46	0.98252	2.60475e-20	0.00348483
Cell_105	4.27847e-45	0.995461	2.83992e-45	0.00451918	2.2689e-16	1.9564e-05
Cell_106	1.34383e-12	0.0140803	3.48606e-14	0.981974	2.3725e-15	0.00394571
Cell_107	1.80393e-37	0.0555125	3.99307e-38	0.941222	4.9993e-23	0.00326517
Cell_108	3.74543e-36	1.64812e-15	3.67587e-27	1.1623e-13	2.90197e-09	1
Cell_109	9.37631e-42	0.999997	6.58491e-30	3.08851e-06	4.03474e-30	1.06356e-08
Cell_110	1.83351e-17	0.0139786	2.1035e-16	0.980256	4.84825e-11	0.00576555
Cell_111	1.42148e-27	7.70322e-30	0.000992009	5.43181e-28	0.952829	0.0461795
Cell_112	0.000759155	0.0137147	5.59075e-05	0.959	5.50007e-05	0.0264147
Cell_113	1.60483e-40	0.0139612	8.06747e-27	0.98267	4.18732e-26	0.00336846
Cell_114	4.41321e-24	0.218981	5.97371e-15	0.777474	1.9517e-13	0.00354529
Cell_115	2.66714e-35	0.0139566	7.07104e-35	0.982616	3.7614e-22	0.00342721
Cell_116	1.03455e-63	0.0139376	1.5138e-59	0.98273	5.71169e-48	0.00333203
Cell_117	1.17094e-43	0.0139328	2.41185e-44	0.98273	6.26453e-35	0.00333716
Cell_118	2.01843e-31	0.0140132	4.11029e-26	0.982227	1.41257e-16	0.00376002
Cell_119	8.38526e-73	0.0246238	3.5067e-63	0.97208	7.26565e-43	0.00329666
Cell_120	6.77639e-47	0.0138493	8.36829e-33	0.976484	2.39065e-08	0.00966647
Cell_121	8.22056e-47	0.0139756	2.40355e-42	0.982692	2.19497e-42	0.00333276
Cell_122	2.96182e-34	0.0143376	7.14425e-24	0.98228	1.28322e-24	0.00338258
Cell_123	0.976924	1.50307e-27	0.0225281	1.05788e-25	0.000516815	3.1263e-05
Cell_124	9.95487e-60	1	2.20354e-60	7.78666e-09	1.01723e-32	2.68141e-11
Cell_125	1.19394e-54	0.0139411	1.54845e-49	0.982726	2.51931e-43	0.00333266
Cell_126	2.6004e-46	0.013943	1.91595e-40	0.982678	5.32284e-25	0.00337939
Cell_127	9.33891e-62	0.0139319	5.07717e-57	0.982736	8.27029e-49	0.00333198
Cell_128	1.76297e-23	0.0152163	7.57822e-25	0.981409	5.31596e-25	0.00337503
Cell_129	1.47542e-34	0.0150103	4.31176e-22	0.981048	2.37026e-15	0.00394199
Cell_130	3.0772e-35	1.13454e-09	2.26619e-36	6.40112e-08	0.912604	0.0873958
Cell_131	3.95779e-31	3.05007e-05	4.23477e-27	0.00214874	4.47301e-14	0.997821
Cell_132	3.74392e-14	3.59376e-07	0.43049	2.52742e-05	0.480718	0.0887662
Cell_133	4.89647e-65	0.999998	1.83163e-56	1.54579e-06	2.6713e-39	5.25216e-09
Cell_134	1.6908e-61	0.01398	9.36835e-50	0.982074	2.37274e-15	0.00394611
Cell_135	1.31483e-22	0.0109624	2.29472e-15	0.762732	2.32739e-15	0.226306
Cell_136	2.79268e-61	0.0139401	1.2935e-59	0.982726	1.53137e-40	0.00333343
Cell_137	0.000158943	8.79681e-18	0.748424	4.96318e-16	0.23882	0.012598
Cell_138	5.55585e-78	0.013932	7.19419e-69	0.982736	8.05134e-56	0.00333167
Cell_139	0.977658	5.30886e-50	0.022321	3.73731e-48	2.03933e-05	9.84256e-07
Cell_140	3.25812e-19	0.0140491	3.79156e-15	0.980761	7.65908e-12	0.00518975
Cell_141	2.18073e-69	0.0139424	8.19461e-56	0.982704	1.83169e-28	0.00335325
Cell_142	1.46625e-35	0.0139401	4.02668e-24	0.982658	2.00746e-23	0.00340141
Cell_143	0.939604	4.01005e-19	0.0593743	2.82404e-17	0.000969269	5.28125e-05
Cell_144	4.52891e-38	0.0887872	8.57006e-34	0.908055	1.28062e-22	0.00315804
Cell_145	4.26939e-68	1	9.52974e-43	2.71921e-08	5.93752e-37	9.26755e-11
Cell_146	5.30253e-75	0.0139602	1.13689e-68	0.982707	3.129e-41	0.00333313
Cell_147	1.16167e-24	2.95392e-06	9.01111e-18	0.000207926	9.91499e-14	0.999789
Cell_148	6.44015e-55	0.0139348	1.66344e-54	0.982722	1.69426e-38	0.00334309
Cell_149	3.04642e-37	0.0139478	2.40967e-31	0.982663	3.15096e-24	0.00338903
Cell_150	1.96657e-26	0.00802941	4.17248e-21	0.496306	7.72921e-11	0.495664
Cell_151	6.00163e-25	0.0139128	2.69656e-22	0.980897	7.66014e-12	0.00519047
Cell_152	1.37288e-17	0.00968577	5.42953e-13	0.680215	1.88902e-12	0.310099
Cell_153	4.77187e-46	0.0139413	7.45268e-44	0.982716	2.05785e-31	0.00334304
Cell_154	4.64284e-43	0.0150707	5.79536e-36	0.980988	2.37012e-15	0.00394175
Cell_155	3.27146e-55	3.35144e-25	1.60687e-26	1.89089e-23	0.953436	0.0465637
Cell_156	8.40818e-29	0.99732	1.64178e-25	0.00267076	7.08043e-23	9.47271e-06
Cell_157	4.27422e-82	0.999998	8.1861e-67	2.13093e-06	5.96248e-28	1.09107e-08
Cell_158	3.01725e-50	0.99397	5.48494e-45	0.00600981	4.10626e-41	2.03896e-05
Cell_159	4.79206e-25	0.0142026	3.39192e-15	0.981323	2.46342e-13	0.00447485
Cell_160	0.976584	1.54188e-30	0.0227774	1.01769e-28	0.000609045	2.96103e-05
Cell_161	2.91018e-74	1	3.8282e-56	2.65192e-15	2.39176e-43	9.04512e-18
Cell_162	3.66935e-40	1	1.09082e-37	1.6141e-14	6.76684e-31	9.2584e-17
Cell_163	0.974789	7.80692e-17	0.0225384	5.46932e-15	0.0025231	0.000149168
Cell_164	2.98705e-58	0.0139606	4.63514e-54	0.982679	3.77005e-27	0.0033606
Cell_165	2.13231e-23	6.7877e-26	1.18147e-11	3.63723e-24	0.953517	0.0464827
Cell_166	5.80831e-36	0.0140067	1.36717e-15	0.982151	5.64982e-16	0.00384228
Cell_167	6.30437e-32	0.0138981	2.30275e-23	0.979512	3.3912e-10	0.00659026
Cell_168	4.06735e-18	0.0271489	9.35549e-11	0.966349	3.34563e-10	0.00650171
Cell_169	1.66108e-82	0.0139354	1.75762e-77	0.982718	2.76522e-30	0.00334617
Cell_170	2.18166e-36	0.992264	5.40185e-30	0.00770634	4.43308e-18	3.0148e-05
Cell_171	1.30555e-42	1	7.62507e-39	5.53588e-08	3.05311e-37	1.88551e-10
Cell_172	1.89889e-57	1	4.33826e-59	4.52293e-25	1.4503e-48	1.55988e-27
Cell_173	1.32915e-52	0.0139647	5.56256e-51	0.982584	2.97365e-21	0.00345167
Cell_174	1.14142e-33	0.0140862	2.52657e-34	0.982383	2.55807e-19	0.00353074
Cell_175	4.94812e-90	0.013935	4.56669e-84	0.982732	3.58948e-43	0.00333271
Cell_176	2.03002e-50	0.0139363	4.83628e-46	0.982731	4.77085e-46	0.00333223
Cell_177	1.06195e-41	0.0140804	1.0954e-35	0.981142	1.32104e-12	0.0047774
Cell_178	8.31332e-56	0.0139702	7.57507e-53	0.98267	3.84414e-34	0.00336012
Cell_179	3.46786e-51	0.0139593	1.38278e-43	0.982346	3.69485e-17	0.00369428
Cell_180	1.66503e-73	0.013941	2.91261e-58	0.982727	9.95959e-50	0.00333188
Cell_181	6.23173e-68	1	3.35994e-62	1.43418e-22	2.92986e-45	4.96431e-25
Cell_182	3.4106e-61	0.0139403	6.02681e-47	0.982717	1.09886e-31	0.00334241
Cell_183	1.11635e-57	0.0139389	1.4868e-48	0.982726	2.54515e-37	0.00333504
Cell_184	3.79189e-56	0.016166	1.62711e-34	0.980248	3.92486e-29	0.00358595
Cell_185	3.82836e-29	0.0139237	7.02143e-17	0.97641	2.39047e-08	0.00966574
Cell_186	2.60787e-47	0.0139324	2.36925e-30	0.982709	1.73682e-27	0.00335857
Cell_187	1.34718e-42	0.014728	7.61388e-28	0.981906	4.18406e-26	0.00336584
Cell_188	0.964832	1.80089e-31	0.0233018	1.2646e-29	0.0113179	0.000548687
Cell_189	1.43506e-52	0.0139991	7.76527e-45	0.982653	1.07283e-29	0.00334793
Cell_190	5.47354e-38	0.000939282	2.226e-31	0.000134759	1.00839e-18	0.998926
Cell_191	2.58346e-17	2.99145e-29	1.86054e-12	2.10958e-27	0.953749	0.0462514
Cell_192	3.44836e-70	0.0139319	1.24761e-59	0.982734	4.93319e-46	0.00333424
Cell_193	1.24133e-49	0.0139547	1.04143e-43	0.982666	5.32277e-25	0.00337935
Cell_194	3.33981e-06	6.42987e-32	0.791775	4.49922e-30	0.198607	0.00961481
Cell_195	1.11868e-28	0.0139542	6.49827e-27	0.982628	1.38579e-22	0.00341739
Cell_196	2.84564e-41	0.0139555	1.72377e-34	0.982202	5.65012e-16	0.00384248
Cell_197	1.16575e-24	0.013894	4.07208e-22	0.978299	2.66122e-09	0.00780671
Cell_198	1.56968e-41	0.0161698	1.85895e-38	0.980475	8.27551e-27	0.00335542
Cell_199	0.977451	3.25291e-42	0.0223167	2.29129e-40	0.000221412	1.07172e-05
Cell_200	5.18793e-11	1.34189e-35	1.18489e-12	9.30829e-34	0.953909	0.0460913
Cell_201	5.48461e-56	0.0141884	1.7937e-37	0.982404	5.21803e-23	0.00340803
Cell_202	2.24356e-59	0.0139332	1.40232e-39	0.982733	1.84076e-39	0.00333388
Cell_203	1.14291e-22	0.0146804	8.4169e-24	0.978735	3.38851e-10	0.00658503
Cell_204	1.91252e-35	8.14525e-05	5.48061e-27	0.00400818	2.72392e-16	0.99591
Cell_205	3.19654e-62	2.19284e-08	6.05006e-52	1.54679e-06	4.03845e-17	0.999998
Cell_206	1.14183e-15	1.59764e-40	0.625886	1.12669e-38	0.356883	0.0172305
Cell_207	5.42594e-54	0.0139926	4.48563e-49	0.982674	3.4575e-40	0.00333338
Cell_208	4.13071e-40	0.0139438	7.40429e-24	0.982296	1.41266e-16	0.00376028
Cell_209	5.02374e-52	1	1.14851e-53	7.9081e-13	2.42463e-45	2.68727e-15
Cell_210	1.29413e-24	0.016295	0.000102276	0.957183	5.48964e-05	0.0263647
Cell_211	1.42788e-59	0.0141614	5.42602e-40	0.982338	1.87595e-26	0.00350098
Cell_212	1.91955e-60	0.013956	5.74635e-36	0.982669	2.24455e-25	0.00337531
Cell_213	1.01747e-55	0.0139496	4.7117e-41	0.98086	7.65985e-12	0.00519028
Cell_214	9.33115e-35	0.0139412	1.686e-32	0.982704	3.82989e-28	0.00335485
Cell_215	5.16894e-76	1	1.0967e-70	4.30769e-20	1.64896e-41	1.50246e-22
Cell_216	1.0785e-28	0.0166762	2.47049e-25	0.979574	1.40875e-16	0.00374986
Cell_217	2.57571e-44	0.0148555	1.99314e-42	0.981551	2.8553e-18	0.00359391
Cell_218	1.53295e-37	0.00391491	5.83571e-27	0.275017	2.53624e-17	0.721068
Cell_219	3.24488e-10	7.60123e-37	9.10858e-12	3.12827e-35	0.953924	0.0460764
Cell_220	4.54677e-70	0.0139363	3.54934e-68	0.982729	1.62346e-38	0.00333433
Cell_221	7.5132e-81	1	5.9653e-71	2.64692e-30	2.64988e-71	8.97737e-33
Cell_222	6.21628e-89	0.0139431	3.40395e-80	0.982719	5.50784e-34	0.0033383
Cell_223	2.09868e-27	0.0152766	1.19639e-27	0.981369	1.73445e-27	0.00335399
Cell_224	0.974517	6.04904e-29	0.0228961	4.21865e-27	0.00246709	0.000120174
Cell_225	0.976383	3.94351e-50	0.0222921	2.78155e-48	0.00126382	6.10193e-05
Cell_226	2.66211e-15	5.61245e-15	3.60751e-13	3.9589e-13	5.07748e-10	1
Cell_227	3.64649e-34	0.0139408	4.86035e-32	0.982675	1.28374e-24	0.00338394
Cell_228	3.24548e-38	0.998011	4.83628e-38	0.00198177	3.84099e-32	6.88539e-06
Cell_229	5.84104e-90	0.0139394	2.12653e-64	0.982725	1.75063e-36	0.00333566
Cell_230	4.01444e-37	0.0139925	2.89552e-33	0.982668	5.38365e-33	0.00333964
Cell_231	1.76842e-38	0.14344	1.07123e-31	0.853651	1.86398e-29	0.00290939
Cell_232	5.0009e-17	0.0139351	2.06456e-17	0.982305	1.41268e-16	0.00376031
Cell_233	5.54652e-49	0.0139456	4.72251e-37	0.982653	2.00744e-23	0.00340139
Cell_234	2.19247e-49	0.0139286	4.67812e-41	0.982509	1.1869e-29	0.00356196
Cell_235	6.44618e-17	0.0120845	2.02202e-18	0.851232	0.0598044	0.0768788
Cell_236	1.4239e-40	0.0139333	4.87523e-27	0.982708	1.73682e-27	0.00335856
Cell_237	1.96684e-53	0.0139594	4.74737e-45	0.982706	4.09149e-37	0.00333511
Cell_238	1.34776e-17	2.92329e-38	4.44916e-11	2.04903e-36	0.953933	0.0460674
Cell_239	9.12505e-69	0.014396	7.08744e-55	0.982272	1.8399e-39	0.00333231
Cell_240	3.06387e-40	0.0139397	4.24933e-35	0.982572	8.97405e-27	0.00348874
Cell_241	1.50067e-22	0.413238	9.30882e-20	0.584564	2.19869e-17	0.00219835
Cell_242	1.14608e-07	1.8042e-09	0.970799	1.26947e-07	0.0255942	0.00360627
Cell_243	0.977158	2.72429e-54	0.022323	1.91822e-52	0.00049555	2.39137e-05
Cell_244	6.60791e-54	0.0139484	1.73964e-48	0.982713	9.63867e-34	0.00333862
Cell_245	4.77177e-88	0.0311434	3.19857e-73	0.965582	9.70987e-64	0.00327456
Cell_246	3.61189e-17	0.0152077	1.70917e-18	0.980851	2.36979e-15	0.0039412
Cell_247	9.69756e-28	0.0456344	2.22108e-29	0.951121	8.57816e-29	0.00324407
Cell_248	0.970068	5.72292e-08	0.0225108	4.02786e-06	0.00589311	0.00152369
Cell_249	3.07191e-76	0.0139395	3.92922e-60	0.982709	8.86304e-29	0.0033518
Cell_250	1.34677e-35	0.0139171	3.18882e-28	0.981305	1.32126e-12	0.00477819
Cell_251	0.97628	1.81473e-29	0.0229376	1.27602e-27	0.000746226	3.63493e-05
Cell_252	4.18028e-05	2.92888e-23	0.000193373	1.9673e-21	0.939175	0.0605898
Cell_253	3.05599e-57	0.0139561	2.74315e-28	0.982577	8.68301e-21	0.00346702
Cell_254	5.96115e-59	0.999994	4.38618e-33	6.23263e-06	1.65233e-25	2.2106e-08
Cell_255	2.54133e-54	0.0139353	5.80543e-56	0.982733	1.0848e-48	0.00333198
Cell_256	1.58669e-91	1	6.40772e-85	3.90361e-21	4.78691e-60	1.32425e-23
Cell_257	3.2812e-23	0.0139577	7.26305e-24	0.982591	2.97368e-21	0.00345169
Cell_258	2.7874e-18	0.0141764	2.51464e-16	0.981574	4.9281e-14	0.00424934
Cell_259	1.01024e-43	0.0139729	6.06028e-34	0.982686	3.21194e-32	0.00334115
Cell_260	3.51242e-25	0.0139366	1.3762e-23	0.982578	2.60491e-20	0.00348503
Cell_261	1.40635e-50	0.0141407	6.89763e-45	0.982481	5.32177e-25	0.00337872
Cell_262	5.7823e-44	0.0140748	1.06291e-26	0.982554	9.61837e-26	0.0033713
Cell_263	4.46648e-55	0.0140334	4.30476e-48	0.982588	5.32235e-25	0.00337909
Cell_264	1.27311e-54	0.0139362	1.6574e-46	0.98272	3.88708e-31	0.00334375
Cell_265	1.55346e-72	0.0142187	7.82677e-35	0.982429	1.83117e-28	0.00335231
Cell_266	5.24515e-17	2.33708e-14	8.11541e-06	1.64719e-12	8.4018e-07	0.999991
Cell_267	4.15097e-31	0.0140124	8.08786e-27	0.982627	3.76985e-27	0.00336042
Cell_268	2.04024e-55	0.999988	2.92574e-48	1.20074e-05	1.18411e-37	4.08133e-08
Cell_269	4.95173e-15	0.0140699	5.5588e-12	0.980165	4.8478e-11	0.00576501
Cell_270	4.64447e-40	0.013933	1.02807e-40	0.98271	8.10517e-28	0.00335663
Cell_271	4.02195e-26	2.07572e-21	1.61035e-18	7.38843e-20	0.952703	0.0472966
Cell_272	8.50676e-48	0.0140414	2.3967e-26	0.982587	9.6187e-26	0.00337141
Cell_273	4.89831e-100	0.0139705	7.97362e-71	0.982692	3.16814e-34	0.00333788
Cell_274	4.03685e-48	0.0139525	1.00135e-49	0.982653	7.87731e-24	0.0033948
Cell_275	3.86106e-26	0.99987	9.5553e-12	0.000128246	3.32813e-11	1.66374e-06
Cell_276	4.61165e-14	2.37132e-11	1.0726e-15	1.66991e-09	6.31731e-11	1
Cell_277	2.65321e-53	1	5.17194e-29	1.96536e-10	5.52315e-13	9.94215e-11
Cell_278	2.01241e-39	0.144704	1.59902e-32	0.852289	7.53166e-21	0.0030073
Cell_279	1.7824e-101	0.0139502	4.60694e-95	0.982717	2.10646e-55	0.00333266
Cell_280	2.55411e-44	0.0139214	2.18279e-21	0.981828	4.92937e-14	0.00425044
Cell_281	1.22111e-27	1.35052e-12	1.28895e-17	9.49277e-11	9.17585e-10	1
Cell_282	1.81843e-21	4.93566e-07	5.62904e-18	3.48052e-05	0.000108408	0.999856
Cell_283	5.75257e-40	0.0139452	3.74202e-41	0.982718	6.26445e-35	0.00333712
Cell_284	1.65271e-79	1	3.77496e-81	3.04512e-31	1.83346e-62	1.03552e-33
Cell_285	1.88884e-14	0.0138845	1.70401e-12	0.978309	2.66124e-09	0.00780678
Cell_286	5.45713e-91	0.0139416	1.44586e-84	0.982727	3.93863e-60	0.00333174
Cell_287	3.59887e-50	0.0139295	1.61474e-42	0.982267	1.54335e-22	0.00380324
Cell_288	1.07157e-66	0.0139303	3.76339e-65	0.982613	1.05133e-27	0.00345667
Cell_289	2.68936e-33	0.0142902	2.4702e-24	0.982226	2.60397e-20	0.00348378
Cell_290	7.11766e-44	0.012775	1.01313e-37	0.900886	1.43094e-22	0.086339
Cell_291	2.69197e-66	0.0145296	1.02505e-53	0.982134	3.16634e-34	0.00333599
Cell_292	1.11845e-27	0.0144286	2.68142e-17	0.980384	7.65613e-12	0.00518776
Cell_293	5.81149e-16	0.0149522	1.37093e-07	0.977249	2.65836e-09	0.00779833
Cell_294	3.1194e-40	0.0139784	1.30295e-34	0.982685	3.6943e-35	0.00333676
