cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7
Cell_27	7.40453e-81	2.77398e-06	3.60632e-31	2.03893e-40	8.60123e-06	0.999988	1.70602e-40	1.99074e-07
Cell_28	1.01862e-57	0.0189528	4.62108e-52	2.1953e-50	0.143187	0.0084446	3.11747e-52	0.829416
Cell_29	4.24642e-90	0.337906	3.5295e-60	1.00475e-77	0.602525	0.0356679	6.99582e-79	0.0239008
Cell_30	4.91523e-74	0.0877381	3.4887e-36	8.35637e-48	0.843009	0.0497329	8.95797e-49	0.0195196
Cell_31	1.49461e-64	0.318658	2.9333e-27	1.8819e-38	0.62835	0.037233	4.22377e-39	0.015759
Cell_32	2.37645e-58	0.28552	5.25948e-34	2.80094e-38	0.660187	0.0390068	4.46033e-39	0.015287
Cell_33	6.4181e-37	0.374313	4.54183e-28	7.55205e-29	0.577879	0.0343166	1.80791e-29	0.0134916
Cell_34	6.77427e-85	0.133537	1.67073e-54	5.70775e-69	0.79603	0.0515266	4.82284e-69	0.0189067
Cell_35	2.10069e-74	0.10573	1.16643e-39	2.21112e-57	0.825643	0.0489535	3.77016e-58	0.0196739
Cell_36	6.58547e-17	2.4551e-12	0.26553	0.532339	1.82045e-12	0.0059264	0.196204	4.21909e-14
Cell_37	3.9569e-77	0.720754	1.23371e-39	3.58201e-46	0.200105	0.0745021	2.01058e-46	0.0046382
Cell_38	1.32909e-53	9.17214e-06	9.34508e-42	1.77912e-44	5.48666e-08	3.23746e-09	1.25381e-45	0.999991
Cell_39	5.2028e-71	6.24699e-16	8.70362e-48	1.98985e-60	6.97675e-15	4.11553e-16	8.63395e-62	1
Cell_40	8.68694e-82	0.155259	2.34563e-58	2.99673e-58	0.780626	0.0460374	6.40308e-59	0.0180778
Cell_41	3.39754e-51	0.079718	2.44996e-38	2.65398e-42	0.850335	0.0501592	1.36328e-43	0.0197875
Cell_42	2.66266e-92	0.110526	1.13257e-60	2.25493e-68	0.821942	0.0484963	3.55233e-69	0.019036
Cell_43	2.04123e-74	0.261617	1.34194e-35	5.46174e-52	0.665515	0.0492573	1.22154e-52	0.0236109
Cell_44	7.39563e-81	1.10456e-05	4.73017e-52	3.14942e-65	4.3205e-05	2.54792e-06	8.09281e-66	0.999943
Cell_45	1.05996e-63	0.249989	1.69881e-52	6.17626e-54	0.693033	0.040888	9.3555e-56	0.0160904
Cell_46	3.7109e-41	2.20882e-08	1.47395e-08	1.85201e-22	3.2652e-07	1	2.95963e-23	7.67214e-09
Cell_47	0.462138	1.78023e-12	0.000167006	0.537307	3.01694e-13	2.77401e-05	0.000359941	7.1656e-15
Cell_48	1.12714e-92	3.73598e-07	3.43124e-60	5.66108e-86	5.81426e-06	3.42922e-07	2.33262e-87	0.999993
Cell_49	1.98587e-112	0.230295	5.71775e-72	8.89294e-89	0.700331	0.0413003	7.22436e-90	0.0280737
Cell_50	1.54247e-69	9.93283e-13	3.67279e-48	3.28939e-55	8.34032e-13	4.9224e-14	4.23425e-56	1
Cell_51	1.13016e-96	0.0770612	4.0948e-49	4.62745e-50	0.851935	0.0502594	3.39478e-51	0.0207445
Cell_52	3.45336e-54	1.33924e-10	1.40529e-13	4.5494e-31	1.30197e-09	0.999734	3.55929e-32	0.000265658
Cell_53	9.19109e-103	0.715856	1.3628e-59	2.27574e-87	0.262576	0.0154849	2.79655e-88	0.00608314
Cell_54	1.62521e-92	0.0406361	4.50436e-71	2.25748e-77	0.62942	0.0405301	1.79841e-78	0.289414
Cell_55	2.79455e-85	0.33447	1.31501e-57	3.61134e-67	0.615011	0.03627	3.72215e-68	0.0142492
Cell_56	9.60222e-06	7.92497e-29	0.00340091	0.989006	2.34944e-28	0.000254016	0.00732985	5.44017e-30
Cell_57	3.17982e-15	1.15446e-31	0.0132622	0.958244	1.38354e-30	0.00104	0.0274536	3.20401e-32
Cell_58	7.65951e-48	0.363403	7.03175e-16	3.13352e-22	0.587736	0.0352545	1.07087e-22	0.0136069
Cell_59	3.86748e-69	0.285651	1.49651e-29	1.13533e-41	0.659873	0.0390123	6.09464e-42	0.0154636
Cell_60	4.12159e-56	0.477329	1.70133e-34	1.94794e-50	0.482938	0.0285255	1.3864e-52	0.0112072
Cell_61	3.48419e-91	7.18583e-16	1.16981e-66	9.86459e-73	9.69682e-17	5.72683e-18	1.34109e-73	1
Cell_62	2.93064e-42	0.304755	4.88471e-30	9.88326e-30	0.642138	0.0381325	1.09523e-30	0.0149746
Cell_63	1.8524e-34	6.48998e-35	0.90389	9.2034e-10	1.15441e-34	0.09611	1.11497e-10	2.67428e-36
Cell_64	3.8049e-121	0.0890668	1.81233e-51	6.18102e-66	0.841316	0.0497394	5.63217e-67	0.0198781
Cell_65	4.48146e-49	0.0532017	5.81103e-28	1.7903e-27	0.874105	0.052432	6.73092e-28	0.0202613
Cell_66	1.42704e-44	0.171662	1.90521e-23	1.1916e-31	0.764286	0.0459931	3.617e-33	0.0180581
Cell_67	8.63076e-40	0.166931	4.15776e-16	4.19282e-21	0.22944	0.597606	1.11834e-21	0.0060234
Cell_68	9.90243e-45	0.25109	2.07953e-23	1.37075e-31	0.691145	0.041761	3.32678e-33	0.0160031
Cell_69	2.19175e-62	0.499888	4.20944e-48	1.52674e-53	0.462048	0.0272589	2.0017e-54	0.0108052
Cell_70	1.82034e-83	0.211917	3.90962e-63	1.30082e-75	0.728035	0.0429417	2.65346e-76	0.0171064
Cell_71	8.45389e-88	0.740014	4.36424e-28	1.49521e-56	0.234133	0.0202925	2.11814e-56	0.00556094
Cell_72	6.03496e-48	0.123069	6.36451e-27	1.33575e-25	0.810066	0.0481047	1.36266e-26	0.01876
Cell_73	2.44815e-50	7.79846e-41	1.82778e-18	8.8722e-34	3.07187e-41	1	3.91297e-35	7.16358e-43
Cell_74	1.96852e-58	0.575008	5.40739e-31	3.236e-41	0.392254	0.0231431	1.9959e-41	0.00959576
Cell_75	1.07658e-50	0.05848	1.404e-31	3.84382e-32	0.869967	0.0513733	4.31713e-33	0.0201793
Cell_76	8.00677e-102	0.888045	1.41987e-53	2.73169e-53	0.10346	0.00610126	3.1836e-54	0.00239441
Cell_77	3.21742e-65	0.10396	5.42442e-38	5.17333e-41	0.827952	0.0489112	7.95861e-42	0.0191769
Cell_78	2.39453e-64	0.392525	5.94721e-40	6.2648e-46	0.561374	0.0331081	1.57634e-46	0.0129927
Cell_79	8.87807e-74	0.38468	1.02622e-48	6.4161e-52	0.568483	0.0335294	2.13566e-52	0.0133073
Cell_80	2.32566e-38	8.0779e-21	5.39182e-12	4.1774e-25	4.91703e-21	1	9.58025e-26	1.14101e-22
Cell_81	1.6742e-13	2.40758e-22	0.0119721	0.96135	3.25564e-22	0.000447844	0.0262302	7.54763e-24
Cell_82	2.65669e-82	4.72814e-10	9.06767e-54	5.28034e-65	3.51508e-11	2.08738e-12	1.24445e-65	1
Cell_83	1.46975e-83	3.73019e-28	9.84177e-55	3.27777e-64	4.15539e-29	2.45315e-30	1.61205e-64	1
Cell_84	1.89416e-114	0.000170308	3.17299e-66	5.03721e-90	0.000488247	2.8796e-05	5.62947e-91	0.999313
Cell_85	2.36409e-92	0.207626	3.9426e-44	4.58447e-60	0.732214	0.0431866	1.60318e-60	0.0169737
Cell_86	8.0911e-51	0.0813686	2.07054e-31	1.68534e-33	0.842897	0.056209	1.94795e-34	0.0195251
Cell_87	7.49325e-45	0.0548987	1.36629e-13	3.78999e-17	0.870657	0.0536979	1.22773e-17	0.0207466
Cell_88	6.05981e-37	3.97722e-25	7.28745e-11	1.18568e-10	2.03462e-24	1	5.91104e-11	5.14995e-26
Cell_89	2.61807e-79	0.079582	2.53257e-52	3.78268e-58	0.850506	0.0502141	1.20431e-58	0.0196976
Cell_90	9.06611e-36	6.67745e-27	0.975672	2.11539e-18	1.26307e-26	0.024328	1.29288e-19	2.9266e-28
Cell_91	1.07758e-80	0.339595	2.33222e-54	1.07933e-58	0.610039	0.0360504	1.02134e-59	0.0143163
Cell_92	6.65504e-59	0.170943	5.34573e-36	1.76633e-36	0.76613	0.045187	4.63121e-37	0.0177396
Cell_93	4.00953e-17	1.37784e-22	0.0159754	0.948553	1.33761e-21	0.00184001	0.033632	3.23076e-23
Cell_94	2.9289e-49	0.073043	2.06533e-18	6.63037e-36	0.855591	0.0514877	4.69157e-37	0.019878
Cell_95	1.35993e-80	0.142764	4.52977e-47	9.5432e-67	0.792155	0.0467169	2.86687e-68	0.0183647
Cell_96	1.40197e-83	0.589295	1.85639e-38	2.41204e-51	0.379501	0.0223831	3.76258e-51	0.00882131
Cell_97	9.33889e-29	1.02018e-20	5.59353e-07	4.0984e-06	4.91701e-21	0.999994	1.22386e-06	1.22817e-22
Cell_98	7.2587e-83	0.892685	7.8012e-57	4.32456e-72	0.0991708	0.00584893	1.16831e-73	0.0022954
Cell_99	2.05268e-59	0.192451	6.45049e-29	1.63719e-49	0.745262	0.0450309	1.60298e-50	0.0172561
Cell_100	3.55934e-105	0.0145233	6.38404e-67	1.67686e-85	0.106776	0.00629702	5.1259e-86	0.872403
Cell_101	1.64774e-69	0.528419	1.43435e-60	1.33748e-64	0.43552	0.0256836	1.98979e-66	0.0103771
Cell_102	1.13196e-42	3.76356e-22	0.932789	1.22238e-11	6.18606e-21	0.0672105	7.54908e-12	1.43413e-22
Cell_103	4.5467e-09	1.86526e-47	0.0064112	0.978902	1.92127e-46	0.000642704	0.0140446	4.44683e-48
Cell_104	7.33163e-81	0.610936	4.01955e-45	9.32974e-61	0.359384	0.0213236	3.55672e-61	0.00835686
Cell_105	9.11417e-71	0.00049607	1.39954e-44	4.1571e-45	0.00277129	0.000169441	1.04469e-45	0.996563
Cell_106	8.36825e-52	0.0566741	4.55187e-14	1.78738e-12	0.870362	0.0525898	8.7668e-14	0.0203738
Cell_107	2.33587e-58	0.76503	4.54116e-38	5.92844e-38	0.20336	0.0120296	1.0182e-38	0.0195804
Cell_108	7.01569e-53	1.2659e-14	7.90475e-27	2.39298e-36	5.02957e-14	1	3.98937e-37	1.16428e-15
Cell_109	2.16857e-64	2.40904e-07	1.33867e-29	8.94487e-42	1.89187e-06	1.118e-07	9.52965e-43	0.999998
Cell_110	3.5075e-46	0.116475	2.22609e-15	2.29339e-17	0.812056	0.0525639	9.61098e-18	0.0189047
Cell_111	3.48974e-47	1.26935e-27	0.0056788	2.72177e-27	6.74909e-28	0.994321	4.03064e-28	1.56254e-29
Cell_112	7.84818e-22	0.1069	5.74931e-05	0.000970983	0.783737	0.0899977	3.87859e-05	0.0182978
Cell_113	5.39606e-63	0.178977	6.62681e-26	1.87776e-40	0.758624	0.0448034	6.53645e-41	0.0175954
Cell_114	1.17972e-44	0.266331	8.25451e-15	4.16593e-24	0.482206	0.0297401	3.04679e-25	0.221723
Cell_115	7.35811e-51	0.237782	3.05258e-34	2.85412e-35	0.704202	0.041687	5.70349e-36	0.0163288
Cell_116	1.79747e-73	0.236903	1.06565e-59	1.08742e-63	0.705183	0.0415866	3.60722e-65	0.0163273
Cell_117	9.54904e-88	0.36494	1.00324e-43	9.8688e-44	0.586861	0.0346158	2.41512e-44	0.0135831
Cell_118	4.07769e-42	0.188731	1.51321e-25	2.30052e-31	0.748905	0.044922	3.68056e-32	0.0174426
Cell_119	4.39898e-109	0.230813	7.08955e-62	8.81343e-73	0.699053	0.0412262	8.39674e-73	0.0289082
Cell_120	1.81991e-72	0.171055	3.40725e-32	7.94841e-47	0.755532	0.0559198	1.36692e-47	0.0174934
Cell_121	4.27573e-65	0.376767	3.72928e-42	7.23015e-47	0.575898	0.0339634	6.31752e-48	0.0133709
Cell_122	7.94492e-48	0.0564723	4.18655e-24	3.91478e-34	0.871278	0.0514883	8.59672e-36	0.0207614
Cell_123	5.76826e-11	1.28301e-26	0.00799242	0.97438	6.89944e-26	0.000292456	0.0173352	1.60035e-27
Cell_124	1.03458e-72	5.14906e-10	9.03982e-60	9.02461e-60	4.76971e-09	2.81867e-10	2.02688e-60	1
Cell_125	1.24233e-72	0.319536	2.18146e-49	1.1036e-54	0.628817	0.037084	8.33126e-56	0.0145629
Cell_126	2.23011e-66	0.563653	1.13154e-39	1.56704e-46	0.403186	0.023822	7.60681e-47	0.00933921
Cell_127	8.24849e-80	0.251644	4.58024e-57	9.93208e-62	0.691567	0.0407834	4.17289e-63	0.0160054
Cell_128	2.10821e-56	0.969889	6.30704e-26	7.68736e-25	0.0277674	0.00164062	7.30545e-26	0.000702835
Cell_129	3.4753e-54	0.289095	9.34493e-22	1.48673e-34	0.65497	0.0395752	1.59882e-35	0.0163598
Cell_130	8.03892e-53	1.00481e-08	9.24663e-36	5.48323e-35	7.38971e-08	1	6.23796e-36	2.13821e-09
Cell_131	2.61863e-50	0.000277442	9.89018e-27	2.55691e-31	0.000930652	0.99877	4.57827e-32	2.15661e-05
Cell_132	4.4003e-15	3.09758e-06	0.542236	4.8321e-14	2.08438e-05	0.45774	2.33575e-15	4.83846e-07
Cell_133	2.03778e-86	1.55346e-06	2.29874e-56	4.48986e-65	9.4687e-07	5.58551e-08	3.04375e-66	0.999997
Cell_134	3.38684e-70	0.0946189	2.47875e-50	2.15249e-61	0.835483	0.0504823	2.21582e-63	0.0194159
Cell_135	2.08785e-29	0.161832	1.07032e-15	1.23912e-22	0.47616	0.350836	3.03759e-24	0.0111724
Cell_136	1.2797e-94	0.141237	1.93662e-58	3.30472e-61	0.793583	0.0468024	2.07098e-61	0.0183774
Cell_137	3.59115e-21	1.98879e-17	0.970575	3.38412e-05	7.18535e-17	0.0293805	1.02094e-05	2.07908e-18
Cell_138	6.12558e-106	0.617195	1.88558e-68	2.96166e-78	0.353756	0.0208616	7.21253e-79	0.00818725
Cell_139	0.37822	2.14106e-49	0.000288628	0.620852	1.57248e-48	7.20252e-06	0.000632366	3.64659e-50
Cell_140	5.7881e-27	0.0943266	7.56717e-15	4.16461e-19	0.833377	0.0528075	3.23763e-20	0.0194889
Cell_141	4.47189e-70	0.52551	1.26446e-56	1.45008e-69	0.438456	0.0258789	1.66669e-71	0.0101555
Cell_142	5.17947e-49	0.133768	3.60852e-24	1.78053e-35	0.800365	0.0473307	6.50823e-37	0.0185358
Cell_143	2.65434e-07	1.40015e-18	0.00859739	0.984049	2.01365e-17	0.000590072	0.00676284	4.66789e-19
Cell_144	5.43123e-65	0.756324	2.87212e-33	1.49147e-38	0.199931	0.0118308	7.51773e-39	0.0319138
Cell_145	3.70609e-121	4.73448e-09	9.18639e-42	3.82863e-68	1.66565e-08	9.82956e-10	2.05815e-68	1
Cell_146	1.15404e-88	0.202919	1.48834e-68	5.78953e-75	0.73656	0.043439	3.43828e-76	0.0170818
Cell_147	2.19997e-30	1.44668e-05	4.01667e-18	7.52659e-25	8.99836e-05	0.999893	2.56483e-26	2.08696e-06
Cell_148	1.04124e-68	0.916827	9.18883e-55	7.32911e-56	0.0768591	0.00453459	1.76223e-56	0.0017792
Cell_149	2.17388e-55	0.74597	6.74402e-31	1.08645e-37	0.234718	0.0138735	4.22443e-38	0.00543883
Cell_150	1.07773e-35	0.18471	1.46987e-20	1.35533e-26	0.240819	0.568111	3.43138e-27	0.00636037
Cell_151	7.08472e-50	0.0668869	4.45021e-22	7.86709e-25	0.858808	0.054419	4.90584e-26	0.0198859
Cell_152	1.26336e-36	0.106022	8.02025e-12	1.2492e-17	0.420122	0.46409	1.00446e-17	0.00976612
Cell_153	8.61806e-76	0.151382	1.24911e-42	5.58314e-46	0.78419	0.0462662	3.96141e-46	0.0181617
Cell_154	1.81649e-50	0.993363	6.49004e-39	4.41809e-45	0.00611442	0.000369451	2.57528e-47	0.00015335
Cell_155	1.9588e-64	2.51714e-24	5.79274e-26	6.06171e-55	2.35895e-23	1	5.89926e-56	6.82563e-25
Cell_156	3.69288e-34	0.000118892	9.81014e-26	7.94476e-29	0.00163733	9.71487e-05	2.4885e-30	0.998147
Cell_157	1.66356e-102	7.58319e-07	2.2058e-66	3.89659e-82	1.3053e-06	8.21941e-08	5.75987e-83	0.999998
Cell_158	1.04121e-77	0.00161002	2.28913e-44	2.71263e-50	0.00368323	0.000217228	6.23714e-51	0.99449
Cell_159	5.80049e-48	0.25874	3.92517e-14	5.08446e-25	0.682999	0.0421241	2.77124e-25	0.0161375
Cell_160	1.8098e-06	2.38395e-29	0.00499588	0.983947	6.8129e-29	0.000342577	0.0107123	1.6851e-30
Cell_161	2.47181e-96	9.69534e-17	2.03345e-55	2.6027e-74	1.62443e-15	9.58729e-17	7.65654e-75	1
Cell_162	5.45813e-53	2.98603e-15	1.94602e-37	3.17976e-40	9.88713e-15	6.36659e-16	3.24233e-41	1
Cell_163	1.02658e-17	8.0605e-15	0.00586175	0.980092	3.42542e-15	0.00136608	0.01268	7.98214e-17
Cell_164	2.25727e-73	0.424789	1.57335e-54	2.47685e-58	0.531503	0.0313801	5.02203e-60	0.012327
Cell_165	1.7531e-37	1.22902e-24	1.73844e-11	4.16228e-23	4.5383e-24	1	1.55404e-24	1.38262e-25
Cell_166	4.58214e-42	0.0911208	5.8253e-16	7.34635e-36	0.838868	0.0504813	1.22593e-37	0.0195303
Cell_167	1.13328e-44	0.771102	8.73674e-24	2.08014e-32	0.210027	0.0140058	1.18476e-33	0.00486496
Cell_168	1.90718e-36	0.731814	1.31621e-10	1.57971e-18	0.241055	0.0160749	2.83428e-19	0.0110559
Cell_169	1.03685e-109	0.10785	6.7858e-77	2.14886e-82	0.824419	0.0486457	3.17644e-83	0.0190852
Cell_170	3.07766e-58	0.00287382	8.12183e-29	1.98872e-36	0.00471984	0.00028403	1.62469e-36	0.992122
Cell_171	7.57119e-52	5.51179e-08	3.56143e-39	1.20608e-42	3.391e-08	2.00097e-09	3.02028e-44	1
Cell_172	3.30885e-74	4.10671e-26	5.0923e-59	1.73167e-57	2.77052e-25	1.63758e-26	1.11494e-58	1
Cell_173	1.73894e-73	0.695345	2.34832e-51	5.94436e-53	0.281447	0.0166772	2.77929e-54	0.00653008
Cell_174	1.22324e-43	0.667908	2.445e-34	5.45234e-34	0.306683	0.0182301	5.4821e-35	0.00717896
Cell_175	3.69994e-135	0.0515946	2.14646e-83	6.5532e-90	0.87643	0.0516868	1.15196e-90	0.0202884
Cell_176	1.87823e-82	0.197	4.23818e-45	2.24274e-50	0.742059	0.0437615	8.81134e-51	0.0171795
Cell_177	2.08379e-84	0.341587	3.12882e-35	9.846e-42	0.606375	0.0378316	1.50239e-42	0.0142063
Cell_178	3.68288e-66	0.25728	2.92908e-53	8.66163e-56	0.686275	0.0405171	1.59219e-57	0.0159277
Cell_179	5.19679e-66	0.0751115	2.29067e-43	4.59239e-51	0.853985	0.0510922	2.8683e-52	0.0198111
Cell_180	3.1025e-101	0.186066	1.01487e-57	1.85689e-73	0.752159	0.0443566	2.87357e-74	0.0174193
Cell_181	9.42607e-84	5.9901e-23	2.75394e-62	5.928e-68	8.78505e-23	5.19516e-24	2.52991e-69	1
Cell_182	3.72289e-101	0.405084	7.2622e-47	2.78981e-61	0.549751	0.0324337	2.03676e-62	0.0127312
Cell_183	9.37854e-76	0.116198	3.38352e-48	1.33138e-57	0.816721	0.04817	1.25832e-58	0.0189116
Cell_184	2.4433e-78	0.372776	1.09521e-33	3.38175e-56	0.577281	0.0344008	1.26579e-56	0.0155422
Cell_185	3.3713e-56	0.746923	3.9618e-16	1.37494e-29	0.230637	0.0170704	1.07162e-29	0.00536924
Cell_186	3.71891e-70	0.0596078	6.36004e-30	3.35619e-47	0.868979	0.0513004	3.46912e-48	0.0201127
Cell_187	1.21074e-62	0.268083	3.11306e-26	1.31109e-42	0.675483	0.0398933	2.75461e-42	0.0165405
Cell_188	4.4954e-20	1.07981e-30	0.0190542	0.935659	7.77402e-30	0.00584369	0.0394434	1.80734e-31
Cell_189	8.70288e-69	0.187145	2.34098e-44	1.57393e-52	0.751066	0.0443209	2.14282e-53	0.0174677
Cell_190	1.52367e-57	1.90886e-05	4.67272e-31	3.48851e-38	5.83327e-05	0.999259	5.69098e-39	0.000663758
Cell_191	1.35349e-47	1.98332e-28	4.297e-11	4.5817e-17	2.6334e-27	1	2.9553e-17	6.09623e-29
Cell_192	2.63876e-88	0.114202	3.11058e-59	4.23584e-70	0.818575	0.0482778	4.26898e-71	0.0189449
Cell_193	8.49261e-108	0.217198	9.01359e-44	1.38129e-49	0.723298	0.0427357	5.35841e-51	0.0167684
Cell_194	8.26193e-28	1.89443e-31	0.918226	2.47527e-06	2.20596e-30	0.0817715	1.91842e-07	5.14661e-32
Cell_195	3.59792e-45	0.119396	1.72615e-26	1.38059e-28	0.813598	0.0481441	1.47184e-29	0.0188619
Cell_196	9.01096e-50	0.848304	1.13082e-35	6.5811e-42	0.140022	0.00842621	9.31626e-44	0.00324786
Cell_197	1.74484e-47	0.933149	1.40209e-22	1.14742e-25	0.0611765	0.00425655	1.9881e-26	0.0014184
Cell_198	1.71217e-66	0.430457	7.63824e-38	1.26022e-41	0.524456	0.030967	3.19456e-42	0.01412
Cell_199	0.128345	1.62553e-41	0.00251491	0.863524	1.31792e-40	0.000106942	0.00550992	3.05451e-42
Cell_200	2.93271e-14	7.89468e-35	6.84056e-13	9.41583e-11	1.16233e-33	1	1.49817e-12	2.73547e-35
Cell_201	4.86442e-62	0.369944	2.55494e-37	4.80398e-56	0.581913	0.0344225	3.86953e-57	0.0137202
Cell_202	1.9426e-74	0.485063	1.5377e-39	1.64188e-59	0.475858	0.0280647	1.21853e-60	0.0110142
Cell_203	2.24683e-43	0.71916	4.24724e-23	4.47042e-23	0.257374	0.0171631	2.86527e-23	0.0063023
Cell_204	5.25817e-56	0.00120943	1.60198e-26	1.22121e-35	0.00173618	0.996997	2.76892e-36	5.75983e-05
Cell_205	5.60402e-81	3.27798e-07	7.08682e-52	2.11144e-62	6.69335e-07	0.999999	1.85458e-63	1.5491e-08
Cell_206	6.65701e-31	6.91564e-39	0.869216	7.40539e-16	4.91862e-39	0.130784	7.85435e-17	1.13861e-40
Cell_207	6.6599e-72	0.0834306	5.64108e-49	6.88828e-54	0.846933	0.049949	3.37977e-55	0.0196877
Cell_208	7.59268e-57	0.570884	6.20868e-24	2.47662e-40	0.396171	0.0237638	1.71565e-41	0.00918081
Cell_209	2.36732e-69	2.1641e-13	4.16678e-53	4.62627e-52	4.8441e-13	2.85754e-14	9.11685e-53	1
Cell_210	1.14815e-44	0.0607231	0.000168382	1.77379e-24	0.821888	0.0943786	1.06568e-25	0.0228418
Cell_211	4.5114e-86	0.137347	4.13562e-39	1.73689e-59	0.796608	0.0472972	5.39045e-60	0.0187478
Cell_212	1.20093e-93	0.0540686	2.56968e-35	2.49821e-60	0.874033	0.0516335	4.25923e-61	0.0202648
Cell_213	2.70364e-79	0.999998	4.19418e-46	3.23749e-61	2.04879e-06	1.29823e-07	4.52441e-62	4.75676e-08
Cell_214	5.34342e-43	0.296798	8.43051e-33	9.43889e-35	0.649797	0.0383553	2.31104e-36	0.0150492
Cell_215	1.73506e-92	5.34905e-21	9.48419e-71	4.81478e-76	2.63867e-20	1.56203e-21	2.21406e-77	1
Cell_216	1.0516e-63	0.749482	8.30061e-26	3.86011e-29	0.230303	0.0138144	1.79483e-30	0.00640056
Cell_217	2.83288e-60	0.90668	6.94951e-43	3.31258e-45	0.0860641	0.0051293	4.44825e-46	0.00212645
Cell_218	5.02321e-42	0.574164	2.61033e-28	5.13523e-38	0.0596959	0.364753	3.39627e-40	0.00138728
Cell_219	1.96765e-17	3.27157e-34	2.65267e-11	6.20762e-10	3.90639e-35	1	4.7183e-11	1.54958e-36
Cell_220	9.41648e-79	0.162897	2.07715e-68	5.32285e-70	0.773571	0.0456237	1.31795e-71	0.017909
Cell_221	6.67013e-88	1.37501e-31	5.2785e-71	6.99778e-81	1.62137e-30	9.56203e-32	3.29289e-82	1
Cell_222	1.73932e-105	0.306091	1.99274e-79	6.02186e-89	0.641232	0.0378247	1.80249e-89	0.0148526
Cell_223	8.58402e-59	0.144212	1.36029e-26	2.54034e-27	0.789146	0.0465875	1.18237e-27	0.0200544
Cell_224	2.66419e-07	8.60761e-27	0.00755784	0.975023	2.7118e-27	0.00133283	0.0160865	6.34789e-29
Cell_225	0.00435853	2.05397e-47	0.00757213	0.970796	1.7906e-48	0.000682947	0.0165899	4.14432e-50
Cell_226	1.16681e-34	4.17376e-13	5.16399e-13	1.69897e-15	1.71311e-13	1	1.88746e-16	3.96482e-15
