cell	Node 0	Node 1	Node 2
Cell_1145	1.78723e-78	0.646443	0.353557
Cell_1146	7.20204e-103	0.646447	0.353553
Cell_1147	1.36231e-62	0.645656	0.354344
Cell_1148	3.70563e-18	0.645863	0.354137
Cell_1149	1.38868e-48	0.646279	0.353721
Cell_1150	3.91753e-47	0.646479	0.353521
Cell_1151	4.61328e-71	0.646469	0.353531
Cell_1152	1.32636e-41	0.646444	0.353556
Cell_1153	1.42379e-26	0.931462	0.0685383
Cell_1154	0.994373	4.15159e-34	0.00562658
Cell_1155	6.45963e-79	1	7.97449e-16
Cell_1156	0.895478	1.24e-27	0.104522
Cell_1157	1.15938e-43	0.646445	0.353555
Cell_1158	2.44594e-24	0.00412617	0.995874
Cell_1159	8.6053e-43	0.651566	0.348434
Cell_1160	1.07967e-124	1	1.6836e-30
Cell_1161	2.433e-52	0.646407	0.353593
Cell_1162	3.42606e-16	0.454153	0.545847
Cell_1163	6.9798e-45	0.623878	0.376122
Cell_1164	1.32274e-62	0.646447	0.353553
Cell_1165	3.13911e-55	1	1.44566e-19
Cell_1166	3.58579e-25	1	1.44204e-09
Cell_1167	3.4937e-73	0.648346	0.351654
Cell_1168	8.08343e-31	0.646113	0.353887
Cell_1169	7.39859e-64	0.646511	0.353489
Cell_1170	5.17107e-37	0.646736	0.353264
Cell_1171	9.86511e-72	0.97219	0.0278103
Cell_1172	8.7878e-43	0.646628	0.353372
Cell_1173	0.995297	1.6038e-37	0.00470268
Cell_1174	7.02777e-30	0.648143	0.351857
Cell_1175	0.998503	2.11305e-33	0.00149742
Cell_1176	9.26509e-51	0.64646	0.35354
Cell_1177	2.57226e-18	0.454209	0.545791
Cell_1178	9.05536e-39	0.999699	0.00030118
Cell_1179	1.42663e-42	0.646133	0.353867
Cell_1180	0.985199	1.24999e-37	0.0148006
Cell_1181	1.95066e-21	0.642869	0.357131
Cell_1182	6.42218e-31	0.646153	0.353847
Cell_1183	7.06093e-93	0.999938	6.15735e-05
Cell_1184	2.99171e-31	0.646082	0.353918
Cell_1185	2.24753e-97	0.996389	0.00361132
Cell_1186	4.44857e-37	1	4.36755e-11
Cell_1187	2.92555e-55	0.646334	0.353666
Cell_1188	6.58725e-50	1	2.28637e-13
Cell_1189	1.68394e-71	0.646231	0.353769
Cell_1190	5.22735e-27	0.643896	0.356104
Cell_1191	1.37857e-37	0.0239638	0.976036
Cell_1192	8.0473e-69	0.646465	0.353535
Cell_1193	3.33297e-12	0.64243	0.35757
Cell_1194	9.73677e-36	0.646258	0.353742
Cell_1195	9.87243e-56	1	3.15331e-12
Cell_1196	2.3203e-32	0.646424	0.353576
Cell_1197	6.82884e-26	0.646525	0.353475
Cell_1198	3.02972e-60	0.646422	0.353578
Cell_1199	5.47099e-78	0.646446	0.353554
Cell_1200	1.84327e-52	0.99957	0.000430307
Cell_1201	3.68218e-25	0.969423	0.0305773
Cell_1202	7.27082e-24	0.964477	0.0355227
Cell_1203	1.95502e-75	0.645192	0.354808
Cell_1204	2.9683e-69	0.646443	0.353557
Cell_1205	5.81194e-39	0.646586	0.353414
Cell_1206	6.29283e-82	0.992144	0.00785561
Cell_1207	4.5059e-26	0.645841	0.354159
Cell_1208	9.7768e-14	1.44079e-38	1
Cell_1209	1.99527e-22	0.485103	0.514897
Cell_1210	0.924509	1.74628e-07	0.0754909
Cell_1211	1.20145e-59	0.646439	0.353561
Cell_1212	0.994439	4.21933e-38	0.00556128
Cell_1213	2.48908e-70	0.646675	0.353325
Cell_1214	0.999887	1.57635e-23	0.000113254
Cell_1215	3.71701e-36	0.646182	0.353818
Cell_1216	2.24658e-37	0.664664	0.335336
Cell_1217	2.26187e-32	0.646238	0.353762
Cell_1218	1.00823e-33	1	4.48071e-08
Cell_1219	2.90504e-62	0.646437	0.353563
Cell_1220	4.11263e-54	0.702016	0.297984
Cell_1221	3.39503e-42	0.646079	0.353921
Cell_1222	1.70917e-77	1	3.89975e-21
Cell_1223	1.30639e-28	0.65021	0.34979
Cell_1224	2.24896e-61	0.64644	0.35356
Cell_1225	2.82737e-49	0.999943	5.72572e-05
Cell_1226	6.38857e-66	0.999963	3.74494e-05
Cell_1227	3.75152e-20	3.29335e-19	1
Cell_1228	3.32162e-30	0.643279	0.356721
Cell_1229	9.31211e-38	0.646405	0.353595
Cell_1230	1.86129e-65	1	2.01197e-10
Cell_1231	6.42276e-59	0.646412	0.353588
Cell_1232	0.998838	4.37712e-43	0.00116193
Cell_1233	8.38071e-48	0.994907	0.00509283
Cell_1234	2.28348e-51	0.646726	0.353274
Cell_1235	3.01172e-57	0.999992	8.2053e-06
Cell_1236	9.55473e-71	0.64654	0.35346
Cell_1237	1.284e-63	0.646449	0.353551
Cell_1238	3.53444e-82	0.646443	0.353557
Cell_1239	1.67882e-54	0.64643	0.35357
Cell_1240	4.13701e-84	1	1.19905e-13
Cell_1241	7.73642e-36	0.647249	0.352751
Cell_1242	1.58649e-29	0.645671	0.354329
Cell_1243	5.14945e-52	0.682113	0.317887
Cell_1244	2.19197e-11	2.87303e-27	1
Cell_1245	4.59476e-21	9.92157e-29	1
Cell_1246	4.63814e-33	0.64636	0.35364
Cell_1247	6.32198e-12	0.484634	0.515366
Cell_1248	9.902e-31	1.06665e-17	1
Cell_1249	0.960586	1.55962e-20	0.0394135
Cell_1250	6.49964e-31	0.646363	0.353637
Cell_1251	7.27924e-62	0.646369	0.353631
Cell_1252	3.89352e-92	1	1.72632e-17
Cell_1253	4.7095e-77	0.646383	0.353617
Cell_1254	3.59322e-40	0.984234	0.0157662
Cell_1255	1.9501e-47	0.646454	0.353546
Cell_1256	9.86191e-35	0.645879	0.354121
Cell_1257	9.4073e-74	1	3.81912e-26
Cell_1258	3.28627e-56	0.646608	0.353392
Cell_1259	1.7746e-53	0.646318	0.353682
Cell_1260	0.999601	2.18544e-38	0.000398581
Cell_1261	7.85039e-115	0.646453	0.353547
Cell_1262	3.98921e-24	0.642994	0.357006
Cell_1263	7.03034e-24	0.454159	0.545841
Cell_1264	2.78949e-75	0.653255	0.346745
Cell_1265	2.08234e-80	0.646442	0.353558
Cell_1266	2.1547e-38	0.667916	0.332084
Cell_1267	9.90224e-21	2.50204e-20	1
Cell_1268	9.14111e-51	0.000146252	0.999854
Cell_1269	1.97525e-37	0.646451	0.353549
Cell_1270	4.62827e-54	0.654823	0.345177
Cell_1271	2.44368e-37	0.786515	0.213485
Cell_1272	1.75826e-15	0.629139	0.370861
Cell_1273	6.3974e-48	0.00821283	0.991787
Cell_1274	2.45998e-48	0.00157762	0.998422
Cell_1275	7.69623e-45	0.646266	0.353734
Cell_1276	1.42281e-43	0.654594	0.345406
Cell_1277	3.09194e-30	0.642483	0.357517
Cell_1278	3.47223e-53	1	1.20648e-13
Cell_1279	4.19804e-17	2.31443e-06	0.999998
Cell_1280	5.25688e-44	0.646462	0.353538
Cell_1281	0.999144	1.21404e-49	0.000855697
Cell_1282	0.244237	2.12654e-07	0.755763
Cell_1283	0.997377	1.82894e-14	0.00262251
Cell_1284	0.999707	3.19943e-21	0.000293373
Cell_1285	0.999568	1.71187e-22	0.000432322
Cell_1286	3.33661e-46	0.64689	0.35311
Cell_1287	1.06476e-100	1	8.91746e-18
Cell_1288	3.34774e-16	1.5894e-08	1
Cell_1289	2.07527e-50	1	4.99639e-10
Cell_1290	1.66429e-52	0.676884	0.323116
Cell_1291	9.89332e-25	0.999959	4.0752e-05
Cell_1292	2.91482e-41	6.20673e-09	1
Cell_1293	3.06989e-33	0.734143	0.265857
Cell_1294	9.55123e-27	9.2083e-08	1
Cell_1295	3.73352e-51	0.646415	0.353585
Cell_1296	1.01645e-47	1	3.41561e-12
Cell_1297	0.981963	1.91406e-39	0.0180368
Cell_1298	2.6844e-67	0.646442	0.353558
Cell_1299	7.23187e-26	0.646009	0.353991
Cell_1300	3.33386e-75	1	1.51107e-10
Cell_1301	7.17605e-19	0.646071	0.353929
Cell_1302	5.681e-66	0.63774	0.36226
Cell_1303	8.73421e-43	0.643955	0.356045
Cell_1304	6.06313e-31	0.646183	0.353817
Cell_1305	3.33574e-55	0.646296	0.353704
Cell_1306	6.4516e-16	0.608019	0.391981
Cell_1307	5.35758e-35	0.455084	0.544916
Cell_1308	8.99415e-31	0.647819	0.352181
Cell_1309	9.97626e-113	1	4.7301e-25
Cell_1310	7.30959e-83	0.646214	0.353786
Cell_1311	2.38406e-35	0.646516	0.353484
Cell_1312	1.44534e-100	0.958664	0.0413358
Cell_1313	5.71914e-27	3.56793e-10	1
Cell_1314	8.37459e-33	1	9.38585e-12
Cell_1315	8.3446e-08	0.637708	0.362292
Cell_1316	2.55902e-20	0.999969	3.13292e-05
Cell_1317	6.48716e-62	0.64647	0.35353
Cell_1318	1.66522e-72	1	1.21123e-13
Cell_1319	6.27728e-30	0.0051452	0.994855
Cell_1320	8.7692e-51	0.203953	0.796047
Cell_1321	2.39576e-14	0.644975	0.355025
Cell_1322	2.81931e-14	7.69214e-08	1
Cell_1323	3.49555e-32	0.646067	0.353933
Cell_1324	8.93896e-88	0.646466	0.353534
Cell_1325	1.16565e-63	1	2.57728e-13
Cell_1326	0.999271	1.792e-35	0.0007291
Cell_1327	9.79366e-40	0.999999	8.46645e-07
Cell_1328	4.04978e-51	0.64674	0.35326
Cell_1329	2.93052e-43	0.645034	0.354966
Cell_1330	1.10609e-19	0.642787	0.357213
Cell_1331	6.42781e-84	0.646443	0.353557
Cell_1332	0.983958	0.00728593	0.00875592
Cell_1333	7.45546e-70	0.99962	0.000380035
Cell_1334	8.05747e-45	0.646513	0.353487
Cell_1335	3.89302e-80	1	2.06748e-16
Cell_1336	5.58292e-16	0.454171	0.545829
Cell_1337	0.999722	1.47032e-32	0.000277545
Cell_1338	0.99698	4.00932e-18	0.00301951
Cell_1339	2.40531e-61	0.999999	1.32457e-06
Cell_1340	0.999794	1.62925e-33	0.000205586
Cell_1341	4.14626e-97	0.999999	1.2583e-06
Cell_1342	1.38793e-39	0.646419	0.353581
Cell_1343	5.98817e-26	0.645381	0.354619
Cell_1344	8.31651e-79	0.952626	0.0473735
Cell_1345	1.69948e-41	0.64645	0.35355
Cell_1346	4.36721e-22	0.999999	5.90662e-07
Cell_1347	0.000223559	4.94962e-33	0.999776
Cell_1348	8.09849e-13	4.24591e-32	1
Cell_1349	5.27122e-66	0.000776275	0.999224
Cell_1350	3.23581e-14	0.0369097	0.96309
Cell_1351	6.44802e-39	0.644444	0.355556
Cell_1352	3.31342e-32	0.647514	0.352486
Cell_1353	4.35932e-58	0.646496	0.353504
Cell_1354	1.5981e-48	0.646393	0.353607
Cell_1355	1.26467e-38	0.646444	0.353556
Cell_1356	4.80819e-104	0.646445	0.353555
Cell_1357	2.65012e-19	1.39841e-25	1
Cell_1358	6.80878e-22	0.644495	0.355505
Cell_1359	8.26082e-61	0.646441	0.353559
Cell_1360	0.999557	6.39115e-25	0.000442535
Cell_1361	1.51139e-54	1	4.20004e-10
Cell_1362	1.41618e-15	0.642567	0.357433
Cell_1363	2.90338e-23	3.09182e-11	1
Cell_1364	4.80185e-42	0.645312	0.354688
Cell_1365	1.01994e-36	0.64655	0.35345
Cell_1366	6.63799e-39	0.646431	0.353569
Cell_1367	1.31925e-70	0.646665	0.353335
Cell_1368	4.9423e-32	0.64648	0.35352
Cell_1369	3.77853e-50	0.646441	0.353559
Cell_1370	6.17433e-27	0.64582	0.35418
Cell_1371	1.33014e-42	0.646489	0.353511
Cell_1372	7.42043e-75	1	2.30149e-27
Cell_1373	1.04976e-45	0.649438	0.350562
Cell_1374	7.62456e-71	0.997667	0.00233272
Cell_1375	3.20202e-52	0.641287	0.358713
Cell_1376	1.73596e-26	0.645817	0.354183
Cell_1377	2.8308e-53	0.646455	0.353545
Cell_1378	8.47553e-33	0.649698	0.350302
Cell_1379	6.43584e-57	0.646426	0.353574
Cell_1380	6.73569e-51	0.646578	0.353422
Cell_1381	1.7374e-42	0.646339	0.353661
Cell_1382	3.34012e-30	0.999949	5.08977e-05
Cell_1383	6.55781e-63	0.646532	0.353468
Cell_1384	4.36654e-64	0.646481	0.353519
Cell_1385	6.7413e-71	0.646504	0.353496
Cell_1386	1.49322e-14	0.645029	0.354971
Cell_1387	0.998449	2.78582e-48	0.00155127
Cell_1388	1.63622e-88	1	2.23685e-08
Cell_1389	7.50924e-26	0.454843	0.545157
Cell_1390	1.24635e-48	0.646156	0.353844
Cell_1391	8.70786e-54	0.646439	0.353561
Cell_1392	1.61389e-13	3.84884e-11	1
Cell_1393	1.2408e-27	0.657394	0.342606
Cell_1394	3.01034e-13	2.03579e-16	1
Cell_1395	0.000102651	1.98167e-18	0.999897
Cell_1396	2.59773e-51	0.641298	0.358702
Cell_1397	6.34508e-38	0.646341	0.353659
Cell_1398	0.999627	2.69004e-34	0.00037294
Cell_1399	2.97972e-46	0.646817	0.353183
Cell_1400	1.98764e-24	0.642427	0.357573
Cell_1401	4.49346e-37	0.643931	0.356069
Cell_1402	1.33402e-31	0.65149	0.34851
Cell_1403	7.1161e-56	0.646445	0.353555
Cell_1404	9.33432e-94	0.646438	0.353562
Cell_1405	0.999968	1.08036e-21	3.18498e-05
Cell_1406	8.29758e-43	1	1.27981e-09
Cell_1407	1.34339e-23	0.646305	0.353695
Cell_1408	2.29977e-69	0.646099	0.353901
Cell_1409	4.40102e-35	0.786525	0.213475
Cell_1410	3.32523e-84	0.646444	0.353556
Cell_1411	3.12376e-70	0.641176	0.358824
Cell_1412	2.77542e-29	0.646181	0.353819
Cell_1413	4.074e-68	0.645037	0.354963
Cell_1414	1.00055e-49	0.646537	0.353463
Cell_1415	1.18447e-20	0.00178754	0.998212
Cell_1416	6.77791e-51	0.646446	0.353554
Cell_1417	6.26325e-15	0.00581614	0.994184
Cell_1418	2.62511e-38	0.50075	0.49925
Cell_1419	9.3072e-35	0.646286	0.353714
Cell_1420	8.44644e-72	0.646443	0.353557
Cell_1421	2.23266e-50	0.647306	0.352694
Cell_1422	3.72027e-41	3.45925e-18	1
Cell_1423	6.04628e-50	0.645817	0.354183
Cell_1424	1.70775e-51	0.999997	2.73911e-06
Cell_1425	1.19753e-15	0.645497	0.354503
Cell_1426	9.80368e-29	0.646418	0.353582
Cell_1427	4.81346e-27	0.586532	0.413468
Cell_1428	1.4741e-52	0.646544	0.353456
Cell_1429	5.668e-64	0.999895	0.000105431
Cell_1430	7.34876e-26	1	1.61222e-09
Cell_1431	3.8837e-91	0.646445	0.353555
Cell_1432	8.12753e-53	0.454382	0.545618
Cell_1433	1.06322e-13	0.634323	0.365677
Cell_1434	8.06477e-58	1	1.54497e-11
Cell_1435	1.25466e-61	0.64635	0.35365
Cell_1436	6.55579e-51	0.647851	0.352149
Cell_1437	5.9774e-50	0.999634	0.000366398
Cell_1438	8.3165e-40	0.670893	0.329107
Cell_1439	2.79186e-30	2.05539e-10	1
Cell_1440	5.21718e-67	0.999988	1.17224e-05
Cell_1441	6.80311e-92	0.646446	0.353554
Cell_1442	1.15838e-19	7.18409e-28	1
Cell_1443	1.94664e-60	1	5.75427e-08
Cell_1444	3.0494e-32	0.642961	0.357039
Cell_1445	4.91327e-17	2.2489e-47	1
Cell_1446	4.42256e-23	0.0513397	0.94866
Cell_1447	1.57018e-06	1.40886e-36	0.999998
Cell_1448	0.965615	1.79323e-30	0.0343848
Cell_1449	0.998814	1.09568e-12	0.00118637
Cell_1450	2.94946e-31	0.629609	0.370391
Cell_1451	4.73081e-55	1	1.43588e-10
Cell_1452	2.981e-62	0.64646	0.35354
Cell_1453	0.999919	8.9983e-30	8.1301e-05
Cell_1454	2.79564e-66	1	3.24462e-32
Cell_1455	4.7131e-55	0.999957	4.28268e-05
Cell_1456	3.61294e-80	0.646457	0.353543
Cell_1457	2.53524e-43	0.645967	0.354033
Cell_1458	4.42913e-53	0.634127	0.365873
Cell_1459	2.86167e-74	0.64644	0.35356
Cell_1460	1.66561e-24	1.32305e-39	1
Cell_1461	1.35838e-60	0.646461	0.353539
Cell_1462	5.14234e-81	0.658547	0.341453
Cell_1463	3.64513e-59	0.646634	0.353366
Cell_1464	9.96886e-40	0.639967	0.360033
Cell_1465	4.29904e-48	0.646314	0.353686
Cell_1466	6.4539e-33	0.999993	7.16028e-06
Cell_1467	2.33136e-88	0.646447	0.353553
Cell_1468	5.66769e-85	0.646445	0.353555
Cell_1469	6.10949e-26	1.4557e-46	1
Cell_1470	8.8914e-18	0.645788	0.354212
Cell_1471	1.00778e-39	0.646439	0.353561
Cell_1472	1.92526e-15	0.00162384	0.998376
Cell_1473	5.89189e-70	0.646438	0.353562
Cell_1474	5.59909e-34	0.646154	0.353846
Cell_1475	1.53043e-47	0.646725	0.353275
Cell_1476	4.04785e-54	0.64589	0.35411
Cell_1477	1.97821e-41	0.643559	0.356441
Cell_1478	1.48909e-58	0.999915	8.52085e-05
Cell_1479	7.57491e-38	0.646222	0.353778
Cell_1480	1.66089e-38	0.646431	0.353569
Cell_1481	1.24581e-08	0.999993	7.41754e-06
Cell_1482	1.96553e-51	0.646436	0.353564
Cell_1483	2.437e-30	8.96372e-19	1
Cell_1484	7.83225e-63	0.646461	0.353539
Cell_1485	2.00683e-60	0.651567	0.348433
Cell_1486	3.63291e-13	5.01912e-20	1
Cell_1487	7.02167e-05	1.32636e-15	0.99993
Cell_1488	3.34879e-62	0.646364	0.353636
Cell_1489	8.17891e-17	0.64692	0.35308
Cell_1490	0.963907	0.0164021	0.019691
Cell_1491	2.47526e-79	0.646485	0.353515
Cell_1492	7.66409e-63	0.646316	0.353684
Cell_1493	2.9029e-62	0.646514	0.353486
Cell_1494	1.17356e-21	0.6086	0.3914
Cell_1495	2.81362e-22	0.00122601	0.998774
Cell_1496	1.69221e-46	0.646951	0.353049
Cell_1497	2.74091e-50	0.646433	0.353567
Cell_1498	9.82657e-06	6.70428e-29	0.99999
Cell_1499	2.85014e-28	0.646503	0.353497
Cell_1500	2.90054e-22	0.646444	0.353556
Cell_1501	8.94324e-55	0.64635	0.35365
Cell_1502	0.000360955	0.621059	0.37858
Cell_1503	2.1631e-35	0.646379	0.353621
Cell_1504	1.86721e-07	0.454278	0.545722
Cell_1505	6.35023e-65	1	3.89872e-10
Cell_1506	1.87216e-27	9.20258e-07	0.999999
Cell_1507	1.10437e-15	0.644578	0.355422
Cell_1508	8.56631e-30	4.85118e-15	1
Cell_1509	2.02401e-66	0.646743	0.353257
Cell_1510	1.3762e-44	0.646243	0.353757
Cell_1511	1.00301e-58	0.646629	0.353371
Cell_1512	6.78349e-50	0.786393	0.213607
Cell_1513	1.77578e-39	0.646691	0.353309
Cell_1514	0.999394	2.9372e-18	0.000605929
Cell_1515	5.10895e-32	0.638245	0.361755
Cell_1516	2.73395e-29	6.66232e-11	1
Cell_1517	1.83323e-57	1	1.36794e-15
Cell_1518	1.96434e-28	0.621262	0.378738
Cell_1519	7.7938e-100	1	2.78832e-24
Cell_1520	3.11936e-75	0.646491	0.353509
Cell_1521	2.08785e-35	0.646437	0.353563
Cell_1522	1.50123e-30	0.646425	0.353575
Cell_1523	7.08795e-36	0.955127	0.0448734
Cell_1524	7.92191e-31	0.646258	0.353742
Cell_1525	1.82119e-21	0.454149	0.545851
Cell_1526	3.64394e-17	0.645804	0.354196
Cell_1527	6.87037e-25	0.644805	0.355195
Cell_1528	2.38926e-28	0.999982	1.77945e-05
Cell_1529	8.18308e-41	0.646393	0.353607
Cell_1530	1.22613e-34	0.646345	0.353655
Cell_1531	5.86358e-34	0.998494	0.00150598
Cell_1532	1.70661e-81	1	6.87005e-11
Cell_1533	0.999834	9.52293e-13	0.000166393
Cell_1534	4.24274e-35	0.643004	0.356996
Cell_1535	4.15595e-42	0.646778	0.353222
Cell_1536	4.08103e-17	0.586501	0.413499
Cell_1537	0.999618	5.07074e-43	0.000381564
Cell_1538	4.15813e-25	0.643688	0.356312
Cell_1539	9.65632e-50	0.657945	0.342055
Cell_1540	0.999595	2.9911e-17	0.000405494
Cell_1541	2.30351e-81	0.647259	0.352741
Cell_1542	1.48876e-75	1	6.83934e-19
Cell_1543	8.44033e-70	0.646443	0.353557
Cell_1544	4.44593e-53	0.646455	0.353545
Cell_1545	4.24486e-27	0.454281	0.545719
Cell_1546	5.49304e-95	0.646571	0.353429
Cell_1547	8.98645e-63	0.646463	0.353537
Cell_1548	0.998357	3.03886e-23	0.00164288
Cell_1549	9.48645e-34	1	3.63681e-07
Cell_1550	2.42308e-47	0.646192	0.353808
Cell_1551	2.28153e-45	1	2.28795e-11
Cell_1552	2.36785e-37	0.646441	0.353559
Cell_1553	3.23683e-36	1	6.7799e-09
Cell_1554	0.998746	1.68959e-15	0.00125446
Cell_1555	1.93043e-30	0.646533	0.353467
Cell_1556	1.53107e-38	7.1134e-23	1
Cell_1557	1.45794e-46	0.96686	0.0331399
Cell_1558	4.0713e-69	1	1.61785e-16
Cell_1559	3.83539e-28	0.653653	0.346347
Cell_1560	6.03594e-19	1.0841e-09	1
Cell_1561	5.32054e-67	0.646445	0.353555
Cell_1562	6.32555e-38	0.644805	0.355195
Cell_1563	0.000174775	3.38738e-17	0.999825
Cell_1564	1.3279e-31	0.999802	0.000197825
Cell_1565	8.91217e-69	0.786459	0.213541
Cell_1566	3.30514e-43	1	1.77399e-08
Cell_1567	4.12262e-50	0.646284	0.353716
Cell_1568	0.999935	5.46439e-37	6.51085e-05
Cell_1569	1.70074e-57	0.946392	0.0536076
Cell_1570	2.33983e-53	0.646074	0.353926
Cell_1571	5.18255e-32	0.645962	0.354038
Cell_1572	3.98966e-42	0.646605	0.353395
Cell_1573	4.34098e-70	0.646501	0.353499
Cell_1574	7.57978e-106	1	1.57289e-07
Cell_1575	1.66724e-51	1	5.01755e-19
Cell_1576	8.18381e-25	0.645942	0.354058
Cell_1577	3.50564e-50	0.968452	0.0315476
Cell_1578	1.86534e-21	0.608481	0.391519
Cell_1579	7.01413e-28	0.646273	0.353727
Cell_1580	4.67315e-28	0.646149	0.353851
Cell_1581	1.58531e-42	0.646417	0.353583
Cell_1582	0.855289	4.34185e-24	0.144711
Cell_1583	2.40233e-53	1	3.1961e-16
Cell_1584	1.50928e-33	0.645024	0.354976
Cell_1585	5.56724e-38	0.621735	0.378265
Cell_1586	2.71303e-48	0.646417	0.353583
Cell_1587	1.38421e-44	0.646449	0.353551
Cell_1588	1.12638e-40	0.999826	0.000174453
Cell_1589	3.65452e-47	0.646443	0.353557
Cell_1590	2.64203e-19	0.639722	0.360278
Cell_1591	4.97953e-23	0.646478	0.353522
Cell_1592	0.999595	2.39898e-30	0.000404898
Cell_1593	1.118e-39	0.646433	0.353567
Cell_1594	1.7989e-27	0.627052	0.372948
Cell_1595	2.94468e-58	0.64728	0.35272
Cell_1596	5.88927e-40	0.650834	0.349166
Cell_1597	2.83512e-61	1	4.95551e-07
Cell_1598	1.48194e-61	0.646466	0.353534
Cell_1599	5.28772e-36	0.644565	0.355435
Cell_1600	5.14017e-73	0.646444	0.353556
Cell_1601	4.34063e-13	1.11286e-16	1
Cell_1602	4.25315e-41	0.64624	0.35376
Cell_1603	1.52745e-30	0.645673	0.354327
Cell_1604	5.13553e-17	0.650713	0.349287
Cell_1605	1.18191e-42	0.646426	0.353574
Cell_1606	2.86915e-37	0.646438	0.353562
Cell_1607	3.92831e-51	0.646441	0.353559
Cell_1608	2.28473e-73	0.646413	0.353587
Cell_1609	1.80944e-25	0.638395	0.361605
Cell_1610	2.73065e-57	0.646469	0.353531
Cell_1611	2.09203e-31	0.645597	0.354403
Cell_1612	3.35334e-18	2.16857e-12	1
Cell_1613	7.15583e-26	0.645782	0.354218
Cell_1614	6.80548e-63	0.633531	0.366469
Cell_1615	1.24203e-39	0.646414	0.353586
Cell_1616	5.25686e-29	0.6451	0.3549
Cell_1617	3.21428e-62	1	2.72296e-11
Cell_1618	6.62026e-36	0.646398	0.353602
Cell_1619	7.75896e-26	0.642298	0.357702
Cell_1620	2.40921e-18	4.30352e-30	1
Cell_1621	3.87299e-26	0.0689961	0.931004
Cell_1622	2.64789e-30	0.649447	0.350553
Cell_1623	1.12291e-36	0.643266	0.356734
Cell_1624	1.94866e-81	1	1.38058e-10
Cell_1625	9.57654e-45	0.646608	0.353392
Cell_1626	1.88291e-14	0.00179212	0.998208
Cell_1627	1.90608e-32	0.645507	0.354493
Cell_1628	1.5352e-38	0.647542	0.352458
Cell_1629	4.34981e-57	1	5.19025e-10
Cell_1630	5.96596e-28	0.645717	0.354283
Cell_1631	3.48606e-24	0.646817	0.353183
Cell_1632	4.55686e-07	9.46277e-53	1
Cell_1633	3.86653e-44	0.646349	0.353651
Cell_1634	6.29619e-67	0.646439	0.353561
Cell_1635	5.39436e-50	0.999481	0.000518895
Cell_1636	1.00434e-31	0.648051	0.351949
Cell_1637	5.36333e-49	0.982708	0.0172924
Cell_1638	7.31841e-40	0.646426	0.353574
Cell_1639	4.18671e-35	0.645957	0.354043
Cell_1640	1.32173e-28	0.645731	0.354269
Cell_1641	1.57062e-54	0.655317	0.344683
Cell_1642	5.56358e-56	0.646443	0.353557
Cell_1643	1.95208e-34	0.646962	0.353038
Cell_1644	1.64766e-47	0.64645	0.35355
Cell_1645	8.69143e-58	0.649607	0.350393
Cell_1646	1.3695e-49	0.647298	0.352702
Cell_1647	9.60756e-67	0.988669	0.0113314
Cell_1648	3.7036e-74	0.64646	0.35354
Cell_1649	0.999846	5.86369e-12	0.000154349
Cell_1650	3.79958e-37	0.875932	0.124068
Cell_1651	7.67687e-17	0.644768	0.355232
Cell_1652	2.76881e-32	0.646049	0.353951
Cell_1653	9.9807e-32	0.646544	0.353456
Cell_1654	1.89773e-26	0.644578	0.355422
Cell_1655	8.35377e-29	0.999999	1.26509e-06
Cell_1656	0.995043	4.287e-27	0.00495675
Cell_1657	3.49389e-32	0.645488	0.354512
Cell_1658	8.59857e-65	0.648123	0.351877
Cell_1659	9.24162e-28	0.646047	0.353953
Cell_1660	2.55652e-28	0.639915	0.360085
Cell_1661	8.69671e-61	0.64671	0.35329
Cell_1662	2.8951e-76	1	1.44276e-21
Cell_1663	1.09514e-61	0.646447	0.353553
Cell_1664	2.78998e-40	0.645704	0.354296
Cell_1665	7.15148e-19	2.68546e-21	1
Cell_1666	6.19329e-25	0.644418	0.355582
Cell_1667	1.05481e-16	7.11275e-23	1
Cell_1668	2.68718e-26	0.65301	0.34699
Cell_1669	6.80937e-34	3.70568e-28	1
Cell_1670	0.999769	2.27479e-44	0.000231106
Cell_1671	3.06287e-57	0.00406323	0.995937
Cell_1672	1.88965e-143	1	2.80356e-23
Cell_1673	7.95085e-21	0.996366	0.0036338
Cell_1674	0.999106	6.22644e-24	0.000894264
Cell_1675	3.3157e-73	1	1.14166e-13
Cell_1676	3.24198e-40	0.785992	0.214008
Cell_1677	2.52292e-81	0.646574	0.353426
Cell_1678	5.85995e-22	0.629116	0.370884
Cell_1679	2.03054e-61	0.999804	0.000196045
Cell_1680	3.26907e-27	0.637777	0.362223
Cell_1681	0.998927	2.52675e-33	0.00107322
Cell_1682	0.994821	2.19827e-34	0.00517901
Cell_1683	2.10147e-92	0.999961	3.89145e-05
Cell_1684	8.10599e-60	0.646554	0.353446
Cell_1685	1.57962e-34	0.64579	0.35421
Cell_1686	0.99828	8.62055e-23	0.00172002
Cell_1687	1.51129e-98	0.646479	0.353521
Cell_1688	3.38427e-56	0.648964	0.351036
Cell_1689	0.998963	1.09067e-24	0.00103701
Cell_1690	4.74115e-50	0.646275	0.353725
Cell_1691	5.18315e-26	0.645889	0.354111
Cell_1692	7.69279e-46	1	4.18506e-09
Cell_1693	1.30129e-42	1	2.26915e-12
Cell_1694	1.42664e-88	1	2.44177e-29
Cell_1695	0.996791	1.20985e-18	0.0032094
Cell_1696	1.00905e-52	0.653803	0.346197
Cell_1697	1.37479e-16	3.8469e-34	1
