cell	Node 0	Node 1	Node 2	Node 3
Cell_217	4.70887e-40	5.40989e-34	1.13954e-08	1
Cell_218	2.09665e-27	2.4411e-21	4.49498e-07	1
Cell_219	1.11966e-11	8.43973e-23	4.79632e-05	0.999952
Cell_220	5.6081e-68	1.12667e-41	1.14724e-22	1
Cell_221	4.32756e-77	5.29141e-18	1	4.01149e-09
Cell_222	5.66589e-79	3.35533e-57	2.09261e-30	1
Cell_223	9.62171e-58	1.81721e-42	1	1.41865e-33
Cell_224	2.08674e-06	1.51686e-17	0.999998	1.16964e-08
Cell_225	0.0333749	2.41881e-13	0.966442	0.000183268
Cell_226	4.87261e-29	3.81251e-30	1	1.40889e-16
Cell_227	1.52752e-47	3.88311e-35	1	4.55689e-18
Cell_228	1.2953e-70	4.416e-50	1	4.45734e-35
Cell_229	1.07807e-62	2.00855e-38	3.30783e-10	1
Cell_230	1.13743e-42	6.89237e-22	1	1.30652e-10
Cell_231	5.50673e-53	1.34558e-35	1	2.66457e-23
Cell_232	5.91135e-37	1.37132e-32	1	1.19967e-23
Cell_233	6.49271e-42	1.0557e-30	1	2.51199e-07
Cell_234	5.70439e-59	1.5715e-41	1	2.8747e-20
Cell_235	1.65264e-17	1.68119e-27	0.638687	0.361313
Cell_236	2.73828e-39	5.1435e-24	1	3.97916e-15
Cell_237	2.24361e-63	1.78863e-38	1	8.82789e-21
Cell_238	9.90027e-13	7.17803e-24	0.998493	0.001507
Cell_239	3.98257e-55	7.06964e-28	1.13922e-17	1
Cell_240	4.51222e-44	1.64278e-29	1	7.59408e-11
Cell_241	5.02732e-35	1.66402e-29	1	5.35421e-17
Cell_242	1.88692e-06	2.06212e-17	0.999998	1.60984e-08
Cell_243	2.58151e-09	1.87085e-20	1	1.41749e-11
Cell_244	4.04626e-47	1.36929e-25	0.0394992	0.960501
Cell_245	2.20923e-97	7.81129e-46	1	1.70472e-26
Cell_246	2.72016e-30	3.78421e-27	1	4.1197e-14
Cell_247	3.66791e-44	1.53015e-27	1	6.20848e-17
Cell_248	3.31438e-14	5.17215e-25	1	3.9254e-16
Cell_249	4.98717e-59	1.83561e-42	5.58621e-07	0.999999
Cell_250	1.61785e-37	4.05833e-37	1	3.07197e-11
Cell_251	5.24512e-07	3.81094e-18	0.999999	2.91361e-09
Cell_252	2.3552e-18	1.86399e-29	1	1.43573e-15
Cell_253	7.2568e-42	2.73004e-33	1	8.74651e-17
Cell_254	2.25853e-38	1.79417e-24	0.999999	5.937e-07
Cell_255	4.41145e-69	1.32629e-32	1	4.19404e-15
Cell_256	1.56201e-83	4.27376e-35	6.08517e-05	0.999939
Cell_257	7.74293e-33	8.50421e-24	1	8.84702e-11
Cell_258	2.28697e-24	1.5303e-22	1	4.57837e-10
Cell_259	1.387e-67	1.40868e-47	1	4.74404e-35
Cell_260	2.79184e-43	3.5015e-35	1	2.75266e-22
Cell_261	2.75814e-45	1.69228e-32	0.96199	0.0380095
Cell_262	1.47032e-49	4.98996e-36	1	1.95712e-26
Cell_263	1.29946e-46	7.96946e-34	6.36159e-09	1
Cell_264	2.09537e-63	1.75834e-44	1	3.67756e-20
Cell_265	9.18672e-42	1.63802e-25	1	3.08238e-09
Cell_266	1.54355e-26	7.29898e-31	1	5.53634e-22
Cell_267	2.37529e-36	2.05609e-21	1	1.61278e-12
Cell_268	1.34136e-59	1.48428e-33	1	2.52822e-12
Cell_269	5.16189e-23	3.5694e-24	1	2.99007e-13
Cell_270	6.9618e-56	2.8021e-40	1	1.30736e-17
Cell_271	1.66647e-18	1.28363e-29	3.65309e-08	1
Cell_272	5.8259e-43	1.97692e-29	1	4.44361e-19
Cell_273	7.13723e-70	7.34867e-48	1.4554e-19	1
Cell_274	3.1903e-48	1.32188e-36	4.05797e-08	1
Cell_275	2.07848e-39	9.11986e-40	1	8.83082e-31
Cell_276	4.90705e-31	3.08621e-31	1	2.30171e-16
Cell_277	8.67067e-49	1.4438e-46	1	1.45711e-19
Cell_278	1.1224e-46	6.8157e-38	1	9.16784e-17
Cell_279	1.07499e-93	1.66448e-50	1.27119e-11	1
Cell_280	7.74932e-29	5.18e-27	1	1.17103e-09
Cell_281	9.99586e-19	4.32869e-20	9.05185e-06	0.999991
Cell_282	2.27524e-33	8.33712e-40	1	1.77222e-16
Cell_283	6.80286e-53	3.54204e-30	1	4.86782e-14
Cell_284	1.18881e-103	6.80833e-53	1	2.671e-24
Cell_285	6.54894e-25	8.42912e-28	1	3.43058e-15
Cell_286	1.86113e-83	1.54115e-35	2.32551e-07	1
Cell_287	1.07452e-41	2.28271e-31	7.21491e-10	1
Cell_288	4.39652e-64	1.36577e-48	5.39803e-18	1
Cell_289	1.00981e-38	1.26833e-30	1	2.31418e-16
Cell_290	8.96219e-43	3.94489e-32	0.999997	3.06657e-06
Cell_291	3.54386e-53	3.65716e-31	5.36471e-05	0.999946
Cell_292	4.8903e-39	2.13003e-39	1	2.98539e-25
Cell_293	7.93497e-14	1.02577e-16	1	3.07215e-07
Cell_294	7.60575e-38	6.71581e-15	0.999994	5.61744e-06
Cell_295	1.23731e-70	4.16436e-50	1	9.77202e-20
Cell_296	1.10396e-21	8.58852e-33	1	5.57784e-11
Cell_297	9.543e-84	3.02629e-39	1	8.76848e-19
Cell_298	1.05939e-15	7.69599e-27	1	5.83283e-18
Cell_299	5.98589e-50	2.4806e-38	1	3.48206e-29
Cell_300	2.89795e-38	7.37353e-26	1	5.60783e-17
Cell_301	2.04864e-23	8.51764e-30	0.99757	0.00242973
Cell_302	2.5796e-63	6.07936e-53	1	4.29016e-10
Cell_303	8.40896e-35	9.74589e-29	1	2.55943e-18
Cell_304	9.22396e-42	3.10452e-21	0.00181828	0.998182
Cell_305	1.504e-28	1.00748e-26	0.999971	2.88817e-05
Cell_306	0.000255811	1.85517e-15	0.962101	0.0376433
Cell_307	1.11652e-37	1.93656e-45	1	1.4294e-30
Cell_308	1.63514e-37	9.84459e-20	1	3.68028e-10
Cell_309	2.28055e-46	1.79691e-32	1	4.28705e-23
Cell_310	6.16636e-63	2.51123e-24	0.999999	8.98507e-07
Cell_311	1.81086e-12	2.90902e-23	1	2.20759e-14
Cell_312	3.39407e-37	1.84213e-25	1	7.26835e-15
Cell_313	1.30701e-52	3.02785e-35	1	3.44325e-11
Cell_314	1.05481e-85	9.58411e-55	1	6.63894e-36
Cell_315	0.0107289	7.7751e-14	0.989211	5.9731e-05
Cell_316	1.31963e-46	5.00306e-37	1	3.79886e-28
Cell_317	3.59018e-51	1.64232e-32	1	1.18583e-08
Cell_318	9.37717e-52	3.81258e-44	1	7.81537e-19
Cell_319	4.61431e-47	2.82915e-34	1	1.23643e-09
Cell_320	4.46268e-56	2.46021e-36	0.461617	0.538383
Cell_321	5.51629e-40	1.28411e-35	1	3.40213e-14
Cell_322	1.21533e-46	6.70083e-27	1	1.97948e-07
Cell_323	2.85641e-82	1.60858e-42	1	4.59692e-21
Cell_324	9.11522e-62	4.6428e-35	1	4.64755e-20
Cell_325	1.17469e-08	8.52703e-20	1	6.46543e-11
Cell_326	5.30326e-54	1.79907e-40	1	2.15156e-24
Cell_327	1.0139e-53	8.16014e-41	0.389315	0.610685
Cell_328	7.41526e-85	4.83837e-48	1	2.19783e-35
Cell_329	8.3349e-09	6.24725e-20	1	5.13366e-11
Cell_330	5.73751e-14	4.25593e-25	1	3.22538e-16
Cell_331	6.34983e-41	1.49588e-30	0.243617	0.756383
Cell_332	1.46874e-18	5.35902e-18	1	6.77491e-09
Cell_333	7.59714e-35	5.25186e-36	1	7.18891e-08
Cell_334	8.5234e-64	4.43119e-32	6.68301e-05	0.999933
Cell_335	1.39839e-44	7.94515e-36	1	9.29977e-25
Cell_336	6.9026e-52	5.8795e-36	1.48632e-08	1
Cell_337	2.04946e-31	2.5848e-29	1	2.18191e-20
Cell_338	1.26225e-45	2.00374e-26	0.394988	0.605012
Cell_339	2.67876e-37	2.37437e-32	1	2.73351e-07
Cell_340	2.3583e-45	8.00198e-32	1	7.6727e-22
Cell_341	1.50978e-38	1.72815e-32	1	6.02479e-08
Cell_342	4.57849e-42	7.44443e-31	0.754926	0.245074
Cell_343	4.33069e-40	3.76331e-30	0.000238621	0.999761
Cell_344	9.80385e-64	4.28769e-28	0.00156014	0.99844
Cell_345	5.36078e-44	3.14364e-37	1	6.54111e-13
Cell_346	1.60184e-52	2.43516e-35	1.12433e-10	1
Cell_347	1.8507e-39	4.85389e-36	1	2.45828e-15
Cell_348	2.13007e-64	1.16719e-26	0.999999	7.01133e-07
Cell_349	2.37705e-26	1.73269e-27	0.999358	0.000641663
Cell_350	6.6583e-21	1.31427e-21	0.851243	0.148757
Cell_351	4.41039e-26	5.88136e-31	1	6.92518e-15
Cell_352	8.74623e-79	2.94374e-58	2.27937e-34	1
Cell_353	1.05108e-44	6.36792e-24	0.999996	3.81389e-06
Cell_354	2.64931e-55	1.04265e-40	1	8.09194e-24
Cell_355	1.52098e-34	1.11438e-45	1	4.56583e-36
Cell_356	4.28398e-51	3.33798e-37	1	3.32626e-16
Cell_357	3.22521e-36	2.52413e-22	1	1.76743e-12
Cell_358	5.4979e-64	7.82331e-36	1	4.78665e-23
Cell_359	7.24943e-43	1.84548e-30	1	1.61792e-14
Cell_360	5.56892e-56	4.58371e-42	1	4.89284e-18
Cell_361	3.97455e-66	2.90764e-34	1	4.24183e-21
Cell_362	1.87356e-12	1.3582e-23	1	1.02908e-14
Cell_363	6.11348e-36	1.54032e-35	1	1.16782e-26
Cell_364	1.32466e-47	1.14978e-37	0.999747	0.000253499
Cell_365	1.03609e-27	1.33473e-30	1	1.29206e-12
Cell_366	7.10149e-48	7.80486e-39	1	2.70716e-27
Cell_367	6.38858e-68	5.66229e-63	4.08336e-27	1
Cell_368	1.30315e-62	1.5142e-52	1	1.88086e-38
Cell_369	1.08856e-39	6.67501e-27	1	1.31382e-12
Cell_370	2.20537e-50	8.13102e-19	0.529757	0.470243
Cell_371	8.80976e-31	1.00063e-32	1	8.02076e-24
Cell_372	3.42302e-24	4.58521e-24	1	5.93928e-11
Cell_373	4.61673e-40	1.09277e-25	1	7.57085e-11
Cell_374	2.35382e-70	1.70455e-28	0.105676	0.894324
Cell_375	6.17181e-78	5.51909e-38	0.430345	0.569655
Cell_376	1.36468e-29	4.43173e-24	0.999826	0.000173675
Cell_377	4.51715e-20	3.29604e-31	1	1.21423e-07
Cell_378	2.21186e-30	1.96054e-25	0.000262009	0.999738
Cell_379	3.64266e-38	8.58082e-28	0.999998	1.50056e-06
Cell_380	2.97852e-62	2.59253e-52	1	1.34184e-09
Cell_381	1.69527e-86	3.11868e-55	1.68019e-30	1
Cell_382	3.05657e-53	9.93384e-25	1	2.30064e-10
Cell_383	5.74326e-69	7.45541e-40	1	6.12646e-31
Cell_384	2.47428e-33	1.43639e-29	0.488952	0.511048
Cell_385	8.88881e-13	6.44342e-24	0.13769	0.86231
Cell_386	1.18958e-61	5.08939e-43	1	1.36523e-14
Cell_387	6.84796e-22	6.96577e-32	1	7.19832e-23
Cell_388	1.30615e-33	5.08237e-27	1	3.89375e-18
Cell_389	7.31878e-46	1.30457e-23	0.13637	0.86363
Cell_390	5.31732e-65	4.27945e-26	1	2.44723e-12
Cell_391	7.70333e-47	7.47093e-20	0.941589	0.0584111
Cell_392	1.33621e-25	9.81767e-37	1	7.45041e-28
Cell_393	7.13928e-21	7.28561e-31	1	2.7098e-11
Cell_394	8.64795e-81	4.02717e-39	1	1.58726e-07
Cell_395	9.3212e-28	1.36222e-31	1	3.75479e-10
Cell_396	3.44218e-08	2.5052e-19	1	1.89976e-10
Cell_397	8.46152e-56	7.64463e-29	1.80376e-07	1
Cell_398	6.14575e-39	2.5472e-27	0.948138	0.0518618
Cell_399	8.84347e-09	6.44533e-20	1	4.88469e-11
Cell_400	3.41316e-52	3.6948e-31	0.999847	0.000153493
Cell_401	1.00948e-27	8.74188e-39	1	2.61816e-29
Cell_402	6.62551e-54	8.8921e-53	1	1.4235e-43
Cell_403	7.27795e-50	7.49363e-28	0.999983	1.71354e-05
Cell_404	7.02475e-40	8.28692e-22	0.999993	7.26508e-06
Cell_405	3.29093e-56	1.28158e-49	1	1.74802e-40
Cell_406	4.72145e-40	2.30838e-21	1	1.75561e-12
Cell_407	3.94876e-08	2.87014e-19	0.420694	0.579306
Cell_408	2.79461e-23	3.2354e-29	0.994221	0.00577878
Cell_409	1.16879e-69	2.38977e-79	1.29317e-48	1
Cell_410	8.0763e-64	3.35791e-40	1	1.59378e-25
Cell_411	1.20929e-29	1.62128e-28	0.00849981	0.9915
Cell_412	3.05526e-64	2.07796e-30	1	1.57591e-21
Cell_413	4.76801e-41	1.85984e-34	1	2.00649e-14
Cell_414	1.14892e-12	8.44138e-24	0.500781	0.499219
Cell_415	1.22715e-55	2.57166e-28	0.997709	0.00229073
Cell_416	1.19981e-57	9.07795e-39	1	5.9169e-20
Cell_417	6.0693e-17	6.0073e-28	0.828976	0.171024
Cell_418	1.83682e-60	1.94809e-27	1	1.41295e-14
Cell_419	3.46314e-28	2.62776e-39	1	1.16068e-20
Cell_420	3.54213e-77	1.42252e-31	1	3.92393e-13
Cell_421	9.54466e-107	1.52597e-46	1	1.5115e-19
Cell_422	5.30791e-32	2.1587e-24	0.121814	0.878186
Cell_423	1.36244e-49	6.42325e-38	6.70953e-10	1
Cell_424	1.06795e-46	1.25984e-28	5.16942e-13	1
Cell_425	2.04874e-35	2.12193e-23	0.999999	7.00072e-07
Cell_426	1.22819e-29	1.34885e-20	1	1.02361e-11
Cell_427	1.3209e-50	1.12515e-34	1	3.36977e-25
Cell_428	5.81406e-11	4.21314e-22	1	3.19261e-13
Cell_429	3.84217e-66	1.70082e-34	5.6544e-07	0.999999
