cell	Node 0	Node 1
Cell_869	9.29814e-57	1
Cell_870	1.44875e-121	1
Cell_871	1.20418e-60	1
Cell_872	3.91559e-134	1
Cell_873	0.999204	0.000795833
Cell_874	1.56065e-40	1
Cell_875	7.41003e-40	1
Cell_876	7.42062e-47	1
Cell_877	2.06589e-60	1
Cell_878	5.72955e-44	1
Cell_879	2.3399e-56	1
Cell_880	1.37235e-69	1
Cell_881	3.23717e-25	1
Cell_882	2.05432e-91	1
Cell_883	4.22868e-117	1
Cell_884	7.33464e-42	1
Cell_885	2.38183e-23	1
Cell_886	5.11347e-57	1
Cell_887	3.16392e-78	1
Cell_888	8.65925e-61	1
Cell_889	1.95006e-77	1
Cell_890	4.52961e-64	1
Cell_891	2.00531e-45	1
Cell_892	2.12305e-46	1
Cell_893	2.7932e-68	1
Cell_894	1.6715e-35	1
Cell_895	7.93426e-41	1
Cell_896	5.72908e-51	1
Cell_897	3.63332e-48	1
Cell_898	3.57176e-40	1
Cell_899	1.27991e-58	1
Cell_900	3.899e-77	1
Cell_901	4.96775e-30	1
Cell_902	2.21546e-80	1
Cell_903	9.8088e-44	1
Cell_904	2.48828e-86	1
Cell_905	0.0460894	0.953911
Cell_906	4.31522e-135	1
Cell_907	2.83321e-47	1
Cell_908	3.35701e-51	1
Cell_909	1.047e-66	1
Cell_910	4.72473e-47	1
Cell_911	7.99753e-43	1
Cell_912	8.14291e-66	1
Cell_913	1.53444e-84	1
Cell_914	6.28281e-40	1
Cell_915	0.987792	0.0122076
Cell_916	1.92455e-81	1
Cell_917	9.78287e-80	1
Cell_918	5.37994e-61	1
Cell_919	6.44937e-87	1
Cell_920	4.29572e-60	1
Cell_921	3.69793e-57	1
Cell_922	7.53759e-37	1
Cell_923	2.41638e-55	1
Cell_924	1.46069e-37	1
Cell_925	7.11062e-90	1
Cell_926	5.15421e-34	1
Cell_927	1.05847e-145	1
Cell_928	2.39301e-49	1
Cell_929	3.30773e-49	1
Cell_930	1.01102e-83	1
Cell_931	3.03709e-28	1
Cell_932	9.90701e-88	1
Cell_933	1.80368e-58	1
Cell_934	3.28399e-42	1
Cell_935	8.7808e-71	1
Cell_936	1.73039e-29	1
Cell_937	1.56915e-41	1
Cell_938	1.10655e-45	1
Cell_939	7.05302e-50	1
Cell_940	6.10535e-102	1
Cell_941	2.86715e-20	1
Cell_942	1.54903e-170	1
Cell_943	2.11274e-41	1
Cell_944	6.9422e-32	1
Cell_945	5.46538e-13	1
Cell_946	2.10701e-77	1
Cell_947	7.29612e-69	1
Cell_948	7.38404e-22	1
Cell_949	5.73918e-71	1
Cell_950	4.84441e-81	1
Cell_951	5.4293e-48	1
Cell_952	3.68081e-55	1
Cell_953	1.63619e-38	1
Cell_954	1.18702e-79	1
Cell_955	2.67657e-66	1
Cell_956	1.77851e-50	1
Cell_957	8.10369e-87	1
Cell_958	4.00933e-36	1
Cell_959	9.0829e-65	1
Cell_960	8.04568e-49	1
Cell_961	2.51238e-59	1
Cell_962	1.68638e-24	1
Cell_963	7.97222e-60	1
Cell_964	4.30314e-55	1
Cell_965	1.25435e-59	1
Cell_966	9.86215e-74	1
Cell_967	1.42837e-74	1
Cell_968	1.43025e-47	1
Cell_969	1.33704e-53	1
Cell_970	1.02911e-43	1
Cell_971	1.45118e-50	1
Cell_972	1.48917e-70	1
Cell_973	7.04924e-50	1
Cell_974	1.23083e-49	1
Cell_975	4.71101e-27	1
Cell_976	2.3494e-17	1
Cell_977	8.64959e-58	1
Cell_978	1.04742e-41	1
Cell_979	7.40626e-67	1
Cell_980	3.47964e-44	1
Cell_981	2.99034e-34	1
Cell_982	0.000364836	0.999635
Cell_983	1.2316e-43	1
Cell_984	1.59496e-99	1
Cell_985	1.01534e-35	1
Cell_986	5.73691e-44	1
Cell_987	7.90424e-80	1
Cell_988	5.35837e-71	1
Cell_989	3.53363e-40	1
Cell_990	2.64246e-78	1
Cell_991	4.30175e-45	1
Cell_992	7.46582e-82	1
Cell_993	3.60416e-37	1
Cell_994	1.59255e-69	1
Cell_995	1.06093e-23	1
Cell_996	7.95791e-64	1
Cell_997	3.35956e-17	1
Cell_998	1.30774e-84	1
Cell_999	7.26194e-71	1
Cell_1000	6.03628e-18	1
Cell_1001	6.39918e-76	1
Cell_1002	1.75388e-54	1
Cell_1003	2.68087e-10	1
Cell_1004	5.56599e-39	1
Cell_1005	7.80914e-52	1
Cell_1006	2.90543e-47	1
Cell_1007	1.48602e-60	1
Cell_1008	1.21564e-53	1
Cell_1009	4.13684e-16	1
Cell_1010	7.3784e-79	1
Cell_1011	3.44891e-114	1
Cell_1012	1.01698e-19	1
Cell_1013	2.13699e-40	1
Cell_1014	2.67513e-71	1
Cell_1015	1.08642e-85	1
Cell_1016	2.98707e-107	1
Cell_1017	4.07674e-43	1
Cell_1018	9.32523e-58	1
Cell_1019	6.48408e-34	1
Cell_1020	5.07402e-21	1
Cell_1021	8.23421e-90	1
Cell_1022	4.68859e-37	1
Cell_1023	3.48583e-82	1
Cell_1024	1.0272e-187	1
Cell_1025	4.109e-68	1
Cell_1026	4.33482e-69	1
Cell_1027	7.51018e-89	1
Cell_1028	6.37068e-51	1
Cell_1029	0.239603	0.760397
Cell_1030	7.94879e-45	1
Cell_1031	2.20039e-64	1
Cell_1032	1.58e-57	1
Cell_1033	4.84492e-76	1
Cell_1034	2.44091e-20	1
Cell_1035	4.06967e-50	1
Cell_1036	1.29192e-64	1
Cell_1037	1.06562e-49	1
Cell_1038	7.01974e-62	1
Cell_1039	3.29948e-40	1
Cell_1040	2.70561e-07	1
Cell_1041	0.00171938	0.998281
Cell_1042	7.58778e-09	1
Cell_1043	1.87046e-36	1
Cell_1044	8.33918e-44	1
Cell_1045	3.50626e-39	1
Cell_1046	5.20126e-66	1
Cell_1047	2.40235e-78	1
Cell_1048	3.70403e-16	1
Cell_1049	2.4226e-35	1
Cell_1050	2.31555e-28	1
Cell_1051	2.55377e-66	1
Cell_1052	8.68125e-71	1
Cell_1053	2.018e-98	1
Cell_1054	1.71464e-65	1
Cell_1055	1.43576e-72	1
Cell_1056	1.34171e-94	1
Cell_1057	3.43989e-85	1
Cell_1058	5.18517e-74	1
Cell_1059	9.09282e-43	1
Cell_1060	6.53181e-63	1
Cell_1061	1.90116e-45	1
Cell_1062	7.64556e-80	1
Cell_1063	2.91404e-06	0.999997
Cell_1064	5.00079e-32	1
Cell_1065	1.56367e-65	1
Cell_1066	6.85771e-06	0.999993
Cell_1067	4.23017e-67	1
Cell_1068	5.50547e-81	1
Cell_1069	2.06112e-42	1
Cell_1070	7.18647e-75	1
Cell_1071	3.41088e-85	1
Cell_1072	7.6108e-38	1
Cell_1073	5.85481e-70	1
Cell_1074	2.78971e-88	1
Cell_1075	9.1033e-27	1
Cell_1076	2.13418e-12	1
Cell_1077	6.47276e-69	1
Cell_1078	6.83467e-07	0.999999
Cell_1079	1.22527e-66	1
Cell_1080	6.79272e-73	1
Cell_1081	3.55584e-50	1
Cell_1082	8.64534e-64	1
Cell_1083	7.61529e-13	1
Cell_1084	1.00169e-81	1
Cell_1085	2.32861e-51	1
Cell_1086	1.27326e-50	1
Cell_1087	1.23566e-80	1
Cell_1088	3.51539e-57	1
Cell_1089	2.65184e-65	1
Cell_1090	5.14908e-62	1
Cell_1091	4.013e-26	1
Cell_1092	3.92612e-60	1
Cell_1093	1.29544e-77	1
Cell_1094	7.31982e-38	1
Cell_1095	1.56985e-91	1
Cell_1096	2.84662e-46	1
Cell_1097	9.43313e-96	1
Cell_1098	6.54456e-62	1
Cell_1099	2.93595e-89	1
Cell_1100	1.825e-37	1
Cell_1101	2.59654e-111	1
Cell_1102	1.84181e-12	1
Cell_1103	2.9005e-76	1
Cell_1104	2.68213e-79	1
Cell_1105	1.34442e-74	1
Cell_1106	1.50148e-66	1
Cell_1107	1.73307e-27	1
Cell_1108	6.18547e-27	1
Cell_1109	8.70799e-81	1
Cell_1110	1.45027e-110	1
Cell_1111	2.71944e-50	1
Cell_1112	1.82869e-97	1
Cell_1113	1.7607e-46	1
Cell_1114	6.13041e-25	1
Cell_1115	2.53073e-78	1
Cell_1116	1.48919e-71	1
Cell_1117	0.999392	0.000607536
Cell_1118	3.46219e-28	1
Cell_1119	4.84287e-56	1
Cell_1120	2.24894e-56	1
Cell_1121	1.23295e-73	1
Cell_1122	3.07045e-43	1
Cell_1123	2.75238e-64	1
Cell_1124	1.80766e-101	1
Cell_1125	7.16521e-61	1
Cell_1126	2.37171e-25	1
Cell_1127	3.01033e-34	1
Cell_1128	9.62495e-43	1
Cell_1129	3.76784e-99	1
Cell_1130	2.07464e-57	1
Cell_1131	1.63499e-47	1
Cell_1132	1.52221e-50	1
Cell_1133	9.86875e-66	1
Cell_1134	4.04021e-39	1
Cell_1135	3.46495e-81	1
Cell_1136	1.53298e-61	1
Cell_1137	1.32643e-24	1
Cell_1138	2.9002e-49	1
Cell_1139	1.19366e-51	1
Cell_1140	1.29031e-73	1
Cell_1141	5.66415e-77	1
Cell_1142	1.03761e-26	1
Cell_1143	8.75179e-93	1
Cell_1144	1.27238e-72	1
Cell_1145	3.50508e-116	1
Cell_1146	1.29845e-107	1
Cell_1147	5.98264e-87	1
Cell_1148	7.61089e-32	1
Cell_1149	1.95845e-60	1
Cell_1150	5.32837e-58	1
Cell_1151	1.21022e-110	1
Cell_1152	1.99807e-57	1
Cell_1153	6.17398e-62	1
Cell_1154	3.52611e-22	1
Cell_1155	3.80674e-102	1
Cell_1156	7.77876e-31	1
Cell_1157	6.10456e-53	1
Cell_1158	3.43892e-34	1
Cell_1159	1.81576e-56	1
Cell_1160	5.71489e-154	1
Cell_1161	6.71876e-70	1
Cell_1162	6.76728e-24	1
Cell_1163	9.69367e-65	1
Cell_1164	5.9846e-112	1
Cell_1165	3.22405e-97	1
Cell_1166	2.94382e-49	1
Cell_1167	1.88704e-87	1
Cell_1168	9.95474e-55	1
Cell_1169	1.54712e-94	1
Cell_1170	1.56979e-47	1
Cell_1171	3.16668e-98	1
Cell_1172	5.38526e-61	1
Cell_1173	4.82639e-20	1
Cell_1174	6.98603e-48	1
Cell_1175	1.97336e-20	1
Cell_1176	1.42501e-66	1
Cell_1177	1.29289e-32	1
Cell_1178	5.09135e-46	1
Cell_1179	9.8254e-52	1
Cell_1180	5.41496e-35	1
Cell_1181	2.38762e-38	1
Cell_1182	3.0888e-60	1
Cell_1183	1.23435e-127	1
Cell_1184	1.26446e-64	1
Cell_1185	3.83499e-126	1
Cell_1186	2.88416e-63	1
Cell_1187	4.8755e-83	1
Cell_1188	1.31062e-76	1
Cell_1189	8.48168e-89	1
Cell_1190	1.2016e-45	1
Cell_1191	1.26632e-56	1
Cell_1192	6.48645e-97	1
Cell_1193	2.05263e-40	1
Cell_1194	1.85888e-52	1
Cell_1195	3.81374e-69	1
Cell_1196	4.00591e-50	1
Cell_1197	3.51756e-35	1
Cell_1198	2.2025e-72	1
Cell_1199	1.92914e-94	1
Cell_1200	6.99388e-77	1
Cell_1201	9.28919e-57	1
Cell_1202	1.43354e-45	1
Cell_1203	6.13321e-92	1
Cell_1204	5.42757e-96	1
Cell_1205	1.28334e-63	1
Cell_1206	1.19328e-93	1
Cell_1207	8.24762e-32	1
Cell_1208	4.08507e-15	1
Cell_1209	9.67746e-47	1
Cell_1210	1.25115e-16	1
Cell_1211	2.65445e-79	1
Cell_1212	1.49698e-20	1
Cell_1213	1.51805e-81	1
Cell_1214	0.993118	0.0068822
Cell_1215	2.47882e-56	1
Cell_1216	6.82233e-64	1
Cell_1217	3.07424e-50	1
Cell_1218	4.84684e-41	1
Cell_1219	7.34126e-79	1
Cell_1220	6.66741e-65	1
Cell_1221	2.06743e-59	1
Cell_1222	2.84136e-115	1
Cell_1223	3.95605e-44	1
Cell_1224	2.50554e-66	1
Cell_1225	2.99796e-61	1
Cell_1226	1.55486e-86	1
Cell_1227	1.59843e-56	1
Cell_1228	5.20185e-57	1
Cell_1229	2.84602e-64	1
Cell_1230	9.22986e-94	1
Cell_1231	1.60117e-75	1
Cell_1232	9.20396e-06	0.999991
Cell_1233	4.79875e-57	1
Cell_1234	2.24398e-61	1
Cell_1235	1.00323e-66	1
Cell_1236	3.44404e-88	1
Cell_1237	2.32927e-95	1
Cell_1238	7.75808e-106	1
Cell_1239	4.34483e-70	1
Cell_1240	4.96626e-94	1
Cell_1241	3.82319e-52	1
Cell_1242	6.82662e-55	1
Cell_1243	4.61363e-60	1
Cell_1244	3.2921e-38	1
Cell_1245	1.5353e-39	1
Cell_1246	9.00008e-57	1
Cell_1247	2.33954e-22	1
Cell_1248	8.62039e-63	1
Cell_1249	1.00131e-07	1
Cell_1250	1.11662e-41	1
Cell_1251	8.54477e-77	1
Cell_1252	9.99374e-114	1
Cell_1253	1.15516e-94	1
Cell_1254	1.29498e-55	1
Cell_1255	1.29464e-55	1
Cell_1256	9.12478e-56	1
Cell_1257	1.08326e-93	1
Cell_1258	3.38304e-67	1
Cell_1259	1.55515e-64	1
Cell_1260	1.46883e-10	1
Cell_1261	3.94859e-140	1
Cell_1262	4.32797e-34	1
Cell_1263	4.25116e-48	1
Cell_1264	6.8328e-90	1
Cell_1265	4.11508e-104	1
Cell_1266	1.07793e-58	1
Cell_1267	4.17752e-38	1
Cell_1268	2.26645e-62	1
Cell_1269	9.53709e-53	1
Cell_1270	1.51206e-76	1
Cell_1271	3.23234e-54	1
Cell_1272	9.79267e-20	1
Cell_1273	3.56296e-70	1
Cell_1274	8.90159e-69	1
Cell_1275	2.60962e-59	1
Cell_1276	8.81545e-55	1
Cell_1277	1.27177e-54	1
Cell_1278	9.65216e-83	1
Cell_1279	7.44579e-34	1
Cell_1280	1.05599e-54	1
Cell_1281	1.13558e-11	1
Cell_1282	4.50313e-13	1
Cell_1283	0.000618513	0.999381
Cell_1284	0.321531	0.678469
Cell_1285	0.427402	0.572598
Cell_1286	1.71307e-75	1
Cell_1287	7.8731e-109	1
Cell_1288	4.48005e-33	1
Cell_1289	2.99633e-59	1
Cell_1290	5.65235e-81	1
Cell_1291	5.72876e-49	1
Cell_1292	1.2635e-65	1
Cell_1293	1.62637e-42	1
Cell_1294	5.53765e-39	1
Cell_1295	8.10839e-66	1
Cell_1296	7.02668e-66	1
Cell_1297	1.99953e-30	1
Cell_1298	2.20813e-98	1
Cell_1299	5.13735e-40	1
Cell_1300	4.36977e-89	1
Cell_1301	2.5029e-58	1
Cell_1302	9.21587e-80	1
Cell_1303	1.12643e-47	1
Cell_1304	1.35387e-47	1
Cell_1305	2.06226e-64	1
Cell_1306	9.21333e-35	1
Cell_1307	3.88791e-48	1
Cell_1308	7.7552e-42	1
Cell_1309	3.18788e-120	1
Cell_1310	5.05669e-94	1
Cell_1311	4.07355e-74	1
Cell_1312	4.08851e-130	1
Cell_1313	4.59568e-33	1
Cell_1314	4.67697e-54	1
Cell_1315	1.62592e-18	1
Cell_1316	9.27058e-37	1
Cell_1317	4.30734e-81	1
Cell_1318	7.77991e-88	1
Cell_1319	8.35673e-54	1
Cell_1320	8.55595e-69	1
Cell_1321	1.17591e-33	1
Cell_1322	4.96781e-35	1
Cell_1323	8.51879e-54	1
Cell_1324	5.97213e-109	1
Cell_1325	9.28116e-90	1
Cell_1326	1.47997e-29	1
Cell_1327	1.12287e-59	1
Cell_1328	1.53806e-51	1
Cell_1329	4.00887e-65	1
Cell_1330	1.42974e-36	1
Cell_1331	9.78587e-109	1
Cell_1332	0.371615	0.628385
Cell_1333	9.44434e-87	1
Cell_1334	7.77562e-56	1
Cell_1335	1.87553e-94	1
Cell_1336	6.06604e-27	1
Cell_1337	0.995152	0.00484778
Cell_1338	5.86823e-11	1
Cell_1339	1.35049e-89	1
Cell_1340	0.0725762	0.927424
Cell_1341	1.89296e-114	1
Cell_1342	3.60444e-53	1
Cell_1343	1.53848e-41	1
Cell_1344	1.10257e-96	1
Cell_1345	9.72531e-75	1
Cell_1346	3.7154e-43	1
Cell_1347	6.83653e-22	1
Cell_1348	2.86082e-22	1
Cell_1349	3.07723e-84	1
Cell_1350	1.65705e-26	1
Cell_1351	3.99522e-54	1
Cell_1352	8.28143e-77	1
Cell_1353	3.5232e-81	1
Cell_1354	4.73412e-64	1
Cell_1355	4.24736e-48	1
Cell_1356	1.00553e-118	1
Cell_1357	9.20799e-32	1
Cell_1358	1.85332e-23	1
Cell_1359	3.48229e-82	1
Cell_1360	4.96425e-07	1
Cell_1361	7.34794e-66	1
Cell_1362	4.79923e-52	1
Cell_1363	9.55413e-45	1
Cell_1364	1.50231e-64	1
Cell_1365	8.75092e-45	1
Cell_1366	2.92927e-58	1
Cell_1367	4.86751e-81	1
Cell_1368	8.94429e-53	1
Cell_1369	4.93381e-61	1
Cell_1370	6.12288e-41	1
Cell_1371	1.58146e-60	1
Cell_1372	4.4663e-92	1
Cell_1373	2.61474e-74	1
Cell_1374	4.39239e-94	1
Cell_1375	4.776e-78	1
Cell_1376	1.10796e-29	1
Cell_1377	1.33042e-97	1
Cell_1378	3.11146e-48	1
Cell_1379	1.15369e-68	1
Cell_1380	3.48434e-76	1
Cell_1381	1.45149e-50	1
Cell_1382	4.06888e-36	1
Cell_1383	2.8644e-80	1
Cell_1384	3.56271e-82	1
Cell_1385	1.31938e-88	1
Cell_1386	5.67179e-25	1
Cell_1387	2.52863e-20	1
Cell_1388	1.5461e-112	1
Cell_1389	1.1695e-29	1
Cell_1390	1.82816e-54	1
Cell_1391	2.26699e-75	1
Cell_1392	1.35687e-32	1
Cell_1393	2.34191e-57	1
Cell_1394	1.86945e-36	1
Cell_1395	3.06033e-06	0.999997
Cell_1396	6.69699e-85	1
Cell_1397	1.09445e-49	1
Cell_1398	0.78549	0.21451
Cell_1399	1.84425e-51	1
Cell_1400	1.30243e-37	1
Cell_1401	9.02046e-49	1
Cell_1402	1.07786e-44	1
Cell_1403	1.13649e-73	1
Cell_1404	5.90539e-100	1
Cell_1405	0.999241	0.000758748
Cell_1406	1.4046e-74	1
Cell_1407	8.8267e-39	1
Cell_1408	9.01811e-101	1
Cell_1409	4.11112e-61	1
Cell_1410	4.49228e-99	1
Cell_1411	1.69796e-75	1
Cell_1412	4.31429e-46	1
Cell_1413	1.06537e-83	1
Cell_1414	6.27939e-56	1
Cell_1415	2.15576e-34	1
Cell_1416	1.90604e-65	1
Cell_1417	3.26666e-22	1
Cell_1418	6.97222e-51	1
Cell_1419	4.12406e-56	1
Cell_1420	7.21958e-108	1
Cell_1421	2.44169e-69	1
Cell_1422	4.68148e-64	1
Cell_1423	3.03037e-63	1
Cell_1424	6.19471e-61	1
Cell_1425	5.86177e-35	1
Cell_1426	4.44639e-48	1
Cell_1427	1.06904e-53	1
Cell_1428	1.52045e-66	1
Cell_1429	2.4219e-76	1
Cell_1430	2.62009e-34	1
Cell_1431	5.68352e-93	1
Cell_1432	2.52833e-66	1
Cell_1433	4.27068e-26	1
Cell_1434	5.72811e-80	1
Cell_1435	1.29462e-64	1
Cell_1436	3.29524e-62	1
Cell_1437	1.6898e-71	1
Cell_1438	1.54131e-61	1
Cell_1439	1.07085e-49	1
Cell_1440	3.11869e-104	1
Cell_1441	1.75051e-100	1
Cell_1442	2.02375e-39	1
Cell_1443	2.49729e-82	1
Cell_1444	3.85766e-48	1
Cell_1445	2.10874e-38	1
Cell_1446	8.81499e-42	1
Cell_1447	2.49892e-08	1
Cell_1448	6.07767e-28	1
Cell_1449	0.00347308	0.996527
Cell_1450	3.72729e-49	1
Cell_1451	4.63509e-78	1
Cell_1452	3.47658e-90	1
Cell_1453	0.99499	0.00500952
Cell_1454	2.83818e-83	1
Cell_1455	1.83469e-63	1
Cell_1456	6.10579e-120	1
Cell_1457	1.43857e-67	1
Cell_1458	1.35552e-75	1
Cell_1459	3.59633e-107	1
Cell_1460	1.82255e-33	1
Cell_1461	9.12515e-74	1
Cell_1462	1.68829e-99	1
Cell_1463	3.15204e-71	1
Cell_1464	1.4172e-60	1
Cell_1465	1.82607e-59	1
Cell_1466	1.39295e-45	1
Cell_1467	4.77311e-101	1
Cell_1468	7.65216e-105	1
Cell_1469	5.46376e-51	1
Cell_1470	2.44632e-32	1
Cell_1471	1.86026e-67	1
Cell_1472	5.61517e-31	1
Cell_1473	8.89014e-88	1
Cell_1474	1.43893e-37	1
Cell_1475	2.32546e-63	1
Cell_1476	1.03462e-78	1
Cell_1477	2.32663e-45	1
Cell_1478	5.13477e-71	1
Cell_1479	5.76045e-45	1
Cell_1480	1.33997e-65	1
Cell_1481	1.41114e-16	1
Cell_1482	5.02065e-64	1
Cell_1483	2.16916e-57	1
Cell_1484	1.0886e-78	1
Cell_1485	1.20824e-62	1
Cell_1486	5.79634e-46	1
Cell_1487	3.63484e-28	1
Cell_1488	2.90488e-81	1
Cell_1489	2.08902e-30	1
Cell_1490	8.84139e-22	1
Cell_1491	5.90345e-93	1
Cell_1492	7.81593e-107	1
Cell_1493	3.42414e-73	1
Cell_1494	1.49352e-39	1
Cell_1495	1.25987e-39	1
Cell_1496	3.02854e-72	1
Cell_1497	9.24208e-94	1
Cell_1498	3.2443e-22	1
Cell_1499	3.25566e-28	1
Cell_1500	1.10978e-36	1
Cell_1501	7.22339e-63	1
Cell_1502	5.62586e-18	1
Cell_1503	3.43964e-53	1
Cell_1504	6.27786e-20	1
Cell_1505	3.66183e-98	1
Cell_1506	1.24487e-42	1
Cell_1507	6.23176e-28	1
Cell_1508	7.89931e-39	1
Cell_1509	1.1871e-89	1
Cell_1510	6.77271e-45	1
Cell_1511	1.89952e-69	1
Cell_1512	2.87429e-63	1
Cell_1513	1.94332e-45	1
Cell_1514	2.50021e-05	0.999975
Cell_1515	1.74451e-53	1
Cell_1516	1.28607e-49	1
Cell_1517	1.28636e-80	1
Cell_1518	2.7858e-46	1
Cell_1519	1.31113e-114	1
Cell_1520	4.52949e-93	1
Cell_1521	2.37396e-53	1
Cell_1522	9.51827e-36	1
Cell_1523	3.51234e-55	1
Cell_1524	4.65449e-51	1
Cell_1525	5.89157e-38	1
Cell_1526	8.26234e-44	1
Cell_1527	2.50181e-33	1
Cell_1528	1.16246e-45	1
Cell_1529	8.61207e-60	1
Cell_1530	5.56272e-46	1
Cell_1531	2.31044e-51	1
Cell_1532	1.41306e-99	1
Cell_1533	0.999217	0.000782907
Cell_1534	1.33408e-43	1
Cell_1535	9.67687e-69	1
Cell_1536	2.40721e-53	1
Cell_1537	0.00668809	0.993312
Cell_1538	8.28205e-48	1
Cell_1539	2.0351e-73	1
Cell_1540	6.73377e-09	1
Cell_1541	2.27041e-93	1
Cell_1542	6.93842e-89	1
Cell_1543	5.25708e-77	1
Cell_1544	1.51708e-72	1
Cell_1545	1.0881e-38	1
Cell_1546	9.16369e-113	1
Cell_1547	5.7012e-74	1
Cell_1548	2.21517e-13	1
Cell_1549	3.04207e-50	1
Cell_1550	2.38687e-72	1
Cell_1551	3.22159e-61	1
Cell_1552	1.00433e-52	1
Cell_1553	4.20363e-46	1
Cell_1554	7.32239e-17	1
Cell_1555	6.0064e-78	1
Cell_1556	6.68246e-65	1
Cell_1557	3.93758e-69	1
Cell_1558	1.28807e-72	1
Cell_1559	5.96452e-38	1
Cell_1560	5.24147e-36	1
Cell_1561	9.1213e-88	1
Cell_1562	6.52796e-50	1
Cell_1563	9.06077e-25	1
Cell_1564	3.94583e-49	1
Cell_1565	4.05295e-80	1
Cell_1566	9.08757e-55	1
Cell_1567	8.25494e-69	1
Cell_1568	0.998024	0.00197581
Cell_1569	1.47422e-80	1
Cell_1570	9.7174e-68	1
Cell_1571	4.61569e-47	1
Cell_1572	7.8092e-69	1
Cell_1573	2.23217e-84	1
Cell_1574	4.72913e-124	1
Cell_1575	6.25511e-61	1
Cell_1576	8.07731e-40	1
Cell_1577	2.53716e-65	1
Cell_1578	2.55459e-32	1
Cell_1579	2.74966e-39	1
Cell_1580	1.27451e-45	1
Cell_1581	2.10871e-69	1
Cell_1582	2.48099e-19	1
Cell_1583	1.43301e-63	1
Cell_1584	2.64818e-66	1
Cell_1585	3.37314e-47	1
Cell_1586	3.40547e-72	1
Cell_1587	1.65901e-62	1
Cell_1588	1.93577e-55	1
Cell_1589	2.3326e-73	1
Cell_1590	1.17762e-56	1
Cell_1591	1.73466e-30	1
Cell_1592	0.000127194	0.999873
Cell_1593	2.1747e-61	1
Cell_1594	2.07738e-45	1
Cell_1595	2.17886e-76	1
Cell_1596	6.58935e-49	1
Cell_1597	1.96083e-85	1
Cell_1598	3.73452e-85	1
Cell_1599	6.31285e-44	1
Cell_1600	3.48797e-91	1
Cell_1601	8.98073e-32	1
Cell_1602	6.90033e-61	1
Cell_1603	1.2331e-45	1
Cell_1604	2.64979e-36	1
Cell_1605	6.99892e-56	1
Cell_1606	2.79803e-71	1
Cell_1607	1.94185e-77	1
Cell_1608	1.15097e-97	1
Cell_1609	7.2824e-44	1
Cell_1610	3.35463e-83	1
Cell_1611	3.48951e-54	1
Cell_1612	3.23126e-34	1
Cell_1613	1.14456e-65	1
Cell_1614	2.40137e-94	1
Cell_1615	3.44602e-58	1
Cell_1616	2.19654e-32	1
Cell_1617	1.47121e-75	1
Cell_1618	4.49239e-45	1
Cell_1619	4.79546e-37	1
Cell_1620	6.17158e-32	1
Cell_1621	3.93109e-45	1
Cell_1622	1.14108e-50	1
Cell_1623	4.94673e-62	1
Cell_1624	6.0334e-112	1
Cell_1625	2.54557e-74	1
Cell_1626	2.16132e-31	1
Cell_1627	6.32181e-47	1
Cell_1628	3.95783e-58	1
Cell_1629	6.64639e-68	1
Cell_1630	8.30801e-47	1
Cell_1631	2.78096e-50	1
Cell_1632	8.64295e-19	1
Cell_1633	4.82424e-76	1
Cell_1634	1.6718e-78	1
Cell_1635	1.69384e-61	1
Cell_1636	4.59596e-48	1
Cell_1637	1.32774e-67	1
Cell_1638	1.33902e-62	1
Cell_1639	7.53418e-53	1
Cell_1640	1.02462e-39	1
Cell_1641	5.97947e-87	1
Cell_1642	6.58543e-68	1
Cell_1643	2.47067e-37	1
Cell_1644	4.88924e-60	1
Cell_1645	1.89622e-64	1
Cell_1646	1.00936e-60	1
Cell_1647	3.26297e-91	1
Cell_1648	1.20562e-88	1
Cell_1649	0.999191	0.000809429
Cell_1650	2.86197e-47	1
Cell_1651	1.67978e-25	1
Cell_1652	1.97614e-67	1
Cell_1653	9.24471e-43	1
Cell_1654	2.9311e-30	1
Cell_1655	9.66001e-48	1
Cell_1656	6.25134e-19	1
Cell_1657	1.85096e-43	1
Cell_1658	5.98272e-82	1
Cell_1659	1.62604e-44	1
Cell_1660	2.53304e-72	1
Cell_1661	2.97347e-84	1
Cell_1662	1.25704e-89	1
Cell_1663	3.60371e-83	1
Cell_1664	1.24005e-55	1
Cell_1665	1.10543e-40	1
Cell_1666	8.12319e-37	1
Cell_1667	3.63831e-39	1
Cell_1668	2.96652e-42	1
Cell_1669	5.92612e-50	1
Cell_1670	0.400486	0.599514
Cell_1671	9.69859e-81	1
Cell_1672	3.53151e-160	1
Cell_1673	1.76269e-33	1
Cell_1674	0.995214	0.00478564
Cell_1675	1.179e-93	1
Cell_1676	5.69064e-64	1
Cell_1677	1.35728e-82	1
Cell_1678	5.46067e-47	1
Cell_1679	4.06779e-68	1
Cell_1680	3.00324e-34	1
Cell_1681	0.0217263	0.978274
Cell_1682	0.897147	0.102853
Cell_1683	6.15333e-132	1
Cell_1684	2.77308e-74	1
Cell_1685	1.84339e-49	1
Cell_1686	2.13911e-09	1
Cell_1687	1.45264e-111	1
Cell_1688	6.17735e-72	1
Cell_1689	7.18264e-13	1
Cell_1690	8.00241e-73	1
Cell_1691	3.33846e-39	1
Cell_1692	5.36371e-55	1
Cell_1693	9.32681e-57	1
Cell_1694	2.57109e-108	1
Cell_1695	9.10205e-15	1
Cell_1696	1.79216e-71	1
