cell	Node 0	Node 1
Cell_2518	8.98701e-06	0.999991
Cell_2519	1.39152e-60	1
Cell_2520	1.53389e-67	1
Cell_2521	5.15796e-41	1
Cell_2522	1.05884e-60	1
Cell_2523	5.62708e-77	1
Cell_2524	5.07731e-54	1
Cell_2525	5.23464e-61	1
Cell_2526	2.03956e-57	1
Cell_2527	5.09396e-38	1
Cell_2528	0.999432	0.000568383
Cell_2529	4.88997e-111	1
Cell_2530	3.59305e-90	1
Cell_2531	5.71272e-40	1
Cell_2532	5.04061e-46	1
Cell_2533	2.10692e-60	1
Cell_2534	3.54483e-60	1
Cell_2535	6.68205e-50	1
Cell_2536	1.71934e-58	1
Cell_2537	1.02483e-45	1
Cell_2538	4.33769e-51	1
Cell_2539	2.22897e-111	1
Cell_2540	3.04464e-43	1
Cell_2541	1.10311e-89	1
Cell_2542	3.00389e-94	1
Cell_2543	3.10794e-47	1
Cell_2544	2.40108e-66	1
Cell_2545	4.70232e-39	1
Cell_2546	1.80465e-57	1
Cell_2547	1.22585e-73	1
Cell_2548	2.52451e-36	1
Cell_2549	3.33762e-28	1
Cell_2550	1.53127e-54	1
Cell_2551	1.07225e-76	1
Cell_2552	1.33376e-47	1
Cell_2553	4.64998e-59	1
Cell_2554	4.44276e-54	1
Cell_2555	1.2243e-64	1
Cell_2556	2.08472e-30	1
Cell_2557	8.29098e-18	1
Cell_2558	1.78227e-53	1
Cell_2559	2.16835e-41	1
Cell_2560	6.24543e-62	1
Cell_2561	4.71376e-05	0.999953
Cell_2562	1.56537e-35	1
Cell_2563	3.68991e-127	1
Cell_2564	3.16816e-79	1
Cell_2565	3.38709e-11	1
Cell_2566	0.999357	0.000643442
Cell_2567	6.40741e-88	1
Cell_2568	4.90654e-87	1
Cell_2569	3.99792e-69	1
Cell_2570	1.9808e-74	1
Cell_2571	7.34617e-19	1
Cell_2572	4.42311e-106	1
Cell_2573	5.94902e-52	1
Cell_2574	2.16406e-57	1
Cell_2575	1.4204e-88	1
Cell_2576	1.62806e-65	1
Cell_2577	5.07642e-38	1
Cell_2578	1.202e-69	1
Cell_2579	4.6769e-55	1
Cell_2580	1.53239e-11	1
Cell_2581	8.98248e-51	1
Cell_2582	1.49982e-32	1
Cell_2583	4.48583e-46	1
Cell_2584	5.66566e-56	1
Cell_2585	5.75769e-57	1
Cell_2586	3.77988e-106	1
Cell_2587	3.19438e-71	1
Cell_2588	1.18781e-58	1
Cell_2589	8.44433e-59	1
Cell_2590	5.66196e-82	1
Cell_2591	1.33667e-07	1
Cell_2592	5.33956e-46	1
Cell_2593	3.26407e-80	1
Cell_2594	1.60967e-71	1
Cell_2595	1.34538e-53	1
Cell_2596	2.20161e-44	1
Cell_2597	1.63637e-77	1
Cell_2598	5.5818e-42	1
Cell_2599	4.04302e-44	1
Cell_2600	1.20551e-60	1
Cell_2601	1.98429e-44	1
Cell_2602	4.8003e-56	1
Cell_2603	1.6281e-55	1
Cell_2604	2.86128e-94	1
Cell_2605	0.00136029	0.99864
Cell_2606	1.7434e-58	1
Cell_2607	3.62469e-94	1
Cell_2608	2.73358e-101	1
Cell_2609	1.38566e-93	1
Cell_2610	4.94216e-36	1
Cell_2611	1.16402e-43	1
Cell_2612	3.63504e-23	1
Cell_2613	7.1899e-96	1
Cell_2614	3.84009e-39	1
Cell_2615	4.52694e-61	1
Cell_2616	4.27672e-14	1
Cell_2617	3.48309e-81	1
Cell_2618	3.46456e-44	1
Cell_2619	6.58639e-53	1
Cell_2620	1.62235e-37	1
Cell_2621	1.65306e-123	1
Cell_2622	2.93086e-87	1
Cell_2623	6.45691e-94	1
Cell_2624	9.68626e-40	1
Cell_2625	1.47702e-54	1
Cell_2626	2.93316e-91	1
Cell_2627	0.0547355	0.945265
Cell_2628	1.41204e-54	1
Cell_2629	4.364e-55	1
Cell_2630	4.9679e-59	1
Cell_2631	3.86745e-53	1
Cell_2632	2.31264e-72	1
Cell_2633	4.71964e-62	1
Cell_2634	6.67432e-68	1
Cell_2635	6.68201e-17	1
Cell_2636	1.56764e-30	1
Cell_2637	2.98834e-77	1
Cell_2638	1.36487e-63	1
Cell_2639	3.9232e-47	1
Cell_2640	5.89625e-35	1
Cell_2641	6.4083e-61	1
Cell_2642	1.83568e-72	1
Cell_2643	1.20067e-55	1
Cell_2644	2.07989e-31	1
Cell_2645	4.1388e-05	0.999959
Cell_2646	1.15538e-41	1
Cell_2647	1.07959e-59	1
Cell_2648	6.82081e-73	1
Cell_2649	2.37879e-33	1
Cell_2650	1.64081e-33	1
Cell_2651	2.3015e-24	1
Cell_2652	4.64149e-60	1
Cell_2653	2.44339e-74	1
Cell_2654	2.42296e-68	1
Cell_2655	1.10614e-18	1
Cell_2656	8.3459e-51	1
Cell_2657	8.74987e-77	1
Cell_2658	4.01076e-104	1
Cell_2659	2.00451e-85	1
Cell_2660	1.49846e-60	1
Cell_2661	5.11607e-37	1
Cell_2662	1.57902e-77	1
Cell_2663	6.66264e-72	1
Cell_2664	3.08454e-36	1
Cell_2665	4.85806e-40	1
Cell_2666	6.50354e-83	1
Cell_2667	2.12316e-79	1
Cell_2668	5.99656e-56	1
Cell_2669	5.89799e-94	1
Cell_2670	5.50656e-90	1
Cell_2671	3.42308e-37	1
Cell_2672	1.01675e-130	1
Cell_2673	4.86807e-42	1
Cell_2674	5.16629e-91	1
Cell_2675	8.12695e-69	1
Cell_2676	1.57375e-55	1
Cell_2677	9.6212e-58	1
Cell_2678	8.64873e-72	1
Cell_2679	2.09609e-56	1
Cell_2680	2.48454e-34	1
Cell_2681	1.82747e-56	1
Cell_2682	1.36286e-07	1
Cell_2683	5.34129e-47	1
Cell_2684	1.62094e-68	1
Cell_2685	2.02203e-41	1
Cell_2686	1.08727e-31	1
Cell_2687	1.91565e-67	1
Cell_2688	4.36029e-48	1
Cell_2689	3.0286e-29	1
Cell_2690	5.54712e-19	1
Cell_2691	1.57088e-51	1
Cell_2692	1.95891e-39	1
Cell_2693	4.35452e-32	1
Cell_2694	1.24037e-44	1
Cell_2695	1.20236e-52	1
Cell_2696	1.17189e-59	1
Cell_2697	3.02956e-45	1
Cell_2698	4.10328e-86	1
Cell_2699	1.17173e-67	1
Cell_2700	9.12611e-80	1
Cell_2701	9.47856e-52	1
Cell_2702	2.15256e-60	1
Cell_2703	4.41045e-19	1
Cell_2704	6.62082e-50	1
Cell_2705	1.15977e-138	1
Cell_2706	8.79109e-77	1
Cell_2707	1.59797e-27	1
Cell_2708	2.56478e-45	1
Cell_2709	6.4169e-82	1
Cell_2710	2.74909e-98	1
Cell_2711	0.934869	0.0651314
Cell_2712	4.25793e-117	1
Cell_2713	8.46206e-78	1
Cell_2714	4.10417e-43	1
Cell_2715	1.56839e-56	1
Cell_2716	1.83771e-89	1
Cell_2717	1.40823e-60	1
Cell_2718	1.83969e-34	1
Cell_2719	9.2759e-37	1
Cell_2720	9.07606e-63	1
Cell_2721	7.10385e-61	1
Cell_2722	1.08282e-20	1
Cell_2723	1.77681e-52	1
Cell_2724	2.20385e-41	1
Cell_2725	6.85033e-68	1
Cell_2726	6.54507e-34	1
Cell_2727	1.87003e-14	1
Cell_2728	4.26047e-46	1
Cell_2729	3.65993e-66	1
Cell_2730	1.10843e-65	1
Cell_2731	3.58829e-41	1
Cell_2732	3.36909e-46	1
Cell_2733	4.80599e-93	1
Cell_2734	9.86543e-108	1
Cell_2735	1.52414e-80	1
Cell_2736	8.48001e-24	1
Cell_2737	3.89692e-41	1
Cell_2738	1.99701e-71	1
Cell_2739	1.64739e-65	1
Cell_2740	1.2752e-52	1
Cell_2741	1.74376e-47	1
Cell_2742	7.84171e-59	1
Cell_2743	1.08858e-65	1
Cell_2744	1.20083e-44	1
Cell_2745	8.68802e-57	1
Cell_2746	2.15266e-70	1
Cell_2747	1.12714e-55	1
Cell_2748	1.88859e-86	1
Cell_2749	2.10351e-66	1
Cell_2750	2.40706e-62	1
Cell_2751	4.45065e-61	1
Cell_2752	5.1536e-40	1
Cell_2753	3.41823e-82	1
Cell_2754	2.68606e-28	1
Cell_2755	8.8249e-76	1
Cell_2756	2.31921e-63	1
Cell_2757	2.62292e-36	1
Cell_2758	2.68479e-30	1
Cell_2759	8.25953e-05	0.999917
Cell_2760	2.00509e-51	1
Cell_2761	4.79516e-59	1
Cell_2762	2.78958e-105	1
Cell_2763	9.50934e-71	1
Cell_2764	1.25416e-68	1
Cell_2765	1.46038e-62	1
Cell_2766	2.56149e-46	1
Cell_2767	1.30017e-87	1
Cell_2768	3.18432e-53	1
Cell_2769	8.29706e-83	1
Cell_2770	8.08004e-54	1
Cell_2771	1.73247e-107	1
Cell_2772	6.1196e-74	1
Cell_2773	2.5053e-66	1
Cell_2774	3.65742e-66	1
Cell_2775	2.21492e-69	1
Cell_2776	2.81832e-20	1
Cell_2777	3.01893e-17	1
Cell_2778	1.7583e-43	1
Cell_2779	3.90882e-82	1
Cell_2780	3.47842e-08	1
Cell_2781	1.83833e-61	1
Cell_2782	1.97482e-87	1
Cell_2783	3.90947e-29	1
Cell_2784	3.41347e-11	1
Cell_2785	3.2002e-34	1
Cell_2786	3.29762e-87	1
Cell_2787	2.42138e-05	0.999976
Cell_2788	2.03649e-44	1
Cell_2789	1.76007e-41	1
Cell_2790	1.217e-72	1
Cell_2791	1.16137e-50	1
Cell_2792	6.64616e-30	1
Cell_2793	1.57891e-67	1
Cell_2794	0.0862328	0.913767
Cell_2795	2.69142e-101	1
Cell_2796	1.57711e-09	1
Cell_2797	2.23902e-58	1
Cell_2798	5.5857e-45	1
Cell_2799	1.00128e-98	1
Cell_2800	2.09876e-52	1
Cell_2801	4.27891e-79	1
Cell_2802	4.59034e-61	1
Cell_2803	6.65478e-73	1
Cell_2804	1.28716e-25	1
Cell_2805	3.15352e-92	1
Cell_2806	2.1973e-07	1
Cell_2807	0.00972589	0.990274
Cell_2808	2.28918e-76	1
Cell_2809	4.17133e-83	1
Cell_2810	4.02251e-22	1
Cell_2811	1.06749e-75	1
Cell_2812	1.00061e-72	1
Cell_2813	1.83034e-41	1
Cell_2814	7.57582e-58	1
Cell_2815	9.73917e-51	1
Cell_2816	9.90811e-67	1
Cell_2817	1.20657e-66	1
Cell_2818	2.25757e-102	1
Cell_2819	3.50279e-39	1
Cell_2820	1.38018e-20	1
Cell_2821	5.43439e-43	1
Cell_2822	1.29997e-99	1
Cell_2823	7.84419e-57	1
Cell_2824	1.77657e-96	1
Cell_2825	2.8515e-74	1
Cell_2826	3.33177e-10	1
Cell_2827	4.14855e-57	1
Cell_2828	4.49372e-67	1
Cell_2829	1.27671e-35	1
Cell_2830	3.92777e-118	1
Cell_2831	5.83669e-13	1
Cell_2832	3.40893e-52	1
Cell_2833	6.11315e-51	1
Cell_2834	3.21405e-77	1
Cell_2835	1.51506e-28	1
Cell_2836	1.22126e-106	1
Cell_2837	1.10565e-87	1
Cell_2838	4.67882e-105	1
Cell_2839	8.93625e-60	1
Cell_2840	5.23146e-105	1
Cell_2841	2.48029e-34	1
Cell_2842	5.2718e-77	1
Cell_2843	1.43401e-34	1
Cell_2844	1.15535e-11	1
Cell_2845	2.52911e-35	1
Cell_2846	4.12043e-39	1
Cell_2847	1.37337e-50	1
Cell_2848	2.9159e-83	1
Cell_2849	3.33257e-24	1
Cell_2850	6.57171e-41	1
Cell_2851	4.93907e-65	1
Cell_2852	4.73618e-52	1
Cell_2853	1.89581e-87	1
Cell_2854	5.73721e-42	1
Cell_2855	0.0810261	0.918974
Cell_2856	1.05874e-14	1
Cell_2857	2.51567e-114	1
Cell_2858	5.04225e-25	1
Cell_2859	2.19999e-41	1
Cell_2860	0.000991045	0.999009
Cell_2861	1.60691e-75	1
Cell_2862	3.37911e-110	1
Cell_2863	1.55396e-66	1
Cell_2864	1.1004e-69	1
Cell_2865	1.44513e-64	1
Cell_2866	3.50501e-82	1
Cell_2867	1.09628e-94	1
Cell_2868	1.25121e-79	1
Cell_2869	2.72893e-88	1
Cell_2870	2.14859e-66	1
Cell_2871	5.37942e-42	1
Cell_2872	2.05111e-118	1
Cell_2873	7.67962e-52	1
Cell_2874	0.723461	0.276539
Cell_2875	8.95783e-28	1
Cell_2876	2.4569e-57	1
Cell_2877	1.24819e-66	1
Cell_2878	1.2374e-21	1
Cell_2879	6.0772e-85	1
Cell_2880	1.50752e-66	1
Cell_2881	6.51341e-30	1
Cell_2882	6.08346e-66	1
Cell_2883	1.30689e-28	1
Cell_2884	1.4107e-83	1
Cell_2885	9.53272e-36	1
Cell_2886	5.8297e-92	1
Cell_2887	1.37039e-65	1
Cell_2888	1.51287e-39	1
Cell_2889	3.27107e-55	1
Cell_2890	3.99132e-35	1
Cell_2891	1.51896e-35	1
Cell_2892	1.52626e-16	1
Cell_2893	5.43618e-08	1
Cell_2894	1.84702e-46	1
Cell_2895	0.00152697	0.998473
Cell_2896	7.79382e-41	1
Cell_2897	7.84737e-122	1
Cell_2898	4.37907e-59	1
Cell_2899	6.96852e-73	1
Cell_2900	9.19196e-80	1
Cell_2901	1.36302e-50	1
Cell_2902	8.75048e-57	1
Cell_2903	4.27355e-67	1
Cell_2904	2.76775e-42	1
Cell_2905	1.86171e-05	0.999981
Cell_2906	3.69596e-37	1
Cell_2907	2.79582e-79	1
Cell_2908	4.78892e-48	1
Cell_2909	1.20227e-91	1
Cell_2910	3.89196e-09	1
Cell_2911	3.19409e-26	1
Cell_2912	1.12901e-56	1
Cell_2913	4.0303e-57	1
Cell_2914	1.82531e-50	1
Cell_2915	1.13642e-34	1
Cell_2916	2.3984e-59	1
Cell_2917	2.47797e-40	1
Cell_2918	4.68156e-71	1
Cell_2919	2.96451e-17	1
Cell_2920	1.00465e-84	1
Cell_2921	4.8636e-43	1
Cell_2922	1.89437e-123	1
Cell_2923	5.4022e-51	1
Cell_2924	6.77391e-40	1
Cell_2925	1.2345e-33	1
Cell_2926	0.000411037	0.999589
Cell_2927	0.999431	0.000568734
Cell_2928	2.73921e-100	1
Cell_2929	1.80607e-62	1
Cell_2930	0.99938	0.000619635
Cell_2931	2.2302e-44	1
Cell_2932	1.26499e-54	1
Cell_2933	8.46947e-79	1
Cell_2934	1.1519e-30	1
Cell_2935	1.12902e-80	1
Cell_2936	1.46989e-71	1
Cell_2937	3.15291e-80	1
Cell_2938	3.97139e-41	1
Cell_2939	5.60448e-19	1
Cell_2940	1.4335e-08	1
Cell_2941	5.16038e-40	1
Cell_2942	1.64037e-38	1
Cell_2943	1.04394e-56	1
Cell_2944	2.68171e-88	1
Cell_2945	5.38943e-130	1
Cell_2946	9.82723e-96	1
Cell_2947	8.88203e-59	1
Cell_2948	3.83013e-51	1
Cell_2949	8.41834e-70	1
Cell_2950	1.59984e-68	1
Cell_2951	8.51624e-12	1
Cell_2952	9.86081e-13	1
Cell_2953	5.89437e-40	1
Cell_2954	2.12073e-49	1
Cell_2955	1.96804e-71	1
Cell_2956	3.06691e-48	1
Cell_2957	9.00496e-49	1
Cell_2958	4.24458e-48	1
Cell_2959	2.09012e-55	1
Cell_2960	3.4909e-51	1
Cell_2961	3.47782e-93	1
Cell_2962	1.01363e-33	1
Cell_2963	9.31388e-42	1
Cell_2964	1.01497e-55	1
Cell_2965	9.94992e-89	1
Cell_2966	4.03139e-129	1
Cell_2967	0.986764	0.0132359
Cell_2968	2.54859e-63	1
Cell_2969	1.76935e-73	1
Cell_2970	1.23143e-72	1
Cell_2971	2.1525e-93	1
Cell_2972	1.65491e-65	1
Cell_2973	2.84553e-06	0.999997
Cell_2974	2.05579e-60	1
Cell_2975	1.02365e-31	1
Cell_2976	7.58312e-51	1
Cell_2977	5.33533e-51	1
Cell_2978	6.7278e-89	1
Cell_2979	2.49675e-22	1
Cell_2980	1.18011e-101	1
Cell_2981	1.51268e-69	1
Cell_2982	1.97883e-87	1
Cell_2983	1.00566e-51	1
Cell_2984	4.62957e-13	1
Cell_2985	2.54068e-41	1
Cell_2986	0.000146049	0.999854
Cell_2987	0.0778131	0.922187
Cell_2988	2.74572e-46	1
Cell_2989	2.20153e-74	1
Cell_2990	1.18869e-46	1
Cell_2991	6.38843e-61	1
Cell_2992	4.56979e-38	1
Cell_2993	2.17835e-27	1
Cell_2994	1.64872e-56	1
Cell_2995	1.29611e-48	1
Cell_2996	3.99505e-87	1
Cell_2997	1.67208e-99	1
Cell_2998	5.93092e-81	1
Cell_2999	1.07592e-11	1
Cell_3000	3.01066e-79	1
Cell_3001	4.07411e-59	1
Cell_3002	6.61891e-78	1
Cell_3003	4.67085e-24	1
Cell_3004	2.43589e-101	1
Cell_3005	0.383313	0.616687
Cell_3006	1.07177e-97	1
Cell_3007	8.98801e-64	1
Cell_3008	4.87097e-31	1
Cell_3009	7.44089e-75	1
Cell_3010	9.42719e-49	1
Cell_3011	1.15143e-19	1
Cell_3012	1.05377e-47	1
Cell_3013	0.00149757	0.998502
Cell_3014	7.39623e-71	1
Cell_3015	9.92749e-70	1
Cell_3016	5.20655e-36	1
Cell_3017	7.84642e-64	1
Cell_3018	1.04599e-59	1
Cell_3019	7.47809e-68	1
Cell_3020	7.50304e-124	1
Cell_3021	1.40345e-45	1
Cell_3022	2.20992e-52	1
Cell_3023	2.06617e-24	1
Cell_3024	2.94557e-43	1
Cell_3025	3.48591e-38	1
Cell_3026	9.2625e-67	1
Cell_3027	1.38299e-33	1
Cell_3028	2.81794e-74	1
Cell_3029	2.55636e-42	1
Cell_3030	1.03731e-28	1
Cell_3031	6.19536e-71	1
Cell_3032	8.02626e-56	1
Cell_3033	4.64459e-79	1
Cell_3034	1.29187e-31	1
Cell_3035	2.52124e-86	1
Cell_3036	2.32478e-47	1
Cell_3037	1.99506e-64	1
Cell_3038	2.7269e-05	0.999973
Cell_3039	4.84502e-62	1
Cell_3040	4.78612e-07	1
Cell_3041	6.06009e-125	1
Cell_3042	1.57173e-56	1
Cell_3043	3.03682e-137	1
Cell_3044	0.000269118	0.999731
Cell_3045	1.46602e-64	1
Cell_3046	4.5538e-56	1
Cell_3047	1.04827e-41	1
Cell_3048	1.34888e-143	1
Cell_3049	9.8197e-74	1
Cell_3050	1.03063e-82	1
Cell_3051	7.59318e-65	1
Cell_3052	2.4191e-56	1
Cell_3053	1.05612e-87	1
Cell_3054	1.88203e-47	1
Cell_3055	1.19652e-81	1
Cell_3056	2.52235e-64	1
Cell_3057	1.00405e-66	1
Cell_3058	1.30183e-42	1
Cell_3059	3.98043e-55	1
Cell_3060	1.78983e-75	1
Cell_3061	1.27736e-69	1
Cell_3062	8.37209e-63	1
Cell_3063	1.70934e-53	1
Cell_3064	1.0996e-43	1
Cell_3065	4.07983e-56	1
Cell_3066	0.423154	0.576846
Cell_3067	1.72133e-57	1
Cell_3068	7.87435e-76	1
Cell_3069	6.54973e-74	1
Cell_3070	3.46891e-20	1
Cell_3071	8.69322e-104	1
Cell_3072	6.774e-24	1
Cell_3073	2.36206e-91	1
Cell_3074	1.58803e-89	1
Cell_3075	1.00147e-46	1
Cell_3076	1.74374e-50	1
Cell_3077	9.7441e-16	1
Cell_3078	1.2044e-52	1
Cell_3079	8.91845e-41	1
Cell_3080	3.6209e-78	1
Cell_3081	1.70516e-86	1
Cell_3082	9.35473e-39	1
Cell_3083	6.46588e-74	1
Cell_3084	2.97833e-09	1
Cell_3085	5.69076e-62	1
Cell_3086	2.24309e-80	1
Cell_3087	4.31198e-47	1
Cell_3088	1.04821e-98	1
Cell_3089	1.57115e-50	1
Cell_3090	5.81095e-71	1
Cell_3091	8.03659e-61	1
Cell_3092	4.09759e-71	1
Cell_3093	6.76533e-40	1
Cell_3094	5.36523e-23	1
Cell_3095	3.70009e-37	1
Cell_3096	3.69464e-39	1
Cell_3097	8.46776e-19	1
Cell_3098	1.6183e-71	1
Cell_3099	3.22716e-23	1
Cell_3100	1.10856e-65	1
Cell_3101	4.7744e-45	1
Cell_3102	3.52793e-35	1
Cell_3103	1.57113e-97	1
Cell_3104	7.90455e-56	1
Cell_3105	1.69707e-48	1
Cell_3106	8.75952e-70	1
Cell_3107	1.09944e-54	1
Cell_3108	7.36047e-112	1
Cell_3109	2.10683e-40	1
Cell_3110	8.64425e-28	1
Cell_3111	1.33135e-55	1
Cell_3112	2.55162e-66	1
Cell_3113	4.89617e-75	1
Cell_3114	7.80635e-30	1
Cell_3115	6.49335e-33	1
Cell_3116	9.48112e-34	1
Cell_3117	3.46555e-92	1
Cell_3118	5.04583e-35	1
Cell_3119	1.68807e-43	1
Cell_3120	7.17622e-54	1
Cell_3121	2.87916e-68	1
Cell_3122	6.30384e-126	1
Cell_3123	1.06263e-98	1
Cell_3124	2.46676e-64	1
Cell_3125	4.01134e-51	1
Cell_3126	0.00110982	0.99889
Cell_3127	1.59259e-26	1
Cell_3128	4.98582e-66	1
Cell_3129	1.12696e-53	1
Cell_3130	3.5343e-105	1
Cell_3131	2.64245e-26	1
Cell_3132	3.34565e-75	1
Cell_3133	1.43377e-103	1
Cell_3134	1.13363e-108	1
Cell_3135	4.0224e-64	1
Cell_3136	1.28523e-81	1
Cell_3137	6.06434e-26	1
Cell_3138	9.13841e-75	1
Cell_3139	6.87406e-71	1
Cell_3140	2.10204e-55	1
Cell_3141	4.08616e-38	1
Cell_3142	3.32804e-45	1
Cell_3143	0.999273	0.000726696
Cell_3144	2.93252e-38	1
Cell_3145	1.77852e-45	1
Cell_3146	1.50569e-08	1
Cell_3147	2.13716e-34	1
Cell_3148	2.04177e-50	1
Cell_3149	4.82741e-69	1
Cell_3150	4.60296e-43	1
Cell_3151	1.76444e-111	1
Cell_3152	9.43056e-66	1
Cell_3153	5.75208e-28	1
Cell_3154	1.27138e-89	1
Cell_3155	1.20964e-111	1
Cell_3156	6.1778e-59	1
Cell_3157	4.09956e-70	1
Cell_3158	2.75935e-88	1
Cell_3159	1.11285e-41	1
Cell_3160	5.24034e-85	1
Cell_3161	4.9114e-53	1
Cell_3162	6.87937e-51	1
Cell_3163	3.4901e-47	1
Cell_3164	2.65472e-59	1
Cell_3165	3.25012e-39	1
Cell_3166	6.89164e-41	1
Cell_3167	9.58994e-66	1
Cell_3168	2.63566e-61	1
Cell_3169	9.97256e-57	1
Cell_3170	2.2329e-28	1
Cell_3171	5.22399e-46	1
Cell_3172	4.5874e-89	1
Cell_3173	7.12987e-57	1
Cell_3174	3.74406e-92	1
Cell_3175	1.23757e-75	1
Cell_3176	6.36072e-50	1
Cell_3177	9.90995e-70	1
Cell_3178	2.55011e-39	1
Cell_3179	1.45181e-46	1
Cell_3180	5.85128e-63	1
Cell_3181	3.87526e-72	1
Cell_3182	3.16945e-77	1
Cell_3183	0.000212507	0.999787
Cell_3184	2.20886e-76	1
Cell_3185	0.012439	0.987561
Cell_3186	6.4589e-109	1
Cell_3187	8.48361e-14	1
Cell_3188	8.00807e-65	1
Cell_3189	5.71707e-40	1
Cell_3190	5.4714e-41	1
Cell_3191	1.43463e-66	1
Cell_3192	5.96215e-81	1
Cell_3193	3.17769e-81	1
Cell_3194	4.57019e-33	1
Cell_3195	4.88719e-10	1
Cell_3196	7.41518e-56	1
Cell_3197	2.4913e-76	1
Cell_3198	1.05775e-35	1
Cell_3199	1.47472e-82	1
Cell_3200	6.17938e-37	1
Cell_3201	8.74545e-14	1
Cell_3202	0.000740372	0.99926
Cell_3203	2.4672e-22	1
Cell_3204	1.08813e-99	1
Cell_3205	1.11187e-32	1
Cell_3206	1.42418e-64	1
Cell_3207	5.28625e-44	1
Cell_3208	4.62077e-43	1
Cell_3209	9.05581e-51	1
Cell_3210	2.08607e-30	1
Cell_3211	1.24467e-34	1
Cell_3212	3.39445e-28	1
Cell_3213	1.77603e-36	1
Cell_3214	9.22466e-69	1
Cell_3215	5.53426e-31	1
Cell_3216	1.51287e-55	1
Cell_3217	6.00542e-96	1
Cell_3218	2.92039e-81	1
Cell_3219	1.26199e-39	1
Cell_3220	6.02537e-86	1
Cell_3221	8.21023e-80	1
Cell_3222	0.000115135	0.999885
Cell_3223	6.36999e-71	1
Cell_3224	2.33939e-78	1
Cell_3225	2.57818e-13	1
Cell_3226	9.80213e-72	1
Cell_3227	1.58239e-107	1
Cell_3228	1.53619e-31	1
Cell_3229	4.26551e-105	1
Cell_3230	2.40874e-36	1
Cell_3231	3.72099e-142	1
Cell_3232	2.90944e-05	0.999971
Cell_3233	3.22495e-32	1
Cell_3234	5.39897e-49	1
Cell_3235	9.14046e-101	1
Cell_3236	1.97059e-83	1
Cell_3237	6.99341e-24	1
Cell_3238	1.3025e-90	1
Cell_3239	6.79931e-61	1
Cell_3240	0.00030019	0.9997
Cell_3241	5.28393e-103	1
Cell_3242	1.75903e-54	1
Cell_3243	6.49457e-58	1
Cell_3244	1.35e-83	1
Cell_3245	7.27358e-16	1
Cell_3246	4.99025e-54	1
Cell_3247	5.86164e-18	1
Cell_3248	1.25553e-49	1
Cell_3249	3.52577e-30	1
Cell_3250	2.99709e-41	1
Cell_3251	8.79319e-88	1
Cell_3252	2.76232e-92	1
Cell_3253	2.40729e-05	0.999976
Cell_3254	8.8814e-89	1
Cell_3255	6.25129e-49	1
Cell_3256	4.23194e-55	1
Cell_3257	3.47606e-52	1
Cell_3258	5.60996e-50	1
Cell_3259	2.42964e-61	1
Cell_3260	3.08376e-61	1
Cell_3261	3.7976e-20	1
Cell_3262	2.41363e-91	1
Cell_3263	7.0188e-72	1
Cell_3264	3.46205e-52	1
Cell_3265	7.28293e-16	1
Cell_3266	1.23758e-54	1
Cell_3267	4.05789e-11	1
Cell_3268	1.09547e-87	1
Cell_3269	0.987922	0.0120775
Cell_3270	1.22544e-53	1
Cell_3271	1.0893e-44	1
Cell_3272	5.86289e-65	1
Cell_3273	0.78629	0.21371
Cell_3274	6.17345e-32	1
Cell_3275	5.28164e-48	1
Cell_3276	1.25733e-76	1
Cell_3277	6.66143e-69	1
Cell_3278	5.61023e-101	1
Cell_3279	6.19379e-06	0.999994
Cell_3280	6.72846e-37	1
Cell_3281	0.00347717	0.996523
Cell_3282	1.19499e-77	1
Cell_3283	3.91299e-39	1
Cell_3284	4.05575e-35	1
Cell_3285	5.60924e-26	1
Cell_3286	1.80386e-65	1
Cell_3287	4.17876e-78	1
Cell_3288	2.04236e-98	1
Cell_3289	2.37775e-28	1
Cell_3290	1.46795e-43	1
Cell_3291	5.4062e-54	1
Cell_3292	1.26432e-34	1
Cell_3293	6.92003e-54	1
Cell_3294	9.41796e-60	1
Cell_3295	6.5652e-36	1
Cell_3296	9.96364e-58	1
Cell_3297	1.72241e-64	1
Cell_3298	1.80084e-05	0.999982
Cell_3299	2.47217e-42	1
Cell_3300	2.15524e-06	0.999998
Cell_3301	2.75607e-72	1
Cell_3302	5.44388e-60	1
Cell_3303	6.5416e-46	1
Cell_3304	1.67461e-75	1
Cell_3305	5.85907e-61	1
Cell_3306	2.19391e-79	1
Cell_3307	7.45535e-88	1
Cell_3308	8.71931e-28	1
Cell_3309	6.57503e-73	1
Cell_3310	1.76833e-25	1
Cell_3311	0.999373	0.000627375
Cell_3312	7.62685e-59	1
Cell_3313	1.43211e-92	1
Cell_3314	2.89948e-53	1
Cell_3315	8.87673e-47	1
Cell_3316	1.15221e-50	1
Cell_3317	5.78041e-77	1
Cell_3318	1.84377e-55	1
Cell_3319	1.04407e-79	1
Cell_3320	3.5186e-65	1
Cell_3321	1.00625e-131	1
Cell_3322	1.59291e-44	1
Cell_3323	2.79299e-48	1
Cell_3324	3.30895e-68	1
Cell_3325	9.10241e-51	1
Cell_3326	6.14251e-31	1
Cell_3327	2.09401e-90	1
Cell_3328	3.51732e-06	0.999996
Cell_3329	5.85815e-89	1
Cell_3330	5.14314e-56	1
Cell_3331	6.76089e-67	1
Cell_3332	5.2542e-26	1
Cell_3333	3.90677e-76	1
Cell_3334	1.1255e-88	1
Cell_3335	1.07142e-92	1
Cell_3336	1.63941e-84	1
